key,player_of_match
psl0123,BCJ Cutting
psl0124,L Gregory
psl0125,MM Ali
psl0126,RR Rossouw
psl0127,AD Hales
psl0128,Mohammad Amir
psl0129,BR Dunk
psl0130,C Munro
psl0131,Shoaib Malik
psl0133,SR Patel
psl0134,Shadab Khan
psl0135,BR Dunk
psl0136,JM Vince
psl0137,Fakhar Zaman
psl0138,Sharjeel Khan
psl0139,Zeeshan Ashraf
psl0140,Sharjeel Khan
psl0141,SR Watson
psl0142,CA Lynn
psl0143,Mohammad Hafeez
psl0144,Babar Azam
psl0145,D Wiese
psl0146,Babar Azam
psl0147,Arshad Iqbal
psl0148,L Gregory
psl0149,Shaheen Shah Afridi
psl0150,Fakhar Zaman
psl0151,T Kohler-Cadmore
psl0152,AD Hales
psl0153,Haider Ali
psl0154,Mohammad Rizwan
psl0155,Wahab Riaz
psl0156,Babar Azam
psl0157,Shaheen Shah Afridi
psl0158,Faheem Ashraf
psl0159,Qais Ahmad
psl0160,Mohammad Nabi
psl0161,Rashid Khan
psl0162,Rashid Khan
psl0163,RR Rossouw
psl0164,C Munro
psl0165,DA Miller
psl0166,Shahnawaz Dhani
psl0167,Asif Ali
psl0168,Iftikhar Ahmed
psl0169,Hazratullah
psl0170,Usman Shinwari
psl0171,Shan Masood
psl0172,Noor Ahmad
psl0173,UT Khawaja
psl0174,Shahnawaz Dhani
psl0175,Mohammad Wasim
psl0176,Danish Aziz
psl0177,Hazratullah
psl0178,Sohail Tanvir
psl0179,Hazratullah
psl0180,Sohaib Maqsood
psl0181,Imran Tahir
psl0182,WCF Smeed
psl0183,Naseem Shah
psl0184,Shan Masood
psl0185,Fakhar Zaman
psl0186,PR Stirling
psl0187,Shan Masood
psl0188,TH David
psl0189,Zaman Khan
psl0190,C Munro
psl0191,Shoaib Malik
psl0192,Mohammad Rizwan
psl0193,Zaman Khan
psl0194,Shadab Khan
psl0195,JJ Roy
psl0196,Shan Masood
psl0197,Fakhar Zaman
psl0198,Sarfraz Ahmed
psl0199,Shaheen Shah Afridi
psl0200,Mohammad Haris
psl0201,Asif Ali
psl0202,Hussain Talat
psl0203,Mohammad Rizwan
psl0204,Mohammad Haris
psl0205,Mir Hamza
psl0206,RR Rossouw
psl0207,HC Brook
psl0208,Imran Tahir
psl0209,Khurram Shahzad (2)
psl0210,Wahab Riaz
psl0211,Shahnawaz Dhani
psl0212,Faheem Ashraf
psl0213,D Wiese
psl0214,Mohammad Hafeez
psl0215,Fakhar Zaman
psl0216,T Kohler-Cadmore
psl0217,Ihsanullah (2)
psl0218,C Munro
psl0219,RR Rossouw
