key,date
wtc0001,2018-05-22
wtc0002,2019-05-06
wtc0003,2019-05-08
wtc0004,2019-05-09
wtc0005,2019-05-11
wtc0006,2020-11-04
wtc0007,2020-11-05
wtc0008,2020-11-07
wtc0009,2020-11-09
wtc0010,2022-05-23
wtc0011,2022-05-24
wtc0012,2022-05-26
wtc0013,2022-05-28
