key_id,city,date,gender,match_type,match_type_number,neutral_venue,overs,player_of_match,venue
odis0283,Nairobi,2007-02-04,male,ODI,,,50,RM Haq,Gymkhana Club Ground
odis0284,Nairobi,2007-02-04,male,ODI,,1.0,50,RN ten Doeschate,Ruaraka Sports Club Ground
odis0285,Centurion,2007-02-04,male,ODI,,,50,JH Kallis,SuperSport Park
odis0286,,2007-02-04,male,ODI,,,50,RT Ponting,Melbourne Cricket Ground
odis0287,Nairobi,2007-02-05,male,ODI,,,50,TM Odoyo,Jaffery Sports Club Ground
odis0288,Brisbane,2007-02-06,male,ODI,,1.0,50,PD Collingwood,"Brisbane Cricket Ground, Woolloongabba"
odis0289,Durban,2007-02-07,male,ODI,,,50,Younis Khan,Kingsmead
odis0290,Kolkata,2007-02-08,male,ODI,,,50,,Eden Gardens
odis0291,Port Elizabeth,2007-02-09,male,ODI,,,50,,St George's Park
odis0292,,2007-02-09,male,ODI,,,50,PD Collingwood,Melbourne Cricket Ground
odis0293,Rajkot,2007-02-11,male,ODI,,,50,KC Sangakkara,Madhavrao Scindia Cricket Ground
odis0294,Cape Town,2007-02-11,male,ODI,,,50,SM Pollock,Newlands
odis0295,,2007-02-11,male,ODI,,,50,,Sydney Cricket Ground
odis0296,Margao,2007-02-14,male,ODI,,,50,Z Khan,"Nehru Stadium, Fatorda"
odis0297,Johannesburg,2007-02-14,male,ODI,,,50,SM Pollock,New Wanderers Stadium
odis0298,Wellington,2007-02-16,male,ODI,,,50,SE Bond,Westpac Stadium
odis0299,Visakhapatnam,2007-02-17,male,ODI,,,50,LPC Silva,Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium
odis0300,Auckland,2007-02-18,male,ODI,,,50,LRPL Taylor,Eden Park
odis0301,Hamilton,2007-02-20,male,ODI,,,50,ML Hayden,Seddon Park
odis0302,Chennai,2007-03-05,female,ODI,605.0,,50,S Nitschke,"MA Chidambaram Stadium, Chepauk"
odis0303,Jamaica,2007-03-13,male,ODI,,,50,DR Smith,"Sabina Park, Kingston"
odis0304,St Kitts,2007-03-14,male,ODI,,1.0,50,RT Ponting,"Warner Park, Basseterre"
odis0305,Jamaica,2007-03-15,male,ODI,,1.0,50,JP Bray,"Sabina Park, Kingston"
odis0306,Trinidad,2007-03-15,male,ODI,,1.0,50,DPMD Jayawardene,"Queen's Park Oval, Port of Spain"
odis0307,St Lucia,2007-03-16,male,ODI,,1.0,50,SB Styris,"Beausejour Stadium, Gros Islet"
odis0308,St Kitts,2007-03-16,male,ODI,,1.0,50,HH Gibbs,"Warner Park, Basseterre"
odis0309,Jamaica,2007-03-17,male,ODI,,1.0,50,NJ O'Brien,"Sabina Park, Kingston"
odis0310,Trinidad,2007-03-17,male,ODI,,1.0,50,Mashrafe Mortaza,"Queen's Park Oval, Port of Spain"
odis0311,St Lucia,2007-03-18,male,ODI,,1.0,50,PD Collingwood,"Beausejour Stadium, Gros Islet"
odis0312,St Kitts,2007-03-18,male,ODI,,1.0,50,BJ Hodge,"Warner Park, Basseterre"
odis0313,Jamaica,2007-03-19,male,ODI,,,50,SC Williams,"Sabina Park, Kingston"
odis0314,Trinidad,2007-03-19,male,ODI,,1.0,50,V Sehwag,"Queen's Park Oval, Port of Spain"
odis0315,St Lucia,2007-03-20,male,ODI,,1.0,50,LRPL Taylor,"Beausejour Stadium, Gros Islet"
odis0316,St Kitts,2007-03-20,male,ODI,,1.0,50,GC Smith,"Warner Park, Basseterre"
odis0317,Jamaica,2007-03-21,male,ODI,,1.0,50,Imran Nazir,"Sabina Park, Kingston"
odis0318,Trinidad,2007-03-21,male,ODI,,1.0,50,ST Jayasuriya,"Queen's Park Oval, Port of Spain"
odis0319,St Lucia,2007-03-22,male,ODI,,1.0,50,L Vincent,"Beausejour Stadium, Gros Islet"
odis0320,St Kitts,2007-03-22,male,ODI,,1.0,50,WF Stelling,"Warner Park, Basseterre"
odis0321,Jamaica,2007-03-23,male,ODI,,,50,S Chanderpaul,"Sabina Park, Kingston"
odis0322,Trinidad,2007-03-23,male,ODI,,1.0,50,M Muralitharan,"Queen's Park Oval, Port of Spain"
odis0323,St Lucia,2007-03-24,male,ODI,,1.0,50,EC Joyce,"Beausejour Stadium, Gros Islet"
odis0324,St Kitts,2007-03-24,male,ODI,,1.0,50,ML Hayden,"Warner Park, Basseterre"
odis0325,Trinidad,2007-03-25,male,ODI,,1.0,50,Mohammad Ashraful,"Queen's Park Oval, Port of Spain"
odis0326,Antigua,2007-03-27,male,ODI,,,50,ML Hayden,"Sir Vivian Richards Stadium, North Sound"
odis0327,Guyana,2007-03-28,male,ODI,,1.0,50,CK Langeveldt,Providence Stadium
odis0328,Antigua,2007-03-29,male,ODI,,,50,JDP Oram,"Sir Vivian Richards Stadium, North Sound"
odis0329,Guyana,2007-03-30,male,ODI,,1.0,50,PD Collingwood,Providence Stadium
odis0330,Antigua,2007-03-31,male,ODI,,1.0,50,GD McGrath,"Sir Vivian Richards Stadium, North Sound"
odis0331,Guyana,2007-04-01,male,ODI,,,50,ST Jayasuriya,Providence Stadium
odis0332,Antigua,2007-04-02,male,ODI,,1.0,50,SE Bond,"Sir Vivian Richards Stadium, North Sound"
odis0333,Guyana,2007-04-03,male,ODI,,1.0,50,JH Kallis,Providence Stadium
odis0334,Antigua,2007-04-04,male,ODI,,1.0,50,RS Bopara,"Sir Vivian Richards Stadium, North Sound"
odis0335,Guyana,2007-04-07,male,ODI,,1.0,50,Mohammad Ashraful,Providence Stadium
odis0336,Antigua,2007-04-08,male,ODI,,1.0,50,SW Tait,"Sir Vivian Richards Stadium, North Sound"
odis0337,Guyana,2007-04-09,male,ODI,,1.0,50,PG Fulton,Providence Stadium
odis0338,Grenada,2007-04-10,male,ODI,,,50,AB de Villiers,"National Cricket Stadium, St George's"
odis0339,Barbados,2007-04-11,male,ODI,,1.0,50,SI Mahmood,"Kensington Oval, Bridgetown"
odis0340,Grenada,2007-04-12,male,ODI,,1.0,50,WPUJC Vaas,"National Cricket Stadium, St George's"
odis0341,Barbados,2007-04-13,male,ODI,,1.0,50,GD McGrath,"Kensington Oval, Bridgetown"
odis0342,Grenada,2007-04-14,male,ODI,,1.0,50,CD McMillan,"National Cricket Stadium, St George's"
odis0343,Barbados,2007-04-15,male,ODI,,1.0,50,WTS Porterfield,"Kensington Oval, Bridgetown"
odis0344,Grenada,2007-04-16,male,ODI,,1.0,50,NW Bracken,"National Cricket Stadium, St George's"
odis0345,Barbados,2007-04-17,male,ODI,,1.0,50,AJ Hall,"Kensington Oval, Bridgetown"
odis0346,Grenada,2007-04-18,male,ODI,,1.0,50,MF Maharoof,"National Cricket Stadium, St George's"
odis0347,Barbados,2007-04-19,male,ODI,,,50,RR Sarwan,"Kensington Oval, Bridgetown"
odis0348,Grenada,2007-04-20,male,ODI,,1.0,50,ML Hayden,"National Cricket Stadium, St George's"
odis0349,Barbados,2007-04-21,male,ODI,,,50,KP Pietersen,"Kensington Oval, Bridgetown"
odis0350,Jamaica,2007-04-24,male,ODI,,1.0,50,DPMD Jayawardene,"Sabina Park, Kingston"
odis0351,St Lucia,2007-04-25,male,ODI,,1.0,50,GD McGrath,"Beausejour Stadium, Gros Islet"
odis0352,Barbados,2007-04-28,male,ODI,,1.0,50,AC Gilchrist,"Kensington Oval, Bridgetown"
odis0353,Mirpur,2007-05-10,male,ODI,,,50,MS Dhoni,Shere Bangla National Stadium
odis0354,Mirpur,2007-05-12,male,ODI,,,50,G Gambhir,Shere Bangla National Stadium
odis0355,Bangalore,2007-06-06,male,ODI,,1.0,50,SM Pollock,M Chinnaswamy Stadium
odis0356,Chennai,2007-06-09,male,ODI,,1.0,50,CRD Fernando,"MA Chidambaram Stadium, Chepauk"
odis0357,Chennai,2007-06-10,male,ODI,,1.0,50,MS Dhoni,"MA Chidambaram Stadium, Chepauk"
odis0358,Belfast,2007-06-23,male,ODI,,,50,G Gambhir,"Civil Service Cricket Club, Stormont"
odis0359,Belfast,2007-06-24,male,ODI,,,50,AR Cusack,"Civil Service Cricket Club, Stormont"
odis0360,Belfast,2007-06-26,male,ODI,,1.0,50,JH Kallis,"Civil Service Cricket Club, Stormont"
odis0361,Belfast,2007-06-29,male,ODI,,1.0,50,SR Tendulkar,"Civil Service Cricket Club, Stormont"
odis0362,Belfast,2007-07-01,male,ODI,,1.0,50,Yuvraj Singh,"Civil Service Cricket Club, Stormont"
odis0363,London,2007-07-01,male,ODI,,,50,FH Edwards,Lord's
odis0364,Birmingham,2007-07-04,male,ODI,,,50,S Chanderpaul,Edgbaston
odis0365,Nottingham,2007-07-07,male,ODI,,,50,DBL Powell,Trent Bridge
odis0366,Belfast,2007-07-13,male,ODI,,1.0,50,,"Civil Service Cricket Club, Stormont"
odis0367,Dublin,2007-07-14,male,ODI,,,50,,Clontarf Cricket Club Ground
odis0368,Colombo,2007-07-20,male,ODI,,,50,CRD Fernando,P Saravanamuttu Stadium
odis0369,Colombo,2007-07-23,male,ODI,,,50,ST Jayasuriya,R Premadasa Stadium
odis0370,Colombo,2007-07-25,male,ODI,,,50,J Mubarak,R Premadasa Stadium
odis0371,Glasgow,2007-08-16,male,ODI,,,50,G Gambhir,Titwood
odis0372,Southampton,2007-08-21,male,ODI,,,50,IR Bell,The Rose Bowl
odis0373,Bulawayo,2007-08-22,male,ODI,,,50,GB Brent,Queens Sports Club
odis0374,Bristol,2007-08-24,male,ODI,,,50,R Dravid,County Ground
odis0375,,2007-08-25,male,ODI,,,50,HH Gibbs,Harare Sports Club
odis0376,,2007-08-26,male,ODI,,,50,AB de Villiers,Harare Sports Club
odis0377,Birmingham,2007-08-27,male,ODI,,,50,IR Bell,Edgbaston
odis0378,Manchester,2007-08-30,male,ODI,,,50,SCJ Broad,Old Trafford
odis0379,Leeds,2007-09-02,male,ODI,,,50,SC Ganguly,Headingley
odis0380,London,2007-09-05,male,ODI,,,50,SR Tendulkar,Kennington Oval
odis0381,London,2007-09-08,male,ODI,,,50,KP Pietersen,Lord's
odis0382,Bangalore,2007-09-29,male,ODI,,,50,,M Chinnaswamy Stadium
odis0383,,2007-10-01,male,ODI,,,50,MF Maharoof,Rangiri Dambulla International Stadium
odis0384,Kochi,2007-10-02,male,ODI,,,50,BJ Haddin,Nehru Stadium
odis0385,,2007-10-04,male,ODI,,,50,OA Shah,Rangiri Dambulla International Stadium
odis0386,Hyderabad,2007-10-05,male,ODI,,,50,A Symonds,"Rajiv Gandhi International Stadium, Uppal"
odis0387,Chandigarh,2007-10-08,male,ODI,,,50,MS Dhoni,Sector 16 Stadium
odis0388,Colombo,2007-10-10,male,ODI,,,50,AN Cook,R Premadasa Stadium
odis0389,Vadodara,2007-10-11,male,ODI,,,50,MG Johnson,Reliance Stadium
odis0390,Colombo,2007-10-13,male,ODI,,,50,CRD Fernando,R Premadasa Stadium
odis0391,Nagpur,2007-10-14,male,ODI,,,50,A Symonds,Vidarbha Cricket Association Ground
odis0392,Mumbai,2007-10-17,male,ODI,,,50,M Kartik,Wankhede Stadium
odis0393,Lahore,2007-10-18,male,ODI,,,50,AB de Villiers,Gaddafi Stadium
odis0394,Nairobi,2007-10-18,male,ODI,,,50,,Gymkhana Club Ground
odis0395,Lahore,2007-10-20,male,ODI,,,50,Mohammad Yousuf,Gaddafi Stadium
odis0396,Nairobi,2007-10-20,male,ODI,,,50,,Gymkhana Club Ground
odis0397,Faisalabad,2007-10-23,male,ODI,,,50,Shahid Afridi,Iqbal Stadium
odis0398,Nairobi,2007-10-25,male,ODI,,,50,,Gymkhana Club Ground
odis0399,,2007-10-26,male,ODI,,,50,SM Pollock,Multan Cricket Stadium
odis0400,Nairobi,2007-10-27,male,ODI,,,50,,Gymkhana Club Ground
odis0401,Nairobi,2007-10-28,male,ODI,,,50,,Gymkhana Club Ground
odis0402,Lahore,2007-10-29,male,ODI,,,50,M Ntini,Gaddafi Stadium
odis0403,Guwahati,2007-11-05,male,ODI,,,50,MS Dhoni,Nehru Stadium
odis0404,Chandigarh,2007-11-08,male,ODI,,,50,Younis Khan,"Punjab Cricket Association Stadium, Mohali"
odis0405,Kanpur,2007-11-11,male,ODI,,,50,Yuvraj Singh,Green Park
odis0406,Gwalior,2007-11-15,male,ODI,,,50,SR Tendulkar,Captain Roop Singh Stadium
odis0407,Jaipur,2007-11-18,male,ODI,,,50,Shoaib Malik,Sawai Mansingh Stadium
odis0408,Durban,2007-11-25,male,ODI,,,50,AB de Villiers,Kingsmead
odis0409,,2007-11-30,male,ODI,,,50,CJ Chibhabha,Harare Sports Club
odis0410,Port Elizabeth,2007-11-30,male,ODI,,,50,JM How,St George's Park
odis0411,,2007-12-02,male,ODI,,,50,RS Morton,Harare Sports Club
odis0412,Cape Town,2007-12-02,male,ODI,,,50,HH Gibbs,Newlands
odis0413,Bulawayo,2007-12-07,male,ODI,,,50,JE Taylor,Queens Sports Club
odis0414,,2007-12-14,male,ODI,,,50,RT Ponting,Adelaide Oval
odis0415,,2007-12-16,male,ODI,,,50,,Sydney Cricket Ground
odis0416,Hobart,2007-12-20,male,ODI,,,50,RT Ponting,Bellerive Oval
odis0417,Auckland,2007-12-26,male,ODI,,,50,JM How,Eden Park
odis0418,Napier,2007-12-28,male,ODI,,,50,PG Fulton,McLean Park
odis0419,,2007-12-31,male,ODI,,,50,DL Vettori,Queenstown Events Centre
odis0420,Centurion,2008-01-20,male,ODI,,,50,JP Duminy,SuperSport Park
odis0421,Karachi,2008-01-21,male,ODI,,,50,Nasir Jamshed,National Stadium
odis0422,Sind,2008-01-24,male,ODI,,,50,Sohail Tanvir,"Niaz Stadium, Hyderabad"
odis0423,Cape Town,2008-01-25,male,ODI,,,50,SM Pollock,Newlands
odis0424,,2008-01-27,male,ODI,,,50,Shahid Afridi,Multan Cricket Stadium
odis0425,Port Elizabeth,2008-01-27,male,ODI,,,50,JH Kallis,St George's Park
odis0426,Faisalabad,2008-01-30,male,ODI,,,50,Shoaib Malik,Iqbal Stadium
odis0427,Durban,2008-02-01,male,ODI,,,50,AB de Villiers,Kingsmead
odis0428,,2008-02-02,male,ODI,,,50,Younis Khan,Sheikhupura Stadium
odis0429,Johannesburg,2008-02-03,male,ODI,,,50,HH Gibbs,New Wanderers Stadium
odis0430,Brisbane,2008-02-03,male,ODI,,,50,,"Brisbane Cricket Ground, Woolloongabba"
odis0431,Brisbane,2008-02-05,male,ODI,,1.0,50,,"Brisbane Cricket Ground, Woolloongabba"
odis0432,,2008-02-08,male,ODI,,,50,NW Bracken,Sydney Cricket Ground
odis0433,Wellington,2008-02-09,male,ODI,,,50,SB Styris,Westpac Stadium
odis0434,,2008-02-10,male,ODI,,,50,I Sharma,Melbourne Cricket Ground
odis0435,Hamilton,2008-02-12,male,ODI,,,50,JD Ryder,Seddon Park
odis0436,Auckland,2008-02-15,male,ODI,,,50,PD Collingwood,Eden Park
odis0437,Perth,2008-02-15,male,ODI,,,50,AC Gilchrist,Western Australia Cricket Association Ground
odis0438,,2008-02-17,male,ODI,,,50,MJ Clarke,Adelaide Oval
odis0439,,2008-02-19,male,ODI,,1.0,50,KC Sangakkara,Adelaide Oval
odis0440,Napier,2008-02-20,male,ODI,,,50,JM How,McLean Park
odis0441,,2008-02-21,female,ODI,626.0,,50,C Brits,Stellenbosch University 1
odis0442,,2008-02-22,female,ODI,628.0,,50,L Egging,Stellenbosch University 2
odis0443,,2008-02-22,female,ODI,627.0,,50,OV Anderson,Stellenbosch University 1
odis0444,,2008-02-22,male,ODI,,,50,MEK Hussey,Melbourne Cricket Ground
odis0445,Christchurch,2008-02-23,male,ODI,,,50,BB McCullum,AMI Stadium
odis0446,,2008-02-24,male,ODI,,,50,RT Ponting,Sydney Cricket Ground
odis0447,Hobart,2008-02-26,male,ODI,,1.0,50,P Kumar,Bellerive Oval
odis0448,,2008-02-29,male,ODI,,,50,AC Gilchrist,Melbourne Cricket Ground
odis0449,,2008-03-02,male,ODI,,,50,SR Tendulkar,Sydney Cricket Ground
odis0450,Brisbane,2008-03-04,male,ODI,,,50,P Kumar,"Brisbane Cricket Ground, Woolloongabba"
odis0451,,2008-03-09,male,ODI,,,50,GC Smith,Chittagong Divisional Stadium
odis0452,Mirpur,2008-03-12,male,ODI,,,50,A Nel,Shere Bangla National Stadium
odis0453,Mirpur,2008-03-14,male,ODI,,,50,JA Morkel,Shere Bangla National Stadium
odis0454,Lahore,2008-04-08,male,ODI,,,50,Mohammad Yousuf,Gaddafi Stadium
odis0455,Trinidad,2008-04-10,male,ODI,,,50,DJ Bravo,"Queen's Park Oval, Port of Spain"
odis0456,Faisalabad,2008-04-11,male,ODI,,,50,Salman Butt,Iqbal Stadium
odis0457,Trinidad,2008-04-12,male,ODI,,,50,S Chanderpaul,"Queen's Park Oval, Port of Spain"
odis0458,Lahore,2008-04-13,male,ODI,,,50,Salman Butt,Gaddafi Stadium
odis0459,St Lucia,2008-04-15,male,ODI,,,50,,"Beausejour Stadium, Gros Islet"
odis0460,,2008-04-16,male,ODI,,,50,Shakib Al Hasan,Multan Cricket Stadium
odis0461,Karachi,2008-04-19,male,ODI,,,50,Mohammad Asif,National Stadium
odis0462,Kurunegala,2008-05-08,female,ODI,645.0,,50,SL Pujare,Welagedara Stadium
odis0463,Kurunegala,2008-05-11,female,ODI,647.0,,50,A Rawat,Welagedara Stadium
odis0464,Mirpur,2008-06-08,male,ODI,,,50,Salman Butt,Shere Bangla National Stadium
odis0465,Mirpur,2008-06-10,male,ODI,,1.0,50,V Sehwag,Shere Bangla National Stadium
odis0466,Mirpur,2008-06-12,male,ODI,,,50,G Gambhir,Shere Bangla National Stadium
odis0467,Mirpur,2008-06-14,male,ODI,,1.0,50,Younis Khan,Shere Bangla National Stadium
odis0468,Chester-le-Street,2008-06-15,male,ODI,,,50,KP Pietersen,Riverside Ground
odis0469,Birmingham,2008-06-18,male,ODI,,,50,,Edgbaston
odis0470,Bristol,2008-06-21,male,ODI,,,50,KD Mills,County Ground
odis0471,Karachi,2008-06-24,male,ODI,,,50,Sohail Tanvir,National Stadium
odis0472,Lahore,2008-06-24,male,ODI,,1.0,50,Mohammad Ashraful,Gaddafi Stadium
odis0473,St Vincent,2008-06-24,male,ODI,,,50,SE Marsh,"Arnos Vale Ground, Kingstown"
odis0474,Karachi,2008-06-25,male,ODI,,1.0,50,SK Raina,National Stadium
odis0475,Lahore,2008-06-25,male,ODI,,1.0,50,KC Sangakkara,Gaddafi Stadium
odis0476,London,2008-06-25,male,ODI,,,50,SB Styris,Kennington Oval
odis0477,Karachi,2008-06-26,male,ODI,,,50,SK Raina,National Stadium
odis0478,Lahore,2008-06-26,male,ODI,,1.0,50,BAW Mendis,Gaddafi Stadium
odis0479,Grenada,2008-06-27,male,ODI,,,50,MJ Clarke,"National Cricket Stadium, St George's"
odis0480,Karachi,2008-06-28,male,ODI,,1.0,50,SK Raina,National Stadium
odis0481,London,2008-06-28,male,ODI,,,50,SB Styris,Lord's
odis0482,Karachi,2008-06-29,male,ODI,,,50,KC Sangakkara,National Stadium
odis0483,King City,2008-06-29,male,ODI,,,50,S Dhaniram,Maple Leaf North-West Ground
odis0484,Grenada,2008-06-29,male,ODI,,,50,SR Watson,"National Cricket Stadium, St George's"
odis0485,Karachi,2008-06-30,male,ODI,,1.0,50,ST Jayasuriya,National Stadium
odis0486,Karachi,2008-07-02,male,ODI,,,50,Younis Khan,National Stadium
odis0487,Karachi,2008-07-03,male,ODI,,1.0,50,MS Dhoni,National Stadium
odis0488,Karachi,2008-07-04,male,ODI,,,50,Abdur Rauf,National Stadium
odis0489,St Kitts,2008-07-04,male,ODI,,,50,A Symonds,"Warner Park, Basseterre"
odis0490,Karachi,2008-07-06,male,ODI,,1.0,50,BAW Mendis,National Stadium
odis0491,St Kitts,2008-07-06,male,ODI,,,50,L Ronchi,"Warner Park, Basseterre"
odis0492,Dublin,2008-07-29,male,ODI,,1.0,50,,Clontarf Cricket Club Ground
odis0493,Dublin,2008-07-31,male,ODI,,,50,,Clontarf Cricket Club Ground
odis0494,Ayr,2008-08-12,male,ODI,,,50,,Cambusdoon New Ground
odis0495,,2008-08-18,male,ODI,,,50,BAW Mendis,Rangiri Dambulla International Stadium
odis0496,,2008-08-20,male,ODI,,,50,Z Khan,Rangiri Dambulla International Stadium
odis0497,Leeds,2008-08-22,male,ODI,,,50,KP Pietersen,Headingley
odis0498,Colombo,2008-08-24,male,ODI,,,50,MS Dhoni,R Premadasa Stadium
odis0499,Belfast,2008-08-25,male,ODI,,,50,,"Civil Service Cricket Club, Stormont"
odis0500,Nottingham,2008-08-26,male,ODI,,,50,SCJ Broad,Trent Bridge
odis0501,Colombo,2008-08-27,male,ODI,,,50,SK Raina,R Premadasa Stadium
odis0502,Colombo,2008-08-29,male,ODI,,,50,KMDN Kulasekara,R Premadasa Stadium
odis0503,London,2008-08-29,male,ODI,,,50,SR Patel,Kennington Oval
odis0504,Darwin,2008-08-30,male,ODI,,,50,MEK Hussey,Marrara Cricket Ground
odis0505,London,2008-08-31,male,ODI,,,50,A Flintoff,Lord's
odis0506,Darwin,2008-09-03,male,ODI,,,50,SE Marsh,Marrara Cricket Ground
odis0507,Cardiff,2008-09-03,male,ODI,,,50,,Sophia Gardens
odis0508,Darwin,2008-09-06,male,ODI,,,50,Tamim Iqbal,Marrara Cricket Ground
odis0509,Nairobi,2008-10-17,male,ODI,,1.0,50,,Gymkhana Club Ground
odis0510,Bloemfontein,2008-10-31,male,ODI,,,50,JP Duminy,OUTsurance Oval
odis0511,Potchefstroom,2008-11-07,male,ODI,,,50,DW Steyn,Senwes Park
odis0512,Abu Dhabi,2008-11-12,male,ODI,,1.0,50,CH Gayle,Sheikh Zayed Stadium
odis0513,Abu Dhabi,2008-11-14,male,ODI,,1.0,50,Sohail Tanvir,Sheikh Zayed Stadium
odis0514,Rajkot,2008-11-14,male,ODI,,,50,Yuvraj Singh,Madhavrao Scindia Cricket Ground
odis0515,Indore,2008-11-17,male,ODI,,,50,Yuvraj Singh,Maharani Usharaje Trust Cricket Ground
odis0516,,2008-11-20,male,ODI,,,50,M Muralitharan,Harare Sports Club
odis0517,Kanpur,2008-11-20,male,ODI,,,50,Harbhajan Singh,Green Park
odis0518,,2008-11-22,male,ODI,,,50,BAW Mendis,Harare Sports Club
odis0519,Bangalore,2008-11-23,male,ODI,,,50,V Sehwag,M Chinnaswamy Stadium
odis0520,,2008-11-24,male,ODI,,,50,H Masakadza,Harare Sports Club
odis0521,Cuttack,2008-11-26,male,ODI,,,50,V Sehwag,Barabati Stadium
odis0522,,2008-11-30,male,ODI,,,50,M Muralitharan,Harare Sports Club
odis0523,,2008-12-31,male,ODI,,,50,,Queenstown Events Centre
odis0524,Wellington,2009-01-07,male,ODI,,,50,DL Vettori,Westpac Stadium
odis0525,Mirpur,2009-01-10,male,ODI,,,50,E Chigumbura,Shere Bangla National Stadium
odis0526,Mirpur,2009-01-14,male,ODI,,,50,Shakib Al Hasan,Shere Bangla National Stadium
odis0527,,2009-01-16,male,ODI,,,50,JA Morkel,Melbourne Cricket Ground
odis0528,Hobart,2009-01-18,male,ODI,,,50,SE Marsh,Bellerive Oval
odis0529,Karachi,2009-01-20,male,ODI,,,50,Salman Butt,National Stadium
odis0530,Karachi,2009-01-21,male,ODI,,,50,TM Dilshan,National Stadium
odis0531,Mirpur,2009-01-23,male,ODI,,,50,Mashrafe Mortaza,Shere Bangla National Stadium
odis0532,,2009-01-23,male,ODI,,,50,JA Morkel,Sydney Cricket Ground
odis0533,Lahore,2009-01-24,male,ODI,,,50,TM Dilshan,Gaddafi Stadium
odis0534,,2009-01-26,male,ODI,,,50,AB de Villiers,Adelaide Oval
odis0535,,2009-01-28,male,ODI,,,50,ST Jayasuriya,Rangiri Dambulla International Stadium
odis0536,Perth,2009-01-30,male,ODI,,,50,HM Amla,Western Australia Cricket Association Ground
odis0537,Colombo,2009-01-31,male,ODI,,,50,I Sharma,R Premadasa Stadium
odis0538,Nairobi,2009-01-31,male,ODI,,,50,,Gymkhana Club Ground
odis0539,Perth,2009-02-01,male,ODI,,,50,KD Mills,Western Australia Cricket Association Ground
odis0540,Colombo,2009-02-03,male,ODI,,,50,Yuvraj Singh,R Premadasa Stadium
odis0541,Colombo,2009-02-05,male,ODI,,,50,G Gambhir,R Premadasa Stadium
odis0542,,2009-02-06,male,ODI,,,50,MJ Clarke,Melbourne Cricket Ground
odis0543,Colombo,2009-02-08,male,ODI,,,50,KC Sangakkara,R Premadasa Stadium
odis0544,,2009-02-08,male,ODI,,,50,BJ Haddin,Sydney Cricket Ground
odis0545,,2009-02-10,male,ODI,,,50,DJ Hussey,Adelaide Oval
odis0546,Brisbane,2009-02-13,male,ODI,,,50,,"Brisbane Cricket Ground, Woolloongabba"
odis0547,Napier,2009-03-03,male,ODI,,,50,MS Dhoni,McLean Park
odis0548,Wellington,2009-03-06,male,ODI,,,50,,Westpac Stadium
odis0549,Christchurch,2009-03-08,male,ODI,,,50,SR Tendulkar,AMI Stadium
odis0550,Sydney,2009-03-10,female,ODI,,1.0,50,CMG Atkins,North Sydney Oval
odis0551,Hamilton,2009-03-11,male,ODI,,,50,V Sehwag,Seddon Park
odis0552,Auckland,2009-03-14,male,ODI,,,50,JD Ryder,Eden Park
odis0553,Guyana,2009-03-20,male,ODI,,,50,PD Collingwood,Providence Stadium
odis0554,Guyana,2009-03-22,male,ODI,,,50,S Chanderpaul,Providence Stadium
odis0555,Barbados,2009-03-27,male,ODI,,,50,DJ Bravo,"Kensington Oval, Bridgetown"
odis0556,Barbados,2009-03-29,male,ODI,,,50,AJ Strauss,"Kensington Oval, Bridgetown"
odis0557,Benoni,2009-04-01,male,ODI,,1.0,50,WTS Porterfield,Willowmoore Park
odis0558,St Lucia,2009-04-03,male,ODI,,,50,A Flintoff,"Beausejour Stadium, Gros Islet"
odis0559,Durban,2009-04-03,male,ODI,,,50,MEK Hussey,Kingsmead
odis0560,Centurion,2009-04-05,male,ODI,,,50,WD Parnell,SuperSport Park
odis0561,Benoni,2009-04-08,male,ODI,,1.0,50,A Bagai,Willowmoore Park
odis0562,Cape Town,2009-04-09,male,ODI,,,50,JH Kallis,Newlands
odis0563,Port Elizabeth,2009-04-13,male,ODI,,,50,HH Gibbs,St George's Park
odis0564,Johannesburg,2009-04-17,male,ODI,,,50,NM Hauritz,New Wanderers Stadium
odis0565,Benoni,2009-04-19,male,ODI,,1.0,50,Mohammad Nabi,Willowmoore Park
odis0566,,2009-04-22,male,ODI,,1.0,50,Shahid Afridi,Dubai Sports City Cricket Stadium
odis0567,,2009-04-24,male,ODI,,1.0,50,A Symonds,Dubai Sports City Cricket Stadium
odis0568,Abu Dhabi,2009-04-27,male,ODI,,1.0,50,MJ Clarke,Sheikh Zayed Stadium
odis0569,Abu Dhabi,2009-05-01,male,ODI,,1.0,50,DE Bollinger,Sheikh Zayed Stadium
odis0570,Abu Dhabi,2009-05-03,male,ODI,,1.0,50,Kamran Akmal,Sheikh Zayed Stadium
odis0571,Bristol,2009-05-24,male,ODI,,,50,PD Collingwood,County Ground
odis0572,Birmingham,2009-05-26,male,ODI,,,50,MJ Prior,Edgbaston
odis0573,Jamaica,2009-06-26,male,ODI,,,50,Yuvraj Singh,"Sabina Park, Kingston"
odis0574,Jamaica,2009-06-28,male,ODI,,,50,R Rampaul,"Sabina Park, Kingston"
odis0575,Chelmsford,2009-06-29,female,ODI,,,50,SJ Taylor,County Ground
odis0576,St Lucia,2009-07-03,male,ODI,,,50,MS Dhoni,"Beausejour Stadium, Gros Islet"
odis0577,St Lucia,2009-07-05,male,ODI,,,50,,"Beausejour Stadium, Gros Islet"
odis0578,Dominica,2009-07-26,male,ODI,,,50,Abdur Razzak,"Windsor Park, Roseau"
odis0579,Dominica,2009-07-28,male,ODI,,,50,Shakib Al Hasan,"Windsor Park, Roseau"
