key_id,date
odis0341,2007-04-13
odis0342,2007-04-14
odis0343,2007-04-15
odis0344,2007-04-16
odis0345,2007-04-17
odis0346,2007-04-18
odis0347,2007-04-19
odis0348,2007-04-20
odis0349,2007-04-21
odis0350,2007-04-24
odis0351,2007-04-25
odis0352,2007-04-28
odis0353,2007-05-10
odis0354,2007-05-12
odis0355,2007-06-06
odis0356,2007-06-09
odis0357,2007-06-10
odis0358,2007-06-23
odis0359,2007-06-24
odis0360,2007-06-26
odis0361,2007-06-29
odis0362,2007-07-01
odis0363,2007-07-01
odis0364,2007-07-04
odis0365,2007-07-07
odis0366,2007-07-13
odis0367,2007-07-14
odis0368,2007-07-20
odis0369,2007-07-23
odis0370,2007-07-25
odis0371,2007-08-16
odis0372,2007-08-21
odis0373,2007-08-22
odis0374,2007-08-24
odis0375,2007-08-25
odis0376,2007-08-26
odis0377,2007-08-27
odis0378,2007-08-30
odis0379,2007-09-02
odis0380,2007-09-05
odis0381,2007-09-08
odis0382,2007-09-29
odis0383,2007-10-01
odis0384,2007-10-02
odis0385,2007-10-04
odis0386,2007-10-05
odis0387,2007-10-08
odis0388,2007-10-10
odis0389,2007-10-11
odis0390,2007-10-13
odis0391,2007-10-14
odis0392,2007-10-17
odis0393,2007-10-18
odis0394,2007-10-18
odis0395,2007-10-20
odis0396,2007-10-20
odis0397,2007-10-23
odis0398,2007-10-25
odis0399,2007-10-26
odis0400,2007-10-27
odis0401,2007-10-28
odis0402,2007-10-29
odis0403,2007-11-05
odis0404,2007-11-08
odis0405,2007-11-11
odis0406,2007-11-15
odis0407,2007-11-18
odis0408,2007-11-25
odis0409,2007-11-30
odis0410,2007-11-30
odis0411,2007-12-02
odis0412,2007-12-02
odis0413,2007-12-07
odis0414,2007-12-14
odis0415,2007-12-16
odis0416,2007-12-20
odis0417,2007-12-26
odis0418,2007-12-28
odis0419,2007-12-31
odis0420,2008-01-20
odis0421,2008-01-21
odis0422,2008-01-24
odis0423,2008-01-25
odis0424,2008-01-27
odis0425,2008-01-27
odis0426,2008-01-30
odis0427,2008-02-01
odis0428,2008-02-02
odis0429,2008-02-03
odis0430,2008-02-03
odis0431,2008-02-05
odis0432,2008-02-08
odis0433,2008-02-09
odis0434,2008-02-10
odis0435,2008-02-12
odis0436,2008-02-15
odis0437,2008-02-15
odis0438,2008-02-17
odis0439,2008-02-19
odis0440,2008-02-20
odis0441,2008-02-21
odis0442,2008-02-22
odis0443,2008-02-22
odis0444,2008-02-22
odis0445,2008-02-23
odis0446,2008-02-24
odis0447,2008-02-26
odis0448,2008-02-29
odis0449,2008-03-02
odis0450,2008-03-04
odis0451,2008-03-09
odis0452,2008-03-12
odis0453,2008-03-14
odis0454,2008-04-08
odis0455,2008-04-10
odis0456,2008-04-11
odis0457,2008-04-12
odis0458,2008-04-13
odis0459,2008-04-15
odis0460,2008-04-16
odis0461,2008-04-19
odis0462,2008-05-08
odis0463,2008-05-11
odis0464,2008-06-08
odis0465,2008-06-10
odis0466,2008-06-12
odis0467,2008-06-14
odis0468,2008-06-15
odis0469,2008-06-18
odis0470,2008-06-21
odis0471,2008-06-24
odis0472,2008-06-24
odis0473,2008-06-24
odis0474,2008-06-25
odis0475,2008-06-25
odis0476,2008-06-25
odis0477,2008-06-26
odis0478,2008-06-26
odis0479,2008-06-27
odis0480,2008-06-28
odis0481,2008-06-28
odis0482,2008-06-29
odis0483,2008-06-29
odis0484,2008-06-29
odis0485,2008-06-30
odis0486,2008-07-02
odis0487,2008-07-03
odis0488,2008-07-04
odis0489,2008-07-04
odis0490,2008-07-06
odis0491,2008-07-06
odis0492,2008-07-29
odis0493,2008-07-31
odis0494,2008-08-12
odis0495,2008-08-18
odis0496,2008-08-20
odis0497,2008-08-22
odis0498,2008-08-24
odis0499,2008-08-25
odis0500,2008-08-26
odis0501,2008-08-27
odis0502,2008-08-29
odis0503,2008-08-29
odis0504,2008-08-30
odis0505,2008-08-31
odis0506,2008-09-03
odis0507,2008-09-03
odis0508,2008-09-06
odis0509,2008-10-17
odis0510,2008-10-31
odis0511,2008-11-07
odis0512,2008-11-12
odis0513,2008-11-14
odis0514,2008-11-14
odis0515,2008-11-17
odis0516,2008-11-20
odis0517,2008-11-20
odis0518,2008-11-22
odis0519,2008-11-23
odis0520,2008-11-24
odis0521,2008-11-26
odis0522,2008-11-30
odis0523,2008-12-31
odis0524,2009-01-07
odis0525,2009-01-10
odis0526,2009-01-14
odis0527,2009-01-16
odis0528,2009-01-18
odis0529,2009-01-20
odis0530,2009-01-21
odis0531,2009-01-23
odis0532,2009-01-23
odis0533,2009-01-24
odis0534,2009-01-26
odis0535,2009-01-28
odis0536,2009-01-30
odis0537,2009-01-31
odis0538,2009-01-31
odis0539,2009-02-01
odis0540,2009-02-03
odis0541,2009-02-05
odis0542,2009-02-06
odis0543,2009-02-08
odis0544,2009-02-08
odis0545,2009-02-10
odis0546,2009-02-13
odis0547,2009-03-03
odis0548,2009-03-06
odis0549,2009-03-08
odis0550,2009-03-10
odis0551,2009-03-11
odis0552,2009-03-14
odis0553,2009-03-20
odis0554,2009-03-22
odis0555,2009-03-27
odis0556,2009-03-29
odis0557,2009-04-01
odis0558,2009-04-03
odis0559,2009-04-03
odis0560,2009-04-05
odis0561,2009-04-08
odis0562,2009-04-09
odis0563,2009-04-13
odis0564,2009-04-17
odis0565,2009-04-19
odis0566,2009-04-22
odis0567,2009-04-24
odis0568,2009-04-27
odis0569,2009-05-01
odis0570,2009-05-03
odis0571,2009-05-24
odis0572,2009-05-26
odis0573,2009-06-26
odis0574,2009-06-28
odis0575,2009-06-29
odis0576,2009-07-03
odis0577,2009-07-05
odis0578,2009-07-26
odis0579,2009-07-28
odis0580,2009-07-30
odis0581,2009-07-31
odis0582,2009-08-01
odis0583,2009-08-03
odis0584,2009-08-07
odis0585,2009-08-09
odis0586,2009-08-09
odis0587,2009-08-11
odis0588,2009-08-14
odis0589,2009-08-16
odis0590,2009-08-18
odis0591,2009-08-19
odis0592,2009-08-27
odis0593,2009-09-04
odis0594,2009-09-06
odis0595,2009-09-08
odis0596,2009-09-09
odis0597,2009-09-11
odis0598,2009-09-12
odis0599,2009-09-12
odis0600,2009-09-14
odis0601,2009-09-15
odis0602,2009-09-17
odis0603,2009-09-20
odis0604,2009-09-22
odis0605,2009-09-23
odis0606,2009-09-24
odis0607,2009-09-25
odis0608,2009-09-26
odis0609,2009-09-26
odis0610,2009-09-27
odis0611,2009-09-27
odis0612,2009-09-28
odis0613,2009-09-29
odis0614,2009-09-30
odis0615,2009-09-30
odis0616,2009-10-02
odis0617,2009-10-03
odis0618,2009-10-05
odis0619,2009-10-21
odis0620,2009-10-25
odis0621,2009-10-27
odis0622,2009-10-28
odis0623,2009-10-29
odis0624,2009-10-31
odis0625,2009-10-31
odis0626,2009-11-02
odis0627,2009-11-03
odis0628,2009-11-03
odis0629,2009-11-05
odis0630,2009-11-05
odis0631,2009-11-06
odis0632,2009-11-08
odis0633,2009-11-08
odis0634,2009-11-09
odis0635,2009-11-10
odis0636,2009-11-22
odis0637,2009-11-27
odis0638,2009-11-29
odis0639,2009-12-15
odis0640,2009-12-18
odis0641,2009-12-21
odis0642,2009-12-24
odis0643,2009-12-27
odis0644,2010-01-04
odis0645,2010-01-05
odis0646,2010-01-07
odis0647,2010-01-08
odis0648,2010-01-10
odis0649,2010-01-11
odis0650,2010-01-13
odis0651,2010-01-22
odis0652,2010-01-24
odis0653,2010-01-26
odis0654,2010-01-29
odis0655,2010-01-31
odis0656,2010-02-05
odis0657,2010-02-07
odis0658,2010-02-08
odis0659,2010-02-09
odis0660,2010-02-11
odis0661,2010-02-12
odis0662,2010-02-14
odis0663,2010-02-19
odis0664,2010-02-21
odis0665,2010-02-24
odis0666,2010-02-27
odis0667,2010-02-28
odis0668,2010-03-02
odis0669,2010-03-03
odis0670,2010-03-04
odis0671,2010-03-05
odis0672,2010-03-06
odis0673,2010-03-06
odis0674,2010-03-09
odis0675,2010-03-10
odis0676,2010-03-11
odis0677,2010-03-12
odis0678,2010-03-13
odis0679,2010-03-14
odis0680,2010-05-22
odis0681,2010-05-24
odis0682,2010-05-28
odis0683,2010-05-28
odis0684,2010-05-30
odis0685,2010-05-30
odis0686,2010-06-01
odis0687,2010-06-03
odis0688,2010-06-03
odis0689,2010-06-05
odis0690,2010-06-07
odis0691,2010-06-09
odis0692,2010-06-15
odis0693,2010-06-16
odis0694,2010-06-17
odis0695,2010-06-18
odis0696,2010-06-19
odis0697,2010-06-21
odis0698,2010-06-22
odis0699,2010-06-22
odis0700,2010-06-24
odis0701,2010-06-24
odis0702,2010-06-27
odis0703,2010-06-30
odis0704,2010-07-03
odis0705,2010-07-07
odis0706,2010-07-08
odis0707,2010-07-10
odis0708,2010-07-12
odis0709,2010-07-16
odis0710,2010-08-10
odis0711,2010-08-13
odis0712,2010-08-16
odis0713,2010-08-16
odis0714,2010-08-17
odis0715,2010-08-18
odis0716,2010-08-19
odis0716,2010-08-20
odis0717,2010-08-22
odis0718,2010-08-25
odis0719,2010-08-28
odis0720,2010-09-06
odis0721,2010-09-10
odis0722,2010-09-12
odis0723,2010-09-17
odis0724,2010-09-20
odis0725,2010-09-22
odis0726,2010-10-05
odis0727,2010-10-11
odis0728,2010-10-14
odis0729,2010-10-15
odis0730,2010-10-17
odis0731,2010-10-17
odis0732,2010-10-20
odis0733,2010-10-22
odis0734,2010-10-29
odis0735,2010-10-31
odis0736,2010-11-02
odis0737,2010-11-03
odis0738,2010-11-05
odis0739,2010-11-05
odis0740,2010-11-07
odis0741,2010-11-08
odis0742,2010-11-28
odis0743,2010-12-01
odis0744,2010-12-01
odis0745,2010-12-03
odis0746,2010-12-04
odis0747,2010-12-06
odis0748,2010-12-07
odis0749,2010-12-10
odis0750,2010-12-12
odis0751,2011-01-12
odis0752,2011-01-15
odis0753,2011-01-16
odis0754,2011-01-18
odis0755,2011-01-21
odis0756,2011-01-21
odis0757,2011-01-22
odis0758,2011-01-23
odis0759,2011-01-23
odis0760,2011-01-26
odis0761,2011-01-26
odis0762,2011-01-29
odis0763,2011-01-30
odis0764,2011-01-31
odis0765,2011-02-01
odis0766,2011-02-02
odis0767,2011-02-03
odis0768,2011-02-03
odis0769,2011-02-05
odis0770,2011-02-06
odis0771,2011-02-06
odis0772,2011-02-19
odis0773,2011-02-20
odis0774,2011-02-20
odis0775,2011-02-21
odis0776,2011-02-22
odis0777,2011-02-23
odis0778,2011-02-24
odis0779,2011-02-25
odis0780,2011-02-25
odis0781,2011-02-26
odis0782,2011-02-27
odis0783,2011-02-28
odis0784,2011-02-28
odis0785,2011-03-01
odis0786,2011-03-02
odis0787,2011-03-03
odis0788,2011-03-03
odis0789,2011-03-04
odis0790,2011-03-04
odis0791,2011-03-05
odis0792,2011-03-06
odis0793,2011-03-06
odis0794,2011-03-07
odis0795,2011-03-08
odis0796,2011-03-09
odis0797,2011-03-10
odis0798,2011-03-11
odis0799,2011-03-11
odis0800,2011-03-12
odis0801,2011-03-13
odis0802,2011-03-13
odis0803,2011-03-14
odis0804,2011-03-14
odis0805,2011-03-15
odis0806,2011-03-16
odis0807,2011-03-17
odis0808,2011-03-18
odis0809,2011-03-18
odis0810,2011-03-19
odis0811,2011-03-19
odis0812,2011-03-20
odis0813,2011-03-20
odis0814,2011-03-23
odis0815,2011-03-24
odis0816,2011-03-25
odis0817,2011-03-26
odis0818,2011-03-29
odis0819,2011-03-30
odis0820,2011-04-02
odis0821,2011-04-09
odis0822,2011-04-11
odis0823,2011-04-13
odis0824,2011-04-23
odis0825,2011-04-25
odis0826,2011-04-28
odis0827,2011-05-02
odis0828,2011-05-05
odis0829,2011-06-06
odis0830,2011-06-08
odis0831,2011-06-11
odis0832,2011-06-13
odis0833,2011-06-16
odis0834,2011-06-28
odis0835,2011-06-29
odis0836,2011-07-01
odis0837,2011-07-03
odis0838,2011-07-06
odis0839,2011-07-09
odis0840,2011-08-10
odis0841,2011-08-12
odis0842,2011-08-14
odis0843,2011-08-14
odis0844,2011-08-16
odis0845,2011-08-16
odis0846,2011-08-19
odis0847,2011-08-20
odis0848,2011-08-21
odis0849,2011-08-22
odis0850,2011-08-25
odis0851,2011-09-03
odis0852,2011-09-06
odis0853,2011-09-08
odis0854,2011-09-09
odis0855,2011-09-11
odis0856,2011-09-11
odis0857,2011-09-14
odis0858,2011-09-16
odis0859,2011-09-19
odis0860,2011-09-20
odis0861,2011-10-13
odis0862,2011-10-14
odis0863,2011-10-15
odis0864,2011-10-17
odis0865,2011-10-18
odis0866,2011-10-19
odis0867,2011-10-20
odis0868,2011-10-20
odis0869,2011-10-21
odis0870,2011-10-22
odis0871,2011-10-23
odis0872,2011-10-23
odis0873,2011-10-23
odis0874,2011-10-25
odis0875,2011-10-25
odis0876,2011-10-25
odis0877,2011-10-28
odis0878,2011-11-11
odis0879,2011-11-14
odis0880,2011-11-18
odis0881,2011-11-20
odis0882,2011-11-23
odis0883,2011-11-29
odis0884,2011-12-01
odis0885,2011-12-02
odis0886,2011-12-03
odis0887,2011-12-05
odis0888,2011-12-06
odis0889,2011-12-08
odis0890,2011-12-11
odis0891,2012-01-11
odis0892,2012-01-14
odis0893,2012-01-17
odis0894,2012-01-20
odis0895,2012-01-22
odis0896,2012-02-03
odis0897,2012-02-05
odis0898,2012-02-06
odis0899,2012-02-08
odis0900,2012-02-09
odis0901,2012-02-10
odis0902,2012-02-10
odis0903,2012-02-12
odis0904,2012-02-13
odis0905,2012-02-14
odis0906,2012-02-15
odis0907,2012-02-17
odis0908,2012-02-18
odis0909,2012-02-18
odis0910,2012-02-19
odis0911,2012-02-20
odis0912,2012-02-21
odis0913,2012-02-21
odis0914,2012-02-24
odis0915,2012-02-25
odis0916,2012-02-26
odis0917,2012-02-28
odis0918,2012-02-29
odis0919,2012-03-02
odis0920,2012-03-03
odis0921,2012-03-04
odis0922,2012-03-06
odis0923,2012-03-08
odis0924,2012-03-11
odis0925,2012-03-13
odis0926,2012-03-15
odis0927,2012-03-16
odis0928,2012-03-16
odis0929,2012-03-18
odis0930,2012-03-18
odis0931,2012-03-20
odis0932,2012-03-20
odis0933,2012-03-22
odis0934,2012-03-23
odis0935,2012-03-25
odis0936,2012-03-29
odis0937,2012-06-07
odis0938,2012-06-09
odis0939,2012-06-13
odis0940,2012-06-16
odis0941,2012-06-16
odis0942,2012-06-18
odis0943,2012-06-19
odis0944,2012-06-23
odis0945,2012-06-29
odis0946,2012-07-01
odis0947,2012-07-01
odis0948,2012-07-04
odis0949,2012-07-05
odis0950,2012-07-05
odis0951,2012-07-05
odis0952,2012-07-07
odis0953,2012-07-07
odis0954,2012-07-10
odis0955,2012-07-11
odis0956,2012-07-11
odis0957,2012-07-14
odis0958,2012-07-16
odis0959,2012-07-21
odis0960,2012-07-24
odis0961,2012-07-28
odis0962,2012-07-31
odis0963,2012-08-04
odis0964,2012-08-24
odis0965,2012-08-25
odis0966,2012-08-28
odis0967,2012-08-28
odis0968,2012-08-31
odis0969,2012-08-31
odis0970,2012-09-02
odis0971,2012-09-03
odis0972,2012-09-05
odis0973,2012-11-04
odis0974,2012-11-06
odis0975,2012-11-10
odis0976,2012-11-12
odis0977,2012-11-30
odis0978,2012-12-02
odis0979,2012-12-05
odis0980,2012-12-07
odis0981,2012-12-08
odis0982,2012-12-12
odis0983,2012-12-14
odis0984,2012-12-19
odis0985,2012-12-30
odis0986,2013-01-03
odis0987,2013-01-06
odis0988,2013-01-11
odis0989,2013-01-11
odis0990,2013-01-13
odis0991,2013-01-15
odis0992,2013-01-18
odis0993,2013-01-19
odis0994,2013-01-19
odis0995,2013-01-20
odis0996,2013-01-22
odis0997,2013-01-23
odis0998,2013-01-23
odis0999,2013-01-25
odis1000,2013-01-27
odis1001,2013-01-31
odis1002,2013-02-01
odis1003,2013-02-01
odis1004,2013-02-03
odis1005,2013-02-03
odis1006,2013-02-05
odis1007,2013-02-06
odis1008,2013-02-08
odis1009,2013-02-08
odis1010,2013-02-10
odis1011,2013-02-10
odis1012,2013-02-11
odis1013,2013-02-13
odis1014,2013-02-15
odis1015,2013-02-17
odis1016,2013-02-17
odis1017,2013-02-20
odis1018,2013-02-22
odis1019,2013-02-22
odis1020,2013-02-23
odis1021,2013-02-24
odis1022,2013-02-26
odis1023,2013-02-26
odis1024,2013-03-10
odis1025,2013-03-11
odis1026,2013-03-15
odis1027,2013-03-17
odis1028,2013-03-21
odis1029,2013-03-23
odis1030,2013-03-24
odis1031,2013-03-25
odis1032,2013-03-28
odis1033,2013-05-03
odis1034,2013-05-05
odis1035,2013-05-08
odis1036,2013-05-17
odis1037,2013-05-23
odis1038,2013-05-26
odis1039,2013-05-31
odis1040,2013-06-02
odis1041,2013-06-05
odis1042,2013-06-06
odis1043,2013-06-07
odis1044,2013-06-08
odis1045,2013-06-09
odis1046,2013-06-10
odis1047,2013-06-11
odis1048,2013-06-12
odis1049,2013-06-13
odis1050,2013-06-14
odis1051,2013-06-15
odis1052,2013-06-16
odis1053,2013-06-17
odis1054,2013-06-19
odis1055,2013-06-20
odis1056,2013-06-23
odis1057,2013-06-28
odis1058,2013-06-30
odis1059,2013-07-01
odis1060,2013-07-02
odis1061,2013-07-03
odis1062,2013-07-05
odis1063,2013-07-07
odis1064,2013-07-07
odis1064,2013-07-08
odis1065,2013-07-09
odis1066,2013-07-11
odis1067,2013-07-14
odis1068,2013-07-16
odis1069,2013-07-17
odis1070,2013-07-19
odis1071,2013-07-19
odis1072,2013-07-20
odis1073,2013-07-21
odis1074,2013-07-23
odis1075,2013-07-24
odis1076,2013-07-24
odis1077,2013-07-26
odis1078,2013-07-26
odis1079,2013-07-28
odis1080,2013-07-28
odis1081,2013-07-31
odis1082,2013-08-01
odis1083,2013-08-03
odis1084,2013-08-20
odis1085,2013-08-23
odis1086,2013-08-25
odis1087,2013-08-27
odis1087,2013-08-28
odis1088,2013-08-27
odis1089,2013-08-29
odis1090,2013-08-29
odis1091,2013-08-31
odis1092,2013-09-03
odis1093,2013-09-06
odis1094,2013-09-08
odis1095,2013-09-11
odis1096,2013-09-14
odis1097,2013-09-16
odis1098,2013-09-20
odis1099,2013-09-24
odis1100,2013-10-13
odis1101,2013-10-16
odis1102,2013-10-19
odis1103,2013-10-23
odis1104,2013-10-26
odis1105,2013-10-28
odis1106,2013-10-29
odis1107,2013-10-30
odis1108,2013-10-30
odis1109,2013-10-31
odis1110,2013-11-01
odis1111,2013-11-02
odis1112,2013-11-03
odis1113,2013-11-06
odis1114,2013-11-08
odis1115,2013-11-10
odis1116,2013-11-11
odis1117,2013-11-12
odis1118,2013-11-16
odis1119,2013-11-21
odis1120,2013-11-24
odis1121,2013-11-24
odis1122,2013-11-27
odis1123,2013-11-27
odis1124,2013-11-30
odis1125,2013-12-05
odis1126,2013-12-08
odis1127,2013-12-11
odis1128,2013-12-18
odis1129,2013-12-20
odis1130,2013-12-22
odis1131,2013-12-25
odis1132,2013-12-26
odis1133,2013-12-27
odis1134,2014-01-01
odis1135,2014-01-04
odis1136,2014-01-08
odis1137,2014-01-12
odis1138,2014-01-17
odis1139,2014-01-19
odis1140,2014-01-19
odis1141,2014-01-19
odis1142,2014-01-22
odis1143,2014-01-23
odis1144,2014-01-23
odis1145,2014-01-23
odis1146,2014-01-24
odis1147,2014-01-25
odis1148,2014-01-26
odis1149,2014-01-26
odis1150,2014-01-28
odis1151,2014-01-28
odis1152,2014-01-30
odis1153,2014-01-31
odis1154,2014-02-17
odis1155,2014-02-20
odis1156,2014-02-22
