key_id,by_type,by_margin,eliminator,method,result,winner
odis0692,runs,16.0,,,,Sri Lanka
odis0693,wickets,6.0,,,,India
odis0694,runs,39.0,,,,Australia
odis0695,runs,126.0,,,,Sri Lanka
odis0696,wickets,3.0,,,,India
odis0697,runs,139.0,,,,Pakistan
odis0698,wickets,7.0,,,,Sri Lanka
odis0699,wickets,4.0,,,,England
odis0700,runs,81.0,,,,India
odis0701,wickets,4.0,,,,England
odis0702,wickets,1.0,,,,England
odis0703,runs,78.0,,,,Australia
odis0704,runs,42.0,,,,Australia
odis0705,wickets,5.0,,,,Ireland
odis0706,wickets,6.0,,,,England
odis0707,runs,5.0,,,,Bangladesh
odis0708,runs,144.0,,,,England
odis0709,wickets,6.0,,D/L,,Bangladesh
odis0710,runs,200.0,,,,New Zealand
odis0711,wickets,3.0,,,,Sri Lanka
odis0712,wickets,6.0,,,,India
odis0713,wickets,9.0,,,,Afghanistan
odis0714,wickets,6.0,,,,Scotland
odis0715,wickets,9.0,,,,Ireland
odis0716,,,,,no result,
odis0717,wickets,8.0,,,,Sri Lanka
odis0718,runs,105.0,,,,India
odis0719,runs,74.0,,,,Sri Lanka
odis0720,runs,4.0,,D/L,,Canada
odis0721,runs,24.0,,,,England
odis0722,wickets,4.0,,,,England
odis0723,runs,23.0,,,,Pakistan
odis0724,runs,38.0,,,,Pakistan
odis0725,runs,121.0,,,,England
odis0726,runs,9.0,,D/L,,Bangladesh
odis0727,wickets,7.0,,,,Bangladesh
odis0728,runs,9.0,,,,Bangladesh
odis0729,runs,64.0,,,,South Africa
odis0730,runs,3.0,,,,Bangladesh
odis0731,wickets,8.0,,,,South Africa
odis0732,wickets,5.0,,,,India
odis0733,runs,272.0,,,,South Africa
odis0734,wickets,8.0,,,,South Africa
odis0735,wickets,1.0,,,,Pakistan
odis0736,runs,2.0,,,,South Africa
odis0737,wickets,1.0,,,,Sri Lanka
odis0738,wickets,1.0,,,,Pakistan
odis0739,runs,29.0,,D/L,,Sri Lanka
odis0740,wickets,8.0,,,,Australia
odis0741,runs,57.0,,,,South Africa
odis0742,runs,40.0,,,,India
odis0743,runs,9.0,,,,Zimbabwe
odis0744,wickets,8.0,,,,India
odis0745,wickets,6.0,,,,Bangladesh
odis0746,wickets,9.0,,,,India
odis0747,runs,65.0,,,,Bangladesh
odis0748,wickets,5.0,,,,India
odis0749,wickets,8.0,,,,India
odis0750,wickets,6.0,,,,Bangladesh
odis0751,runs,135.0,,,,South Africa
odis0752,runs,1.0,,,,India
odis0753,wickets,6.0,,,,Australia
odis0754,wickets,2.0,,,,India
odis0755,runs,48.0,,D/L,,South Africa
odis0756,runs,46.0,,,,Australia
odis0757,wickets,9.0,,,,New Zealand
odis0758,runs,33.0,,D/L,,South Africa
odis0759,wickets,4.0,,,,Australia
odis0760,,,,,no result,
odis0761,runs,21.0,,,,England
odis0762,runs,43.0,,,,Pakistan
odis0763,runs,51.0,,,,Australia
odis0764,,,,,no result,
odis0765,wickets,2.0,,,,Pakistan
odis0766,wickets,2.0,,,,Australia
odis0767,runs,41.0,,,,Pakistan
odis0768,wickets,8.0,,D/L,,Sri Lanka
odis0769,runs,57.0,,,,New Zealand
odis0770,runs,26.0,,,,Sri Lanka
odis0771,runs,57.0,,,,Australia
odis0772,runs,87.0,,,,India
odis0773,runs,210.0,,,,Sri Lanka
odis0774,wickets,10.0,,,,New Zealand
odis0775,runs,91.0,,,,Australia
odis0776,wickets,6.0,,,,England
odis0777,runs,205.0,,,,Pakistan
odis0778,wickets,7.0,,,,South Africa
odis0779,runs,27.0,,,,Bangladesh
odis0780,wickets,7.0,,,,Australia
odis0781,runs,11.0,,,,Pakistan
odis0782,,,,,tie,
odis0783,runs,175.0,,,,Zimbabwe
odis0784,runs,215.0,,,,West Indies
odis0785,wickets,9.0,,,,Sri Lanka
odis0786,wickets,3.0,,,,Ireland
odis0787,runs,46.0,,,,Pakistan
odis0788,runs,231.0,,,,South Africa
odis0789,wickets,9.0,,,,West Indies
odis0790,wickets,10.0,,,,New Zealand
odis0791,,,,,no result,
odis0792,runs,6.0,,,,England
odis0793,wickets,5.0,,,,India
odis0794,wickets,5.0,,,,Canada
odis0795,runs,110.0,,,,New Zealand
odis0796,wickets,5.0,,,,India
odis0797,runs,139.0,,,,Sri Lanka
odis0798,wickets,2.0,,,,Bangladesh
odis0799,runs,44.0,,,,West Indies
odis0800,wickets,3.0,,,,South Africa
odis0801,runs,60.0,,,,Australia
odis0802,runs,97.0,,,,New Zealand
odis0803,wickets,6.0,,,,Bangladesh
odis0804,wickets,7.0,,D/L,,Pakistan
odis0805,runs,131.0,,,,South Africa
odis0806,wickets,7.0,,,,Australia
odis0807,runs,18.0,,,,England
odis0808,wickets,6.0,,,,Ireland
odis0809,runs,112.0,,,,Sri Lanka
odis0810,runs,206.0,,,,South Africa
odis0811,wickets,4.0,,,,Pakistan
odis0812,runs,80.0,,,,India
odis0813,runs,161.0,,,,Zimbabwe
odis0814,wickets,10.0,,,,Pakistan
odis0815,wickets,5.0,,,,India
odis0816,runs,49.0,,,,New Zealand
odis0817,wickets,10.0,,,,Sri Lanka
odis0818,wickets,5.0,,,,Sri Lanka
odis0819,runs,29.0,,,,India
odis0820,wickets,6.0,,,,India
odis0821,runs,60.0,,,,Australia
odis0822,wickets,9.0,,,,Australia
odis0823,runs,66.0,,,,Australia
odis0824,wickets,8.0,,,,Pakistan
odis0825,wickets,7.0,,,,Pakistan
odis0826,wickets,3.0,,,,Pakistan
odis0827,runs,1.0,,D/L,,West Indies
odis0828,wickets,10.0,,,,West Indies
odis0829,wickets,4.0,,,,India
odis0830,wickets,7.0,,D/L,,India
odis0831,wickets,3.0,,,,India
odis0832,runs,103.0,,,,West Indies
odis0833,wickets,7.0,,,,West Indies
odis0834,runs,110.0,,D/L,,England
odis0835,wickets,5.0,,D/L,,Scotland
odis0836,runs,69.0,,,,Sri Lanka
odis0837,wickets,6.0,,,,Sri Lanka
odis0838,wickets,10.0,,D/L,,England
odis0839,runs,16.0,,,,England
odis0840,wickets,7.0,,,,Australia
odis0841,wickets,4.0,,,,Zimbabwe
odis0842,wickets,7.0,,,,Zimbabwe
odis0843,wickets,8.0,,,,Australia
odis0844,runs,5.0,,,,Zimbabwe
odis0845,runs,78.0,,,,Sri Lanka
odis0846,wickets,6.0,,,,Bangladesh
odis0847,wickets,5.0,,,,Australia
odis0848,runs,93.0,,,,Bangladesh
odis0849,wickets,4.0,,,,Sri Lanka
odis0850,runs,11.0,,D/L,,England
odis0851,,,,,no result,
odis0852,wickets,7.0,,,,England
odis0853,runs,5.0,,,,Pakistan
odis0854,wickets,3.0,,D/L,,England
odis0855,wickets,10.0,,,,Pakistan
odis0856,,,,D/L,tie,
odis0857,runs,28.0,,,,Pakistan
odis0858,wickets,6.0,,D/L,,England
odis0859,runs,133.0,,,,Ireland
odis0860,runs,56.0,,,,Ireland
odis0861,runs,40.0,,,,West Indies
odis0862,runs,126.0,,,,India
odis0863,wickets,8.0,,,,West Indies
odis0864,wickets,8.0,,,,India
odis0865,wickets,8.0,,,,Bangladesh
odis0866,runs,93.0,,D/L,,Australia
odis0867,wickets,9.0,,,,New Zealand
odis0868,wickets,5.0,,,,India
odis0869,runs,62.0,,,,England
odis0870,wickets,4.0,,,,New Zealand
odis0871,runs,96.0,,,,England
odis0872,wickets,6.0,,,,India
odis0873,runs,80.0,,,,South Africa
odis0874,wickets,5.0,,,,England
odis0875,wickets,1.0,,,,Zimbabwe
odis0876,runs,95.0,,,,India
odis0877,wickets,3.0,,,,Australia
odis0878,wickets,8.0,,,,Pakistan
odis0879,runs,25.0,,,,Sri Lanka
odis0880,runs,21.0,,,,Pakistan
odis0881,runs,26.0,,,,Pakistan
odis0882,wickets,3.0,,,,Pakistan
odis0883,wickets,1.0,,,,India
odis0884,wickets,5.0,,,,Pakistan
odis0885,wickets,5.0,,,,India
odis0886,runs,76.0,,,,Pakistan
odis0887,runs,16.0,,,,West Indies
odis0888,runs,58.0,,,,Pakistan
odis0889,runs,153.0,,,,India
odis0890,runs,34.0,,,,India
odis0891,runs,258.0,,,,South Africa
odis0892,wickets,5.0,,,,South Africa
odis0893,runs,4.0,,D/L,,South Africa
odis0894,wickets,5.0,,,,Sri Lanka
odis0895,wickets,2.0,,,,Sri Lanka
odis0896,runs,90.0,,,,New Zealand
odis0897,runs,65.0,,D/L,,Australia
odis0898,runs,141.0,,,,New Zealand
odis0899,wickets,4.0,,,,India
odis0900,runs,202.0,,,,New Zealand
odis0901,wickets,7.0,,,,Pakistan
odis0902,runs,5.0,,,,Australia
odis0903,wickets,4.0,,,,India
odis0904,runs,130.0,,,,England
odis0905,,,,,tie,
odis0906,runs,20.0,,,,England
odis0907,wickets,8.0,,D/L,,Sri Lanka
odis0908,wickets,7.0,,,,Kenya
odis0909,wickets,9.0,,,,England
odis0910,runs,110.0,,,,Australia
odis0911,runs,117.0,,,,Ireland
odis0912,wickets,4.0,,,,England
odis0913,runs,51.0,,,,Sri Lanka
odis0914,wickets,3.0,,,,Sri Lanka
odis0915,wickets,6.0,,,,South Africa
odis0916,runs,87.0,,,,Australia
odis0917,wickets,7.0,,,,India
odis0918,wickets,6.0,,,,South Africa
odis0919,runs,9.0,,,,Sri Lanka
odis0920,wickets,5.0,,,,South Africa
odis0921,runs,15.0,,,,Australia
odis0922,wickets,8.0,,,,Sri Lanka
odis0923,runs,16.0,,,,Australia
odis0924,runs,21.0,,,,Pakistan
odis0925,runs,50.0,,,,India
odis0926,wickets,6.0,,,,Pakistan
odis0927,runs,64.0,,,,Australia
odis0928,wickets,5.0,,,,Bangladesh
odis0929,wickets,5.0,,D/L,,West Indies
odis0930,wickets,6.0,,,,India
odis0931,,,,,tie,
odis0932,wickets,5.0,,D/L,,Bangladesh
odis0933,runs,2.0,,,,Pakistan
odis0934,runs,42.0,,,,West Indies
odis0935,runs,30.0,,,,Australia
odis0936,wickets,9.0,,,,Netherlands
odis0937,wickets,6.0,,D/L,,Pakistan
odis0938,runs,76.0,,,,Sri Lanka
odis0939,,,,,no result,
odis0940,runs,44.0,,,,Sri Lanka
odis0941,runs,114.0,,D/L,,England
odis0942,wickets,2.0,,,,Sri Lanka
odis0943,wickets,8.0,,,,England
odis0944,,,,,no result,
odis0945,runs,15.0,,,,England
odis0946,wickets,5.0,,,,India
odis0947,wickets,6.0,,,,England
odis0948,runs,14.0,,,,India
odis0949,wickets,9.0,,D/L,,West Indies
odis0950,runs,59.0,,,,Ireland
odis0951,wickets,3.0,,,,England
odis0952,runs,55.0,,,,West Indies
odis0953,wickets,8.0,,,,England
odis0954,wickets,7.0,,D/L,,England
odis0955,runs,88.0,,,,New Zealand
odis0956,runs,29.0,,D/L,,England
odis0957,runs,24.0,,,,West Indies
odis0958,runs,20.0,,,,West Indies
odis0959,runs,21.0,,,,India
odis0960,wickets,9.0,,,,Sri Lanka
odis0961,wickets,5.0,,,,India
odis0962,wickets,6.0,,,,India
odis0963,runs,20.0,,,,India
odis0964,,,,,no result,
odis0965,runs,66.0,,,,Australia
odis0966,wickets,4.0,,,,Australia
odis0967,runs,80.0,,,,South Africa
odis0968,wickets,7.0,,,,Pakistan
odis0969,wickets,4.0,,,,England
odis0970,wickets,6.0,,,,England
odis0971,wickets,3.0,,,,Australia
odis0972,wickets,7.0,,,,South Africa
odis0973,runs,14.0,,D/L,,Sri Lanka
odis0974,wickets,7.0,,D/L,,Sri Lanka
odis0975,wickets,7.0,,D/L,,Sri Lanka
odis0976,,,,,no result,
odis0977,wickets,7.0,,,,Bangladesh
odis0978,runs,160.0,,,,Bangladesh
odis0979,wickets,4.0,,,,West Indies
odis0980,runs,75.0,,,,West Indies
odis0981,wickets,2.0,,,,Bangladesh
odis0982,wickets,8.0,,,,New Zealand
odis0983,wickets,4.0,,,,Australia
odis0984,runs,7.0,,,,Australia
odis0985,wickets,6.0,,,,Pakistan
odis0986,runs,85.0,,,,Pakistan
odis0987,runs,10.0,,,,India
odis0988,runs,107.0,,,,Australia
odis0989,runs,9.0,,,,England
odis0990,wickets,8.0,,,,Sri Lanka
odis0991,runs,127.0,,,,India
odis0992,wickets,4.0,,,,Sri Lanka
odis0993,wickets,1.0,,,,New Zealand
odis0994,wickets,7.0,,,,India
odis0995,,,,,no result,
odis0996,runs,27.0,,,,New Zealand
odis0997,runs,32.0,,,,Australia
odis0998,wickets,5.0,,,,India
odis0999,wickets,1.0,,,,South Africa
odis1000,wickets,7.0,,,,England
odis1001,runs,105.0,,,,India
odis1002,wickets,1.0,,,,Sri Lanka
odis1003,wickets,9.0,,,,Australia
odis1004,runs,32.0,,,,England
odis1005,runs,54.0,,,,Australia
odis1006,runs,138.0,,,,Sri Lanka
odis1007,runs,39.0,,,,Australia
odis1008,runs,2.0,,,,Australia
odis1009,wickets,5.0,,,,Australia
odis1010,wickets,9.0,,,,Australia
odis1011,runs,17.0,,,,Australia
odis1012,runs,48.0,,,,West Indies
odis1013,runs,15.0,,,,England
odis1014,wickets,4.0,,,,England
odis1015,runs,114.0,,,,Australia
odis1016,wickets,3.0,,,,New Zealand
odis1017,wickets,8.0,,,,England
odis1018,wickets,4.0,,,,West Indies
odis1019,runs,156.0,,,,West Indies
odis1020,wickets,5.0,,,,England
odis1021,wickets,4.0,,,,Sri Lanka
odis1022,runs,33.0,,,,West Indies
odis1023,wickets,5.0,,,,West Indies
odis1024,runs,125.0,,,,South Africa
odis1025,wickets,6.0,,,,Kenya
odis1026,wickets,6.0,,D/L,,Pakistan
odis1027,runs,34.0,,,,South Africa
odis1028,wickets,3.0,,,,Pakistan
odis1029,wickets,8.0,,D/L,,Sri Lanka
odis1030,wickets,6.0,,,,South Africa
odis1031,,,,,no result,
odis1032,wickets,3.0,,D/L,,Bangladesh
odis1033,runs,121.0,,,,Bangladesh
odis1034,wickets,6.0,,,,Zimbabwe
odis1035,wickets,7.0,,,,Zimbabwe
odis1036,runs,96.0,,,,Pakistan
odis1037,,,,D/L,tie,
odis1038,wickets,2.0,,,,Pakistan
odis1039,wickets,5.0,,,,New Zealand
odis1040,runs,86.0,,,,New Zealand
odis1041,runs,34.0,,,,England
odis1042,runs,26.0,,,,India
odis1043,wickets,2.0,,,,West Indies
odis1044,runs,48.0,,,,England
odis1045,wickets,1.0,,,,New Zealand
odis1046,runs,67.0,,,,South Africa
odis1047,wickets,8.0,,,,India
odis1048,,,,,no result,
odis1049,wickets,7.0,,,,Sri Lanka
odis1050,,,,D/L,tie,
odis1051,wickets,8.0,,D/L,,India
odis1052,runs,10.0,,,,England
odis1053,runs,20.0,,,,Sri Lanka
odis1054,wickets,7.0,,,,England
odis1055,wickets,8.0,,,,India
odis1056,runs,5.0,,,,India
odis1057,wickets,6.0,,,,West Indies
odis1058,wickets,1.0,,,,West Indies
odis1059,runs,111.0,,,,England
odis1060,runs,161.0,,,,Sri Lanka
odis1061,wickets,6.0,,,,England
odis1062,runs,102.0,,D/L,,India
odis1063,runs,88.0,,,,Ireland
odis1064,runs,39.0,,D/L,,Sri Lanka
odis1065,runs,81.0,,D/L,,India
odis1066,wickets,1.0,,,,India
odis1067,runs,126.0,,,,Pakistan
odis1068,runs,37.0,,,,West Indies
odis1069,runs,157.0,,,,Pakistan
odis1070,,,,,tie,
odis1071,runs,89.0,,,,Pakistan
odis1072,runs,180.0,,,,Sri Lanka
odis1073,wickets,6.0,,D/L,,Pakistan
odis1074,runs,17.0,,D/L,,Sri Lanka
odis1075,wickets,4.0,,,,Pakistan
odis1076,wickets,6.0,,,,India
odis1077,runs,58.0,,,,India
odis1078,runs,56.0,,,,South Africa
odis1079,wickets,7.0,,,,India
odis1080,wickets,8.0,,,,Sri Lanka
odis1081,runs,128.0,,,,Sri Lanka
odis1082,wickets,9.0,,,,India
odis1083,wickets,7.0,,,,India
odis1084,runs,27.0,,,,Australia
odis1085,runs,51.0,,,,England
odis1086,wickets,5.0,,,,England
odis1087,,,,,no result,
odis1088,wickets,7.0,,,,Zimbabwe
odis1089,wickets,9.0,,,,Netherlands
odis1090,runs,90.0,,,,Pakistan
odis1091,runs,108.0,,,,Pakistan
odis1092,wickets,6.0,,,,England
odis1093,wickets,1.0,,,,Ireland
odis1094,runs,88.0,,,,Australia
odis1095,,,,,no result,
odis1096,wickets,3.0,,,,England
odis1097,runs,49.0,,,,Australia
odis1098,wickets,6.0,,,,South Africa
odis1099,wickets,8.0,,,,South Africa
odis1100,runs,72.0,,,,Australia
odis1101,wickets,9.0,,,,India
odis1102,wickets,4.0,,,,Australia
odis1103,,,,,no result,
odis1104,runs,67.0,,,,South Africa
odis1105,,,,,no result,
odis1106,runs,43.0,,D/L,,Bangladesh
odis1107,runs,1.0,,,,South Africa
odis1108,wickets,6.0,,,,India
odis1109,runs,40.0,,,,Bangladesh
odis1110,runs,66.0,,,,Pakistan
odis1111,runs,57.0,,,,India
odis1112,wickets,4.0,,,,Bangladesh
odis1113,runs,68.0,,,,South Africa
odis1114,runs,28.0,,,,South Africa
odis1115,,,,,no result,
odis1116,runs,117.0,,,,South Africa
odis1117,wickets,4.0,,D/L,,New Zealand
odis1118,runs,36.0,,D/L,,Sri Lanka
odis1119,wickets,6.0,,,,India
odis1120,runs,23.0,,,,Pakistan
odis1121,wickets,2.0,,,,West Indies
odis1122,runs,1.0,,,,Pakistan
odis1123,wickets,5.0,,,,India
odis1124,wickets,4.0,,,,South Africa
odis1125,runs,141.0,,,,South Africa
odis1126,runs,134.0,,,,South Africa
odis1127,,,,,no result,
odis1128,runs,11.0,,,,Pakistan
odis1129,wickets,2.0,,,,Sri Lanka
odis1130,runs,113.0,,,,Pakistan
odis1131,wickets,8.0,,,,Pakistan
odis1132,wickets,2.0,,,,West Indies
odis1133,wickets,2.0,,,,Sri Lanka
odis1134,runs,159.0,,,,New Zealand
odis1135,runs,58.0,,D/L,,New Zealand
odis1136,runs,203.0,,,,West Indies
odis1137,wickets,6.0,,,,Australia
odis1138,wickets,1.0,,,,Australia
odis1139,runs,24.0,,,,New Zealand
odis1140,wickets,7.0,,,,England
odis1141,wickets,7.0,,,,Australia
odis1142,runs,15.0,,D/L,,New Zealand
odis1143,wickets,4.0,,,,Kenya
odis1144,runs,170.0,,,,Scotland
odis1145,runs,26.0,,,,Australia
odis1146,runs,57.0,,,,England
odis1147,,,,,tie,
odis1148,wickets,4.0,,,,Australia
odis1149,runs,5.0,,,,Australia
odis1150,wickets,8.0,,,,Netherlands
odis1151,wickets,7.0,,,,New Zealand
odis1152,wickets,3.0,,,,Scotland
odis1153,runs,87.0,,,,New Zealand
odis1154,runs,13.0,,,,Sri Lanka
odis1155,runs,61.0,,,,Sri Lanka
odis1156,wickets,6.0,,,,Sri Lanka
odis1157,wickets,4.0,,,,West Indies
odis1158,runs,12.0,,,,Sri Lanka
odis1159,wickets,6.0,,,,India
odis1160,runs,72.0,,,,Pakistan
odis1161,wickets,2.0,,,,Sri Lanka
odis1162,runs,15.0,,,,West Indies
odis1163,runs,32.0,,,,Afghanistan
odis1164,wickets,1.0,,,,Pakistan
odis1165,wickets,3.0,,,,England
odis1166,runs,129.0,,,,Sri Lanka
odis1167,wickets,3.0,,,,Pakistan
odis1168,wickets,8.0,,,,India
odis1169,runs,25.0,,,,England
odis1170,wickets,3.0,,,,Sri Lanka
odis1171,wickets,5.0,,,,Sri Lanka
odis1172,runs,70.0,,,,Afghanistan
odis1173,wickets,2.0,,,,United Arab Emirates
odis1174,runs,79.0,,,,Sri Lanka
odis1175,runs,39.0,,D/L,,England
odis1176,runs,81.0,,D/L,,England
odis1177,runs,157.0,,,,Sri Lanka
odis1178,wickets,10.0,,,,England
odis1179,runs,7.0,,,,Sri Lanka
odis1180,wickets,6.0,,,,Sri Lanka
odis1181,wickets,7.0,,D/L,,India
odis1182,runs,47.0,,D/L,,India
odis1183,,,,,no result,
odis1184,runs,75.0,,,,South Africa
odis1185,runs,87.0,,,,Sri Lanka
odis1186,runs,82.0,,,,South Africa
odis1187,wickets,8.0,,,,Zimbabwe
odis1188,wickets,2.0,,,,Afghanistan
odis1189,runs,100.0,,,,Afghanistan
odis1190,runs,93.0,,,,South Africa
odis1191,runs,61.0,,,,South Africa
odis1192,wickets,3.0,,,,West Indies
odis1193,wickets,7.0,,,,South Africa
odis1194,runs,42.0,,D/L,,England
odis1195,runs,177.0,,,,West Indies
odis1196,wickets,5.0,,,,Australia
odis1197,wickets,4.0,,D/L,,Pakistan
odis1198,runs,13.0,,,,England
odis1199,runs,198.0,,,,Australia
odis1200,runs,91.0,,,,West Indies
odis1201,wickets,8.0,,,,Australia
odis1202,runs,77.0,,,,Sri Lanka
odis1203,wickets,7.0,,,,South Africa
odis1204,runs,133.0,,D/L,,India
odis1205,runs,61.0,,,,South Africa
odis1206,wickets,7.0,,D/L,,Sri Lanka
odis1207,wickets,6.0,,,,India
odis1208,wickets,3.0,,,,Zimbabwe
odis1209,runs,62.0,,,,Australia
odis1210,wickets,9.0,,,,India
odis1211,runs,63.0,,,,South Africa
odis1212,runs,41.0,,,,England
odis1213,wickets,6.0,,,,South Africa
odis1214,wickets,7.0,,,,Ireland
odis1215,wickets,3.0,,,,Ireland
odis1216,wickets,8.0,,,,Scotland
odis1217,runs,93.0,,,,Australia
odis1218,runs,124.0,,,,West Indies
odis1219,wickets,5.0,,,,Australia
odis1220,runs,48.0,,,,India
odis1221,runs,1.0,,,,Australia
odis1222,runs,59.0,,,,India
odis1223,,,,,no result,
odis1224,wickets,4.0,,,,Sri Lanka
odis1225,wickets,5.0,,,,South Africa
odis1226,wickets,6.0,,,,South Africa
odis1227,runs,72.0,,,,South Africa
odis1228,,,,,no result,
odis1229,runs,169.0,,,,India
odis1230,wickets,6.0,,,,India
odis1231,wickets,6.0,,,,India
odis1232,wickets,3.0,,,,Australia
odis1233,runs,153.0,,,,India
odis1234,runs,53.0,,,,Australia
odis1235,runs,32.0,,,,Australia
odis1236,wickets,3.0,,,,India
odis1237,wickets,8.0,,,,Australia
odis1238,wickets,3.0,,,,South Africa
odis1239,runs,148.0,,,,Australia
odis1240,runs,73.0,,,,Australia
odis1241,runs,87.0,,,,Bangladesh
odis1242,wickets,3.0,,,,Australia
odis1243,runs,68.0,,,,Bangladesh
odis1244,wickets,2.0,,D/L,,Australia
odis1245,runs,124.0,,,,Bangladesh
odis1246,runs,25.0,,,,Sri Lanka
odis1247,wickets,5.0,,,,United Arab Emirates
odis1248,runs,21.0,,,,Bangladesh
odis1249,wickets,8.0,,,,Sri Lanka
odis1250,wickets,6.0,,,,United Arab Emirates
odis1251,wickets,5.0,,,,Bangladesh
odis1252,wickets,5.0,,D/L,,England
odis1253,wickets,6.0,,,,Sri Lanka
odis1254,wickets,3.0,,,,Pakistan
odis1255,wickets,5.0,,,,England
odis1256,wickets,4.0,,,,New Zealand
odis1257,runs,90.0,,,,Sri Lanka
odis1258,runs,147.0,,,,Pakistan
odis1259,runs,87.0,,,,Sri Lanka
odis1260,runs,7.0,,,,New Zealand
odis1261,runs,68.0,,,,New Zealand
odis1262,wickets,8.0,,,,Afghanistan
odis1263,runs,12.0,,,,Pakistan
odis1264,wickets,3.0,,,,New Zealand
odis1265,wickets,3.0,,,,Ireland
odis1266,wickets,7.0,,,,Pakistan
odis1267,runs,150.0,,,,Scotland
odis1268,wickets,6.0,,,,Sri Lanka
odis1269,wickets,3.0,,,,Australia
odis1270,runs,61.0,,D/L,,South Africa
odis1271,runs,71.0,,,,Afghanistan
odis1272,,,,,no result,
odis1273,wickets,4.0,,,,Australia
odis1274,runs,148.0,,,,South Africa
odis1275,wickets,9.0,,,,England
odis1276,wickets,4.0,,,,New Zealand
odis1277,wickets,9.0,,,,South Africa
odis1278,wickets,3.0,,,,Australia
odis1279,runs,108.0,,,,New Zealand
odis1280,runs,120.0,,,,New Zealand
odis1281,wickets,1.0,,,,West Indies
odis1282,,,,,no result,
odis1283,runs,131.0,,,,South Africa
odis1284,runs,34.0,,,,Sri Lanka
odis1285,wickets,3.0,,,,England
odis1286,wickets,7.0,,,,New Zealand
odis1287,runs,112.0,,,,Australia
odis1288,runs,119.0,,,,New Zealand
odis1289,runs,111.0,,,,Australia
odis1290,runs,98.0,,,,New Zealand
odis1291,runs,76.0,,,,India
odis1292,runs,62.0,,,,South Africa
odis1293,wickets,4.0,,,,Ireland
odis1294,wickets,3.0,,,,New Zealand
odis1295,runs,105.0,,,,Bangladesh
odis1296,wickets,4.0,,,,Zimbabwe
odis1297,wickets,8.0,,,,New Zealand
odis1298,runs,150.0,,,,West Indies
odis1299,runs,130.0,,,,India
odis1300,wickets,4.0,,,,Sri Lanka
odis1301,runs,119.0,,,,England
odis1302,runs,73.0,,D/L,,West Indies
odis1303,wickets,2.0,,,,Ireland
odis1304,runs,92.0,,,,Sri Lanka
odis1305,wickets,1.0,,,,Afghanistan
odis1306,runs,257.0,,,,South Africa
odis1307,wickets,9.0,,,,India
odis1308,wickets,1.0,,,,New Zealand
odis1309,runs,20.0,,,,Pakistan
odis1310,wickets,9.0,,,,Sri Lanka
odis1311,runs,201.0,,,,South Africa
odis1312,runs,275.0,,,,Australia
odis1313,runs,129.0,,,,Pakistan
odis1314,wickets,6.0,,,,Bangladesh
odis1315,wickets,4.0,,,,India
odis1316,runs,5.0,,,,Ireland
odis1317,runs,29.0,,D/L,,Pakistan
odis1318,runs,64.0,,,,Australia
odis1319,wickets,6.0,,,,New Zealand
odis1320,runs,15.0,,,,Bangladesh
odis1321,wickets,8.0,,,,India
odis1322,runs,148.0,,,,Sri Lanka
odis1323,runs,146.0,,,,South Africa
odis1324,wickets,9.0,,D/L,,England
odis1325,wickets,3.0,,,,New Zealand
odis1326,wickets,7.0,,,,Australia
odis1327,wickets,6.0,,,,India
odis1328,wickets,7.0,,,,Pakistan
odis1329,wickets,6.0,,,,West Indies
odis1330,wickets,5.0,,,,South Africa
odis1331,wickets,9.0,,,,South Africa
odis1332,runs,109.0,,,,India
odis1333,wickets,6.0,,,,Australia
odis1334,runs,143.0,,,,New Zealand
odis1335,wickets,4.0,,D/L,,New Zealand
odis1336,runs,95.0,,,,Australia
odis1337,wickets,7.0,,,,Australia
odis1338,runs,79.0,,,,Bangladesh
odis1339,wickets,7.0,,,,Bangladesh
odis1340,wickets,8.0,,,,Bangladesh
odis1341,,,,,no result,
odis1342,runs,41.0,,,,Pakistan
odis1343,wickets,6.0,,,,Pakistan
odis1344,,,,,no result,
odis1345,runs,210.0,,,,England
odis1346,runs,13.0,,D/L,,New Zealand
odis1347,wickets,3.0,,,,New Zealand
odis1348,wickets,7.0,,,,England
odis1349,runs,79.0,,,,Bangladesh
odis1350,wickets,3.0,,D/L,,England
odis1351,wickets,6.0,,D/L,,Bangladesh
odis1352,runs,77.0,,,,India
odis1353,wickets,8.0,,,,India
odis1354,wickets,9.0,,,,India
odis1355,runs,4.0,,,,India
odis1356,wickets,8.0,,,,South Africa
odis1357,wickets,6.0,,,,Pakistan
odis1358,runs,62.0,,,,India
odis1359,wickets,7.0,,,,Bangladesh
odis1360,runs,83.0,,,,India
odis1361,wickets,2.0,,,,Sri Lanka
odis1362,wickets,9.0,,D/L,,Bangladesh
odis1363,runs,135.0,,,,Pakistan
odis1364,wickets,4.0,,,,England
odis1365,wickets,7.0,,,,Pakistan
odis1366,runs,63.0,,,,Australia
odis1367,runs,165.0,,,,Sri Lanka
odis1368,runs,89.0,,,,Australia
odis1369,wickets,7.0,,,,Zimbabwe
odis1370,wickets,10.0,,,,New Zealand
odis1371,runs,38.0,,,,New Zealand
odis1372,runs,20.0,,,,South Africa
odis1373,wickets,8.0,,,,New Zealand
odis1374,runs,62.0,,,,South Africa
odis1375,runs,23.0,,D/L,,Australia
odis1376,runs,59.0,,,,Australia
odis1377,runs,64.0,,,,Australia
odis1378,runs,93.0,,,,England
