key_id,by_type,by_margin,eliminator,method,result,winner
odis1379,wickets,3.0,,,,England
odis1380,wickets,8.0,,,,Australia
odis1381,runs,131.0,,,,Pakistan
odis1382,runs,5.0,,D/L,,Zimbabwe
odis1383,wickets,7.0,,,,Pakistan
odis1384,wickets,6.0,,,,Pakistan
odis1385,wickets,2.0,,,,Zimbabwe
odis1386,wickets,5.0,,,,Zimbabwe
odis1387,runs,5.0,,,,South Africa
odis1388,wickets,2.0,,,,Ireland
odis1389,runs,22.0,,,,India
odis1390,wickets,8.0,,,,Zimbabwe
odis1391,runs,58.0,,,,Afghanistan
odis1392,runs,18.0,,,,South Africa
odis1393,wickets,3.0,,,,Afghanistan
odis1394,runs,35.0,,,,India
odis1395,runs,214.0,,,,South Africa
odis1396,wickets,1.0,,D/L,,Sri Lanka
odis1397,runs,96.0,,,,New Zealand
odis1398,wickets,8.0,,D/L,,Sri Lanka
odis1399,wickets,10.0,,,,New Zealand
odis1400,runs,145.0,,,,Bangladesh
odis1401,runs,19.0,,D/L,,Sri Lanka
odis1402,runs,58.0,,,,Bangladesh
odis1403,runs,61.0,,,,Bangladesh
odis1404,wickets,6.0,,,,Pakistan
odis1405,runs,95.0,,,,England
odis1406,runs,89.0,,,,Hong Kong
odis1407,wickets,6.0,,,,England
odis1408,runs,84.0,,,,England
odis1409,runs,49.0,,,,Afghanistan
odis1410,wickets,7.0,,,,New Zealand
odis1411,wickets,10.0,,,,New Zealand
odis1412,wickets,4.0,,,,Afghanistan
odis1413,wickets,8.0,,,,Sri Lanka
odis1414,runs,117.0,,,,Zimbabwe
odis1415,,,,,no result,
odis1416,runs,65.0,,,,Zimbabwe
odis1417,runs,36.0,,,,New Zealand
odis1418,wickets,2.0,,,,Afghanistan
odis1419,wickets,5.0,,,,Australia
odis1420,wickets,7.0,,,,Australia
odis1421,wickets,3.0,,,,Australia
odis1422,runs,25.0,,,,Australia
odis1423,wickets,6.0,,,,India
odis1424,runs,70.0,,,,New Zealand
odis1425,wickets,3.0,,D/L,,New Zealand
odis1426,runs,159.0,,,,New Zealand
odis1427,runs,39.0,,D/L,,England
odis1428,wickets,4.0,,,,Australia
odis1429,wickets,5.0,,,,England
odis1430,wickets,7.0,,D/L,,England
odis1431,wickets,5.0,,,,India
odis1432,runs,55.0,,,,New Zealand
odis1433,wickets,7.0,,,,South Africa
odis1434,wickets,1.0,,,,South Africa
odis1435,wickets,5.0,,,,South Africa
odis1436,runs,9.0,,,,New Zealand
odis1437,wickets,8.0,,,,Australia
odis1438,runs,16.0,,,,West Indies
odis1439,runs,57.0,,,,West Indies
odis1440,runs,35.0,,,,South Africa
odis1441,wickets,4.0,,,,West Indies
odis1442,wickets,6.0,,,,Australia
odis1443,runs,47.0,,,,South Africa
odis1444,runs,36.0,,,,Australia
odis1445,wickets,9.0,,,,India
odis1446,wickets,4.0,,,,West Indies
odis1447,wickets,8.0,,,,India
odis1448,runs,139.0,,,,South Africa
odis1449,wickets,10.0,,,,India
odis1450,runs,136.0,,,,Sri Lanka
odis1451,,,,,no result,
odis1452,wickets,7.0,,,,England
odis1453,wickets,6.0,,,,Australia
odis1454,,,,,tie,
odis1455,runs,212.0,,,,England
odis1456,runs,100.0,,,,West Indies
odis1457,wickets,10.0,,,,England
odis1458,runs,58.0,,,,Australia
odis1459,,,,,no result,
odis1460,runs,202.0,,,,England
odis1461,wickets,6.0,,D/L,,England
odis1462,runs,122.0,,,,England
odis1463,,,,,no result,
odis1464,runs,78.0,,D/L,,Afghanistan
odis1465,runs,39.0,,,,Afghanistan
odis1466,runs,79.0,,,,Afghanistan
odis1467,runs,12.0,,,,Ireland
odis1468,wickets,7.0,,,,Ireland
odis1469,runs,98.0,,,,Scotland
odis1470,wickets,7.0,,,,Scotland
odis1471,runs,255.0,,,,Pakistan
odis1472,wickets,3.0,,,,Australia
odis1473,runs,82.0,,,,Sri Lanka
odis1474,runs,44.0,,D/L,,England
odis1475,wickets,4.0,,,,England
odis1476,wickets,2.0,,,,Australia
odis1477,runs,169.0,,,,England
odis1478,wickets,6.0,,,,Australia
odis1479,wickets,5.0,,,,Australia
odis1480,wickets,4.0,,,,England
odis1481,wickets,4.0,,,,Pakistan
odis1482,,,,,no result,
odis1483,runs,53.0,,,,Scotland
odis1484,wickets,4.0,,,,Australia
odis1485,runs,206.0,,,,South Africa
odis1486,runs,7.0,,,,Bangladesh
odis1487,runs,137.0,,,,Australia
odis1488,wickets,9.0,,,,Australia
odis1489,wickets,2.0,,,,Afghanistan
odis1490,wickets,6.0,,,,South Africa
odis1491,runs,111.0,,D/L,,Pakistan
odis1492,runs,141.0,,,,Bangladesh
odis1493,runs,142.0,,,,South Africa
odis1494,runs,59.0,,,,Pakistan
odis1495,wickets,4.0,,,,South Africa
odis1496,runs,136.0,,,,Pakistan
odis1497,runs,21.0,,,,England
odis1498,wickets,6.0,,,,South Africa
odis1499,runs,34.0,,,,Bangladesh
odis1500,wickets,4.0,,,,South Africa
odis1501,runs,31.0,,,,South Africa
odis1502,wickets,4.0,,,,England
odis1503,wickets,6.0,,,,India
odis1504,wickets,8.0,,,,New Zealand
odis1505,runs,95.0,,,,New Zealand
odis1506,runs,6.0,,,,New Zealand
odis1507,wickets,5.0,,,,South Africa
odis1508,wickets,7.0,,,,India
odis1509,runs,126.0,,,,New Zealand
odis1510,runs,19.0,,,,New Zealand
odis1511,runs,190.0,,,,India
odis1512,runs,106.0,,,,Hong Kong
odis1513,runs,14.0,,,,Papua New Guinea
odis1514,wickets,7.0,,D/L,,Hong Kong
odis1515,wickets,8.0,,,,England
odis1516,runs,60.0,,D/L,,New Zealand
odis1517,wickets,8.0,,,,New Zealand
odis1518,wickets,8.0,,,,Sri Lanka
odis1519,wickets,5.0,,,,England
odis1520,runs,62.0,,,,West Indies
odis1521,runs,162.0,,,,England
odis1522,wickets,7.0,,,,New Zealand
odis1523,wickets,2.0,,,,Australia
odis1524,,,,,tie,
odis1525,runs,66.0,,D/L,,Australia
odis1526,,,,,no result,
odis1527,runs,1.0,,,,Sri Lanka
odis1528,runs,5.0,,D/L,,Zimbabwe
odis1529,wickets,6.0,,,,Sri Lanka
odis1530,runs,43.0,,,,Australia
odis1531,runs,68.0,,,,Australia
odis1532,runs,116.0,,,,Australia
odis1533,runs,117.0,,,,Australia
odis1534,runs,77.0,,,,New Zealand
odis1535,runs,67.0,,,,New Zealand
odis1536,wickets,8.0,,,,New Zealand
odis1537,runs,92.0,,,,Australia
odis1538,wickets,3.0,,,,India
odis1539,wickets,6.0,,,,Pakistan
odis1540,runs,94.0,,,,South Africa
odis1541,runs,15.0,,,,India
odis1542,wickets,7.0,,,,Australia
odis1543,wickets,8.0,,,,South Africa
odis1544,wickets,7.0,,,,Hong Kong
odis1545,runs,5.0,,,,England
odis1546,runs,86.0,,,,Australia
odis1547,wickets,4.0,,,,United Arab Emirates
odis1548,wickets,6.0,,,,United Arab Emirates
odis1549,runs,57.0,,,,Australia
odis1550,wickets,8.0,,,,South Africa
odis1551,runs,6.0,,,,New Zealand
odis1552,runs,121.0,,,,South Africa
odis1553,wickets,7.0,,,,South Africa
odis1554,runs,24.0,,,,New Zealand
odis1555,runs,40.0,,,,South Africa
odis1556,runs,63.0,,,,South Africa
odis1557,runs,114.0,,,,India
odis1558,runs,67.0,,,,Pakistan
odis1559,runs,146.0,,,,Sri Lanka
odis1560,runs,88.0,,,,South Africa
odis1561,runs,125.0,,,,India
odis1562,wickets,6.0,,,,South Africa
odis1563,wickets,7.0,,,,Bangladesh
odis1564,wickets,5.0,,,,Sri Lanka
odis1565,runs,49.0,,,,India
odis1566,runs,12.0,,D/L,,Afghanistan
odis1567,runs,86.0,,,,Pakistan
odis1568,wickets,9.0,,,,India
odis1569,wickets,9.0,,,,South Africa
odis1570,runs,54.0,,,,Afghanistan
odis1571,runs,36.0,,D/L,,South Africa
odis1572,runs,42.0,,D/L,,Sri Lanka
odis1573,wickets,7.0,,,,India
odis1574,wickets,4.0,,,,South Africa
odis1575,runs,3.0,,,,Zimbabwe
odis1576,wickets,1.0,,,,India
odis1577,runs,6.0,,,,New Zealand
odis1578,wickets,7.0,,D/L,,Zimbabwe
odis1579,runs,159.0,,,,South Africa
odis1580,runs,106.0,,D/L,,Afghanistan
odis1581,wickets,5.0,,,,New Zealand
odis1582,wickets,7.0,,,,New Zealand
odis1583,runs,85.0,,,,Ireland
odis1584,wickets,4.0,,,,Australia
odis1585,runs,45.0,,,,England
odis1586,wickets,8.0,,,,Ireland
odis1587,wickets,6.0,,,,South Africa
odis1588,wickets,5.0,,,,Australia
odis1589,wickets,4.0,,,,England
odis1590,runs,186.0,,,,England
odis1591,runs,30.0,,,,Afghanistan
odis1592,runs,34.0,,,,Afghanistan
odis1593,wickets,6.0,,,,Ireland
odis1594,wickets,3.0,,,,Ireland
odis1595,wickets,7.0,,,,Afghanistan
odis1596,runs,90.0,,,,Bangladesh
odis1597,,,,,no result,
odis1598,runs,70.0,,,,Sri Lanka
odis1599,runs,26.0,,,,Papua New Guinea
odis1600,runs,103.0,,,,United Arab Emirates
odis1601,wickets,4.0,,,,West Indies
odis1602,runs,74.0,,,,Pakistan
odis1603,wickets,6.0,,,,Pakistan
odis1604,wickets,7.0,,,,England
odis1605,wickets,10.0,,,,India
odis1606,runs,85.0,,,,England
odis1607,wickets,7.0,,,,India
odis1608,runs,178.0,,,,South Africa
odis1609,,,,,no result,
odis1610,runs,51.0,,,,New Zealand
odis1611,runs,8.0,,,,South Africa
odis1612,wickets,4.0,,,,New Zealand
odis1613,runs,120.0,,,,South Africa
odis1614,wickets,8.0,,,,Bangladesh
odis1615,wickets,8.0,,,,India
odis1616,runs,190.0,,,,New Zealand
odis1617,wickets,5.0,,,,Bangladesh
odis1618,runs,72.0,,,,England
odis1619,runs,2.0,,,,England
odis1620,wickets,7.0,,,,South Africa
odis1621,wickets,8.0,,,,England
odis1622,,,,,no result,
odis1623,runs,96.0,,,,South Africa
odis1624,runs,124.0,,D/L,,India
odis1625,,,,,no result,
odis1626,runs,87.0,,,,England
odis1627,runs,19.0,,D/L,,Pakistan
odis1628,wickets,7.0,,,,Sri Lanka
odis1629,runs,63.0,,,,Afghanistan
odis1630,wickets,5.0,,,,Bangladesh
odis1631,runs,40.0,,D/L,,England
odis1632,wickets,4.0,,,,West Indies
odis1633,wickets,8.0,,,,India
odis1634,wickets,3.0,,,,Pakistan
odis1635,wickets,8.0,,,,Pakistan
odis1636,runs,26.0,,D/L,,Scotland
odis1637,wickets,9.0,,,,India
odis1638,wickets,6.0,,,,Zimbabwe
odis1639,runs,180.0,,,,Pakistan
odis1640,,,,,no result,
odis1641,runs,35.0,,,,India
odis1642,wickets,9.0,,,,New Zealand
odis1643,runs,105.0,,,,India
odis1644,wickets,3.0,,,,South Africa
odis1645,wickets,8.0,,,,Australia
odis1646,runs,107.0,,D/L,,England
odis1647,wickets,8.0,,,,Australia
odis1648,wickets,7.0,,,,India
odis1649,wickets,6.0,,,,Zimbabwe
odis1650,runs,93.0,,,,India
odis1651,wickets,7.0,,,,Sri Lanka
odis1652,runs,11.0,,,,West Indies
odis1653,wickets,10.0,,,,South Africa
odis1654,runs,95.0,,,,India
odis1655,wickets,5.0,,,,Australia
odis1656,wickets,7.0,,,,England
odis1657,runs,159.0,,,,Australia
odis1658,runs,16.0,,,,India
odis1659,runs,68.0,,,,England
odis1660,wickets,8.0,,,,Sri Lanka
odis1661,wickets,8.0,,,,India
odis1662,wickets,8.0,,,,New Zealand
odis1663,wickets,4.0,,D/L,,Zimbabwe
odis1664,runs,115.0,,,,South Africa
odis1665,wickets,8.0,,,,New Zealand
odis1666,runs,47.0,,,,West Indies
odis1667,runs,3.0,,,,England
odis1668,wickets,3.0,,,,Zimbabwe
odis1669,runs,19.0,,D/L,,West Indies
odis1670,runs,75.0,,,,England
odis1671,wickets,8.0,,,,Australia
odis1672,wickets,8.0,,,,South Africa
odis1673,runs,15.0,,,,Sri Lanka
odis1674,runs,186.0,,,,India
odis1675,runs,92.0,,,,England
odis1676,runs,59.0,,,,Australia
odis1677,wickets,2.0,,,,England
odis1678,runs,36.0,,,,India
odis1679,runs,9.0,,,,England
odis1680,wickets,9.0,,,,India
odis1681,wickets,3.0,,D/L,,India
odis1682,wickets,6.0,,,,India
odis1683,runs,168.0,,,,India
odis1684,wickets,6.0,,,,India
odis1685,runs,26.0,,D/L,,India
odis1686,wickets,7.0,,,,England
odis1687,runs,50.0,,,,India
odis1688,,,,,no result,
odis1689,wickets,5.0,,,,India
odis1690,runs,124.0,,,,England
odis1691,runs,6.0,,D/L,,England
odis1692,runs,21.0,,,,Australia
odis1693,wickets,9.0,,,,England
odis1694,wickets,7.0,,,,India
odis1695,runs,83.0,,,,Pakistan
odis1696,wickets,10.0,,,,South Africa
odis1697,runs,32.0,,,,Pakistan
odis1698,wickets,7.0,,,,Pakistan
odis1699,runs,104.0,,,,South Africa
odis1700,wickets,7.0,,,,Pakistan
odis1701,wickets,6.0,,,,New Zealand
odis1702,wickets,2.0,,,,Australia
odis1703,runs,200.0,,,,South Africa
odis1704,wickets,9.0,,,,Pakistan
odis1705,wickets,6.0,,,,India
odis1706,runs,75.0,,D/L,,Australia
odis1707,runs,6.0,,,,India
odis1708,runs,8.0,,,,New Zealand
odis1709,wickets,7.0,,,,New Zealand
odis1710,wickets,5.0,,,,Pakistan
odis1711,runs,138.0,,,,Afghanistan
odis1712,runs,23.0,,,,Hong Kong
odis1713,runs,51.0,,,,Ireland
odis1714,wickets,5.0,,,,Ireland
odis1715,wickets,7.0,,,,Sri Lanka
odis1716,runs,141.0,,,,India
odis1717,wickets,8.0,,,,India
odis1718,wickets,5.0,,,,New Zealand
odis1719,runs,204.0,,,,New Zealand
odis1720,runs,66.0,,D/L,,New Zealand
odis1721,runs,61.0,,D/L,,New Zealand
odis1722,wickets,8.0,,D/L,,New Zealand
odis1723,wickets,4.0,,,,Ireland
odis1724,runs,67.0,,,,Ireland
odis1725,runs,183.0,,,,New Zealand
odis1726,wickets,5.0,,,,England
odis1727,wickets,8.0,,,,Bangladesh
odis1728,wickets,6.0,,,,Ireland
odis1729,wickets,5.0,,,,New Zealand
odis1730,runs,12.0,,,,Zimbabwe
odis1731,runs,24.0,,,,Ireland
odis1732,runs,163.0,,,,Bangladesh
odis1733,runs,15.0,,,,New Zealand
odis1734,wickets,4.0,,,,England
odis1735,runs,31.0,,,,Scotland
odis1736,wickets,5.0,,,,Sri Lanka
odis1737,runs,16.0,,,,England
odis1738,wickets,4.0,,,,United Arab Emirates
odis1739,runs,91.0,,,,Bangladesh
odis1740,wickets,10.0,,,,Sri Lanka
odis1741,wickets,3.0,,,,Australia
odis1742,runs,79.0,,,,Sri Lanka
odis1743,runs,12.0,,,,England
odis1744,wickets,6.0,,,,India
odis1745,wickets,9.0,,,,India
odis1746,runs,178.0,,,,India
odis1747,runs,124.0,,,,India
odis1748,runs,154.0,,,,Afghanistan
odis1749,wickets,7.0,,,,South Africa
odis1750,wickets,5.0,,D/L,,South Africa
odis1751,runs,154.0,,,,Zimbabwe
odis1752,wickets,6.0,,,,Afghanistan
odis1753,runs,73.0,,,,India
odis1754,wickets,10.0,,,,Afghanistan
odis1755,wickets,8.0,,,,India
odis1756,runs,146.0,,,,Afghanistan
odis1757,wickets,3.0,,,,New Zealand
odis1758,wickets,6.0,,,,England
odis1759,runs,4.0,,,,England
odis1760,runs,1.0,,,,New Zealand
odis1761,runs,56.0,,D/L,,United Arab Emirates
odis1762,wickets,7.0,,,,Scotland
odis1763,wickets,4.0,,,,Scotland
odis1764,runs,2.0,,,,Zimbabwe
odis1765,runs,60.0,,,,West Indies
odis1766,wickets,4.0,,,,Ireland
odis1767,wickets,5.0,,,,New Zealand
odis1768,wickets,8.0,,,,New Zealand
odis1769,runs,30.0,,D/L,,Hong Kong
odis1770,wickets,6.0,,,,West Indies
odis1771,runs,89.0,,,,Zimbabwe
odis1772,runs,52.0,,,,West Indies
odis1773,wickets,7.0,,,,England
odis1774,runs,205.0,,,,New Zealand
odis1775,,,,,tie,
odis1776,runs,226.0,,D/L,,Ireland
odis1777,wickets,8.0,,,,Australia
odis1778,runs,73.0,,,,Scotland
odis1779,wickets,3.0,,,,Afghanistan
odis1780,runs,60.0,,,,Australia
odis1781,runs,107.0,,,,Zimbabwe
odis1782,runs,58.0,,,,Papua New Guinea
odis1783,runs,25.0,,,,Ireland
odis1784,wickets,4.0,,,,West Indies
odis1785,wickets,5.0,,,,Afghanistan
odis1786,runs,5.0,,D/L,,West Indies
odis1787,runs,94.0,,,,Pakistan
odis1788,runs,3.0,,D/L,,United Arab Emirates
odis1789,wickets,5.0,,,,Afghanistan
odis1790,runs,108.0,,,,Pakistan
odis1791,wickets,7.0,,,,Afghanistan
odis1792,wickets,8.0,,,,England
odis1793,wickets,8.0,,,,India
odis1794,runs,106.0,,,,South Africa
odis1795,wickets,9.0,,,,South Africa
odis1796,wickets,9.0,,,,South Africa
odis1797,runs,154.0,,,,South Africa
odis1798,wickets,6.0,,,,South Africa
odis1799,wickets,7.0,,,,South Africa
odis1800,runs,306.0,,,,New Zealand
odis1801,runs,69.0,,,,England
odis1802,wickets,3.0,,,,England
odis1803,wickets,7.0,,,,England
odis1804,runs,38.0,,,,England
odis1805,runs,242.0,,,,England
odis1806,wickets,6.0,,,,England
odis1807,wickets,1.0,,,,England
odis1808,runs,142.0,,,,England
odis1809,runs,123.0,,,,England
odis1810,wickets,8.0,,,,India
odis1811,runs,201.0,,,,Pakistan
odis1812,wickets,4.0,,,,New Zealand
odis1813,runs,86.0,,,,England
odis1814,wickets,9.0,,,,Pakistan
odis1815,wickets,8.0,,,,England
odis1816,wickets,9.0,,,,Pakistan
odis1817,runs,244.0,,,,Pakistan
odis1818,runs,48.0,,,,Bangladesh
odis1819,runs,131.0,,,,Pakistan
odis1820,runs,3.0,,,,West Indies
odis1821,runs,18.0,,,,Bangladesh
odis1822,wickets,5.0,,,,South Africa
odis1823,wickets,4.0,,,,South Africa
odis1824,runs,78.0,,,,South Africa
odis1825,runs,3.0,,D/L,,Sri Lanka
odis1826,runs,178.0,,,,Sri Lanka
odis1827,runs,29.0,,,,Afghanistan
odis1828,wickets,3.0,,,,Ireland
odis1829,runs,78.0,,,,United Arab Emirates
odis1830,wickets,8.0,,,,Afghanistan
odis1831,wickets,9.0,,,,India
odis1832,runs,7.0,,,,India
odis1833,runs,137.0,,,,Bangladesh
odis1834,wickets,3.0,,,,Sri Lanka
odis1835,runs,40.0,,,,South Africa
odis1836,wickets,8.0,,,,Pakistan
odis1837,runs,91.0,,,,Afghanistan
odis1838,runs,26.0,,,,India
odis1839,wickets,8.0,,,,India
odis1840,runs,136.0,,,,Afghanistan
odis1841,wickets,3.0,,,,Pakistan
odis1842,wickets,7.0,,,,India
odis1843,runs,115.0,,,,West Indies
odis1844,runs,3.0,,,,Bangladesh
odis1845,wickets,9.0,,,,India
odis1846,,,,,tie,
odis1847,runs,37.0,,,,Bangladesh
odis1848,wickets,3.0,,,,India
odis1849,wickets,5.0,,,,South Africa
odis1850,runs,120.0,,,,South Africa
odis1851,wickets,4.0,,,,South Africa
odis1852,,,,,no result,
odis1853,runs,31.0,,D/L,,England
odis1854,wickets,7.0,,,,England
odis1855,wickets,5.0,,D/L,,Australia
odis1856,runs,150.0,,,,Australia
odis1857,runs,18.0,,D/L,,England
odis1858,wickets,8.0,,,,India
odis1859,runs,28.0,,,,Bangladesh
odis1860,runs,89.0,,,,Australia
odis1861,runs,219.0,,D/L,,Sri Lanka
odis1862,,,,,tie,
odis1863,wickets,7.0,,,,Bangladesh
odis1864,wickets,7.0,,,,Bangladesh
odis1865,runs,43.0,,,,West Indies
odis1866,runs,224.0,,,,India
odis1867,wickets,9.0,,,,India
odis1868,wickets,6.0,,,,South Africa
odis1869,runs,47.0,,,,New Zealand
odis1870,wickets,6.0,,,,Pakistan
odis1871,runs,7.0,,,,Australia
odis1872,,,,,no result,
odis1873,runs,40.0,,,,South Africa
odis1874,wickets,5.0,,,,Bangladesh
odis1875,wickets,4.0,,,,West Indies
odis1876,wickets,8.0,,,,Bangladesh
odis1877,runs,45.0,,,,New Zealand
odis1878,runs,21.0,,,,New Zealand
odis1879,runs,115.0,,,,New Zealand
odis1880,runs,34.0,,,,Australia
odis1881,wickets,6.0,,,,India
odis1882,wickets,7.0,,,,India
odis1883,wickets,5.0,,,,Pakistan
odis1884,wickets,5.0,,,,South Africa
odis1885,wickets,8.0,,D/L,,India
odis1886,wickets,9.0,,,,India
odis1887,wickets,3.0,,,,United Arab Emirates
odis1888,runs,13.0,,D/L,,South Africa
odis1889,runs,145.0,,,,Nepal
odis1890,runs,90.0,,,,India
odis1891,wickets,8.0,,,,Pakistan
odis1892,wickets,4.0,,,,Nepal
odis1893,wickets,7.0,,,,India
odis1894,wickets,8.0,,,,India
odis1895,wickets,7.0,,,,South Africa
odis1896,wickets,8.0,,,,New Zealand
odis1897,wickets,8.0,,,,New Zealand
odis1898,runs,35.0,,,,India
odis1899,runs,146.0,,,,West Indies
odis1900,runs,34.0,,,,Pakistan
odis1901,runs,7.0,,,,South Africa
odis1902,wickets,8.0,,,,New Zealand
odis1903,runs,30.0,,D/L,,South Africa
odis1904,wickets,8.0,,,,New Zealand
odis1905,wickets,6.0,,,,South Africa
odis1906,wickets,6.0,,,,England
odis1907,runs,88.0,,,,New Zealand
odis1908,runs,66.0,,,,India
odis1909,runs,26.0,,,,West Indies
odis1910,runs,5.0,,,,Australia
odis1911,runs,95.0,,,,Australia
odis1912,wickets,7.0,,,,India
odis1913,runs,29.0,,,,England
odis1914,wickets,2.0,,,,England
odis1915,wickets,5.0,,,,Afghanistan
odis1916,wickets,6.0,,,,India
odis1917,,,,,no result,
odis1918,wickets,7.0,,,,West Indies
odis1919,wickets,7.0,,,,Australia
odis1920,wickets,8.0,,,,South Africa
odis1921,runs,8.0,,,,India
odis1922,wickets,4.0,,,,Ireland
odis1923,runs,113.0,,,,South Africa
odis1924,runs,32.0,,,,Australia
odis1925,runs,109.0,,,,Afghanistan
odis1926,wickets,4.0,,,,Australia
odis1927,wickets,5.0,,,,Ireland
odis1928,runs,71.0,,D/L,,South Africa
odis1929,runs,35.0,,,,Australia
odis1930,wickets,6.0,,,,South Africa
odis1931,runs,154.0,,D/L,,England
odis1932,runs,41.0,,D/L,,South Africa
odis1933,wickets,6.0,,,,England
odis1934,wickets,8.0,,,,England
odis1935,wickets,8.0,,,,Australia
odis1936,wickets,8.0,,,,Australia
odis1937,runs,80.0,,,,Australia
odis1938,runs,6.0,,,,Australia
odis1939,runs,20.0,,,,Australia
odis1940,wickets,7.0,,,,Zimbabwe
odis1941,runs,4.0,,D/L,,Zimbabwe
odis1942,wickets,3.0,,D/L,,Zimbabwe
odis1943,runs,145.0,,,,Namibia
odis1944,wickets,5.0,,,,Papua New Guinea
odis1945,wickets,4.0,,,,England
odis1946,runs,196.0,,,,West Indies
odis1947,wickets,8.0,,,,Pakistan
odis1948,wickets,8.0,,,,Bangladesh
odis1949,,,,,no result,
odis1950,wickets,8.0,,,,South Africa
odis1951,runs,2.0,,D/L,,Afghanistan
odis1952,wickets,5.0,,,,West Indies
odis1953,runs,12.0,,,,England
odis1954,,,,,tie,
odis1955,wickets,5.0,,,,Bangladesh
odis1956,wickets,6.0,,,,England
odis1957,wickets,6.0,,,,Bangladesh
odis1958,wickets,5.0,,D/L,,Bangladesh
odis1959,wickets,3.0,,,,England
odis1960,runs,72.0,,,,Ireland
odis1961,runs,54.0,,,,England
odis1962,runs,35.0,,D/L,,Sri Lanka
odis1963,runs,126.0,,,,Afghanistan
odis1964,runs,104.0,,,,England
odis1965,wickets,7.0,,,,West Indies
odis1966,wickets,7.0,,,,Australia
odis1967,wickets,10.0,,,,New Zealand
odis1968,runs,21.0,,,,Bangladesh
odis1969,runs,14.0,,,,Pakistan
odis1970,runs,34.0,,D/L,,Sri Lanka
odis1971,wickets,2.0,,,,New Zealand
odis1972,wickets,6.0,,,,India
odis1973,runs,208.0,,,,England
odis1974,runs,15.0,,,,Australia
odis1975,wickets,7.0,,,,New Zealand
odis1976,runs,106.0,,,,England
odis1977,runs,121.0,,D/L,,England
odis1978,runs,36.0,,,,India
odis1979,,,,,no result,
odis1980,runs,41.0,,,,Australia
odis1981,runs,135.0,,D/L,,England
odis1982,wickets,8.0,,,,England
odis1983,wickets,9.0,,D/L,,South Africa
odis1984,runs,87.0,,,,Australia
odis1985,runs,89.0,,D/L,,India
odis1986,wickets,7.0,,,,Bangladesh
odis1987,runs,150.0,,,,England
odis1988,wickets,7.0,,D/L,,Netherlands
odis1989,wickets,4.0,,,,New Zealand
odis1990,runs,48.0,,,,Australia
odis1991,wickets,3.0,,,,Netherlands
odis1992,runs,20.0,,,,Sri Lanka
odis1993,runs,5.0,,,,New Zealand
odis1994,runs,11.0,,,,India
odis1995,runs,49.0,,,,Pakistan
odis1996,runs,62.0,,,,Bangladesh
odis1997,runs,64.0,,,,Australia
odis1998,wickets,6.0,,,,Pakistan
odis1999,runs,125.0,,,,India
odis2000,wickets,9.0,,,,South Africa
odis2001,runs,86.0,,,,Australia
odis2002,wickets,3.0,,,,Pakistan
odis2003,runs,31.0,,,,England
odis2004,wickets,4.0,,,,Ireland
odis2005,runs,23.0,,,,Sri Lanka
odis2006,wickets,2.0,,,,Australia
odis2007,runs,28.0,,,,India
odis2008,runs,119.0,,,,England
odis2009,runs,5.0,,,,Ireland
odis2010,wickets,4.0,,,,Australia
odis2011,runs,23.0,,,,West Indies
odis2012,runs,94.0,,,,Pakistan
odis2013,runs,10.0,,,,South Africa
odis2014,wickets,7.0,,,,India
odis2015,wickets,6.0,,,,Ireland
odis2016,runs,194.0,,,,Australia
odis2017,runs,18.0,,,,New Zealand
odis2018,wickets,8.0,,,,England
odis2019,,,England,,tie,
odis2020,runs,91.0,,,,Sri Lanka
odis2021,wickets,7.0,,,,Sri Lanka
odis2022,runs,122.0,,,,Sri Lanka
odis2023,,,,,no result,
odis2024,runs,59.0,,D/L,,India
odis2025,wickets,4.0,,,,Oman
odis2026,wickets,6.0,,D/L,,India
odis2027,wickets,8.0,,,,Oman
odis2028,wickets,3.0,,,,Scotland
odis2029,runs,85.0,,,,Scotland
odis2030,runs,38.0,,,,Scotland
odis2031,wickets,4.0,,,,Oman
odis2032,wickets,8.0,,,,Australia
odis2033,runs,5.0,,D/L,,United States of America
odis2034,wickets,5.0,,,,United States of America
odis2035,runs,62.0,,,,United States of America
odis2036,wickets,4.0,,,,Namibia
odis2037,runs,27.0,,,,Namibia
odis2038,runs,67.0,,,,Pakistan
odis2039,wickets,5.0,,,,Pakistan
odis2040,runs,157.0,,,,Australia
odis2041,runs,110.0,,,,Australia
odis2042,wickets,8.0,,,,India
odis2043,wickets,9.0,,,,Australia
odis2044,wickets,5.0,,,,India
odis2045,runs,6.0,,,,India
odis2046,runs,53.0,,,,India
odis2047,wickets,6.0,,,,India
odis2048,wickets,7.0,,,,West Indies
odis2049,runs,47.0,,,,West Indies
odis2050,wickets,5.0,,,,West Indies
odis2051,wickets,3.0,,,,United States of America
odis2052,runs,75.0,,,,England
odis2053,runs,35.0,,,,United States of America
odis2054,runs,127.0,,,,England
odis2055,runs,98.0,,,,United States of America
odis2056,,,,,no result,
odis2057,wickets,4.0,,,,Scotland
odis2058,wickets,7.0,,,,United Arab Emirates
odis2059,wickets,8.0,,,,West Indies
odis2060,runs,107.0,,,,India
odis2061,wickets,4.0,,,,India
odis2062,wickets,5.0,,,,Oman
odis2063,runs,8.0,,,,United Arab Emirates
odis2064,wickets,5.0,,,,West Indies
odis2065,runs,52.0,,,,Namibia
odis2066,wickets,8.0,,,,United Arab Emirates
odis2067,wickets,1.0,,,,West Indies
