key_id,data_version,created,revision
odis0775,0.91,2011-02-25,2
odis0776,0.91,2011-02-25,2
odis0777,0.91,2011-02-25,2
odis0778,0.91,2011-02-25,3
odis0779,0.91,2011-02-25,2
odis0780,0.91,2011-02-25,2
odis0781,0.91,2011-03-01,2
odis0782,0.91,2011-03-01,2
odis0783,0.91,2011-03-01,2
odis0784,0.91,2011-03-01,2
odis0785,0.91,2011-03-02,2
odis0786,0.91,2011-03-02,2
odis0787,0.91,2011-03-03,3
odis0788,0.91,2011-03-03,2
odis0789,0.91,2011-04-25,2
odis0790,0.91,2011-04-25,2
odis0791,0.91,2013-03-01,1
odis0792,0.91,2011-04-25,2
odis0793,0.91,2011-04-25,2
odis0794,0.91,2011-04-25,2
odis0795,0.91,2011-04-25,2
odis0796,0.91,2011-04-25,2
odis0797,0.91,2011-04-25,2
odis0798,0.91,2011-04-25,2
odis0799,0.91,2011-04-25,2
odis0800,0.91,2011-04-25,2
odis0801,0.91,2011-04-25,2
odis0802,0.91,2011-04-25,3
odis0803,0.91,2011-04-25,2
odis0804,0.91,2011-04-25,2
odis0805,0.91,2011-04-25,2
odis0806,0.91,2011-04-25,2
odis0807,0.91,2011-04-25,2
odis0808,0.91,2011-04-25,3
odis0809,0.91,2011-04-25,3
odis0810,0.91,2011-04-25,2
odis0811,0.91,2011-04-25,2
odis0812,0.91,2011-04-25,2
odis0813,0.91,2011-04-25,2
odis0814,0.91,2011-04-25,2
odis0815,0.91,2011-04-25,2
odis0816,0.91,2011-04-25,2
odis0817,0.91,2011-04-25,2
odis0818,0.91,2011-04-25,2
odis0819,0.91,2011-04-25,2
odis0820,0.91,2011-04-25,2
odis0821,0.91,2011-04-25,2
odis0822,0.91,2011-04-25,2
odis0823,0.91,2011-04-25,2
odis0824,0.91,2011-04-25,2
odis0825,0.91,2011-04-26,2
odis0826,0.91,2011-04-29,2
odis0827,0.91,2011-05-02,3
odis0828,0.91,2011-05-06,2
odis0829,0.91,2011-06-17,2
odis0830,0.91,2011-06-17,2
odis0831,0.91,2011-06-17,2
odis0832,0.91,2011-06-17,2
odis0833,0.91,2011-06-17,2
odis0834,0.91,2011-06-29,2
odis0835,0.91,2013-02-28,3
odis0836,0.91,2011-07-07,2
odis0837,0.91,2011-07-07,2
odis0838,0.91,2011-07-07,2
odis0839,0.91,2011-08-02,2
odis0840,0.91,2011-08-10,2
odis0841,0.91,2011-08-12,2
odis0842,0.91,2011-08-15,2
odis0843,0.91,2011-08-15,2
odis0844,0.91,2011-08-17,3
odis0845,0.91,2011-08-17,2
odis0846,0.91,2011-08-22,3
odis0847,0.91,2011-08-22,2
odis0848,0.91,2011-08-22,3
odis0849,0.91,2011-08-23,2
odis0850,0.91,2011-08-26,2
odis0851,0.91,2011-09-04,2
odis0852,0.91,2011-09-07,2
odis0853,0.91,2011-09-08,2
odis0854,0.91,2011-09-09,2
odis0855,0.91,2011-09-12,2
odis0856,0.91,2011-09-12,3
odis0857,0.91,2011-09-16,2
odis0858,0.91,2011-10-01,2
odis0859,0.91,2013-03-01,2
odis0860,0.91,2013-03-01,3
odis0861,0.91,2011-10-14,2
odis0862,0.91,2011-10-16,2
odis0863,0.91,2011-10-16,2
odis0864,0.91,2011-10-17,2
odis0865,0.91,2011-10-18,2
odis0866,0.91,2011-10-20,2
odis0867,0.91,2011-10-20,2
odis0868,0.91,2011-10-20,2
odis0869,0.91,2014-06-11,2
odis0870,0.91,2011-10-25,2
odis0871,0.91,2014-06-11,2
odis0872,0.91,2011-10-25,2
odis0873,0.91,2011-10-25,3
odis0874,0.91,2014-06-11,2
odis0875,0.91,2011-10-25,4
odis0876,0.91,2011-10-25,2
odis0877,0.91,2011-11-07,2
odis0878,0.91,2011-11-14,2
odis0879,0.91,2011-11-21,2
odis0880,0.91,2011-11-21,2
odis0881,0.91,2011-11-21,2
odis0882,0.91,2011-11-24,2
odis0883,0.91,2011-12-08,2
odis0884,0.91,2011-12-08,2
odis0885,0.91,2011-12-08,2
odis0886,0.91,2011-12-08,2
odis0887,0.91,2011-12-08,2
odis0888,0.91,2011-12-08,2
odis0889,0.91,2011-12-08,2
odis0890,0.91,2011-12-12,2
odis0891,0.91,2012-01-14,2
odis0892,0.91,2012-01-15,2
odis0893,0.91,2012-01-19,2
odis0894,0.91,2012-01-23,2
odis0895,0.91,2012-01-23,3
odis0896,0.91,2012-07-08,3
odis0897,0.91,2012-07-08,3
odis0898,0.91,2012-07-08,3
odis0899,0.91,2012-07-08,2
odis0900,0.91,2012-07-08,3
odis0901,0.91,2012-07-08,3
odis0902,0.91,2012-07-08,2
odis0903,0.91,2012-07-08,2
odis0904,0.91,2012-07-08,2
odis0905,0.91,2012-07-08,2
odis0906,0.91,2012-07-08,2
odis0907,0.91,2012-07-08,2
odis0908,0.91,2013-02-24,2
odis0909,0.91,2012-07-08,2
odis0910,0.91,2012-07-08,2
odis0911,0.91,2013-02-24,2
odis0912,0.91,2012-07-08,2
odis0913,0.91,2012-07-08,2
odis0914,0.91,2012-07-08,2
odis0915,0.91,2012-07-08,2
odis0916,0.91,2012-07-08,2
odis0917,0.91,2012-07-08,2
odis0918,0.91,2012-07-08,2
odis0919,0.91,2012-07-08,3
odis0920,0.91,2012-07-08,2
odis0921,0.91,2012-07-08,2
odis0922,0.91,2012-07-08,2
odis0923,0.91,2012-07-08,2
odis0924,0.91,2012-07-08,2
odis0925,0.91,2012-07-08,2
odis0926,0.91,2012-07-08,2
odis0927,0.91,2012-07-08,2
odis0928,0.91,2012-07-08,2
odis0929,0.91,2012-07-08,2
odis0930,0.91,2012-07-08,3
odis0931,0.91,2012-07-08,2
odis0932,0.91,2012-07-08,2
odis0933,0.91,2012-07-08,2
odis0934,0.91,2012-07-08,2
odis0935,0.91,2012-07-08,2
odis0936,0.91,2013-02-24,3
odis0937,0.91,2012-07-08,2
odis0938,0.91,2012-07-08,2
odis0939,0.91,2012-07-08,2
odis0940,0.91,2012-07-08,2
odis0941,0.91,2012-07-08,2
odis0942,0.91,2012-07-08,2
odis0943,0.91,2012-07-08,2
odis0944,0.91,2013-02-24,1
odis0945,0.91,2012-07-08,2
odis0946,0.91,2014-06-10,2
odis0947,0.91,2012-07-08,2
odis0948,0.91,2014-06-10,2
odis0949,0.91,2012-07-08,2
odis0950,0.91,2013-02-24,3
odis0951,0.91,2014-06-10,2
odis0952,0.91,2012-07-08,2
odis0953,0.91,2012-07-08,3
odis0954,0.91,2012-07-11,2
odis0955,0.91,2012-07-13,2
odis0956,0.91,2014-06-10,2
odis0957,0.91,2012-07-15,2
odis0958,0.91,2012-07-18,2
odis0959,0.91,2012-07-23,2
odis0960,0.91,2012-07-24,2
odis0961,0.91,2012-08-10,2
odis0962,0.91,2012-08-10,2
odis0963,0.91,2012-08-10,2
odis0964,0.91,2012-08-28,2
odis0965,0.91,2012-08-28,3
odis0966,0.91,2012-08-29,2
odis0967,0.91,2012-08-28,2
odis0968,0.91,2012-09-02,3
odis0969,0.91,2012-09-02,2
odis0970,0.91,2012-09-02,2
odis0971,0.91,2012-09-06,2
odis0972,0.91,2012-09-06,2
odis0973,0.91,2012-11-16,2
odis0974,0.91,2012-11-16,2
odis0975,0.91,2012-11-16,2
odis0976,0.91,2012-11-16,2
odis0977,0.91,2012-12-24,2
odis0978,0.91,2012-12-24,2
odis0979,0.91,2012-12-24,2
odis0980,0.91,2012-12-24,2
odis0981,0.91,2012-12-24,2
odis0982,0.91,2014-06-10,2
odis0983,0.91,2014-06-10,2
odis0984,0.91,2014-06-10,2
odis0985,0.91,2013-01-01,3
odis0986,0.91,2013-01-17,2
odis0987,0.91,2013-02-17,3
odis0988,0.91,2013-02-17,1
odis0989,0.91,2013-02-17,1
odis0990,0.91,2013-02-17,1
odis0991,0.91,2013-02-17,2
odis0992,0.91,2013-02-17,1
odis0993,0.91,2013-02-17,1
odis0994,0.91,2013-02-17,2
odis0995,0.91,2013-02-17,1
odis0996,0.91,2013-02-17,1
odis0997,0.91,2013-02-17,1
odis0998,0.91,2013-02-17,3
odis0999,0.91,2013-02-17,1
odis1000,0.91,2013-02-17,2
odis1001,0.91,2014-06-08,2
odis1002,0.91,2014-06-08,2
odis1003,0.91,2013-02-17,1
odis1004,0.91,2014-06-08,2
odis1005,0.91,2013-02-17,1
odis1006,0.91,2014-06-08,2
odis1007,0.91,2013-02-17,1
odis1008,0.91,2014-06-08,2
odis1009,0.91,2013-02-17,1
odis1010,0.91,2014-06-08,2
odis1011,0.91,2013-02-17,1
odis1012,0.91,2014-06-08,2
odis1013,0.91,2014-06-08,2
odis1014,0.91,2014-06-08,2
odis1015,0.91,2014-06-08,2
odis1016,0.91,2013-02-17,2
odis1017,0.91,2013-02-22,1
odis1018,0.91,2014-06-08,2
odis1019,0.91,2013-02-23,2
odis1020,0.91,2013-02-23,2
odis1021,0.91,2014-06-08,2
odis1022,0.91,2014-06-08,3
odis1023,0.91,2013-02-27,3
odis1024,0.91,2013-03-10,1
odis1025,0.91,2013-03-11,1
odis1026,0.91,2013-03-25,1
odis1027,0.91,2013-03-25,1
odis1028,0.91,2013-03-25,1
odis1029,0.91,2013-03-25,1
odis1030,0.91,2013-03-25,1
odis1031,0.91,2013-03-25,1
odis1032,0.91,2013-03-29,1
odis1033,0.91,2013-05-03,1
odis1034,0.91,2013-05-06,1
odis1035,0.91,2013-05-08,2
odis1036,0.91,2013-05-18,1
odis1037,0.91,2013-05-23,2
odis1038,0.91,2013-05-29,1
odis1039,0.91,2013-06-01,1
odis1040,0.91,2013-06-07,1
odis1041,0.91,2013-06-07,1
odis1042,0.91,2013-06-07,2
odis1043,0.91,2013-06-10,1
odis1044,0.91,2013-06-10,1
odis1045,0.91,2013-06-10,1
odis1046,0.91,2013-06-11,1
odis1047,0.91,2013-06-14,1
odis1048,0.91,2013-06-14,1
odis1049,0.91,2013-06-14,1
odis1050,0.91,2013-06-18,1
odis1051,0.91,2013-06-18,1
odis1052,0.91,2013-06-18,3
odis1053,0.91,2013-06-18,1
odis1054,0.91,2013-06-20,1
odis1055,0.91,2013-06-21,2
odis1056,0.91,2013-06-24,1
odis1057,0.91,2013-06-28,1
odis1058,0.91,2013-07-08,1
odis1059,0.91,2014-06-09,2
odis1060,0.91,2013-07-08,1
odis1061,0.91,2014-06-09,2
odis1062,0.91,2013-07-08,1
odis1063,0.91,2013-07-08,2
odis1064,0.91,2013-07-11,2
odis1065,0.91,2013-07-11,1
odis1066,0.91,2013-07-12,1
odis1067,0.91,2013-07-17,1
odis1068,0.91,2013-07-17,1
odis1069,0.91,2014-06-09,4
odis1070,0.91,2013-07-20,1
odis1071,0.91,2014-06-09,3
odis1072,0.91,2013-07-22,1
odis1073,0.91,2013-07-22,1
odis1074,0.91,2013-07-29,1
odis1075,0.91,2013-07-29,1
odis1076,0.91,2013-07-29,2
odis1077,0.91,2013-07-29,1
odis1078,0.91,2013-07-29,1
odis1079,0.91,2013-07-29,1
odis1080,0.91,2013-07-29,1
odis1081,0.91,2013-08-01,1
odis1082,0.91,2013-08-02,1
odis1083,0.91,2013-08-06,3
odis1084,0.91,2014-05-31,2
odis1085,0.91,2014-05-31,2
odis1086,0.91,2014-05-31,2
odis1087,0.91,2013-08-29,3
odis1088,0.91,2013-08-29,1
odis1089,0.91,2013-08-30,3
odis1090,0.91,2013-08-30,1
odis1091,0.91,2013-09-02,2
odis1092,0.91,2013-09-05,1
odis1093,0.91,2013-09-10,1
odis1094,0.91,2013-09-10,1
odis1095,0.91,2013-09-12,1
odis1096,0.91,2013-09-16,1
odis1097,0.91,2013-09-17,1
odis1098,0.91,2014-06-09,2
odis1099,0.91,2014-06-09,2
odis1100,0.91,2013-10-15,1
odis1101,0.91,2013-10-16,1
odis1102,0.91,2013-10-21,1
odis1103,0.91,2013-10-24,1
odis1104,0.91,2014-06-09,3
odis1105,0.91,2014-06-09,3
odis1106,0.91,2013-10-31,3
odis1107,0.91,2013-10-31,1
odis1108,0.91,2013-10-31,1
odis1109,0.91,2013-10-31,1
odis1110,0.91,2013-11-03,2
odis1111,0.91,2013-11-03,1
odis1112,0.91,2013-11-04,3
odis1113,0.91,2013-11-08,1
odis1114,0.91,2013-11-11,1
odis1115,0.91,2013-11-11,4
odis1116,0.91,2013-11-12,1
odis1117,0.91,2013-11-13,1
odis1118,0.91,2013-11-30,1
odis1119,0.91,2013-11-30,1
odis1120,0.91,2013-11-30,1
odis1121,0.91,2013-11-30,1
odis1122,0.91,2013-11-30,1
odis1123,0.91,2013-11-30,1
odis1124,0.91,2013-11-30,1
odis1125,0.91,2014-01-05,1
odis1126,0.91,2014-01-05,1
odis1127,0.91,2014-01-05,1
odis1128,0.91,2014-01-05,1
odis1129,0.91,2014-01-05,3
odis1130,0.91,2014-01-05,1
odis1131,0.91,2014-01-05,1
odis1132,0.91,2014-01-05,3
odis1133,0.91,2014-01-05,2
odis1134,0.91,2014-01-05,3
odis1135,0.91,2014-01-05,3
odis1136,0.91,2014-01-12,3
odis1137,0.91,2014-01-12,1
odis1138,0.91,2014-01-18,1
odis1139,0.91,2014-01-19,2
odis1140,0.91,2014-05-03,2
odis1141,0.91,2014-01-19,1
odis1142,0.91,2014-01-28,1
odis1143,0.91,2014-02-03,3
odis1144,0.91,2014-02-03,2
odis1145,0.91,2014-05-03,2
odis1146,0.91,2014-01-28,1
odis1147,0.91,2014-01-28,1
odis1148,0.91,2014-05-03,2
odis1149,0.91,2014-01-30,1
odis1150,0.91,2014-02-03,3
odis1151,0.91,2014-02-03,1
odis1152,0.91,2014-02-03,2
odis1153,0.91,2014-02-03,2
odis1154,0.91,2014-02-22,1
odis1155,0.91,2014-02-22,1
odis1156,0.91,2014-02-22,1
odis1157,0.91,2014-02-23,2
odis1158,0.91,2014-03-01,1
odis1159,0.91,2014-03-01,2
odis1160,0.91,2014-03-01,2
odis1161,0.91,2014-03-01,2
odis1162,0.91,2014-03-01,1
odis1163,0.91,2014-03-02,3
odis1164,0.91,2014-03-06,1
odis1165,0.91,2014-03-06,1
odis1166,0.91,2014-03-06,3
odis1167,0.91,2014-03-07,2
odis1168,0.91,2014-03-07,1
odis1169,0.91,2014-03-06,1
odis1170,0.91,2014-03-07,1
odis1171,0.91,2014-03-09,1
odis1172,0.91,2014-05-03,2
odis1173,0.91,2014-05-04,2
odis1174,0.91,2014-05-07,1
odis1175,0.91,2014-05-12,1
odis1176,0.91,2014-05-23,1
odis1177,0.91,2014-05-26,1
odis1178,0.91,2014-05-29,1
odis1179,0.91,2014-06-01,1
odis1180,0.91,2014-06-05,1
odis1181,0.91,2014-06-17,2
odis1182,0.91,2014-06-18,2
odis1183,0.91,2014-06-20,2
odis1184,0.91,2014-07-06,1
odis1185,0.91,2014-07-10,2
odis1186,0.91,2014-08-09,1
odis1187,0.91,2014-08-10,2
odis1188,0.91,2014-08-10,2
odis1189,0.91,2014-08-10,1
odis1190,0.91,2014-08-18,1
odis1191,0.91,2014-08-20,1
odis1192,0.91,2014-08-21,1
odis1193,0.91,2014-08-23,1
odis1194,0.91,2014-08-23,3
odis1195,0.91,2014-08-23,1
odis1196,0.91,2014-09-04,2
odis1197,0.91,2014-08-23,1
odis1198,0.91,2014-09-05,2
odis1199,0.91,2014-09-03,1
odis1200,0.91,2014-09-03,1
odis1201,0.91,2014-09-05,2
odis1202,0.91,2014-09-03,1
odis1203,0.91,2014-09-03,1
odis1204,0.91,2014-09-03,1
odis1205,0.91,2014-09-03,1
odis1206,0.91,2014-09-03,1
odis1207,0.91,2014-09-03,1
odis1208,0.91,2014-09-04,2
odis1209,0.91,2014-09-03,1
odis1210,0.91,2014-09-03,1
odis1211,0.91,2014-09-06,1
odis1212,0.91,2014-09-06,1
odis1213,0.91,2014-09-07,2
odis1214,0.91,2014-09-10,1
odis1215,0.91,2014-09-12,1
odis1216,0.91,2014-09-13,1
odis1217,0.91,2014-10-08,1
odis1218,0.91,2014-10-09,1
odis1219,0.91,2014-10-17,2
odis1220,0.91,2014-10-17,1
odis1221,0.91,2014-10-17,1
odis1222,0.91,2014-10-18,1
odis1223,0.91,2014-10-21,3
odis1224,0.91,2014-10-21,3
odis1225,0.91,2014-10-21,3
odis1226,0.91,2014-10-21,1
odis1227,0.91,2014-10-24,1
odis1228,0.91,2014-10-28,1
odis1229,0.91,2014-11-08,2
odis1230,0.91,2014-11-08,1
odis1231,0.91,2014-11-15,1
odis1232,0.91,2014-11-15,2
odis1233,0.91,2014-11-15,1
odis1234,0.91,2014-11-15,2
odis1235,0.91,2014-11-15,1
odis1236,0.91,2014-11-21,1
odis1237,0.91,2014-11-16,2
odis1238,0.91,2014-11-16,1
odis1239,0.91,2014-11-21,2
odis1240,0.91,2014-11-21,1
odis1241,0.91,2014-11-22,1
odis1242,0.91,2014-11-21,1
odis1243,0.91,2014-11-23,1
odis1244,0.91,2014-11-23,1
odis1245,0.91,2014-11-26,2
odis1246,0.91,2014-11-28,1
odis1247,0.91,2014-11-29,2
odis1248,0.91,2014-11-28,1
odis1249,0.91,2014-11-29,1
odis1250,0.91,2014-11-30,2
odis1251,0.91,2014-12-01,1
odis1252,0.91,2014-12-04,1
odis1253,0.91,2014-12-11,2
odis1254,0.91,2014-12-11,1
odis1255,0.91,2014-12-13,2
odis1256,0.91,2014-12-13,1
odis1257,0.91,2014-12-13,1
odis1258,0.91,2014-12-15,1
odis1259,0.91,2014-12-17,1
odis1260,0.91,2014-12-20,1
odis1261,0.91,2014-12-20,1
odis1262,0.91,2015-01-10,1
odis1263,0.91,2015-01-11,3
odis1264,0.91,2015-01-11,1
odis1265,0.91,2015-01-17,1
odis1266,0.91,2015-01-16,3
odis1267,0.91,2015-01-16,1
odis1268,0.91,2015-01-15,1
odis1269,0.91,2015-01-16,1
odis1270,0.91,2015-01-17,1
odis1271,0.91,2015-01-17,1
odis1272,0.91,2015-01-17,1
odis1273,0.91,2015-01-18,2
odis1274,0.91,2015-01-18,1
odis1275,0.91,2015-01-21,1
odis1276,0.91,2015-01-21,1
odis1277,0.91,2015-01-27,1
odis1278,0.91,2015-01-26,1
odis1279,0.91,2015-01-26,1
odis1280,0.91,2015-01-26,1
odis1281,0.91,2015-01-27,1
odis1282,0.91,2015-01-26,1
odis1283,0.91,2015-02-02,1
odis1284,0.91,2015-02-01,1
odis1285,0.91,2015-02-01,1
odis1286,0.91,2015-02-01,1
odis1287,0.91,2015-02-01,2
odis1288,0.91,2015-02-15,1
odis1289,0.91,2015-02-16,1
odis1290,0.91,2015-02-15,1
odis1291,0.91,2015-02-16,1
odis1292,0.91,2015-02-16,1
odis1293,0.91,2015-02-16,1
odis1294,0.91,2015-02-21,1
odis1295,0.91,2015-02-21,2
odis1296,0.91,2015-02-21,1
odis1297,0.91,2015-02-21,1
odis1298,0.91,2015-02-21,1
odis1299,0.91,2015-02-28,1
odis1300,0.91,2015-02-28,2
odis1301,0.91,2015-02-28,1
odis1302,0.91,2015-02-28,2
odis1303,0.91,2015-02-28,1
odis1304,0.91,2015-02-28,2
odis1305,0.91,2015-02-28,1
odis1306,0.91,2015-02-28,1
odis1307,0.91,2015-02-28,1
odis1308,0.91,2015-02-28,1
odis1309,0.91,2015-03-01,1
odis1310,0.91,2015-03-01,2
odis1311,0.91,2015-03-08,1
odis1312,0.91,2015-03-08,1
odis1313,0.91,2015-03-08,1
odis1314,0.91,2015-03-08,1
odis1315,0.91,2015-03-08,1
odis1316,0.91,2015-03-15,1
odis1317,0.91,2015-03-08,1
odis1318,0.91,2015-03-15,1
odis1319,0.91,2015-03-15,1
odis1320,0.91,2015-03-15,1
odis1321,0.91,2015-03-15,1
odis1322,0.91,2015-03-15,2
odis1323,0.91,2015-03-15,2
odis1324,0.91,2015-03-15,1
odis1325,0.91,2015-03-15,1
odis1326,0.91,2015-03-15,1
odis1327,0.91,2015-03-15,1
odis1328,0.91,2015-03-15,1
odis1329,0.91,2015-03-15,1
odis1330,0.91,2015-03-21,2
odis1331,0.91,2015-03-21,1
odis1332,0.91,2015-03-21,1
odis1333,0.91,2015-03-21,1
odis1334,0.91,2015-03-21,1
odis1335,0.91,2015-03-25,1
odis1336,0.91,2015-03-28,1
odis1337,0.91,2015-03-29,1
odis1338,0.91,2015-04-18,2
odis1339,0.91,2015-04-20,2
odis1340,0.91,2015-04-23,1
odis1341,0.91,2015-05-08,1
odis1342,0.91,2015-05-26,1
odis1343,0.91,2015-05-29,1
odis1344,0.91,2015-06-01,1
odis1345,0.91,2015-06-11,1
odis1346,0.91,2015-06-13,1
odis1347,0.91,2015-06-15,1
odis1348,0.91,2015-06-18,1
odis1349,0.91,2015-06-19,3
odis1350,0.91,2015-06-22,1
odis1351,0.91,2015-06-22,2
odis1352,0.91,2015-06-25,2
odis1353,0.91,2015-07-07,2
odis1354,0.91,2015-07-08,2
odis1355,0.91,2015-07-16,3
odis1356,0.91,2015-07-16,2
odis1357,0.91,2015-07-16,2
odis1358,0.91,2015-07-16,2
odis1359,0.91,2015-07-16,2
odis1360,0.91,2015-07-16,2
odis1361,0.91,2015-07-17,3
odis1362,0.91,2015-07-16,2
odis1363,0.91,2015-07-20,2
odis1364,0.91,2015-07-22,2
odis1365,0.91,2015-07-22,3
odis1366,0.91,2015-07-25,2
odis1367,0.91,2015-07-27,2
odis1368,0.91,2015-07-28,2
odis1369,0.91,2015-08-04,2
odis1370,0.91,2015-08-05,2
odis1371,0.91,2015-08-08,2
odis1372,0.91,2015-08-19,2
odis1373,0.91,2015-08-27,2
odis1374,0.91,2015-08-27,2
odis1375,0.91,2015-08-28,2
odis1376,0.91,2015-09-04,2
odis1377,0.91,2015-09-07,2
odis1378,0.91,2015-09-09,2
odis1379,0.91,2015-09-14,2
odis1380,0.91,2015-09-14,2
odis1381,0.91,2015-10-03,2
odis1382,0.91,2015-10-04,3
odis1383,0.91,2015-10-11,2
odis1384,0.91,2015-11-13,2
odis1385,0.91,2015-10-11,2
odis1386,0.91,2015-10-12,2
odis1387,0.91,2015-10-11,3
odis1388,0.91,2015-10-14,2
odis1389,0.91,2015-10-15,2
odis1390,0.91,2015-10-17,2
odis1391,0.91,2015-10-20,2
odis1392,0.91,2015-10-20,2
odis1393,0.91,2015-10-23,2
odis1394,0.91,2015-10-23,2
odis1395,0.91,2015-11-11,1
odis1396,0.91,2015-11-11,3
odis1397,0.91,2015-11-14,2
odis1398,0.91,2015-11-12,2
odis1399,0.91,2015-11-14,2
odis1400,0.91,2015-11-12,1
odis1401,0.91,2015-11-12,2
odis1402,0.91,2015-11-12,1
odis1403,0.91,2015-11-12,1
odis1404,0.91,2015-11-12,1
odis1405,0.91,2015-11-13,1
odis1406,0.91,2015-11-18,1
odis1407,0.91,2015-11-18,1
odis1408,0.91,2015-11-21,1
odis1409,0.91,2015-12-30,1
odis1410,0.91,2015-12-30,1
odis1411,0.91,2015-12-30,1
odis1412,0.91,2015-12-30,1
odis1413,0.91,2015-12-31,1
odis1414,0.91,2016-01-05,1
odis1415,0.91,2016-01-05,1
odis1416,0.91,2016-01-05,1
odis1417,0.91,2016-01-05,1
odis1418,0.91,2016-01-09,1
odis1419,0.91,2016-01-19,1
odis1420,0.91,2016-01-19,1
odis1421,0.91,2016-01-19,1
odis1422,0.91,2016-01-21,1
odis1423,0.91,2016-01-28,2
odis1424,0.91,2016-01-27,2
odis1425,0.91,2016-02-01,1
odis1426,0.91,2016-02-03,1
odis1427,0.91,2016-02-04,1
odis1428,0.91,2016-02-08,1
odis1429,0.91,2016-02-08,1
odis1430,0.91,2016-02-08,4
odis1431,0.91,2016-02-08,3
odis1432,0.91,2016-02-08,1
odis1433,0.91,2016-02-10,1
odis1434,0.91,2016-02-13,1
odis1435,0.91,2016-02-21,1
odis1436,0.91,2016-02-27,2
odis1437,0.91,2016-02-27,2
odis1438,0.91,2016-02-27,2
odis1439,0.91,2016-03-01,2
odis1440,0.91,2016-03-01,2
odis1441,0.91,2016-06-04,1
odis1442,0.91,2016-06-06,1
odis1443,0.91,2016-06-08,1
odis1444,0.91,2016-06-12,1
odis1445,0.91,2016-06-12,1
odis1446,0.91,2016-06-15,1
odis1447,0.91,2016-06-15,1
odis1448,0.91,2016-06-16,1
odis1449,0.91,2016-06-16,1
odis1450,0.91,2016-06-19,1
odis1451,0.91,2016-06-20,1
odis1452,0.91,2016-06-25,1
odis1453,0.91,2016-06-25,1
odis1454,0.91,2016-06-25,1
odis1455,0.91,2016-06-25,1
odis1456,0.91,2016-06-25,1
odis1457,0.91,2016-06-25,1
odis1458,0.91,2016-06-28,1
odis1459,0.91,2016-06-28,1
odis1460,0.91,2016-06-28,1
odis1461,0.91,2016-06-30,1
odis1462,0.91,2016-07-05,1
odis1463,0.91,2016-07-05,1
odis1464,0.91,2016-07-07,1
odis1465,0.91,2016-07-13,1
odis1466,0.91,2016-07-20,1
odis1467,0.91,2016-07-20,1
odis1468,0.91,2016-08-21,1
odis1469,0.91,2016-08-20,1
odis1470,0.91,2016-08-20,1
odis1471,0.91,2016-08-20,1
odis1472,0.91,2016-08-31,1
odis1473,0.91,2016-08-31,1
odis1474,0.91,2016-08-31,1
odis1475,0.91,2016-08-31,1
odis1476,0.91,2016-08-31,1
odis1477,0.91,2016-08-31,2
odis1478,0.91,2016-09-02,2
odis1479,0.91,2016-09-12,1
odis1480,0.91,2016-09-02,2
odis1481,0.91,2016-09-12,1
odis1482,0.91,2016-09-13,1
odis1483,0.91,2016-09-14,1
odis1484,0.91,2016-09-20,1
odis1485,0.91,2016-09-29,1
odis1486,0.91,2016-09-30,1
odis1487,0.91,2016-09-30,1
odis1488,0.91,2016-09-30,1
odis1489,0.91,2016-09-30,2
odis1490,0.91,2016-10-03,1
odis1491,0.91,2016-10-03,1
odis1492,0.91,2016-10-03,1
odis1493,0.91,2016-10-03,1
odis1494,0.91,2016-10-03,1
odis1495,0.91,2016-10-08,1
odis1496,0.91,2016-10-08,1
odis1497,0.91,2016-10-08,1
odis1498,0.91,2016-10-12,2
odis1499,0.91,2016-10-12,1
odis1500,0.91,2016-10-12,1
odis1501,0.91,2016-10-20,1
odis1502,0.91,2016-10-12,1
odis1503,0.91,2016-10-20,1
odis1504,0.91,2016-10-20,1
odis1505,0.91,2016-10-20,4
odis1506,0.91,2016-10-21,1
odis1507,0.91,2016-10-24,1
odis1508,0.91,2016-10-24,1
odis1509,0.91,2016-10-26,1
odis1510,0.91,2016-10-27,1
odis1511,0.91,2016-10-29,1
odis1512,0.91,2016-11-04,1
odis1513,0.91,2016-11-10,1
odis1514,0.91,2016-11-10,1
odis1515,0.91,2016-11-10,1
odis1516,0.91,2016-11-12,1
odis1517,0.91,2016-11-13,1
odis1518,0.91,2016-11-16,2
odis1519,0.91,2016-11-16,1
odis1520,0.91,2016-11-17,2
odis1521,0.91,2016-11-19,1
odis1522,0.91,2016-11-17,1
odis1523,0.91,2016-11-21,1
odis1524,0.91,2016-11-22,1
odis1525,0.91,2016-11-22,1
odis1526,0.91,2016-11-22,1
odis1527,0.91,2016-12-11,2
odis1528,0.91,2016-12-11,2
odis1529,0.91,2016-12-11,1
odis1530,0.91,2016-12-11,1
odis1531,0.91,2016-12-11,1
odis1532,0.91,2016-12-11,1
odis1533,0.91,2016-12-11,1
odis1534,0.91,2016-12-26,1
odis1535,0.91,2016-12-29,1
odis1536,0.91,2016-12-31,1
odis1537,0.91,2017-01-14,2
odis1538,0.91,2017-01-18,1
odis1539,0.91,2017-01-18,1
odis1540,0.91,2017-01-21,1
odis1541,0.91,2017-01-21,1
odis1542,0.91,2017-01-21,1
odis1543,0.91,2017-01-21,1
odis1544,0.91,2017-01-28,2
odis1545,0.91,2017-01-23,1
odis1546,0.91,2017-01-22,1
odis1547,0.91,2017-01-28,1
odis1548,0.91,2017-01-28,1
odis1549,0.91,2017-01-28,1
odis1550,0.91,2017-01-31,1
odis1551,0.91,2017-01-31,1
