key_id,data_version,created,revision
odis0512,0.91,2015-05-08,1
odis0513,0.91,2015-05-08,1
odis0514,0.91,2015-05-08,1
odis0515,0.91,2015-05-08,1
odis0516,0.91,2015-05-08,1
odis0517,0.91,2015-05-08,1
odis0518,0.91,2015-05-08,1
odis0519,0.91,2015-05-08,1
odis0520,0.91,2015-05-08,1
odis0521,0.91,2015-05-08,2
odis0522,0.91,2015-05-06,1
odis0523,0.91,2015-05-08,1
odis0524,0.91,2013-03-05,1
odis0525,0.91,2013-03-05,1
odis0526,0.91,2013-03-05,2
odis0527,0.91,2013-03-05,1
odis0528,0.91,2013-03-05,1
odis0529,0.91,2013-03-05,1
odis0530,0.91,2013-03-05,1
odis0531,0.91,2013-03-05,2
odis0532,0.91,2013-03-05,1
odis0533,0.91,2013-03-05,1
odis0534,0.91,2013-03-05,1
odis0535,0.91,2013-03-05,1
odis0536,0.91,2013-03-05,1
odis0537,0.91,2013-03-05,1
odis0538,0.91,2013-03-05,3
odis0539,0.91,2013-03-04,1
odis0540,0.91,2013-03-04,1
odis0541,0.91,2013-03-04,1
odis0542,0.91,2013-03-04,1
odis0543,0.91,2013-03-04,1
odis0544,0.91,2013-03-04,1
odis0545,0.91,2013-03-04,1
odis0546,0.91,2013-03-04,1
odis0547,0.91,2013-03-04,2
odis0548,0.91,2013-03-04,1
odis0549,0.91,2013-03-04,2
odis0550,0.91,2014-06-12,3
odis0551,0.91,2013-03-04,1
odis0552,0.91,2013-03-04,1
odis0553,0.91,2013-03-04,1
odis0554,0.91,2013-03-04,1
odis0555,0.91,2013-03-03,1
odis0556,0.91,2013-03-03,2
odis0557,0.91,2013-03-03,1
odis0558,0.91,2013-03-03,1
odis0559,0.91,2013-03-03,1
odis0560,0.91,2013-03-03,1
odis0561,0.91,2013-03-03,3
odis0562,0.91,2013-03-03,1
odis0563,0.91,2013-03-03,1
odis0564,0.91,2013-03-03,1
odis0565,0.91,2013-03-03,3
odis0566,0.91,2009-11-10,2
odis0567,0.91,2009-11-10,2
odis0568,0.91,2009-11-10,2
odis0569,0.91,2009-11-10,2
odis0570,0.91,2009-11-10,2
odis0571,0.91,2009-11-10,2
odis0572,0.91,2009-11-10,2
odis0573,0.91,2009-11-10,2
odis0574,0.91,2009-11-10,2
odis0575,0.91,2014-06-12,2
odis0576,0.91,2009-11-10,2
odis0577,0.91,2012-07-16,2
odis0578,0.91,2009-11-11,2
odis0579,0.91,2009-11-11,3
odis0580,0.91,2009-11-11,2
odis0581,0.91,2009-11-11,2
odis0582,0.91,2009-11-11,2
odis0583,0.91,2009-11-11,2
odis0584,0.91,2009-11-11,2
odis0585,0.91,2009-11-11,2
odis0586,0.91,2009-11-11,2
odis0587,0.91,2009-11-11,2
odis0588,0.91,2009-11-11,2
odis0589,0.91,2009-11-11,2
odis0590,0.91,2009-11-11,2
odis0591,0.91,2009-11-11,2
odis0592,0.91,2009-08-28,2
odis0593,0.91,2009-09-08,2
odis0594,0.91,2009-09-08,2
odis0595,0.91,2009-09-08,2
odis0596,0.91,2009-09-10,2
odis0597,0.91,2009-09-11,2
odis0598,0.91,2009-09-12,2
odis0599,0.91,2009-09-12,2
odis0600,0.91,2009-09-14,3
odis0601,0.91,2009-09-16,2
odis0602,0.91,2009-09-18,2
odis0603,0.91,2009-09-21,2
odis0604,0.91,2009-09-23,2
odis0605,0.91,2009-09-24,2
odis0606,0.91,2009-09-25,2
odis0607,0.91,2009-09-25,2
odis0608,0.91,2009-09-27,2
odis0609,0.91,2009-09-27,2
odis0610,0.91,2009-09-28,2
odis0611,0.91,2009-09-28,2
odis0612,0.91,2010-02-21,2
odis0613,0.91,2009-09-30,2
odis0614,0.91,2009-10-01,2
odis0615,0.91,2009-10-01,2
odis0616,0.91,2009-10-03,2
odis0617,0.91,2009-10-03,2
odis0618,0.91,2009-10-16,2
odis0619,0.91,2014-06-12,2
odis0620,0.91,2009-10-26,2
odis0621,0.91,2009-10-27,2
odis0622,0.91,2009-10-29,2
odis0623,0.91,2009-10-30,3
odis0624,0.91,2009-11-03,2
odis0625,0.91,2009-11-03,2
odis0626,0.91,2009-11-03,2
odis0627,0.91,2009-11-04,2
odis0628,0.91,2009-11-04,2
odis0629,0.91,2009-11-06,3
odis0630,0.91,2009-11-06,2
odis0631,0.91,2009-11-07,2
odis0632,0.91,2009-11-09,2
odis0633,0.91,2009-11-09,2
odis0634,0.91,2009-11-09,2
odis0635,0.91,2009-11-10,2
odis0636,0.91,2009-11-23,2
odis0637,0.91,2009-11-28,2
odis0638,0.91,2009-11-30,2
odis0639,0.91,2009-12-15,2
odis0640,0.91,2009-12-19,2
odis0641,0.91,2009-12-23,2
odis0642,0.91,2010-01-01,2
odis0643,0.91,2013-03-02,1
odis0644,0.91,2010-01-06,2
odis0645,0.91,2010-01-06,2
odis0646,0.91,2010-01-08,2
odis0647,0.91,2010-01-11,2
odis0648,0.91,2010-01-11,2
odis0649,0.91,2010-01-12,2
odis0650,0.91,2010-01-14,3
odis0651,0.91,2010-01-22,2
odis0652,0.91,2010-01-25,2
odis0653,0.91,2010-01-26,2
odis0654,0.91,2010-01-31,2
odis0655,0.91,2010-01-31,2
odis0656,0.91,2010-02-07,2
odis0657,0.91,2010-02-07,2
odis0658,0.91,2010-03-27,2
odis0659,0.91,2010-03-27,2
odis0660,0.91,2010-03-27,2
odis0661,0.91,2010-03-27,2
odis0662,0.91,2010-03-27,2
odis0663,0.91,2010-03-27,2
odis0664,0.91,2010-03-27,2
odis0665,0.91,2010-03-27,2
odis0666,0.91,2010-03-27,2
odis0667,0.91,2010-03-27,2
odis0668,0.91,2010-03-27,2
odis0669,0.91,2010-03-27,2
odis0670,0.91,2010-03-27,2
odis0671,0.91,2010-03-27,2
odis0672,0.91,2010-03-27,2
odis0673,0.91,2010-03-27,3
odis0674,0.91,2010-03-27,2
odis0675,0.91,2010-03-27,2
odis0676,0.91,2010-03-27,2
odis0677,0.91,2010-03-27,2
odis0678,0.91,2010-03-27,2
odis0679,0.91,2010-03-27,2
odis0680,0.91,2010-07-09,2
odis0681,0.91,2010-08-22,3
odis0682,0.91,2010-08-22,2
odis0683,0.91,2010-08-22,3
odis0684,0.91,2010-08-22,2
odis0685,0.91,2010-08-22,2
odis0686,0.91,2010-08-22,2
odis0687,0.91,2010-08-22,2
odis0688,0.91,2010-08-22,2
odis0689,0.91,2010-08-22,2
odis0690,0.91,2010-08-22,2
odis0691,0.91,2010-08-22,2
odis0692,0.91,2010-08-22,2
odis0693,0.91,2010-08-22,3
odis0694,0.91,2010-08-22,3
odis0695,0.91,2010-08-22,2
odis0696,0.91,2010-08-22,2
odis0697,0.91,2010-08-22,3
odis0698,0.91,2010-08-22,2
odis0699,0.91,2010-08-22,2
odis0700,0.91,2010-08-22,2
odis0701,0.91,2010-08-22,2
odis0702,0.91,2010-08-22,2
odis0703,0.91,2010-08-22,2
odis0704,0.91,2010-08-22,2
odis0705,0.91,2013-03-01,2
odis0706,0.91,2010-08-22,2
odis0707,0.91,2010-08-22,2
odis0708,0.91,2010-08-22,2
odis0709,0.91,2013-03-02,1
odis0710,0.91,2010-11-15,3
odis0711,0.91,2010-11-15,2
odis0712,0.91,2010-11-15,3
odis0713,0.91,2010-08-22,2
odis0714,0.91,2010-08-22,2
odis0715,0.91,2011-01-06,3
odis0716,0.91,2010-11-15,3
odis0717,0.91,2010-11-15,3
odis0718,0.91,2010-11-15,2
odis0719,0.91,2010-11-15,2
odis0720,0.91,2010-11-15,2
odis0721,0.91,2010-11-15,3
odis0722,0.91,2010-11-15,2
odis0723,0.91,2010-11-15,2
odis0724,0.91,2010-11-15,2
odis0725,0.91,2010-11-15,3
odis0726,0.91,2010-11-16,2
odis0727,0.91,2010-11-16,2
odis0728,0.91,2010-11-16,2
odis0729,0.91,2010-11-16,2
odis0730,0.91,2010-11-16,2
odis0731,0.91,2010-11-16,2
odis0732,0.91,2010-11-16,3
odis0733,0.91,2010-11-16,2
odis0734,0.91,2010-11-16,2
odis0735,0.91,2010-11-16,2
odis0736,0.91,2010-11-16,2
odis0737,0.91,2010-11-16,2
odis0738,0.91,2010-11-16,2
odis0739,0.91,2010-11-17,2
odis0740,0.91,2010-11-17,2
odis0741,0.91,2010-11-16,2
odis0742,0.91,2010-11-29,2
odis0743,0.91,2010-12-01,2
odis0744,0.91,2010-12-01,2
odis0745,0.91,2010-12-03,2
odis0746,0.91,2010-12-04,2
odis0747,0.91,2010-12-06,2
odis0748,0.91,2010-12-08,2
odis0749,0.91,2010-12-13,2
odis0750,0.91,2010-12-13,2
odis0751,0.91,2011-01-12,2
odis0752,0.91,2011-01-16,2
odis0753,0.91,2011-01-16,2
odis0754,0.91,2011-01-18,2
odis0755,0.91,2011-01-23,2
odis0756,0.91,2011-01-21,3
odis0757,0.91,2011-01-23,2
odis0758,0.91,2011-01-23,2
odis0759,0.91,2011-01-23,2
odis0760,0.91,2013-02-28,1
odis0761,0.91,2011-01-26,2
odis0762,0.91,2011-01-31,2
odis0763,0.91,2011-01-31,2
odis0764,0.91,2013-02-28,1
odis0765,0.91,2011-02-01,2
odis0766,0.91,2011-02-02,2
odis0767,0.91,2011-02-03,2
odis0768,0.91,2011-02-03,2
odis0769,0.91,2011-02-06,2
odis0770,0.91,2011-02-06,2
odis0771,0.91,2011-02-06,2
odis0772,0.91,2011-02-25,2
odis0773,0.91,2011-02-25,3
odis0774,0.91,2011-02-25,2
