key_id,decision,winner
odis1112,field,Bangladesh
odis1113,bat,South Africa
odis1114,bat,South Africa
odis1115,field,New Zealand
odis1116,bat,South Africa
odis1117,bat,Sri Lanka
odis1118,field,New Zealand
odis1119,bat,West Indies
odis1120,bat,Pakistan
odis1121,field,West Indies
odis1122,field,South Africa
odis1123,field,India
odis1124,field,South Africa
odis1125,field,India
odis1126,field,India
odis1127,bat,South Africa
odis1128,bat,Pakistan
odis1129,field,Sri Lanka
odis1130,field,Sri Lanka
odis1131,bat,Sri Lanka
odis1132,field,West Indies
odis1133,bat,Pakistan
odis1134,field,West Indies
odis1135,bat,New Zealand
odis1136,field,New Zealand
odis1137,bat,England
odis1138,bat,England
odis1139,field,India
odis1140,bat,Australia
odis1141,bat,England
odis1142,field,India
odis1143,field,Kenya
odis1144,field,Canada
odis1145,bat,Australia
odis1146,field,Australia
odis1147,field,India
odis1148,bat,England
odis1149,bat,Australia
odis1150,bat,Canada
odis1151,bat,India
odis1152,bat,Kenya
odis1153,field,India
odis1154,field,Bangladesh
odis1155,bat,Sri Lanka
odis1156,field,Sri Lanka
odis1157,bat,Ireland
odis1158,bat,Sri Lanka
odis1159,field,India
odis1160,field,Afghanistan
odis1161,field,Sri Lanka
odis1162,field,England
odis1163,field,Bangladesh
odis1164,field,Pakistan
odis1165,field,England
odis1166,bat,Sri Lanka
odis1167,bat,Bangladesh
odis1168,field,India
odis1169,field,West Indies
odis1170,bat,Bangladesh
odis1171,bat,Pakistan
odis1172,field,United Arab Emirates
odis1173,field,United Arab Emirates
odis1174,field,Ireland
odis1175,field,Scotland
odis1176,field,Sri Lanka
odis1177,field,England
odis1178,field,England
odis1179,field,England
odis1180,bat,England
odis1181,bat,Bangladesh
odis1182,field,Bangladesh
odis1183,bat,India
odis1184,bat,South Africa
odis1185,bat,Sri Lanka
odis1186,bat,South Africa
odis1187,field,Zimbabwe
odis1188,field,Afghanistan
odis1189,field,Zimbabwe
odis1190,field,Zimbabwe
odis1191,field,Zimbabwe
odis1192,field,West Indies
odis1193,field,South Africa
odis1194,field,England
odis1195,field,Bangladesh
odis1196,field,Australia
odis1197,field,Pakistan
odis1198,field,India
odis1199,field,Zimbabwe
odis1200,bat,West Indies
odis1201,bat,Pakistan
odis1202,bat,Sri Lanka
odis1203,field,South Africa
odis1204,field,England
odis1205,field,Zimbabwe
odis1206,bat,Pakistan
odis1207,field,India
odis1208,bat,Australia
odis1209,field,South Africa
odis1210,field,India
odis1211,field,Zimbabwe
odis1212,field,India
odis1213,field,South Africa
odis1214,field,Ireland
odis1215,field,Ireland
odis1216,field,Scotland
odis1217,bat,Australia
odis1218,field,India
odis1219,bat,Pakistan
odis1220,bat,India
odis1221,bat,Australia
odis1222,field,West Indies
odis1223,bat,Sri Lanka
odis1224,field,Sri Lanka
odis1225,field,South Africa
odis1226,field,South Africa
odis1227,field,New Zealand
odis1228,field,New Zealand
odis1229,field,Sri Lanka
odis1230,bat,Sri Lanka
odis1231,bat,Sri Lanka
odis1232,field,Australia
odis1233,bat,India
odis1234,bat,Australia
odis1235,field,South Africa
odis1236,bat,Sri Lanka
odis1237,bat,West Indies
odis1238,bat,Australia
odis1239,bat,Australia
odis1240,bat,Australia
odis1241,field,Zimbabwe
odis1242,bat,South Africa
odis1243,bat,Bangladesh
odis1244,bat,South Africa
odis1245,field,Zimbabwe
odis1246,field,England
odis1247,bat,Afghanistan
odis1248,bat,Bangladesh
odis1249,bat,England
odis1250,field,United Arab Emirates
odis1251,bat,Zimbabwe
odis1252,bat,Sri Lanka
odis1253,bat,England
odis1254,field,Pakistan
odis1255,field,England
odis1256,bat,Pakistan
odis1257,bat,Sri Lanka
odis1258,bat,Pakistan
odis1259,bat,Sri Lanka
odis1260,bat,New Zealand
odis1261,bat,New Zealand
odis1262,field,Afghanistan
odis1263,bat,Pakistan
odis1264,bat,Sri Lanka
odis1265,field,Ireland
odis1266,bat,Sri Lanka
odis1267,bat,Scotland
odis1268,bat,New Zealand
odis1269,bat,England
odis1270,bat,South Africa
odis1271,field,Ireland
odis1272,field,Sri Lanka
odis1273,bat,India
odis1274,field,West Indies
odis1275,bat,India
odis1276,bat,Sri Lanka
odis1277,bat,West Indies
odis1278,field,Australia
odis1279,field,Sri Lanka
odis1280,bat,New Zealand
odis1281,field,West Indies
odis1282,field,Australia
odis1283,field,West Indies
odis1284,bat,Sri Lanka
odis1285,field,England
odis1286,field,New Zealand
odis1287,field,England
odis1288,bat,New Zealand
odis1289,field,England
odis1290,field,Sri Lanka
odis1291,bat,India
odis1292,field,Zimbabwe
odis1293,field,Ireland
odis1294,field,New Zealand
odis1295,bat,Bangladesh
odis1296,field,Zimbabwe
odis1297,bat,England
odis1298,field,Pakistan
odis1299,bat,India
odis1300,field,Sri Lanka
odis1301,field,Scotland
odis1302,bat,West Indies
odis1303,field,Ireland
odis1304,bat,Sri Lanka
odis1305,field,Afghanistan
odis1306,bat,South Africa
odis1307,bat,United Arab Emirates
odis1308,bat,Australia
odis1309,bat,Pakistan
odis1310,bat,England
odis1311,bat,South Africa
odis1312,field,Afghanistan
odis1313,field,United Arab Emirates
odis1314,field,Bangladesh
odis1315,bat,West Indies
odis1316,field,Zimbabwe
odis1317,field,South Africa
odis1318,bat,Australia
odis1319,bat,Afghanistan
odis1320,field,England
odis1321,bat,Ireland
odis1322,bat,Sri Lanka
odis1323,field,United Arab Emirates
odis1324,field,England
odis1325,field,New Zealand
odis1326,field,Australia
odis1327,field,India
odis1328,bat,Ireland
odis1329,field,West Indies
odis1330,bat,Pakistan
odis1331,bat,Sri Lanka
odis1332,bat,India
odis1333,bat,Pakistan
odis1334,bat,New Zealand
odis1335,bat,South Africa
odis1336,bat,Australia
odis1337,bat,New Zealand
odis1338,bat,Bangladesh
odis1339,bat,Pakistan
odis1340,bat,Pakistan
odis1341,field,England
odis1342,bat,Pakistan
odis1343,field,Pakistan
odis1344,bat,Pakistan
odis1345,field,New Zealand
odis1346,bat,New Zealand
odis1347,bat,England
odis1348,bat,New Zealand
odis1349,bat,Bangladesh
odis1350,field,England
odis1351,bat,India
odis1352,field,Bangladesh
odis1353,bat,New Zealand
odis1354,bat,New Zealand
odis1355,field,Zimbabwe
odis1356,bat,Bangladesh
odis1357,field,Pakistan
odis1358,field,Zimbabwe
odis1359,bat,South Africa
odis1360,field,Zimbabwe
odis1361,bat,Pakistan
odis1362,bat,South Africa
odis1363,bat,Pakistan
odis1364,bat,Australia
odis1365,bat,Sri Lanka
odis1366,field,England
odis1367,bat,Sri Lanka
odis1368,field,England
odis1369,field,Zimbabwe
odis1370,bat,Zimbabwe
odis1371,field,Zimbabwe
odis1372,field,New Zealand
odis1373,bat,South Africa
odis1374,bat,South Africa
odis1375,bat,Australia
odis1376,bat,Australia
odis1377,field,England
odis1378,bat,England
odis1379,bat,Australia
odis1380,bat,England
odis1381,field,Zimbabwe
odis1382,field,Pakistan
odis1383,field,Pakistan
odis1384,bat,Bangladesh
odis1385,field,Zimbabwe
odis1386,field,Zimbabwe
odis1387,bat,South Africa
odis1388,field,Ireland
odis1389,bat,India
odis1390,bat,Afghanistan
odis1391,bat,Afghanistan
odis1392,bat,South Africa
odis1393,bat,Zimbabwe
odis1394,bat,India
odis1395,bat,South Africa
odis1396,field,Sri Lanka
odis1397,field,Sri Lanka
odis1398,bat,West Indies
odis1399,field,New Zealand
odis1400,field,Zimbabwe
odis1401,field,Sri Lanka
odis1402,field,Zimbabwe
odis1403,bat,Bangladesh
odis1404,bat,England
odis1405,bat,England
odis1406,bat,Hong Kong
odis1407,bat,Pakistan
odis1408,bat,England
odis1409,bat,Afghanistan
odis1410,bat,Sri Lanka
odis1411,bat,Sri Lanka
odis1412,bat,Zimbabwe
odis1413,bat,New Zealand
odis1414,bat,Zimbabwe
odis1415,field,Sri Lanka
odis1416,bat,Zimbabwe
odis1417,field,Sri Lanka
odis1418,bat,Zimbabwe
odis1419,bat,India
odis1420,bat,India
odis1421,field,Australia
odis1422,bat,Australia
odis1423,field,India
odis1424,field,Pakistan
odis1425,bat,Pakistan
odis1426,field,Australia
odis1427,bat,England
odis1428,bat,New Zealand
odis1429,bat,South Africa
odis1430,bat,South Africa
odis1431,bat,Australia
odis1432,field,Australia
odis1433,bat,England
odis1434,field,South Africa
odis1435,field,South Africa
odis1436,field,Australia
odis1437,field,Australia
odis1438,bat,West Indies
odis1439,bat,West Indies
odis1440,bat,South Africa
odis1441,bat,South Africa
odis1442,field,Australia
odis1443,bat,South Africa
odis1444,bat,Australia
odis1445,field,India
odis1446,field,West Indies
odis1447,field,India
odis1448,field,West Indies
odis1449,bat,Zimbabwe
odis1450,field,Ireland
odis1451,field,Australia
odis1452,field,England
odis1453,field,Australia
odis1454,field,England
odis1455,field,Pakistan
odis1456,field,South Africa
odis1457,bat,Sri Lanka
odis1458,bat,Australia
odis1459,field,England
odis1460,bat,England
odis1461,field,England
odis1462,field,Sri Lanka
odis1463,field,Scotland
odis1464,bat,Afghanistan
odis1465,field,Ireland
odis1466,bat,Afghanistan
odis1467,field,Afghanistan
odis1468,bat,South Africa
odis1469,field,United Arab Emirates
odis1470,bat,United Arab Emirates
odis1471,field,Ireland
odis1472,field,Australia
odis1473,bat,Sri Lanka
odis1474,bat,Pakistan
odis1475,bat,Pakistan
odis1476,bat,Sri Lanka
odis1477,bat,England
odis1478,bat,Sri Lanka
odis1479,bat,Sri Lanka
odis1480,bat,Pakistan
odis1481,field,Pakistan
odis1482,field,Hong Kong
odis1483,bat,Scotland
odis1484,bat,Sri Lanka
odis1485,field,Ireland
odis1486,bat,Bangladesh
odis1487,bat,Australia
odis1488,bat,Ireland
odis1489,field,Afghanistan
odis1490,field,South Africa
odis1491,field,West Indies
odis1492,bat,Bangladesh
odis1493,field,Australia
odis1494,bat,Pakistan
odis1495,bat,Australia
odis1496,bat,Pakistan
odis1497,bat,England
odis1498,bat,Australia
odis1499,field,England
odis1500,field,South Africa
odis1501,bat,South Africa
odis1502,field,England
odis1503,field,India
odis1504,field,New Zealand
odis1505,bat,New Zealand
odis1506,field,India
odis1507,field,South Africa
odis1508,field,India
odis1509,bat,New Zealand
odis1510,bat,New Zealand
odis1511,bat,India
odis1512,bat,Hong Kong
odis1513,bat,Papua New Guinea
odis1514,bat,Papua New Guinea
odis1515,bat,Sri Lanka
odis1516,bat,New Zealand
odis1517,bat,Pakistan
odis1518,field,Sri Lanka
odis1519,bat,Sri Lanka
odis1520,field,Sri Lanka
odis1521,bat,England
odis1522,field,New Zealand
odis1523,bat,South Africa
odis1524,bat,Zimbabwe
odis1525,bat,Australia
odis1526,bat,Zimbabwe
odis1527,field,West Indies
odis1528,bat,Zimbabwe
odis1529,bat,Zimbabwe
odis1530,field,South Africa
odis1531,bat,Australia
odis1532,field,New Zealand
odis1533,bat,Australia
odis1534,bat,New Zealand
odis1535,field,Bangladesh
odis1536,bat,Bangladesh
odis1537,bat,Australia
odis1538,field,India
odis1539,bat,Australia
odis1540,bat,South Africa
odis1541,field,England
odis1542,field,Australia
odis1543,bat,Bangladesh
odis1544,field,Hong Kong
odis1545,field,India
odis1546,bat,Australia
odis1547,bat,Scotland
odis1548,field,United Arab Emirates
odis1549,bat,Australia
odis1550,field,South Africa
odis1551,field,Australia
odis1552,field,Sri Lanka
odis1553,field,South Africa
odis1554,bat,New Zealand
odis1555,bat,South Africa
odis1556,bat,South Africa
odis1557,bat,India
odis1558,bat,Pakistan
odis1559,bat,Sri Lanka
odis1560,field,Sri Lanka
odis1561,bat,India
odis1562,bat,Bangladesh
odis1563,field,Bangladesh
odis1564,field,Sri Lanka
odis1565,field,South Africa
odis1566,bat,Afghanistan
odis1567,bat,Pakistan
odis1568,field,India
odis1569,bat,Sri Lanka
odis1570,bat,Afghanistan
odis1571,bat,Ireland
odis1572,field,Bangladesh
odis1573,field,India
odis1574,field,South Africa
odis1575,bat,Zimbabwe
odis1576,bat,South Africa
odis1577,field,South Africa
odis1578,bat,Afghanistan
odis1579,bat,South Africa
odis1580,bat,Afghanistan
odis1581,bat,Australia
odis1582,bat,South Africa
odis1583,field,United Arab Emirates
odis1584,field,Australia
odis1585,field,West Indies
odis1586,bat,United Arab Emirates
odis1587,field,South Africa
odis1588,field,Australia
odis1589,bat,West Indies
odis1590,field,West Indies
odis1591,bat,Afghanistan
odis1592,bat,Afghanistan
odis1593,bat,Afghanistan
odis1594,bat,Afghanistan
odis1595,bat,Ireland
odis1596,field,Sri Lanka
odis1597,bat,Sri Lanka
odis1598,field,Bangladesh
odis1599,bat,Papua New Guinea
odis1600,bat,United Arab Emirates
odis1601,field,West Indies
odis1602,field,West Indies
odis1603,bat,West Indies
odis1604,bat,Ireland
odis1605,field,India
odis1606,field,Ireland
odis1607,field,India
odis1608,bat,South Africa
odis1609,field,Ireland
odis1610,field,Ireland
odis1611,field,India
odis1612,field,New Zealand
odis1613,bat,South Africa
odis1614,field,Bangladesh
odis1615,field,India
odis1616,field,Ireland
odis1617,field,Bangladesh
odis1618,field,South Africa
odis1619,field,South Africa
odis1620,field,South Africa
odis1621,field,England
odis1622,bat,New Zealand
odis1623,field,Sri Lanka
odis1624,field,Pakistan
odis1625,bat,Bangladesh
odis1626,field,New Zealand
odis1627,bat,South Africa
odis1628,field,Sri Lanka
odis1629,bat,Afghanistan
odis1630,bat,New Zealand
odis1631,field,England
odis1632,bat,Afghanistan
odis1633,field,India
odis1634,field,Pakistan
odis1635,field,Pakistan
odis1636,bat,Scotland
odis1637,field,India
odis1638,bat,Scotland
odis1639,field,India
odis1640,field,West Indies
odis1641,field,England
odis1642,field,New Zealand
odis1643,field,West Indies
odis1644,field,South Africa
odis1645,bat,West Indies
odis1646,field,Pakistan
odis1647,field,Australia
odis1648,field,India
odis1649,bat,Sri Lanka
odis1650,field,West Indies
odis1651,field,Sri Lanka
odis1652,bat,West Indies
odis1653,field,South Africa
odis1654,bat,India
odis1655,bat,New Zealand
odis1656,bat,Sri Lanka
odis1657,bat,Australia
odis1658,bat,India
odis1659,bat,England
odis1660,field,Sri Lanka
odis1661,bat,West Indies
odis1662,field,New Zealand
odis1663,bat,Sri Lanka
odis1664,field,India
odis1665,bat,Pakistan
odis1666,field,Sri Lanka
odis1667,bat,England
odis1668,field,Zimbabwe
odis1669,field,Pakistan
odis1670,bat,England
odis1671,field,Australia
odis1672,bat,Sri Lanka
odis1673,bat,Sri Lanka
odis1674,field,New Zealand
odis1675,field,West Indies
odis1676,bat,Australia
odis1677,bat,South Africa
odis1678,bat,India
odis1679,bat,England
odis1680,field,India
odis1681,field,India
odis1682,bat,Sri Lanka
odis1683,bat,India
odis1684,bat,Sri Lanka
odis1685,bat,India
odis1686,bat,West Indies
odis1687,bat,India
odis1688,field,West Indies
odis1689,bat,Australia
odis1690,field,West Indies
odis1691,field,England
odis1692,bat,Australia
odis1693,field,England
odis1694,bat,Australia
odis1695,field,Sri Lanka
odis1696,bat,Bangladesh
odis1697,bat,Pakistan
odis1698,bat,Sri Lanka
odis1699,field,Bangladesh
odis1700,bat,Sri Lanka
odis1701,bat,India
odis1702,field,Australia
odis1703,bat,South Africa
odis1704,bat,Sri Lanka
odis1705,bat,New Zealand
odis1706,field,England
odis1707,field,New Zealand
odis1708,bat,New Zealand
odis1709,bat,Pakistan
odis1710,bat,New Zealand
odis1711,field,Ireland
odis1712,field,Papua New Guinea
odis1713,bat,Ireland
odis1714,bat,Afghanistan
odis1715,field,Sri Lanka
odis1716,field,Sri Lanka
odis1717,field,India
odis1718,field,New Zealand
odis1719,field,West Indies
odis1720,bat,New Zealand
odis1721,field,Pakistan
odis1722,bat,Pakistan
odis1723,field,Ireland
odis1724,bat,Ireland
odis1725,bat,New Zealand
odis1726,field,England
odis1727,field,Bangladesh
odis1728,field,Ireland
odis1729,bat,Pakistan
odis1730,field,Sri Lanka
odis1731,bat,Ireland
odis1732,bat,Bangladesh
odis1733,bat,New Zealand
odis1734,bat,Australia
odis1735,field,United Arab Emirates
odis1736,bat,Zimbabwe
odis1737,field,Australia
odis1738,bat,Scotland
odis1739,bat,Bangladesh
odis1740,bat,Bangladesh
odis1741,field,Australia
odis1742,bat,Sri Lanka
odis1743,field,Australia
odis1744,bat,South Africa
odis1745,field,India
odis1746,field,South Africa
odis1747,field,South Africa
odis1748,bat,Afghanistan
odis1749,bat,India
odis1750,bat,India
odis1751,bat,Zimbabwe
odis1752,bat,Zimbabwe
odis1753,field,South Africa
odis1754,bat,Zimbabwe
odis1755,field,India
odis1756,bat,Afghanistan
odis1757,field,New Zealand
odis1758,field,England
odis1759,field,New Zealand
odis1760,field,West Indies
odis1761,field,Papua New Guinea
odis1762,field,Scotland
odis1763,field,Scotland
odis1764,bat,Zimbabwe
odis1765,bat,West Indies
odis1766,field,Ireland
odis1767,field,New Zealand
odis1768,field,New Zealand
odis1769,field,Afghanistan
odis1770,bat,Papua New Guinea
odis1771,field,Hong Kong
odis1772,field,Ireland
odis1773,field,England
odis1774,field,West Indies
odis1775,bat,Zimbabwe
odis1776,field,United Arab Emirates
odis1777,bat,India
odis1778,bat,Scotland
odis1779,bat,West Indies
odis1780,field,India
odis1781,field,Ireland
odis1782,bat,Papua New Guinea
odis1783,field,Scotland
odis1784,bat,Zimbabwe
odis1785,bat,United Arab Emirates
odis1786,field,Scotland
odis1787,bat,Pakistan
odis1788,field,Zimbabwe
odis1789,bat,Ireland
odis1790,bat,Pakistan
odis1791,bat,West Indies
odis1792,bat,India
odis1793,bat,England
odis1794,bat,South Africa
odis1795,bat,Bangladesh
odis1796,field,South Africa
odis1797,bat,South Africa
odis1798,field,South Africa
odis1799,bat,England
odis1800,bat,New Zealand
odis1801,field,South Africa
odis1802,bat,Australia
odis1803,bat,South Africa
odis1804,field,Australia
odis1805,field,Australia
odis1806,bat,Australia
odis1807,bat,Australia
odis1808,bat,England
odis1809,bat,England
odis1810,field,India
odis1811,field,Zimbabwe
odis1812,bat,England
odis1813,bat,England
odis1814,bat,Zimbabwe
odis1815,field,England
odis1816,bat,Zimbabwe
odis1817,bat,Pakistan
odis1818,bat,Bangladesh
odis1819,bat,Pakistan
odis1820,field,Bangladesh
odis1821,bat,Bangladesh
odis1822,bat,Sri Lanka
odis1823,bat,Sri Lanka
odis1824,field,Sri Lanka
odis1825,field,South Africa
odis1826,bat,Sri Lanka
odis1827,field,Ireland
odis1828,bat,Afghanistan
odis1829,field,Nepal
odis1830,bat,Ireland
odis1831,bat,Sri Lanka
odis1832,bat,India
odis1833,bat,Bangladesh
odis1834,field,Sri Lanka
odis1835,field,West Indies
odis1836,bat,Hong Kong
odis1837,bat,Afghanistan
odis1838,field,Hong Kong
odis1839,bat,Pakistan
odis1840,bat,Afghanistan
odis1841,bat,Afghanistan
odis1842,field,India
odis1843,bat,West Indies
odis1844,bat,Bangladesh
odis1845,bat,Pakistan
odis1846,bat,Afghanistan
odis1847,bat,Bangladesh
odis1848,field,India
odis1849,field,South Africa
odis1850,bat,South Africa
odis1851,bat,Zimbabwe
odis1852,field,Sri Lanka
odis1853,field,Sri Lanka
odis1854,field,England
odis1855,bat,Pakistan
odis1856,bat,Australia
odis1857,field,England
odis1858,field,India
odis1859,bat,Bangladesh
odis1860,bat,Australia
odis1861,bat,Sri Lanka
odis1862,bat,India
odis1863,field,Bangladesh
odis1864,field,Bangladesh
odis1865,field,India
odis1866,bat,India
odis1867,bat,West Indies
odis1868,field,South Africa
odis1869,bat,New Zealand
odis1870,bat,New Zealand
odis1871,field,South Africa
odis1872,bat,Pakistan
odis1873,field,Australia
odis1874,bat,West Indies
odis1875,field,West Indies
odis1876,field,Bangladesh
odis1877,bat,New Zealand
odis1878,bat,New Zealand
odis1879,field,Sri Lanka
odis1880,bat,Australia
odis1881,bat,Australia
odis1882,field,India
odis1883,bat,South Africa
odis1884,field,South Africa
odis1885,bat,New Zealand
odis1886,field,India
odis1887,field,United Arab Emirates
odis1888,bat,Pakistan
odis1889,bat,Nepal
odis1890,bat,India
odis1891,field,Pakistan
odis1892,field,Nepal
odis1893,bat,New Zealand
odis1894,field,India
odis1895,field,South Africa
odis1896,field,New Zealand
odis1897,field,New Zealand
odis1898,bat,India
odis1899,bat,West Indies
odis1900,bat,Pakistan
odis1901,field,Sri Lanka
odis1902,bat,Bangladesh
odis1903,field,Sri Lanka
odis1904,field,New Zealand
odis1905,bat,Sri Lanka
odis1906,bat,West Indies
odis1907,field,Bangladesh
odis1908,field,England
odis1909,field,England
odis1910,field,New Zealand
odis1911,field,New Zealand
odis1912,bat,England
odis1913,field,West Indies
odis1914,bat,India
odis1915,bat,Ireland
odis1916,bat,Australia
odis1917,bat,Afghanistan
odis1918,field,West Indies
odis1919,bat,New Zealand
odis1920,field,South Africa
odis1921,field,Australia
odis1922,bat,Afghanistan
odis1923,field,Sri Lanka
odis1924,field,India
odis1925,field,Ireland
odis1926,bat,India
odis1927,field,Ireland
odis1928,field,Sri Lanka
odis1929,bat,Australia
odis1930,field,South Africa
odis1931,field,Sri Lanka
odis1932,bat,Sri Lanka
odis1933,bat,Sri Lanka
odis1934,bat,Sri Lanka
odis1935,bat,Pakistan
odis1936,bat,Pakistan
odis1937,bat,Australia
odis1938,field,Pakistan
odis1939,field,Pakistan
odis1940,field,Zimbabwe
odis1941,field,Zimbabwe
odis1942,bat,United Arab Emirates
odis1943,bat,Namibia
odis1944,field,Papua New Guinea
odis1945,field,England
odis1946,field,Ireland
odis1947,field,Pakistan
odis1948,bat,West Indies
odis1949,field,England
odis1950,field,South Africa
odis1951,bat,Scotland
odis1952,bat,Ireland
odis1953,field,Pakistan
odis1954,field,Pakistan
odis1955,bat,West Indies
odis1956,field,England
odis1957,bat,Ireland
odis1958,field,Bangladesh
odis1959,field,England
odis1960,field,Afghanistan
odis1961,bat,England
odis1962,field,Scotland
odis1963,field,Ireland
odis1964,field,South Africa
odis1965,field,West Indies
odis1966,bat,Afghanistan
odis1967,field,New Zealand
odis1968,field,South Africa
odis1969,field,England
odis1970,field,Afghanistan
odis1971,field,New Zealand
odis1972,bat,South Africa
odis1973,bat,England
odis1974,field,West Indies
odis1975,field,New Zealand
odis1976,field,Bangladesh
odis1977,bat,England
odis1978,bat,India
odis1979,field,West Indies
odis1980,field,Pakistan
odis1981,field,West Indies
odis1982,field,England
odis1983,field,South Africa
odis1984,field,Sri Lanka
odis1985,field,Pakistan
odis1986,field,Bangladesh
odis1987,bat,England
odis1988,bat,Zimbabwe
odis1989,field,New Zealand
odis1990,bat,Australia
odis1991,bat,Zimbabwe
odis1992,bat,Sri Lanka
odis1993,field,West Indies
odis1994,bat,India
odis1995,bat,Pakistan
odis1996,field,Afghanistan
odis1997,field,England
odis1998,bat,New Zealand
odis1999,bat,India
odis2000,field,South Africa
odis2001,bat,Australia
odis2002,bat,Afghanistan
odis2003,bat,England
odis2004,field,Ireland
odis2005,field,West Indies
odis2006,field,Australia
odis2007,bat,India
odis2008,bat,England
odis2009,field,Zimbabwe
odis2010,bat,England
odis2011,bat,West Indies
odis2012,bat,Pakistan
odis2013,bat,South Africa
odis2014,bat,Sri Lanka
odis2015,bat,Zimbabwe
odis2016,field,England
odis2017,bat,New Zealand
odis2018,bat,Australia
odis2019,bat,New Zealand
odis2020,bat,Sri Lanka
odis2021,bat,Bangladesh
odis2022,bat,Sri Lanka
odis2023,field,India
odis2024,bat,India
odis2025,field,Oman
odis2026,bat,West Indies
odis2027,bat,Scotland
odis2028,field,Scotland
odis2029,field,Oman
odis2030,field,Papua New Guinea
odis2031,field,Oman
odis2032,bat,West Indies
odis2033,bat,United States of America
odis2034,bat,Namibia
odis2035,bat,United States of America
odis2036,bat,Papua New Guinea
odis2037,bat,Namibia
odis2038,bat,Pakistan
odis2039,bat,Sri Lanka
odis2040,bat,Australia
odis2041,bat,Australia
odis2042,bat,South Africa
odis2043,bat,Sri Lanka
odis2044,field,India
odis2045,bat,India
odis2046,bat,India
odis2047,bat,West Indies
odis2048,field,West Indies
odis2049,field,Afghanistan
odis2050,field,West Indies
odis2051,bat,United Arab Emirates
odis2052,bat,England
odis2053,bat,United States of America
odis2054,bat,England
odis2055,field,United Arab Emirates
odis2056,field,England
odis2057,field,Scotland
odis2058,field,United Arab Emirates
odis2059,field,West Indies
odis2060,field,West Indies
odis2061,field,India
odis2062,field,Oman
odis2063,field,Namibia
odis2064,bat,Ireland
odis2065,bat,Namibia
odis2066,bat,Namibia
odis2067,bat,Ireland
odis2068,field,West Indies
odis2069,field,Australia
odis2070,field,Australia
odis2071,bat,Australia
odis2072,field,South Africa
odis2073,bat,New Zealand
odis2074,field,South Africa
odis2075,field,South Africa
odis2076,field,Nepal
odis2077,field,New Zealand
odis2078,field,Oman
odis2079,field,England
odis2080,field,United States of America
odis2081,field,India
odis2082,field,Oman
odis2083,field,England
odis2084,field,United States of America
odis2085,field,New Zealand
odis2086,field,Nepal
odis2087,field,Sri Lanka
odis2088,field,West Indies
odis2089,bat,South Africa
odis2090,bat,Bangladesh
odis2091,bat,Sri Lanka
odis2092,bat,Bangladesh
odis2093,bat,Australia
odis2094,field,Zimbabwe
odis2095,field,South Africa
odis2096,bat,Australia
odis2097,field,England
odis2098,bat,Ireland
odis2099,field,Ireland
odis2100,field,England
odis2101,bat,England
odis2102,bat,England
odis2103,field,Australia
odis2104,field,Australia
odis2105,field,New Zealand
odis2106,bat,Pakistan
odis2107,bat,Zimbabwe
odis2108,bat,Zimbabwe
odis2109,bat,Australia
odis2110,bat,Australia
odis2111,bat,India
odis2112,bat,Ireland
odis2113,field,United Arab Emirates
odis2114,field,Pakistan
odis2115,field,Bangladesh
odis2116,bat,Afghanistan
odis2117,bat,West Indies
odis2118,field,Pakistan
odis2119,bat,Ireland
odis2120,field,West Indies
odis2121,field,Pakistan
odis2122,field,Ireland
odis2123,bat,New Zealand
odis2124,bat,New Zealand
odis2125,bat,England
odis2126,field,South Africa
odis2127,field,India
odis2128,bat,Sri Lanka
odis2129,field,South Africa
odis2130,field,West Indies
odis2131,field,South Africa
odis2132,field,West Indies
odis2133,field,South Africa
odis2134,field,New Zealand
odis2135,field,England
odis2136,field,New Zealand
odis2137,field,England
odis2138,bat,New Zealand
odis2139,field,England
odis2140,field,Pakistan
odis2141,field,Pakistan
odis2142,field,Australia
odis2143,field,South Africa
odis2144,field,New Zealand
odis2145,field,New Zealand
odis2146,bat,Netherlands
odis2147,bat,Netherlands
odis2148,bat,Bangladesh
odis2149,bat,Bangladesh
odis2150,bat,Sri Lanka
odis2151,bat,Netherlands
odis2152,bat,Netherlands
odis2153,bat,Ireland
odis2154,field,England
odis2155,field,England
odis2156,field,England
odis2157,field,England
odis2158,field,India
odis2159,field,England
odis2160,field,West Indies
odis2161,field,England
odis2162,bat,Pakistan
odis2163,field,Pakistan
odis2164,field,South Africa
odis2165,field,West Indies
odis2166,field,South Africa
odis2167,field,England
odis2168,field,Pakistan
odis2169,field,Zimbabwe
odis2170,bat,South Africa
odis2171,bat,Zimbabwe
odis2172,field,West Indies
odis2173,bat,Sri Lanka
odis2174,field,Bangladesh
odis2175,bat,Australia
odis2176,bat,Sri Lanka
odis2177,bat,Australia
odis2178,bat,India
odis2179,bat,West Indies
odis2180,bat,Sri Lanka
odis2181,bat,South Africa
odis2182,bat,Papua New Guinea
odis2183,bat,Papua New Guinea
odis2184,bat,West Indies
odis2185,bat,Sri Lanka
odis2186,field,Ireland
odis2187,field,Papua New Guinea
odis2188,bat,Nepal
odis2189,bat,West Indies
odis2190,field,Zimbabwe
odis2191,bat,United States of America
odis2192,field,South Africa
odis2193,field,Ireland
odis2194,bat,Nepal
odis2195,field,Oman
odis2196,field,West Indies
odis2197,field,New Zealand
odis2198,field,United States of America
odis2199,field,Nepal
odis2200,bat,West Indies
odis2201,field,New Zealand
odis2202,field,United States of America
odis2203,field,Australia
