key_id,player_of_match
odis0786,
odis0787,Shahid Afridi
odis0787,
odis0788,AB de Villiers
odis0788,
odis0789,KAJ Roach
odis0789,
odis0790,MJ Guptill
odis0790,
odis0792,RS Bopara
odis0792,
odis0793,Yuvraj Singh
odis0793,
odis0794,H Osinde
odis0794,
odis0795,LRPL Taylor
odis0795,
odis0796,Yuvraj Singh
odis0796,
odis0797,TM Dilshan
odis0797,
odis0798,Imrul Kayes
odis0798,
odis0799,KA Pollard
odis0799,
odis0800,DW Steyn
odis0800,
odis0801,CO Obuya
odis0801,
odis0802,BB McCullum
odis0802,
odis0803,Imrul Kayes
odis0803,
odis0804,Umar Gul
odis0804,
odis0805,JP Duminy
odis0805,
odis0806,SR Watson
odis0806,
odis0807,JC Tredwell
odis0807,
odis0808,PR Stirling
odis0808,
odis0809,KC Sangakkara
odis0809,
odis0810,LL Tsotsobe
odis0810,
odis0811,Umar Akmal
odis0811,
odis0812,Yuvraj Singh
odis0812,
odis0813,CR Ervine
odis0813,
odis0814,Mohammad Hafeez
odis0814,
odis0815,Yuvraj Singh
odis0815,
odis0816,JDP Oram
odis0816,
odis0817,TM Dilshan
odis0817,
odis0818,KC Sangakkara
odis0818,
odis0819,SR Tendulkar
odis0819,
odis0820,MS Dhoni
odis0820,
odis0821,MJ Clarke
odis0821,
odis0822,SR Watson
odis0822,
odis0823,MEK Hussey
odis0823,
odis0824,Mohammad Hafeez
odis0824,
odis0825,Ahmed Shehzad
odis0825,
odis0826,Misbah-ul-Haq
odis0826,
odis0827,Mohammad Hafeez
odis0827,
odis0828,LMP Simmons
odis0828,
odis0829,RG Sharma
odis0829,
odis0830,V Kohli
odis0830,
odis0831,AD Russell
odis0831,
odis0832,A Martin
odis0832,
odis0833,AD Russell
odis0833,
odis0834,JM Anderson
odis0834,
odis0836,DPMD Jayawardene
odis0836,
odis0837,LD Chandimal
odis0837,
odis0838,AN Cook
odis0838,
odis0839,IJL Trott
odis0839,
odis0840,MG Johnson
odis0840,
odis0841,BV Vitori
odis0841,
odis0842,BV Vitori
odis0842,
odis0843,RT Ponting
odis0843,
odis0844,Mushfiqur Rahim
odis0844,
odis0845,WU Tharanga
odis0845,
odis0846,Rubel Hossain
odis0846,
odis0847,XJ Doherty
odis0847,
odis0848,Shakib Al Hasan
odis0848,
odis0849,SL Malinga
odis0849,
odis0850,EJG Morgan
odis0850,
odis0852,AN Cook
odis0852,
odis0853,Younis Khan
odis0853,
odis0854,RA Jadeja
odis0854,
odis0855,Mohammad Hafeez
odis0855,
odis0856,RS Bopara
odis0856,SK Raina
odis0856,
odis0857,Aizaz Cheema
odis0857,
odis0858,JM Bairstow
odis0858,
odis0861,LMP Simmons
odis0861,
odis0862,MS Dhoni
odis0862,
odis0863,MN Samuels
odis0863,
odis0864,V Kohli
odis0864,
odis0865,Shakib Al Hasan
odis0865,
odis0866,RT Ponting
odis0866,
odis0867,RJ Nicol
odis0867,
odis0868,AM Rahane
odis0868,
odis0869,LS Greenway
odis0869,
odis0870,MJ Guptill
odis0870,
odis0871,CM Edwards
odis0871,
odis0872,SK Raina
odis0872,
odis0873,M Morkel
odis0873,
odis0874,HC Knight
odis0874,
odis0875,MN Waller
odis0875,
odis0876,RA Jadeja
odis0876,
odis0877,SR Watson
odis0877,
odis0878,Shahid Afridi
odis0878,
odis0879,SL Malinga
odis0879,
odis0880,Mohammad Hafeez
odis0880,
odis0881,Shahid Afridi
odis0881,
odis0882,Umar Akmal
odis0882,
odis0883,RG Sharma
odis0883,
odis0884,Shahid Afridi
odis0884,
odis0885,V Kohli
odis0885,
odis0886,Nasir Hossain
odis0886,
odis0887,R Rampaul
odis0887,
odis0888,Umar Akmal
odis0888,
odis0889,V Sehwag
odis0889,
odis0890,MK Tiwary
odis0890,
odis0891,M Morkel
odis0891,
odis0892,JP Duminy
odis0892,
odis0893,F du Plessis
odis0893,
odis0894,NLTC Perera
odis0894,
odis0895,KC Sangakkara
odis0895,
odis0896,MJ Guptill
odis0896,
odis0897,MS Wade
odis0897,
odis0898,RJ Nicol
odis0898,
odis0899,R Ashwin
odis0899,
odis0900,BB McCullum
odis0900,
odis0901,Shahid Afridi
odis0901,
odis0902,MJ Clarke
odis0902,
odis0903,G Gambhir
odis0903,
odis0904,AN Cook
odis0904,
odis0905,MS Dhoni
odis0905,
odis0906,AN Cook
odis0906,
odis0907,NLTC Perera
odis0907,
odis0908,T Mishra
odis0908,
odis0909,KP Pietersen
odis0909,
odis0910,BW Hilfenhaus
odis0910,
odis0911,EC Joyce
odis0911,
odis0912,KP Pietersen
odis0912,
odis0913,KMDN Kulasekara
odis0913,
odis0914,DPMD Jayawardene
odis0914,
odis0915,AB de Villiers
odis0915,
odis0916,DA Warner
odis0916,
odis0917,V Kohli
odis0917,
odis0918,M Morkel
odis0918,
odis0919,LD Chandimal
odis0919,
odis0920,M de Lange
odis0920,
odis0921,DA Warner
odis0921,
odis0922,TM Dilshan
odis0922,
odis0923,CJ McKay
odis0923,
odis0924,Mohammad Hafeez
odis0924,
odis0925,V Kohli
odis0925,
odis0926,Aizaz Cheema
odis0926,
odis0927,GJ Bailey
odis0927,
odis0928,Shakib Al Hasan
odis0928,
odis0929,SP Narine
odis0929,
odis0930,V Kohli
odis0930,
odis0931,MEK Hussey
odis0931,
odis0932,Shakib Al Hasan
odis0932,
odis0933,Shahid Afridi
odis0933,
odis0934,KA Pollard
odis0934,
odis0935,DJG Sammy
odis0935,
odis0937,Umar Gul
odis0937,
odis0938,NLTC Perera
odis0938,
odis0940,NLTC Perera
odis0940,
odis0941,IR Bell
odis0941,
odis0942,AD Mathews
odis0942,
odis0943,AN Cook
odis0943,
odis0945,EJG Morgan
odis0945,
odis0946,M Raj
odis0946,
odis0947,RS Bopara
odis0947,
odis0948,A Sharma
odis0948,
odis0949,AD Russell
odis0949,
odis0951,M Raj
odis0951,
odis0952,MN Samuels
odis0952,
odis0953,ST Finn
odis0953,
odis0954,RS Bopara
odis0954,
odis0955,RJ Nicol
odis0955,
odis0956,GA Elwiss
odis0956,
odis0957,SP Narine
odis0957,
odis0958,SP Narine
odis0958,
odis0959,V Kohli
odis0959,
odis0960,NLTC Perera
odis0960,
odis0961,SK Raina
odis0961,
odis0962,V Kohli
odis0962,
odis0963,IK Pathan
odis0963,
odis0965,MA Starc
odis0965,
odis0966,MA Starc
odis0966,
odis0967,HM Amla
odis0967,
odis0968,Nasir Jamshed
odis0968,
odis0969,EJG Morgan
odis0969,
odis0970,IR Bell
odis0970,
odis0971,MEK Hussey
odis0971,
odis0972,HM Amla
odis0972,
odis0973,SL Malinga
odis0973,
odis0974,TM Dilshan
odis0974,
odis0975,BMAJ Mendis
odis0975,
odis0977,Sohag Gazi
odis0977,
odis0978,Anamul Haque
odis0978,
odis0979,MN Samuels
odis0979,
odis0980,DJG Sammy
odis0980,
odis0981,Mahmudullah
odis0981,
odis0982,SW Bates
odis0982,
odis0983,AE Satterthwaite
odis0983,
odis0984,AE Satterthwaite
odis0984,
odis0985,MS Dhoni
odis0985,
odis0986,Nasir Jamshed
odis0986,
odis0987,MS Dhoni
odis0987,
odis0988,PJ Hughes
odis0988,
odis0989,JC Tredwell
odis0989,
odis0990,HDRL Thirimanne
odis0990,
odis0991,RA Jadeja
odis0991,
odis0992,KMDN Kulasekara
odis0992,
odis0993,JEC Franklin
odis0993,
odis0994,V Kohli
odis0994,
odis0996,KS Williamson
odis0996,
odis0997,PJ Hughes
odis0997,
odis0998,SK Raina
odis0998,
odis0999,GC Smith
odis0999,
odis1000,IR Bell
odis1000,
odis1001,MDT Kamini
odis1001,
odis1002,LE Kaushalya
odis1002,
odis1003,MA Starc
odis1003,
odis1004,CM Edwards
odis1004,
odis1005,GJ Bailey
odis1005,
odis1006,HMD Rasangika
odis1006,
odis1007,SR Watson
odis1007,
odis1008,LC Sthalekar
odis1008,
odis1009,KA Pollard
odis1009,
odis1010,EA Osborne
odis1010,
odis1011,AC Voges
odis1011,
odis1012,A Mohammed
odis1012,
odis1013,SJ Taylor
odis1013,
odis1014,CM Edwards
odis1014,
odis1015,JE Cameron
odis1015,
odis1016,BB McCullum
odis1016,
odis1019,J Charles
odis1019,
odis1023,DM Bravo
odis1023,
odis1024,CA Ingram
odis1024,
odis1025,E Otieno
odis1025,
odis1026,Mohammad Irfan
odis1026,
odis1027,HM Amla
odis1027,AB de Villiers
odis1027,
odis1028,Misbah-ul-Haq
odis1028,
odis1029,TM Dilshan
odis1029,
odis1030,AB de Villiers
odis1030,
odis1032,TM Dilshan
odis1032,
odis1033,Ziaur Rahman
odis1033,
odis1034,SC Williams
odis1034,
odis1035,V Sibanda
odis1035,
odis1036,Misbah-ul-Haq
odis1036,
odis1037,KJ O'Brien
odis1037,
odis1038,Kamran Akmal
odis1038,
odis1039,MJ Guptill
odis1039,
odis1040,MJ Guptill
odis1040,
odis1041,JC Buttler
odis1041,
odis1042,S Dhawan
odis1042,
odis1043,KAJ Roach
odis1043,
odis1044,IR Bell
odis1044,
odis1045,NL McCullum
odis1045,
odis1046,HM Amla
odis1046,
odis1047,RA Jadeja
odis1047,
odis1049,KC Sangakkara
odis1049,
odis1050,CA Ingram
odis1050,
odis1051,B Kumar
odis1051,
odis1052,AN Cook
odis1052,
odis1053,DPMD Jayawardene
odis1053,
odis1054,JC Tredwell
odis1054,
odis1055,I Sharma
odis1055,
odis1056,RA Jadeja
odis1056,
odis1057,CH Gayle
odis1057,
odis1058,J Charles
odis1058,
odis1059,JL Gunn
odis1059,
odis1060,WU Tharanga
odis1060,
odis1061,NR Sciver
odis1061,
odis1062,V Kohli
odis1062,
odis1063,KJ O'Brien
odis1063,
odis1064,KC Sangakkara
odis1064,
odis1065,B Kumar
odis1065,
odis1066,MS Dhoni
odis1066,
odis1067,Shahid Afridi
odis1067,
odis1068,SP Narine
odis1068,
odis1070,Misbah-ul-Haq
odis1070,LMP Simmons
odis1070,
odis1072,KC Sangakkara
odis1072,
odis1073,MN Samuels
odis1073,
odis1074,LD Chandimal
odis1074,
odis1075,Misbah-ul-Haq
odis1075,
odis1076,V Kohli
odis1076,
odis1077,S Dhawan
odis1077,
odis1078,DA Miller
odis1078,
odis1079,A Mishra
odis1079,
odis1080,TM Dilshan
odis1080,
odis1081,TM Dilshan
odis1081,
odis1082,MM Sharma
odis1082,
odis1083,A Mishra
odis1083,
odis1084,EA Osborne
odis1084,
odis1085,A Shrubsole
odis1085,
odis1086,SJ Taylor
odis1086,
odis1088,H Masakadza
odis1088,
odis1089,T van der Gugten
odis1089,
odis1090,Mohammad Hafeez
odis1090,
odis1091,Misbah-ul-Haq
odis1091,
odis1092,EJG Morgan
odis1092,
odis1094,MJ Clarke
odis1094,
odis1096,JC Buttler
odis1096,
odis1097,SR Watson
odis1097,
odis1098,L Lee
odis1098,
odis1099,T Chetty
odis1099,
odis1100,GJ Bailey
odis1100,
odis1101,RG Sharma
odis1101,
odis1102,JP Faulkner
odis1102,
odis1104,M du Preez
odis1104,
odis1106,Rubel Hossain
odis1106,
odis1107,WD Parnell
odis1107,
odis1108,V Kohli
odis1108,
odis1109,Sohag Gazi
odis1109,
odis1110,Shahid Afridi
odis1110,
odis1111,RG Sharma
odis1111,
odis1112,Shamsur Rahman
odis1112,
odis1113,F du Plessis
odis1113,
odis1114,DW Steyn
odis1114,
odis1116,AB de Villiers
odis1116,
odis1117,TWM Latham
odis1117,
odis1118,SMSM Senanayake
odis1118,
odis1119,V Kohli
odis1119,
odis1120,Anwar Ali
odis1120,
odis1121,DJG Sammy
odis1121,
odis1122,Ahmed Shehzad
odis1122,
odis1123,S Dhawan
odis1123,
odis1124,VD Philander
odis1124,
odis1125,Q de Kock
odis1125,
odis1126,Q de Kock
odis1126,
odis1128,Mohammad Hafeez
odis1128,
odis1129,AD Mathews
odis1129,
odis1130,Mohammad Hafeez
odis1130,
odis1131,Mohammad Hafeez
odis1131,
odis1132,DJG Sammy
odis1132,
odis1133,LD Chandimal
odis1133,
odis1134,CJ Anderson
odis1134,
odis1135,MJ Guptill
odis1135,
odis1136,DJ Bravo
odis1136,
odis1137,AJ Finch
odis1137,
odis1138,JP Faulkner
odis1138,
odis1139,CJ Anderson
odis1139,
odis1140,LS Greenway
odis1140,
odis1141,DA Warner
odis1141,
odis1142,KS Williamson
odis1142,
odis1143,IA Karim
odis1143,
odis1144,CS MacLeod
odis1144,
odis1145,NE Bolton
odis1145,
odis1146,BA Stokes
odis1146,
odis1147,RA Jadeja
odis1147,
odis1148,EA Perry
odis1148,
odis1149,JP Faulkner
odis1149,
odis1150,MJG Rippon
odis1150,
odis1151,LRPL Taylor
odis1151,
odis1152,PL Mommsen
odis1152,
odis1153,LRPL Taylor
odis1153,
odis1154,NLTC Perera
odis1154,
odis1155,KC Sangakkara
odis1155,
odis1156,MDKJ Perera
odis1156,
odis1157,DJ Bravo
odis1157,
odis1158,SL Malinga
odis1158,
odis1159,V Kohli
odis1159,
odis1160,Umar Akmal
odis1160,
odis1161,KC Sangakkara
odis1161,
odis1162,DJ Bravo
odis1162,
odis1163,Samiullah Shenwari
odis1163,
odis1164,Mohammad Hafeez
odis1164,
odis1165,SD Parry
odis1165,
odis1166,KC Sangakkara
odis1166,
odis1167,Shahid Afridi
odis1167,
odis1168,RA Jadeja
odis1168,
odis1169,JE Root
odis1169,
odis1170,AD Mathews
odis1170,
odis1171,SL Malinga
odis1171,
odis1172,Mohammad Nabi
odis1172,
odis1173,Mohammad Shahzad (2)
odis1173,
odis1174,BAW Mendis
odis1174,
odis1175,MA Leask
odis1175,
odis1176,CJ Jordan
odis1176,
odis1177,TM Dilshan
odis1177,
odis1178,CJ Jordan
odis1178,
odis1179,JC Buttler
odis1179,
odis1180,HDRL Thirimanne
odis1180,
odis1181,AM Rahane
odis1181,
odis1182,STR Binny
odis1182,
odis1184,HM Amla
odis1184,
odis1185,TM Dilshan
odis1185,
odis1186,AB de Villiers
odis1186,
odis1187,Sikandar Raza
odis1187,
odis1188,H Masakadza
odis1188,
odis1189,DT Tiripano
odis1189,
odis1190,HM Amla
odis1190,
odis1191,WD Parnell
odis1191,
odis1192,KA Pollard
odis1192,
odis1193,Q de Kock
odis1193,
odis1194,HC Knight
odis1194,
odis1195,SP Narine
odis1195,
odis1196,JL Jonassen
odis1196,
odis1197,Sohaib Maqsood
odis1197,
odis1198,CM Edwards
odis1198,
odis1199,MR Marsh
odis1199,
odis1200,D Ramdin
odis1200,
odis1201,NE Bolton
odis1201,
odis1202,NLTC Perera
odis1202,
odis1203,AB de Villiers
odis1203,
odis1204,SK Raina
odis1204,
odis1205,P Utseya
odis1205,
odis1206,NLTC Perera
odis1206,
odis1207,R Ashwin
odis1207,
odis1208,E Chigumbura
odis1208,
odis1209,MR Marsh
odis1209,
odis1210,AM Rahane
odis1210,
odis1211,F du Plessis
odis1211,
odis1212,JE Root
odis1212,
odis1213,DW Steyn
odis1213,
odis1217,SPD Smith
odis1217,
odis1218,MN Samuels
odis1218,
odis1219,GJ Maxwell
odis1219,
odis1220,Mohammed Shami
odis1220,
odis1221,GJ Maxwell
odis1221,
odis1222,V Kohli
odis1222,
odis1224,AC Jayangani
odis1224,
odis1225,T Chetty
odis1225,
odis1226,AB de Villiers
odis1226,
odis1227,HM Amla
odis1227,
odis1229,AM Rahane
odis1229,
odis1230,AT Rayudu
odis1230,
odis1231,DPMD Jayawardene
odis1231,
odis1232,SR Taylor
odis1232,
odis1233,RG Sharma
odis1233,
odis1234,EA Perry
odis1234,
odis1235,NM Coulter-Nile
odis1235,
odis1236,AD Mathews
odis1236,
odis1237,MM Lanning
odis1237,
odis1238,M Morkel
odis1238,
odis1239,EA Perry
odis1239,
odis1240,SPD Smith
odis1240,
odis1241,Shakib Al Hasan
odis1241,
odis1242,SPD Smith
odis1242,
odis1243,Mashrafe Mortaza
odis1243,
odis1244,Q de Kock
odis1244,
odis1245,Anamul Haque
odis1245,
odis1246,TM Dilshan
odis1246,
odis1247,Amjad Ali
odis1247,
odis1248,Mahmudullah
odis1248,
odis1249,DPMD Jayawardene
odis1249,
odis1250,Khurram Khan
odis1250,
odis1251,Taijul Islam
odis1251,
odis1252,JC Buttler
odis1252,
odis1253,KC Sangakkara
odis1253,
odis1254,Haris Sohail
odis1254,
odis1255,JE Root
odis1255,
odis1256,KS Williamson
odis1256,
odis1257,KC Sangakkara
odis1257,
odis1258,Ahmed Shehzad
odis1258,
odis1259,TM Dilshan
odis1259,
odis1260,KS Williamson
odis1260,
odis1261,MJ Henry
odis1261,
odis1262,Javed Ahmadi
odis1262,
odis1263,Sana Mir
odis1263,
odis1264,CJ Anderson
odis1264,
odis1265,NJ O'Brien
odis1265,
odis1266,Javeria Khan
odis1266,
odis1267,JH Davey
odis1267,
odis1268,TM Dilshan
odis1268,
odis1269,MA Starc
odis1269,
odis1270,AB de Villiers
odis1270,
odis1271,Najibullah Zadran
odis1271,
odis1273,MA Starc
odis1273,
odis1274,AB de Villiers
odis1274,
odis1275,ST Finn
odis1275,
odis1276,KS Williamson
odis1276,
odis1277,VD Philander
odis1277,
odis1278,SPD Smith
odis1278,
odis1279,GD Elliott
odis1279,L Ronchi
odis1279,
odis1280,CJ Anderson
odis1280,
odis1281,AD Russell
odis1281,
odis1283,RR Rossouw
odis1283,
odis1284,KC Sangakkara
odis1284,
odis1285,JWA Taylor
odis1285,
odis1286,GD Elliott
odis1286,
odis1287,GJ Maxwell
odis1287,
odis1288,KS Williamson
odis1288,
odis1289,AJ Finch
odis1289,
odis1290,CJ Anderson
odis1290,
odis1291,V Kohli
odis1291,
odis1292,DA Miller
odis1292,
odis1293,PR Stirling
odis1293,
odis1294,TA Boult
odis1294,
odis1295,Mushfiqur Rahim
odis1295,
odis1296,SC Williams
odis1296,
odis1297,TG Southee
odis1297,
odis1298,AD Russell
odis1298,
odis1299,S Dhawan
odis1299,
odis1300,DPMD Jayawardene
odis1300,
odis1301,MM Ali
odis1301,
odis1302,CH Gayle
odis1302,
odis1303,GC Wilson
odis1303,
odis1304,TM Dilshan
odis1304,
odis1305,Samiullah Shenwari
odis1305,
odis1306,AB de Villiers
odis1306,
odis1307,R Ashwin
odis1307,
odis1308,TA Boult
odis1308,
odis1309,Wahab Riaz
odis1309,
odis1310,KC Sangakkara
odis1310,
odis1311,HM Amla
odis1311,
odis1312,DA Warner
odis1312,
odis1313,Ahmed Shehzad
odis1313,
odis1314,KJ Coetzer
odis1314,
odis1315,Mohammed Shami
odis1315,
odis1316,EC Joyce
odis1316,
odis1317,Sarfraz Ahmed
odis1317,
odis1318,GJ Maxwell
odis1318,
odis1319,DL Vettori
odis1319,
odis1320,Mahmudullah
odis1320,
odis1321,S Dhawan
odis1321,
odis1322,KC Sangakkara
odis1322,
odis1323,AB de Villiers
odis1323,
odis1324,CJ Jordan
odis1324,
odis1325,MJ Guptill
odis1325,
odis1326,MA Starc
odis1326,
odis1327,SK Raina
odis1327,
odis1328,Sarfraz Ahmed
odis1328,
odis1329,JO Holder
odis1329,
odis1330,L Lee
odis1330,
odis1331,Imran Tahir
odis1331,
odis1332,RG Sharma
odis1332,
odis1333,JR Hazlewood
odis1333,
odis1334,MJ Guptill
odis1334,
odis1335,GD Elliott
odis1335,
odis1336,SPD Smith
odis1336,
odis1337,JP Faulkner
odis1337,
odis1338,Mushfiqur Rahim
odis1338,
odis1339,Tamim Iqbal
odis1339,
odis1340,Soumya Sarkar
odis1340,
odis1342,Shoaib Malik
odis1342,
odis1343,Azhar Ali
odis1343,
odis1345,JC Buttler
odis1345,
odis1346,LRPL Taylor
odis1346,
odis1347,KS Williamson
odis1347,
odis1348,EJG Morgan
odis1348,
odis1349,Mustafizur Rahman
odis1349,
odis1350,JM Bairstow
odis1350,
odis1351,Mustafizur Rahman
odis1351,
odis1352,SK Raina
odis1352,
odis1355,AT Rayudu
odis1355,
odis1356,K Rabada
odis1356,
odis1357,Mohammad Hafeez
odis1357,
odis1358,M Vijay
odis1358,
odis1359,Soumya Sarkar
odis1359,
odis1360,KM Jadhav
odis1360,
odis1361,MDKJ Perera
odis1361,
odis1362,Soumya Sarkar
odis1362,
odis1363,Sarfraz Ahmed
odis1363,
odis1364,NR Sciver
odis1364,
odis1365,Ahmed Shehzad
odis1365,
odis1366,MM Lanning
odis1366,
odis1367,MDKJ Perera
odis1367,
odis1368,EA Perry
odis1368,
odis1369,CR Ervine
odis1369,
odis1370,MJ Guptill
odis1370,TWM Latham
odis1370,
odis1371,KS Williamson
odis1371,
odis1372,HM Amla
odis1372,
odis1373,MJ Guptill
odis1373,
odis1374,AB de Villiers
odis1374,
odis1375,DA Warner
odis1375,
odis1376,MS Wade
odis1376,
odis1377,MR Marsh
odis1377,
odis1378,JWA Taylor
odis1378,
odis1379,EJG Morgan
odis1379,
odis1380,MR Marsh
odis1380,
odis1381,Yasir Shah
odis1381,
odis1382,E Chigumbura
odis1382,
odis1383,Bilal Asif
odis1383,
odis1384,Anam Amin
odis1384,
odis1385,Sikandar Raza
odis1385,
odis1386,CR Ervine
odis1386,
odis1387,AB de Villiers
odis1387,
odis1388,TJ Murtagh
odis1388,
odis1389,MS Dhoni
odis1389,
odis1390,WP Masakadza
odis1390,
odis1391,Mohammad Nabi
odis1391,
odis1392,M Morkel
odis1392,
odis1393,Mohammad Shahzad
odis1393,
odis1394,V Kohli
odis1394,
odis1395,Q de Kock
odis1395,
odis1396,TM Dilshan
odis1396,
odis1398,MDKJ Perera
odis1398,
odis1400,Mushfiqur Rahim
odis1400,
odis1401,MN Samuels
odis1401,
odis1402,Imrul Kayes
odis1402,
odis1403,Tamim Iqbal
odis1403,
odis1404,Mohammad Hafeez
odis1404,
odis1405,AD Hales
odis1405,
odis1406,MS Chapman
odis1406,
odis1407,JWA Taylor
odis1407,
odis1408,JC Buttler
odis1408,
odis1409,Amir Hamza
odis1409,
odis1410,MJ Henry
odis1410,
odis1411,MJ Guptill
odis1411,
odis1412,Mohammad Shahzad
odis1412,
odis1413,MD Gunathilaka
odis1413,
odis1414,H Masakadza
odis1414,
odis1416,CJ Chibhabha
odis1416,
odis1417,MJ Henry
odis1417,
odis1418,Gulbadin Naib
odis1418,
odis1419,SPD Smith
odis1419,
odis1420,RG Sharma
odis1420,
odis1421,GJ Maxwell
odis1421,
odis1422,KW Richardson
odis1422,
odis1423,MK Pandey
odis1423,
odis1424,HM Nicholls
odis1424,
odis1425,MJ Guptill
odis1425,
odis1426,MJ Guptill
odis1426,
odis1427,Q de Kock
odis1427,
odis1428,MR Marsh
odis1428,
odis1429,AD Hales
odis1429,
odis1430,A Shrubsole
odis1430,
odis1431,M Raj
odis1431,
odis1432,IS Sodhi
odis1432,
odis1433,Q de Kock
odis1433,
odis1434,CH Morris
odis1434,
odis1435,AB de Villiers
odis1435,
odis1436,AE Satterthwaite
odis1436,
odis1437,MM Lanning
odis1437,
odis1438,DJS Dottin
odis1438,
odis1439,SR Taylor
odis1439,
odis1440,T Chetty
odis1440,
odis1441,SP Narine
odis1441,
odis1442,NM Lyon
odis1442,
odis1443,F Behardien
odis1443,
odis1444,DA Warner
odis1444,
odis1445,KL Rahul
odis1445,
odis1446,MN Samuels
odis1446,
odis1447,YS Chahal
odis1447,
odis1448,Imran Tahir
odis1448,
odis1449,KL Rahul
odis1449,
odis1452,HC Knight
odis1452,
odis1453,MN Samuels
odis1453,
odis1454,CR Woakes
odis1454,
odis1455,TT Beaumont
odis1455,L Winfield
odis1455,
odis1456,DM Bravo
odis1456,
odis1457,JJ Roy
odis1457,
odis1458,MR Marsh
odis1458,
odis1460,TT Beaumont
odis1460,
odis1461,JJ Roy
odis1461,
odis1462,JC Buttler
odis1462,
odis1472,JP Faulkner
odis1472,
odis1473,AD Mathews
odis1473,
odis1474,JJ Roy
odis1474,
odis1475,JE Root
odis1475,
odis1476,GJ Bailey
odis1476,
odis1477,AD Hales
odis1477,
odis1478,JW Hastings
odis1478,
odis1479,DA Warner
odis1479,
odis1480,JM Bairstow
odis1480,
odis1481,Sarfraz Ahmed
odis1481,
odis1485,T Bavuma
odis1485,
odis1486,Shakib Al Hasan
odis1486,
odis1487,NE Bolton
odis1487,
odis1488,UT Khawaja
odis1488,
odis1489,Mohammad Nabi
odis1489,
odis1490,Q de Kock
odis1490,
odis1491,Babar Azam
odis1491,
odis1492,Tamim Iqbal
odis1492,
odis1493,F du Plessis
odis1493,
odis1494,Babar Azam
odis1494,
odis1495,DA Miller
odis1495,
odis1496,Babar Azam
odis1496,
odis1497,JT Ball
odis1497,
odis1498,KJ Abbott
odis1498,
odis1499,Mashrafe Mortaza
odis1499,
odis1500,M du Preez
odis1500,
odis1501,DA Warner
odis1501,
odis1502,AU Rashid
odis1502,
odis1503,HH Pandya
odis1503,
odis1505,NC Dodd
odis1505,
odis1506,KS Williamson
odis1506,
odis1507,M Klaas
odis1507,
odis1508,V Kohli
odis1508,
odis1509,KJ Martin
odis1509,
odis1510,MJ Guptill
odis1510,
odis1511,A Mishra
odis1511,
odis1512,Babar Hayat
odis1512,
odis1513,CA Soper
odis1513,
odis1514,Anshuman Rath
odis1514,
odis1518,DM de Silva
odis1518,
odis1520,JO Holder
odis1520,
odis1523,EA Perry
odis1523,
odis1524,SD Hope
odis1524,
odis1525,MM Lanning
odis1525,
odis1527,BKG Mendis
odis1527,
odis1528,TS Chisoro
odis1528,
odis1529,BKG Mendis
odis1529,
odis1530,EA Perry
odis1530,
odis1531,SPD Smith
odis1531,
odis1532,DA Warner
odis1532,
odis1533,DA Warner
odis1533,
odis1534,TWM Latham
odis1534,
odis1535,NT Broom
odis1535,
odis1536,KS Williamson
odis1536,
odis1537,MS Wade
odis1537,
odis1538,KM Jadhav
odis1538,
odis1539,Mohammad Hafeez
odis1539,
odis1540,M du Preez
odis1540,
odis1541,Yuvraj Singh
odis1541,
odis1542,SPD Smith
odis1542,
odis1543,O Kirsten
odis1543,
odis1544,Babar Hayat
odis1544,
odis1545,BA Stokes
odis1545,
odis1546,DA Warner
odis1546,
odis1547,Adnan Mufti
odis1547,
odis1548,Imran Haider
odis1548,
odis1549,DA Warner
odis1549,
odis1550,Imran Tahir
odis1550,
odis1551,MP Stoinis
odis1551,
odis1552,F du Plessis
odis1552,
odis1553,D Pretorius
odis1553,
odis1554,TA Boult
odis1554,
odis1555,F du Plessis
odis1555,
odis1556,CL Tryon
odis1556,
odis1557,DP Vaidya
odis1557,
odis1558,Ghulam Fatima
odis1558,
odis1559,SIP Fernando
odis1559,
odis1560,HM Amla
odis1560,
odis1561,MDT Kamini
odis1561,
odis1562,S Ismail
odis1562,
odis1563,Jahanara Alam
odis1563,
odis1564,LE Kaushalya
odis1564,
odis1565,M Raj
odis1565,
odis1566,Asghar Stanikzai
odis1566,
odis1567,Javeria Khan
odis1567,
odis1568,MR Meshram
odis1568,
odis1569,S Luus
odis1569,
odis1570,Rashid Khan
odis1570,
odis1572,AC Jayangani
odis1572,
odis1573,E Bisht
odis1573,
odis1574,Q de Kock
odis1574,
odis1575,TL Chatara
odis1575,SC Williams
odis1575,
odis1576,DB Sharma
odis1576,
odis1577,LRPL Taylor
odis1577,
odis1578,CB Mpofu
odis1578,
odis1579,AB de Villiers
odis1579,
odis1580,Rahmat Shah
odis1580,
odis1581,AE Satterthwaite
odis1581,
odis1582,MJ Guptill
odis1582,
odis1583,WTS Porterfield
odis1583,
odis1584,AJ Blackwell
odis1584,
odis1585,EJG Morgan
odis1585,
odis1586,WTS Porterfield
odis1586,
odis1587,K Rabada
odis1587,
odis1588,MM Lanning
odis1588,
odis1589,JE Root
odis1589,
odis1590,AD Hales
odis1590,
odis1591,WTS Porterfield
odis1591,
odis1592,PR Stirling
odis1592,
odis1593,PR Stirling
odis1593,
odis1594,KJ O'Brien
odis1594,
odis1595,Rahmat Shah
odis1595,
odis1596,Tamim Iqbal
