key_id,teams
odis0696,India
odis0696,Pakistan
odis0697,Bangladesh
odis0697,Pakistan
odis0698,Sri Lanka
odis0698,India
odis0699,England
odis0699,Australia
odis0700,Sri Lanka
odis0700,India
odis0701,England
odis0701,Australia
odis0702,England
odis0702,Australia
odis0703,England
odis0703,Australia
odis0704,England
odis0704,Australia
odis0705,Canada
odis0705,Ireland
odis0706,England
odis0706,Bangladesh
odis0707,England
odis0707,Bangladesh
odis0708,England
odis0708,Bangladesh
odis0709,Ireland
odis0709,Bangladesh
odis0710,India
odis0710,New Zealand
odis0711,Sri Lanka
odis0711,New Zealand
odis0712,Sri Lanka
odis0712,India
odis0713,Scotland
odis0713,Afghanistan
odis0714,Scotland
odis0714,Afghanistan
odis0715,Ireland
odis0715,Netherlands
odis0716,Sri Lanka
odis0716,New Zealand
odis0717,Sri Lanka
odis0717,India
odis0718,India
odis0718,New Zealand
odis0719,Sri Lanka
odis0719,India
odis0720,Canada
odis0720,Ireland
odis0721,England
odis0721,Pakistan
odis0722,England
odis0722,Pakistan
odis0723,England
odis0723,Pakistan
odis0724,England
odis0724,Pakistan
odis0725,England
odis0725,Pakistan
odis0726,Bangladesh
odis0726,New Zealand
odis0727,Bangladesh
odis0727,New Zealand
odis0728,Bangladesh
odis0728,New Zealand
odis0729,South Africa
odis0729,Zimbabwe
odis0730,Bangladesh
odis0730,New Zealand
odis0731,South Africa
odis0731,Zimbabwe
odis0732,India
odis0732,Australia
odis0733,South Africa
odis0733,Zimbabwe
odis0734,Pakistan
odis0734,South Africa
odis0735,Pakistan
odis0735,South Africa
odis0736,Pakistan
odis0736,South Africa
odis0737,Australia
odis0737,Sri Lanka
odis0738,Pakistan
odis0738,South Africa
odis0739,Australia
odis0739,Sri Lanka
odis0740,Australia
odis0740,Sri Lanka
odis0741,Pakistan
odis0741,South Africa
odis0742,India
odis0742,New Zealand
odis0743,Bangladesh
odis0743,Zimbabwe
odis0744,India
odis0744,New Zealand
odis0745,Bangladesh
odis0745,Zimbabwe
odis0746,India
odis0746,New Zealand
odis0747,Bangladesh
odis0747,Zimbabwe
odis0748,India
odis0748,New Zealand
odis0749,India
odis0749,New Zealand
odis0750,Bangladesh
odis0750,Zimbabwe
odis0751,South Africa
odis0751,India
odis0752,South Africa
odis0752,India
odis0753,Australia
odis0753,England
odis0754,South Africa
odis0754,India
odis0755,South Africa
odis0755,India
odis0756,Australia
odis0756,England
odis0757,New Zealand
odis0757,Pakistan
odis0758,South Africa
odis0758,India
odis0759,Australia
odis0759,England
odis0760,New Zealand
odis0760,Pakistan
odis0761,Australia
odis0761,England
odis0762,New Zealand
odis0762,Pakistan
odis0763,Australia
odis0763,England
odis0764,Sri Lanka
odis0764,West Indies
odis0765,New Zealand
odis0765,Pakistan
odis0766,Australia
odis0766,England
odis0767,New Zealand
odis0767,Pakistan
odis0768,Sri Lanka
odis0768,West Indies
odis0769,New Zealand
odis0769,Pakistan
odis0770,Sri Lanka
odis0770,West Indies
odis0771,Australia
odis0771,England
odis0772,Bangladesh
odis0772,India
odis0773,Sri Lanka
odis0773,Canada
odis0774,Kenya
odis0774,New Zealand
odis0775,Australia
odis0775,Zimbabwe
odis0776,England
odis0776,Netherlands
odis0777,Kenya
odis0777,Pakistan
odis0778,South Africa
odis0778,West Indies
odis0779,Bangladesh
odis0779,Ireland
odis0780,Australia
odis0780,New Zealand
odis0781,Sri Lanka
odis0781,Pakistan
odis0782,India
odis0782,England
odis0783,Canada
odis0783,Zimbabwe
odis0784,Netherlands
odis0784,West Indies
odis0785,Sri Lanka
odis0785,Kenya
odis0786,England
odis0786,Ireland
odis0787,Canada
odis0787,Pakistan
odis0788,Netherlands
odis0788,South Africa
odis0789,Bangladesh
odis0789,West Indies
odis0790,New Zealand
odis0790,Zimbabwe
odis0791,Sri Lanka
odis0791,Australia
odis0792,England
odis0792,South Africa
odis0793,India
odis0793,Ireland
odis0794,Canada
odis0794,Kenya
odis0795,New Zealand
odis0795,Pakistan
odis0796,India
odis0796,Netherlands
odis0797,Sri Lanka
odis0797,Zimbabwe
odis0798,Bangladesh
odis0798,England
odis0799,Ireland
odis0799,West Indies
odis0800,India
odis0800,South Africa
odis0801,Australia
odis0801,Kenya
odis0802,Canada
odis0802,New Zealand
odis0803,Bangladesh
odis0803,Netherlands
odis0804,Pakistan
odis0804,Zimbabwe
odis0805,Ireland
odis0805,South Africa
odis0806,Australia
odis0806,Canada
odis0807,England
odis0807,West Indies
odis0808,Ireland
odis0808,Netherlands
odis0809,New Zealand
odis0809,Sri Lanka
odis0810,Bangladesh
odis0810,South Africa
odis0811,Australia
odis0811,Pakistan
odis0812,India
odis0812,West Indies
odis0813,Kenya
odis0813,Zimbabwe
odis0814,Pakistan
odis0814,West Indies
odis0815,India
odis0815,Australia
odis0816,New Zealand
odis0816,South Africa
odis0817,Sri Lanka
odis0817,England
odis0818,Sri Lanka
odis0818,New Zealand
odis0819,India
odis0819,Pakistan
odis0820,India
odis0820,Sri Lanka
odis0821,Bangladesh
odis0821,Australia
odis0822,Bangladesh
odis0822,Australia
odis0823,Bangladesh
odis0823,Australia
odis0824,West Indies
odis0824,Pakistan
odis0825,West Indies
odis0825,Pakistan
odis0826,West Indies
odis0826,Pakistan
odis0827,West Indies
odis0827,Pakistan
odis0828,West Indies
odis0828,Pakistan
odis0829,West Indies
odis0829,India
odis0830,West Indies
odis0830,India
odis0831,West Indies
odis0831,India
odis0832,West Indies
odis0832,India
odis0833,West Indies
odis0833,India
odis0834,England
odis0834,Sri Lanka
odis0835,Scotland
odis0835,Netherlands
odis0836,England
odis0836,Sri Lanka
odis0837,England
odis0837,Sri Lanka
odis0838,England
odis0838,Sri Lanka
odis0839,England
odis0839,Sri Lanka
odis0840,Sri Lanka
odis0840,Australia
odis0841,Zimbabwe
odis0841,Bangladesh
odis0842,Zimbabwe
odis0842,Bangladesh
odis0843,Sri Lanka
odis0843,Australia
odis0844,Zimbabwe
odis0844,Bangladesh
odis0845,Sri Lanka
odis0845,Australia
odis0846,Zimbabwe
odis0846,Bangladesh
odis0847,Sri Lanka
odis0847,Australia
odis0848,Zimbabwe
odis0848,Bangladesh
odis0849,Sri Lanka
odis0849,Australia
odis0850,Ireland
odis0850,England
odis0851,England
odis0851,India
odis0852,England
odis0852,India
odis0853,Zimbabwe
odis0853,Pakistan
odis0854,England
odis0854,India
odis0855,Zimbabwe
odis0855,Pakistan
odis0856,England
odis0856,India
odis0857,Zimbabwe
odis0857,Pakistan
odis0858,England
odis0858,India
odis0859,Ireland
odis0859,Canada
odis0860,Ireland
odis0860,Canada
odis0861,Bangladesh
odis0861,West Indies
odis0862,India
odis0862,England
odis0863,Bangladesh
odis0863,West Indies
odis0864,India
odis0864,England
odis0865,Bangladesh
odis0865,West Indies
odis0866,South Africa
odis0866,Australia
odis0867,Zimbabwe
odis0867,New Zealand
odis0868,India
odis0868,England
odis0869,South Africa
odis0869,England
odis0870,Zimbabwe
odis0870,New Zealand
odis0871,South Africa
odis0871,England
odis0872,India
odis0872,England
odis0873,South Africa
odis0873,Australia
odis0874,South Africa
odis0874,England
odis0875,Zimbabwe
odis0875,New Zealand
odis0876,India
odis0876,England
odis0877,South Africa
odis0877,Australia
odis0878,Pakistan
odis0878,Sri Lanka
odis0879,Pakistan
odis0879,Sri Lanka
odis0880,Pakistan
odis0880,Sri Lanka
odis0881,Pakistan
odis0881,Sri Lanka
odis0882,Pakistan
odis0882,Sri Lanka
odis0883,India
odis0883,West Indies
odis0884,Bangladesh
odis0884,Pakistan
odis0885,India
odis0885,West Indies
odis0886,Bangladesh
odis0886,Pakistan
odis0887,India
odis0887,West Indies
odis0888,Bangladesh
odis0888,Pakistan
odis0889,India
odis0889,West Indies
odis0890,India
odis0890,West Indies
odis0891,South Africa
odis0891,Sri Lanka
odis0892,South Africa
odis0892,Sri Lanka
odis0893,South Africa
odis0893,Sri Lanka
odis0894,South Africa
odis0894,Sri Lanka
odis0895,South Africa
odis0895,Sri Lanka
odis0896,New Zealand
odis0896,Zimbabwe
odis0897,Australia
odis0897,India
odis0898,New Zealand
odis0898,Zimbabwe
odis0899,India
odis0899,Sri Lanka
odis0900,New Zealand
odis0900,Zimbabwe
odis0901,Afghanistan
odis0901,Pakistan
odis0902,Australia
odis0902,Sri Lanka
odis0903,Australia
odis0903,India
odis0904,England
odis0904,Pakistan
odis0905,India
odis0905,Sri Lanka
odis0906,England
odis0906,Pakistan
odis0907,Australia
odis0907,Sri Lanka
odis0908,Kenya
odis0908,Ireland
odis0909,England
odis0909,Pakistan
odis0910,Australia
odis0910,India
odis0911,Kenya
odis0911,Ireland
odis0912,England
odis0912,Pakistan
odis0913,India
odis0913,Sri Lanka
odis0914,Australia
odis0914,Sri Lanka
odis0915,New Zealand
odis0915,South Africa
odis0916,Australia
odis0916,India
odis0917,India
odis0917,Sri Lanka
odis0918,New Zealand
odis0918,South Africa
odis0919,Australia
odis0919,Sri Lanka
odis0920,New Zealand
odis0920,South Africa
odis0921,Australia
odis0921,Sri Lanka
odis0922,Australia
odis0922,Sri Lanka
odis0923,Australia
odis0923,Sri Lanka
odis0924,Bangladesh
odis0924,Pakistan
odis0925,India
odis0925,Sri Lanka
odis0926,Pakistan
odis0926,Sri Lanka
odis0927,West Indies
odis0927,Australia
odis0928,Bangladesh
odis0928,India
odis0929,West Indies
odis0929,Australia
odis0930,India
odis0930,Pakistan
odis0931,West Indies
odis0931,Australia
odis0932,Bangladesh
odis0932,Sri Lanka
odis0933,Bangladesh
odis0933,Pakistan
odis0934,West Indies
odis0934,Australia
odis0935,West Indies
odis0935,Australia
odis0936,Afghanistan
odis0936,Netherlands
odis0937,Sri Lanka
odis0937,Pakistan
odis0938,Sri Lanka
odis0938,Pakistan
odis0939,Sri Lanka
odis0939,Pakistan
odis0940,Sri Lanka
odis0940,Pakistan
odis0941,England
odis0941,West Indies
odis0942,Sri Lanka
odis0942,Pakistan
odis0943,England
odis0943,West Indies
odis0944,Ireland
odis0944,Australia
odis0945,England
odis0945,Australia
odis0946,England
odis0946,India
odis0947,England
odis0947,Australia
odis0948,England
odis0948,India
odis0949,West Indies
odis0949,New Zealand
odis0950,Ireland
odis0950,Afghanistan
odis0951,England
odis0951,India
odis0952,West Indies
odis0952,New Zealand
odis0953,England
odis0953,Australia
odis0954,England
odis0954,Australia
odis0955,West Indies
odis0955,New Zealand
odis0956,England
odis0956,India
odis0957,West Indies
odis0957,New Zealand
odis0958,West Indies
odis0958,New Zealand
odis0959,Sri Lanka
odis0959,India
odis0960,Sri Lanka
odis0960,India
odis0961,Sri Lanka
odis0961,India
odis0962,Sri Lanka
odis0962,India
odis0963,Sri Lanka
odis0963,India
odis0964,England
odis0964,South Africa
odis0965,Afghanistan
odis0965,Australia
odis0966,Australia
odis0966,Pakistan
odis0967,England
odis0967,South Africa
odis0968,Australia
odis0968,Pakistan
odis0969,England
odis0969,South Africa
odis0970,England
odis0970,South Africa
odis0971,Australia
odis0971,Pakistan
odis0972,England
odis0972,South Africa
odis0973,Sri Lanka
odis0973,New Zealand
odis0974,Sri Lanka
odis0974,New Zealand
odis0975,Sri Lanka
odis0975,New Zealand
odis0976,Sri Lanka
odis0976,New Zealand
odis0977,Bangladesh
odis0977,West Indies
odis0978,Bangladesh
odis0978,West Indies
odis0979,Bangladesh
odis0979,West Indies
odis0980,Bangladesh
odis0980,West Indies
odis0981,Bangladesh
odis0981,West Indies
odis0982,Australia
odis0982,New Zealand
odis0983,Australia
odis0983,New Zealand
odis0984,Australia
odis0984,New Zealand
odis0985,India
odis0985,Pakistan
odis0986,India
odis0986,Pakistan
odis0987,India
odis0987,Pakistan
odis0988,Australia
odis0988,Sri Lanka
odis0989,India
odis0989,England
odis0990,Australia
odis0990,Sri Lanka
odis0991,India
odis0991,England
odis0992,Australia
odis0992,Sri Lanka
odis0993,South Africa
odis0993,New Zealand
odis0994,India
odis0994,England
odis0995,Australia
odis0995,Sri Lanka
odis0996,South Africa
odis0996,New Zealand
odis0997,Australia
odis0997,Sri Lanka
odis0998,India
odis0998,England
odis0999,South Africa
odis0999,New Zealand
odis1000,India
odis1000,England
odis1001,India
odis1001,West Indies
odis1002,England
odis1002,Sri Lanka
odis1003,Australia
odis1003,West Indies
odis1004,India
odis1004,England
odis1005,Australia
odis1005,West Indies
odis1006,India
odis1006,Sri Lanka
odis1007,Australia
odis1007,West Indies
odis1008,Australia
odis1008,England
odis1009,Australia
odis1009,West Indies
odis1010,Australia
odis1010,Sri Lanka
odis1011,Australia
odis1011,West Indies
odis1012,New Zealand
odis1012,West Indies
odis1013,England
odis1013,New Zealand
odis1014,England
odis1014,New Zealand
odis1015,Australia
odis1015,West Indies
odis1016,New Zealand
odis1016,England
odis1017,New Zealand
odis1017,England
odis1018,Sri Lanka
odis1018,West Indies
odis1019,West Indies
odis1019,Zimbabwe
odis1020,New Zealand
odis1020,England
odis1021,Sri Lanka
odis1021,West Indies
odis1022,Sri Lanka
odis1022,West Indies
odis1023,West Indies
odis1023,Zimbabwe
odis1024,South Africa
odis1024,Pakistan
odis1025,Canada
odis1025,Kenya
odis1026,South Africa
odis1026,Pakistan
odis1027,South Africa
odis1027,Pakistan
odis1028,South Africa
odis1028,Pakistan
odis1029,Sri Lanka
odis1029,Bangladesh
odis1030,South Africa
odis1030,Pakistan
odis1031,Sri Lanka
odis1031,Bangladesh
odis1032,Sri Lanka
odis1032,Bangladesh
odis1033,Zimbabwe
odis1033,Bangladesh
odis1034,Zimbabwe
odis1034,Bangladesh
odis1035,Zimbabwe
odis1035,Bangladesh
odis1036,Scotland
odis1036,Pakistan
odis1037,Ireland
odis1037,Pakistan
odis1038,Ireland
odis1038,Pakistan
odis1039,England
odis1039,New Zealand
odis1040,England
odis1040,New Zealand
odis1041,England
odis1041,New Zealand
odis1042,India
odis1042,South Africa
odis1043,Pakistan
odis1043,West Indies
odis1044,England
odis1044,Australia
odis1045,New Zealand
odis1045,Sri Lanka
odis1046,Pakistan
odis1046,South Africa
odis1047,India
odis1047,West Indies
odis1048,Australia
odis1048,New Zealand
odis1049,England
odis1049,Sri Lanka
odis1050,South Africa
odis1050,West Indies
odis1051,India
odis1051,Pakistan
odis1052,England
odis1052,New Zealand
odis1053,Australia
odis1053,Sri Lanka
odis1054,England
odis1054,South Africa
odis1055,India
odis1055,Sri Lanka
odis1056,England
odis1056,India
odis1057,West Indies
odis1057,Sri Lanka
odis1058,West Indies
odis1058,India
odis1059,England
odis1059,Pakistan
odis1060,India
odis1060,Sri Lanka
odis1061,England
odis1061,Pakistan
odis1062,West Indies
odis1062,India
odis1063,Netherlands
odis1063,Ireland
odis1064,West Indies
odis1064,Sri Lanka
odis1065,India
odis1065,Sri Lanka
odis1066,India
odis1066,Sri Lanka
odis1067,West Indies
odis1067,Pakistan
odis1068,West Indies
odis1068,Pakistan
odis1069,Ireland
odis1069,Pakistan
odis1070,West Indies
odis1070,Pakistan
odis1071,Ireland
odis1071,Pakistan
odis1072,Sri Lanka
odis1072,South Africa
odis1073,West Indies
odis1073,Pakistan
odis1074,Sri Lanka
odis1074,South Africa
odis1075,West Indies
odis1075,Pakistan
odis1076,Zimbabwe
odis1076,India
odis1077,Zimbabwe
odis1077,India
odis1078,Sri Lanka
odis1078,South Africa
odis1079,Zimbabwe
odis1079,India
odis1080,Sri Lanka
odis1080,South Africa
odis1081,Sri Lanka
odis1081,South Africa
odis1082,Zimbabwe
odis1082,India
odis1083,Zimbabwe
odis1083,India
odis1084,England
odis1084,Australia
odis1085,England
odis1085,Australia
odis1086,England
odis1086,Australia
odis1087,Canada
odis1087,Netherlands
odis1088,Zimbabwe
odis1088,Pakistan
odis1089,Canada
odis1089,Netherlands
odis1090,Zimbabwe
odis1090,Pakistan
odis1091,Zimbabwe
odis1091,Pakistan
odis1092,Ireland
odis1092,England
odis1093,Ireland
odis1093,Scotland
odis1094,England
odis1094,Australia
odis1095,England
odis1095,Australia
odis1096,England
odis1096,Australia
odis1097,England
odis1097,Australia
odis1098,South Africa
odis1098,Bangladesh
odis1099,South Africa
odis1099,Bangladesh
odis1100,India
odis1100,Australia
odis1101,India
odis1101,Australia
odis1102,India
odis1102,Australia
odis1103,India
odis1103,Australia
odis1104,South Africa
odis1104,Sri Lanka
odis1105,South Africa
odis1105,Sri Lanka
odis1106,Bangladesh
odis1106,New Zealand
odis1107,Pakistan
odis1107,South Africa
odis1108,India
odis1108,Australia
odis1109,Bangladesh
odis1109,New Zealand
odis1110,Pakistan
odis1110,South Africa
odis1111,India
odis1111,Australia
odis1112,Bangladesh
odis1112,New Zealand
odis1113,Pakistan
odis1113,South Africa
odis1114,Pakistan
odis1114,South Africa
odis1115,Sri Lanka
odis1115,New Zealand
odis1116,Pakistan
odis1116,South Africa
odis1117,Sri Lanka
odis1117,New Zealand
odis1118,Sri Lanka
odis1118,New Zealand
odis1119,India
odis1119,West Indies
odis1120,South Africa
odis1120,Pakistan
odis1121,India
odis1121,West Indies
odis1122,South Africa
odis1122,Pakistan
odis1123,India
odis1123,West Indies
odis1124,South Africa
odis1124,Pakistan
odis1125,South Africa
odis1125,India
odis1126,South Africa
odis1126,India
odis1127,South Africa
odis1127,India
odis1128,Pakistan
odis1128,Sri Lanka
odis1129,Pakistan
odis1129,Sri Lanka
odis1130,Pakistan
odis1130,Sri Lanka
odis1131,Pakistan
odis1131,Sri Lanka
odis1132,New Zealand
odis1132,West Indies
odis1133,Pakistan
odis1133,Sri Lanka
odis1134,New Zealand
odis1134,West Indies
odis1135,New Zealand
odis1135,West Indies
odis1136,New Zealand
odis1136,West Indies
odis1137,Australia
odis1137,England
odis1138,Australia
odis1138,England
odis1139,New Zealand
odis1139,India
odis1140,Australia
odis1140,England
odis1141,Australia
odis1141,England
odis1142,New Zealand
odis1142,India
odis1143,Netherlands
odis1143,Kenya
odis1144,Scotland
odis1144,Canada
odis1145,Australia
odis1145,England
odis1146,Australia
odis1146,England
odis1147,New Zealand
odis1147,India
odis1148,Australia
odis1148,England
odis1149,Australia
odis1149,England
odis1150,Canada
odis1150,Netherlands
odis1151,New Zealand
odis1151,India
odis1152,Kenya
odis1152,Scotland
odis1153,New Zealand
odis1153,India
odis1154,Bangladesh
odis1154,Sri Lanka
odis1155,Bangladesh
odis1155,Sri Lanka
odis1156,Bangladesh
odis1156,Sri Lanka
odis1157,West Indies
odis1157,Ireland
odis1158,Pakistan
odis1158,Sri Lanka
odis1159,Bangladesh
odis1159,India
odis1160,Afghanistan
odis1160,Pakistan
odis1161,India
odis1161,Sri Lanka
odis1162,West Indies
odis1162,England
odis1163,Bangladesh
odis1163,Afghanistan
odis1164,India
odis1164,Pakistan
odis1165,West Indies
odis1165,England
odis1166,Afghanistan
odis1166,Sri Lanka
odis1167,Bangladesh
odis1167,Pakistan
odis1168,Afghanistan
odis1168,India
odis1169,West Indies
odis1169,England
odis1170,Bangladesh
odis1170,Sri Lanka
odis1171,Pakistan
odis1171,Sri Lanka
odis1172,Afghanistan
odis1172,United Arab Emirates
odis1173,Hong Kong
odis1173,United Arab Emirates
odis1174,Ireland
odis1174,Sri Lanka
odis1175,Scotland
odis1175,England
odis1176,England
odis1176,Sri Lanka
odis1177,England
odis1177,Sri Lanka
odis1178,England
odis1178,Sri Lanka
odis1179,England
odis1179,Sri Lanka
odis1180,England
odis1180,Sri Lanka
odis1181,Bangladesh
odis1181,India
odis1182,Bangladesh
odis1182,India
odis1183,Bangladesh
odis1183,India
odis1184,Sri Lanka
odis1184,South Africa
odis1185,Sri Lanka
odis1185,South Africa
odis1186,Sri Lanka
odis1186,South Africa
odis1187,Zimbabwe
odis1187,Afghanistan
odis1188,Zimbabwe
odis1188,Afghanistan
odis1189,Zimbabwe
odis1189,Afghanistan
odis1190,Zimbabwe
odis1190,South Africa
odis1191,Zimbabwe
odis1191,South Africa
odis1192,West Indies
odis1192,Bangladesh
odis1193,Zimbabwe
odis1193,South Africa
odis1194,England
odis1194,India
odis1195,West Indies
odis1195,Bangladesh
odis1196,Australia
odis1196,Pakistan
odis1197,Sri Lanka
odis1197,Pakistan
odis1198,England
odis1198,India
odis1199,Zimbabwe
odis1199,Australia
odis1200,West Indies
odis1200,Bangladesh
odis1201,Australia
odis1201,Pakistan
odis1202,Sri Lanka
odis1202,Pakistan
odis1203,Australia
odis1203,South Africa
odis1204,England
odis1204,India
odis1205,Zimbabwe
odis1205,South Africa
odis1206,Sri Lanka
odis1206,Pakistan
odis1207,England
odis1207,India
odis1208,Zimbabwe
odis1208,Australia
odis1209,Australia
odis1209,South Africa
odis1210,England
odis1210,India
odis1211,Zimbabwe
odis1211,South Africa
odis1212,England
odis1212,India
odis1213,Australia
odis1213,South Africa
odis1214,Ireland
odis1214,Scotland
odis1215,Ireland
odis1215,Scotland
odis1216,Ireland
odis1216,Scotland
odis1217,Australia
odis1217,Pakistan
odis1218,India
odis1218,West Indies
odis1219,Australia
odis1219,Pakistan
odis1220,India
odis1220,West Indies
odis1221,Australia
odis1221,Pakistan
odis1222,India
odis1222,West Indies
odis1223,Sri Lanka
odis1223,South Africa
odis1224,Sri Lanka
odis1224,South Africa
odis1225,Sri Lanka
odis1225,South Africa
odis1226,New Zealand
odis1226,South Africa
odis1227,New Zealand
odis1227,South Africa
odis1228,New Zealand
odis1228,South Africa
odis1229,India
odis1229,Sri Lanka
odis1230,India
odis1230,Sri Lanka
odis1231,India
odis1231,Sri Lanka
odis1232,Australia
odis1232,West Indies
odis1233,India
odis1233,Sri Lanka
odis1234,Australia
odis1234,West Indies
odis1235,Australia
odis1235,South Africa
odis1236,India
odis1236,Sri Lanka
odis1237,Australia
odis1237,West Indies
odis1238,Australia
odis1238,South Africa
odis1239,Australia
odis1239,West Indies
odis1240,Australia
odis1240,South Africa
odis1241,Bangladesh
odis1241,Zimbabwe
odis1242,Australia
odis1242,South Africa
odis1243,Bangladesh
odis1243,Zimbabwe
odis1244,Australia
odis1244,South Africa
odis1245,Bangladesh
odis1245,Zimbabwe
odis1246,Sri Lanka
odis1246,England
odis1247,United Arab Emirates
odis1247,Afghanistan
odis1248,Bangladesh
odis1248,Zimbabwe
odis1249,Sri Lanka
odis1249,England
odis1250,United Arab Emirates
odis1250,Afghanistan
odis1251,Bangladesh
odis1251,Zimbabwe
odis1252,Sri Lanka
odis1252,England
odis1253,Sri Lanka
odis1253,England
odis1254,New Zealand
odis1254,Pakistan
odis1255,Sri Lanka
odis1255,England
odis1256,New Zealand
odis1256,Pakistan
odis1257,Sri Lanka
odis1257,England
odis1258,New Zealand
odis1258,Pakistan
odis1259,Sri Lanka
odis1259,England
odis1260,New Zealand
odis1260,Pakistan
odis1261,New Zealand
odis1261,Pakistan
odis1262,Afghanistan
odis1262,Scotland
odis1263,Pakistan
odis1263,Sri Lanka
odis1264,New Zealand
odis1264,Sri Lanka
odis1265,Ireland
odis1265,Scotland
odis1266,Pakistan
odis1266,Sri Lanka
odis1267,Afghanistan
odis1267,Scotland
odis1268,New Zealand
odis1268,Sri Lanka
odis1269,Australia
odis1269,England
odis1270,South Africa
odis1270,West Indies
odis1271,Afghanistan
odis1271,Ireland
odis1272,New Zealand
odis1272,Sri Lanka
odis1273,Australia
odis1273,India
odis1274,South Africa
odis1274,West Indies
odis1275,England
odis1275,India
odis1276,New Zealand
odis1276,Sri Lanka
odis1277,South Africa
odis1277,West Indies
odis1278,Australia
odis1278,England
odis1279,New Zealand
odis1279,Sri Lanka
odis1280,New Zealand
odis1280,Sri Lanka
odis1281,South Africa
odis1281,West Indies
odis1282,Australia
odis1282,India
odis1283,South Africa
odis1283,West Indies
odis1284,New Zealand
odis1284,Sri Lanka
odis1285,England
odis1285,India
odis1286,New Zealand
odis1286,Pakistan
odis1287,Australia
odis1287,England
odis1288,New Zealand
odis1288,Pakistan
odis1289,Australia
odis1289,England
odis1290,New Zealand
odis1290,Sri Lanka
odis1291,India
odis1291,Pakistan
odis1292,South Africa
odis1292,Zimbabwe
odis1293,Ireland
odis1293,West Indies
odis1294,New Zealand
odis1294,Scotland
odis1295,Afghanistan
odis1295,Bangladesh
odis1296,United Arab Emirates
odis1296,Zimbabwe
odis1297,New Zealand
odis1297,England
odis1298,Pakistan
odis1298,West Indies
odis1299,India
odis1299,South Africa
odis1300,Afghanistan
odis1300,Sri Lanka
odis1301,England
odis1301,Scotland
odis1302,West Indies
odis1302,Zimbabwe
odis1303,Ireland
odis1303,United Arab Emirates
odis1304,Bangladesh
odis1304,Sri Lanka
odis1305,Afghanistan
odis1305,Scotland
odis1306,South Africa
odis1306,West Indies
odis1307,India
odis1307,United Arab Emirates
odis1308,New Zealand
odis1308,Australia
odis1309,Pakistan
odis1309,Zimbabwe
odis1310,England
odis1310,Sri Lanka
odis1311,Ireland
odis1311,South Africa
odis1312,Australia
odis1312,Afghanistan
odis1313,Pakistan
odis1313,United Arab Emirates
odis1314,Bangladesh
odis1314,Scotland
odis1315,India
odis1315,West Indies
odis1316,Ireland
odis1316,Zimbabwe
odis1317,Pakistan
odis1317,South Africa
odis1318,Australia
odis1318,Sri Lanka
odis1319,New Zealand
odis1319,Afghanistan
odis1320,Bangladesh
odis1320,England
odis1321,India
odis1321,Ireland
odis1322,Scotland
odis1322,Sri Lanka
odis1323,South Africa
odis1323,United Arab Emirates
odis1324,Afghanistan
odis1324,England
odis1325,New Zealand
odis1325,Bangladesh
odis1326,Australia
odis1326,Scotland
odis1327,India
odis1327,Zimbabwe
odis1328,Ireland
odis1328,Pakistan
odis1329,United Arab Emirates
odis1329,West Indies
odis1330,Pakistan
odis1330,South Africa
odis1331,South Africa
odis1331,Sri Lanka
odis1332,Bangladesh
odis1332,India
odis1333,Australia
odis1333,Pakistan
odis1334,New Zealand
odis1334,West Indies
odis1335,New Zealand
odis1335,South Africa
odis1336,Australia
odis1336,India
odis1337,Australia
odis1337,New Zealand
odis1338,Bangladesh
odis1338,Pakistan
odis1339,Bangladesh
odis1339,Pakistan
odis1340,Bangladesh
odis1340,Pakistan
odis1341,Ireland
odis1341,England
odis1342,Pakistan
odis1342,Zimbabwe
odis1343,Pakistan
odis1343,Zimbabwe
odis1344,Pakistan
odis1344,Zimbabwe
odis1345,England
odis1345,New Zealand
odis1346,England
odis1346,New Zealand
odis1347,England
odis1347,New Zealand
odis1348,England
odis1348,New Zealand
odis1349,Bangladesh
odis1349,India
odis1350,England
odis1350,New Zealand
odis1351,Bangladesh
odis1351,India
odis1352,Bangladesh
odis1352,India
odis1353,India
odis1353,New Zealand
odis1354,India
odis1354,New Zealand
odis1355,Zimbabwe
odis1355,India
odis1356,Bangladesh
odis1356,South Africa
odis1357,Sri Lanka
odis1357,Pakistan
odis1358,Zimbabwe
odis1358,India
odis1359,Bangladesh
odis1359,South Africa
odis1360,Zimbabwe
odis1360,India
odis1361,Sri Lanka
odis1361,Pakistan
odis1362,Bangladesh
odis1362,South Africa
odis1363,Sri Lanka
odis1363,Pakistan
odis1364,England
odis1364,Australia
odis1365,Sri Lanka
odis1365,Pakistan
odis1366,England
odis1366,Australia
odis1367,Sri Lanka
odis1367,Pakistan
odis1368,England
odis1368,Australia
odis1369,Zimbabwe
odis1369,New Zealand
odis1370,Zimbabwe
odis1370,New Zealand
odis1371,Zimbabwe
odis1371,New Zealand
odis1372,South Africa
odis1372,New Zealand
odis1373,South Africa
odis1373,New Zealand
odis1374,South Africa
odis1374,New Zealand
odis1375,Ireland
odis1375,Australia
odis1376,England
odis1376,Australia
odis1377,England
odis1377,Australia
odis1378,England
odis1378,Australia
odis1379,England
odis1379,Australia
odis1380,England
odis1380,Australia
odis1381,Zimbabwe
odis1381,Pakistan
odis1382,Zimbabwe
odis1382,Pakistan
odis1383,Zimbabwe
odis1383,Pakistan
odis1384,Pakistan
odis1384,Bangladesh
odis1385,Zimbabwe
odis1385,Ireland
