key,toss_winner,toss_decision,decision,winner
t20s0886,,,field,Namibia
t20s0887,,,field,Lesotho
t20s0888,,,field,Ireland
t20s0889,,,bat,Mozambique
t20s0890,,,field,Lesotho
t20s0891,,,field,Namibia
t20s0892,,,bat,Afghanistan
t20s0893,,,bat,Sierra Leone
t20s0894,,,field,Lesotho
t20s0895,,,bat,Mozambique
t20s0896,,,field,Sierra Leone
t20s0897,,,field,Namibia
t20s0898,,,bat,Sierra Leone
t20s0899,,,field,Namibia
t20s0900,,,field,Malawi
t20s0901,,,field,India
t20s0902,,,field,India
t20s0903,,,field,India
t20s0904,,,field,Sri Lanka
t20s0905,,,field,West Indies
t20s0906,,,field,Australia
t20s0907,,,field,Australia
t20s0908,,,field,South Africa
t20s0909,,,field,Australia
t20s0910,,,field,South Africa
t20s0911,,,bat,South Africa
t20s0912,,,bat,Zimbabwe
t20s0913,,,bat,United Arab Emirates
t20s0914,,,field,Australia
t20s0915,,,bat,Australia
t20s0916,,,bat,Pakistan
t20s0917,,,field,Australia
t20s0918,,,field,Sri Lanka
t20s0919,,,bat,Pakistan
t20s0920,,,field,Australia
t20s0921,,,bat,Pakistan
t20s0922,,,bat,New Zealand
t20s0923,,,field,India
t20s0924,,,bat,Pakistan
t20s0925,,,field,West Indies
t20s0926,,,field,Bangladesh
t20s0927,,,bat,Australia
t20s0928,,,bat,India
t20s0929,,,bat,West Indies
t20s0930,,,bat,Ireland
t20s0931,,,field,India
t20s0932,,,field,South Africa
t20s0933,,,field,England
t20s0934,,,bat,Australia
t20s0935,,,bat,Pakistan
t20s0936,,,field,South Africa
t20s0937,,,field,Bangladesh
t20s0938,,,field,Pakistan
t20s0939,,,field,Ireland
t20s0940,,,bat,West Indies
t20s0941,,,bat,South Africa
t20s0942,,,bat,Ireland
t20s0943,,,bat,India
t20s0944,,,field,Australia
t20s0945,,,field,Bangladesh
t20s0946,,,field,West Indies
t20s0947,,,field,India
t20s0948,,,bat,India
t20s0949,,,field,West Indies
t20s0950,,,field,India
t20s0951,,,bat,England
t20s0952,,,bat,Australia
t20s0953,,,bat,Bangladesh
t20s0954,,,field,West Indies
t20s0955,,,field,Bangladesh
t20s0956,,,field,Sri Lanka
t20s0957,,,bat,West Indies
t20s0958,,,field,Nepal
t20s0959,,,bat,Pakistan
t20s0960,,,bat,United Arab Emirates
t20s0961,,,bat,Sri Lanka
t20s0962,,,field,Pakistan
t20s0963,,,bat,Pakistan
t20s0964,,,field,United Arab Emirates
t20s0965,,,field,Pakistan
t20s0966,,,field,Sri Lanka
t20s0967,,,field,India
t20s0968,,,field,India
t20s0969,,,field,South Africa
t20s0970,,,field,New Zealand
t20s0971,,,bat,New Zealand
t20s0972,,,bat,New Zealand
t20s0973,,,field,India
t20s0974,,,field,Oman
t20s0975,,,field,Netherlands
t20s0976,,,field,Scotland
t20s0977,,,field,Netherlands
t20s0978,,,field,Scotland
t20s0979,,,field,Ireland
t20s0980,,,bat,United Arab Emirates
t20s0981,,,field,Kuwait
t20s0982,,,field,Thailand
t20s0983,,,bat,United Arab Emirates
t20s0984,,,field,China
t20s0985,,,bat,Nepal
t20s0986,,,field,China
t20s0987,,,bat,Thailand
t20s0988,,,bat,United Arab Emirates
t20s0989,,,bat,Ireland
t20s0990,,,bat,Malaysia
t20s0991,,,bat,Thailand
t20s0992,,,bat,United Arab Emirates
t20s0993,,,bat,Afghanistan
t20s0994,,,bat,Hong Kong
t20s0995,,,bat,Kuwait
t20s0996,,,field,China
t20s0997,,,field,Australia
t20s0998,,,field,Ireland
t20s0999,,,field,Hong Kong
t20s1000,,,field,China
t20s1001,,,field,Malaysia
t20s1002,,,bat,Thailand
t20s1003,,,field,Kuwait
t20s1004,,,field,Australia
t20s1005,,,field,India
t20s1006,,,field,England
t20s1007,,,field,England
t20s1008,,,field,West Indies
t20s1009,,,bat,England
t20s1010,,,bat,West Indies
t20s1011,,,field,United Arab Emirates
t20s1012,,,bat,United Arab Emirates
t20s1013,,,field,South Africa
t20s1014,,,bat,Vanuatu
t20s1015,,,field,Philippines
t20s1016,,,field,Sri Lanka
t20s1017,,,bat,Papua New Guinea
t20s1018,,,bat,Vanuatu
t20s1019,,,bat,Vanuatu
t20s1020,,,field,Vanuatu
t20s1021,,,bat,Sri Lanka
t20s1022,,,field,Sri Lanka
t20s1023,,,bat,Sri Lanka
t20s1024,,,field,Sri Lanka
t20s1025,,,field,Namibia
t20s1026,,,bat,Botswana
t20s1027,,,field,Botswana
t20s1028,,,bat,Namibia
t20s1029,,,bat,Namibia
t20s1030,,,bat,Uganda
t20s1031,,,bat,Zimbabwe
t20s1032,,,bat,Pakistan
t20s1033,,,bat,Indonesia
t20s1034,,,bat,Japan
t20s1035,,,bat,Papua New Guinea
t20s1036,,,bat,Zimbabwe
t20s1037,,,field,Uganda
t20s1038,,,field,Nigeria
t20s1039,,,bat,Fiji
t20s1040,,,bat,Sierra Leone
t20s1041,,,bat,Uganda
t20s1042,,,bat,Mozambique
t20s1043,,,bat,Japan
t20s1044,,,bat,Japan
t20s1045,,,bat,Vanuatu
t20s1046,,,bat,Zimbabwe
t20s1047,,,field,Papua New Guinea
t20s1048,,,bat,Japan
t20s1049,,,field,Indonesia
t20s1050,,,bat,Tanzania
t20s1051,,,bat,Nigeria
t20s1052,,,field,Namibia
t20s1053,,,field,Pakistan
t20s1054,,,field,Canada
t20s1055,,,bat,Pakistan
t20s1056,,,bat,United States of America
t20s1057,,,field,Pakistan
t20s1058,,,field,Botswana
t20s1059,,,field,Namibia
t20s1060,,,bat,Nigeria
t20s1061,,,bat,Namibia
t20s1062,,,field,Ghana
t20s1063,,,bat,Kenya
t20s1064,,,bat,Botswana
t20s1065,,,field,Ghana
t20s1066,,,field,South Africa
t20s1067,,,bat,Ghana
t20s1068,,,field,South Africa
t20s1069,,,field,Italy
t20s1070,,,bat,West Indies
t20s1071,,,bat,West Indies
t20s1072,,,field,Ireland
t20s1073,,,field,Germany
t20s1074,,,bat,Jersey
t20s1075,,,field,Guernsey
t20s1076,,,field,Denmark
t20s1077,,,bat,Denmark
t20s1078,,,bat,Tanzania
t20s1079,,,bat,Mali
t20s1080,,,field,Guernsey
t20s1081,,,bat,Uganda
t20s1082,,,field,Germany
t20s1083,,,field,Italy
t20s1084,,,field,Guernsey
t20s1085,,,bat,Denmark
t20s1086,,,field,Denmark
t20s1087,,,field,Germany
t20s1088,,,field,Germany
t20s1089,,,bat,England
t20s1090,,,field,Zimbabwe
t20s1091,,,field,Malaysia
t20s1092,,,bat,Netherlands
t20s1093,,,field,Scotland
t20s1094,,,bat,Thailand
t20s1095,,,field,Netherlands
t20s1096,,,field,Germany
t20s1097,,,bat,Thailand
t20s1098,,,bat,Malaysia
t20s1099,,,field,Germany
t20s1100,,,field,Thailand
t20s1101,,,field,Ireland
t20s1102,,,bat,Malaysia
t20s1103,,,bat,Nepal
t20s1104,,,field,Zimbabwe
t20s1105,,,bat,Malaysia
t20s1106,,,bat,Singapore
t20s1107,,,bat,Nepal
t20s1108,,,field,Nepal
t20s1109,,,bat,Malaysia
t20s1110,,,field,Qatar
t20s1111,,,field,England
t20s1112,,,bat,Malaysia
t20s1113,,,field,Nepal
t20s1114,,,bat,Singapore
t20s1115,,,bat,England
t20s1116,,,field,Australia
t20s1117,,,field,India
t20s1118,,,bat,India
t20s1119,,,field,United Arab Emirates
t20s1120,,,field,India
t20s1121,,,bat,Netherlands
t20s1122,,,field,Netherlands
t20s1123,,,field,Ireland
t20s1124,,,bat,Netherlands
t20s1125,,,bat,Scotland
t20s1126,,,bat,Ireland
t20s1127,,,field,Scotland
t20s1128,,,field,Netherlands
t20s1129,,,bat,Ireland
t20s1130,,,field,Netherlands
t20s1131,,,bat,Scotland
t20s1132,,,bat,Canada
t20s1133,,,bat,Bermuda
t20s1134,,,field,Botswana
t20s1135,,,field,United States of America
t20s1136,,,bat,Bermuda
t20s1137,,,field,Botswana
t20s1138,,,bat,United States of America
t20s1139,,,bat,Cayman Islands
t20s1140,,,bat,Namibia
t20s1141,,,field,Bermuda
t20s1142,,,field,Canada
t20s1143,,,bat,Botswana
t20s1144,,,bat,Cayman Islands
t20s1145,,,bat,Cayman Islands
t20s1146,,,field,United States of America
t20s1147,,,field,Singapore
t20s1148,,,bat,Singapore
t20s1149,,,bat,Malaysia
t20s1150,,,bat,Scotland
t20s1151,,,bat,United States of America
t20s1152,,,bat,Ireland
t20s1153,,,field,Papua New Guinea
t20s1154,,,bat,Thailand
t20s1155,,,bat,Sri Lanka
t20s1156,,,field,Papua New Guinea
t20s1157,,,field,United States of America
t20s1158,,,field,Scotland
t20s1159,,,bat,Namibia
t20s1160,,,field,Ireland
t20s1161,,,bat,Sri Lanka
t20s1162,,,field,Scotland
t20s1163,,,bat,Papua New Guinea
t20s1164,,,bat,Ireland
t20s1165,,,bat,Sri Lanka
t20s1166,,,field,Netherlands
t20s1167,,,bat,Bangladesh
t20s1168,,,field,United States of America
t20s1169,,,field,Ireland
t20s1170,,,bat,Nigeria
t20s1171,,,field,Bangladesh
t20s1172,,,bat,West Indies
t20s1173,,,field,Zimbabwe
t20s1174,,,bat,Afghanistan
t20s1175,,,field,Netherlands
t20s1176,,,field,Australia
t20s1177,,,bat,Scotland
t20s1178,,,bat,Ireland
t20s1179,,,bat,West Indies
t20s1180,,,field,Zimbabwe
t20s1181,,,field,India
t20s1182,,,bat,Netherlands
t20s1183,,,bat,Hong Kong
t20s1184,,,field,South Korea
t20s1185,,,field,South Korea
t20s1186,,,bat,Hong Kong
t20s1187,,,bat,Afghanistan
t20s1188,,,field,Bangladesh
t20s1189,,,field,Hong Kong
t20s1190,,,bat,India
t20s1191,,,field,South Africa
t20s1192,,,bat,Nepal
t20s1193,,,bat,Singapore
t20s1194,,,bat,Vanuatu
t20s1195,,,bat,Singapore
t20s1196,,,bat,Australia
t20s1197,,,bat,Sri Lanka
t20s1198,,,bat,Vanuatu
t20s1199,,,field,Nepal
t20s1200,,,field,South Africa
t20s1201,,,bat,Malaysia
t20s1202,,,bat,Australia
t20s1203,,,field,India
t20s1204,,,bat,Malaysia
t20s1205,,,field,Zimbabwe
t20s1206,,,bat,Malaysia
t20s1207,,,bat,South Africa
t20s1208,,,field,Pakistan
t20s1209,,,field,Ireland
t20s1210,,,field,Nepal
t20s1211,,,field,Ireland
t20s1212,,,bat,Sri Lanka
t20s1213,,,bat,Ireland
t20s1214,,,field,Nepal
t20s1215,,,bat,Sri Lanka
t20s1216,,,bat,Netherlands
t20s1217,,,bat,Ireland
t20s1218,,,field,Oman
t20s1219,,,field,Hong Kong
t20s1220,,,field,Oman
t20s1221,,,bat,Netherlands
t20s1222,,,bat,Hong Kong
t20s1223,,,field,Scotland
t20s1224,,,field,United Arab Emirates
t20s1225,,,bat,Scotland
t20s1226,,,bat,Netherlands
t20s1227,,,bat,Jersey
t20s1228,,,field,Papua New Guinea
t20s1229,,,field,Oman
t20s1230,,,bat,Bermuda
t20s1231,,,field,Jersey
t20s1232,,,bat,Papua New Guinea
t20s1233,,,bat,Canada
t20s1234,,,bat,Kenya
t20s1235,,,field,Oman
t20s1236,,,bat,Hong Kong
t20s1237,,,bat,Scotland
t20s1238,,,bat,Jersey
t20s1239,,,bat,Singapore
t20s1240,,,bat,Namibia
t20s1241,,,bat,Hong Kong
t20s1242,,,bat,Canada
t20s1243,,,bat,Singapore
t20s1244,,,bat,Nigeria
t20s1245,,,field,Namibia
t20s1246,,,field,Bermuda
t20s1247,,,bat,Hong Kong
t20s1248,,,field,United Arab Emirates
t20s1249,,,bat,Netherlands
t20s1250,,,field,Spain
t20s1251,,,bat,Canada
t20s1252,,,bat,Namibia
t20s1253,,,field,Ireland
t20s1254,,,field,Singapore
t20s1255,,,bat,Pakistan
t20s1256,,,field,Portugal
t20s1257,,,field,Spain
t20s1258,,,bat,Gibraltar
t20s1259,,,field,Singapore
t20s1260,,,bat,Netherlands
t20s1261,,,bat,Nigeria
t20s1262,,,field,Spain
t20s1263,,,field,Canada
t20s1264,,,field,Netherlands
t20s1265,,,field,Oman
t20s1266,,,bat,Nigeria
t20s1267,,,field,Kenya
t20s1268,,,field,Sri Lanka
t20s1269,,,bat,Namibia
t20s1270,,,bat,United Arab Emirates
t20s1271,,,bat,Oman
t20s1272,,,bat,Scotland
t20s1273,,,bat,Sri Lanka
t20s1274,,,bat,Oman
t20s1275,,,bat,Papua New Guinea
t20s1276,,,field,Ireland
t20s1277,,,field,England
t20s1278,,,field,Australia
t20s1279,,,bat,Papua New Guinea
t20s1280,,,bat,Ireland
t20s1281,,,field,England
t20s1282,,,field,Bangladesh
t20s1283,,,field,Australia
t20s1284,,,bat,New Zealand
t20s1285,,,bat,Pakistan
t20s1286,,,field,India
t20s1287,,,field,New Zealand
t20s1288,,,field,Australia
t20s1289,,,field,West Indies
t20s1290,,,bat,West Indies
t20s1291,,,field,England
t20s1292,,,field,Bangladesh
t20s1293,,,bat,West Indies
t20s1294,,,field,Afghanistan
t20s1295,,,bat,Afghanistan
t20s1296,,,field,West Indies
t20s1297,,,bat,Afghanistan
t20s1298,,,bat,India
t20s1299,,,bat,Maldives
t20s1300,,,field,Bangladesh
t20s1301,,,bat,Bangladesh
t20s1302,,,field,Bhutan
t20s1303,,,bat,Nepal
t20s1304,,,field,India
t20s1305,,,bat,Maldives
t20s1306,,,field,Maldives
t20s1307,,,field,West Indies
t20s1308,,,field,Nepal
t20s1309,,,field,West Indies
t20s1310,,,field,Pakistan
t20s1311,,,bat,England
t20s1312,,,bat,England
t20s1313,,,field,India
t20s1314,,,field,Sri Lanka
t20s1315,,,bat,Ireland
t20s1316,,,field,West Indies
t20s1317,,,field,West Indies
t20s1318,,,bat,Bangladesh
t20s1319,,,field,India
t20s1320,,,bat,Bangladesh
t20s1321,,,bat,New Zealand
t20s1322,,,field,New Zealand
t20s1323,,,field,New Zealand
t20s1324,,,field,India
t20s1325,,,field,Australia
t20s1326,,,field,New Zealand
t20s1327,,,bat,India
t20s1328,,,field,Australia
t20s1329,,,field,Oman
t20s1330,,,bat,Oman
t20s1331,,,field,New Zealand
t20s1332,,,bat,Germany
t20s1333,,,field,England
t20s1334,,,bat,Germany
t20s1335,,,field,India
t20s1336,,,bat,New Zealand
t20s1337,,,field,England
t20s1338,,,field,South Africa
t20s1339,,,field,England
t20s1340,,,bat,Australia
t20s1341,,,field,South Africa
t20s1342,,,bat,South Africa
t20s1343,,,bat,Malaysia
t20s1344,,,bat,Malaysia
t20s1345,,,field,South Africa
t20s1346,,,field,Australia
t20s1347,,,field,New Zealand
t20s1348,,,bat,Thailand
t20s1349,,,bat,Malaysia
t20s1350,,,bat,South Africa
t20s1351,,,field,South Africa
t20s1352,,,bat,Malaysia
t20s1353,,,field,Bangladesh
t20s1354,,,bat,Sri Lanka
t20s1355,,,field,Kuwait
t20s1356,,,bat,Qatar
t20s1357,,,bat,United Arab Emirates
t20s1358,,,field,Oman
t20s1359,,,bat,United Arab Emirates
t20s1360,,,field,Bahrain
t20s1361,,,bat,Hong Kong
t20s1362,,,field,South Africa
t20s1363,,,bat,West Indies
t20s1364,,,field,Thailand
t20s1365,,,field,Kuwait
t20s1366,,,bat,Australia
t20s1367,,,field,New Zealand
t20s1368,,,field,Pakistan
t20s1369,,,bat,South Africa
t20s1370,,,field,Thailand
t20s1371,,,bat,Sri Lanka
t20s1372,,,bat,New Zealand
t20s1373,,,bat,Thailand
t20s1374,,,field,Nepal
t20s1375,,,bat,England
t20s1376,,,bat,South Africa
t20s1377,,,field,New Zealand
t20s1378,,,bat,Bangladesh
t20s1379,,,bat,Thailand
t20s1380,,,bat,Singapore
t20s1381,,,bat,Thailand
t20s1382,,,bat,Singapore
t20s1383,,,bat,Thailand
t20s1384,,,bat,West Indies
t20s1385,,,field,South Africa
t20s1386,,,bat,Malaysia
t20s1387,,,bat,Ireland
t20s1388,,,field,West Indies
t20s1389,,,bat,Afghanistan
t20s1390,,,field,Spain
t20s1391,,,field,Spain
t20s1392,,,bat,Australia
t20s1393,,,field,Zimbabwe
t20s1394,,,bat,Ireland
t20s1395,,,field,Bangladesh
t20s1396,,,field,Austria
t20s1397,,,bat,Austria
t20s1398,,,bat,Germany
t20s1399,,,bat,Germany
t20s1400,,,bat,Germany
t20s1401,,,bat,Isle of Man
t20s1402,,,field,Pakistan
t20s1403,,,bat,Belgium
t20s1404,,,bat,Belgium
t20s1405,,,bat,Belgium
t20s1406,,,field,England
t20s1407,,,field,England
t20s1408,,,field,Australia
t20s1409,,,bat,Australia
t20s1410,,,field,Australia
t20s1411,,,bat,England
t20s1412,,,field,West Indies
t20s1413,,,bat,England
t20s1414,,,field,New Zealand
t20s1415,,,bat,New Zealand
t20s1416,,,bat,England
t20s1417,,,field,England
t20s1418,,,field,New Zealand
t20s1419,,,bat,Bulgaria
t20s1420,,,bat,Romania
t20s1421,,,bat,Bulgaria
t20s1422,,,bat,Zimbabwe
t20s1423,,,field,Pakistan
t20s1424,,,bat,Zimbabwe
t20s1425,,,field,England
t20s1426,,,field,New Zealand
t20s1427,,,field,England
t20s1428,,,field,West Indies
t20s1429,,,field,New Zealand
t20s1430,,,bat,South Africa
t20s1431,,,field,Australia
t20s1432,,,field,India
t20s1433,,,field,India
t20s1434,,,bat,Pakistan
t20s1435,,,bat,Pakistan
t20s1436,,,field,Pakistan
t20s1437,,,bat,Pakistan
t20s1438,,,field,Pakistan
t20s1439,,,field,South Africa
t20s1440,,,field,South Africa
t20s1441,,,field,South Africa
t20s1442,,,field,Pakistan
t20s1443,,,field,Australia
t20s1444,,,field,Australia
t20s1445,,,field,West Indies
t20s1446,,,field,England
t20s1447,,,field,New Zealand
t20s1448,,,bat,Sri Lanka
t20s1449,,,field,England
t20s1450,,,bat,Australia
t20s1451,,,bat,Sri Lanka
t20s1452,,,field,New Zealand
t20s1453,,,bat,Australia
t20s1454,,,field,England
t20s1455,,,field,India
t20s1456,,,field,England
t20s1457,,,field,Zimbabwe
t20s1458,,,field,England
t20s1459,,,bat,Afghanistan
t20s1460,,,field,South Africa
t20s1461,,,bat,Afghanistan
t20s1462,,,field,England
t20s1463,,,field,South Africa
t20s1464,,,field,India
t20s1465,,,field,Australia
t20s1466,,,bat,New Zealand
t20s1467,,,field,New Zealand
t20s1468,,,field,Bangladesh
t20s1469,,,field,New Zealand
t20s1470,,,field,Bangladesh
t20s1471,,,bat,Uganda
t20s1472,,,bat,Namibia
t20s1473,,,bat,Namibia
t20s1474,,,bat,South Africa
t20s1475,,,bat,Pakistan
t20s1476,,,field,Pakistan
t20s1477,,,field,Pakistan
t20s1478,,,field,Nepal
t20s1479,,,bat,Netherlands
t20s1480,,,field,Nepal
t20s1481,,,bat,Nepal
t20s1482,,,field,Malaysia
t20s1483,,,field,Zimbabwe
t20s1484,,,field,Malaysia
t20s1485,,,field,Pakistan
t20s1486,,,field,Netherlands
t20s1487,,,bat,Pakistan
t20s1488,,,field,Czech Republic
t20s1489,,,field,Luxembourg
t20s1490,,,field,Czech Republic
t20s1491,,,bat,Czech Republic
t20s1492,,,bat,Austria
t20s1493,,,bat,Scotland
t20s1494,,,bat,Ireland
t20s1495,,,bat,Ireland
t20s1496,,,bat,Scotland
t20s1497,,,bat,Nigeria
t20s1498,,,field,Rwanda
t20s1499,,,field,Kenya
t20s1500,,,bat,Namibia
t20s1501,,,field,Nigeria
t20s1502,,,field,Kenya
t20s1503,,,field,Nigeria
t20s1504,,,bat,Kenya
t20s1505,,,bat,Kenya
t20s1506,,,bat,Namibia
t20s1507,,,bat,Namibia
t20s1508,,,bat,Rwanda
t20s1509,,,bat,Sri Lanka
t20s1510,,,bat,Greece
t20s1511,,,bat,Sri Lanka
t20s1512,,,bat,Romania
t20s1513,,,bat,Bulgaria
t20s1514,,,field,Greece
t20s1515,,,field,Greece
t20s1516,,,bat,Serbia
t20s1517,,,field,West Indies
t20s1518,,,field,Sri Lanka
t20s1519,,,field,West Indies
t20s1520,,,field,West Indies
t20s1521,,,field,Pakistan
t20s1522,,,field,South Africa
t20s1523,,,bat,West Indies
t20s1524,,,bat,South Africa
t20s1525,,,bat,Pakistan
t20s1526,,,field,Germany
t20s1527,,,field,Germany
t20s1528,,,bat,Malta
t20s1529,,,bat,Belgium
t20s1530,,,bat,Germany
t20s1531,,,field,Belgium
t20s1532,,,field,Australia
t20s1533,,,field,India
t20s1534,,,bat,Belgium
t20s1535,,,bat,Belgium
t20s1536,,,field,Australia
t20s1537,,,field,England
t20s1538,,,bat,Australia
t20s1539,,,bat,Australia
t20s1540,,,bat,India
t20s1541,,,bat,West Indies
t20s1542,,,field,England
t20s1543,,,field,Pakistan
t20s1544,,,field,Ireland
t20s1545,,,bat,Pakistan
t20s1546,,,bat,Zimbabwe
t20s1547,,,bat,South Africa
t20s1548,,,bat,Zimbabwe
t20s1549,,,bat,South Africa
t20s1550,,,bat,Zimbabwe
t20s1551,,,field,Sri Lanka
t20s1552,,,field,Netherlands
t20s1553,,,field,Pakistan
t20s1554,,,field,Sri Lanka
t20s1555,,,bat,Netherlands
t20s1556,,,bat,India
t20s1557,,,field,Netherlands
t20s1558,,,field,West Indies
t20s1559,,,bat,West Indies
t20s1560,,,field,Australia
t20s1561,,,field,Pakistan
t20s1562,,,bat,Australia
t20s1563,,,field,France
t20s1564,,,field,Germany
t20s1565,,,field,Germany
t20s1566,,,bat,Bangladesh
t20s1567,,,field,France
t20s1568,,,field,France
t20s1569,,,bat,Bangladesh
t20s1570,,,bat,Norway
t20s1571,,,field,Germany
t20s1572,,,bat,Bangladesh
t20s1573,,,field,Sweden
t20s1574,,,field,Denmark
t20s1575,,,bat,Ghana
t20s1576,,,bat,Ghana
t20s1577,,,field,Ghana
t20s1578,,,field,Malta
t20s1579,,,bat,Sweden
t20s1580,,,bat,Sweden
t20s1581,,,bat,Rwanda
t20s1582,,,field,Gibraltar
t20s1583,,,field,Gibraltar
t20s1584,,,field,Sweden
t20s1585,,,field,Sweden
t20s1586,,,field,Gibraltar
t20s1587,,,bat,France
t20s1588,,,field,Germany
t20s1589,,,field,Scotland
t20s1590,,,field,Netherlands
t20s1591,,,bat,Ireland
t20s1592,,,bat,France
t20s1593,,,field,Zimbabwe
t20s1594,,,field,Ireland
t20s1595,,,bat,Thailand
t20s1596,,,field,Sweden
t20s1597,,,field,Scotland
t20s1598,,,field,Ireland
t20s1599,,,bat,Zimbabwe
t20s1600,,,field,Netherlands
t20s1601,,,field,Scotland
t20s1602,,,bat,Thailand
t20s1603,,,bat,South Africa
t20s1604,,,field,Zimbabwe
t20s1605,,,bat,New Zealand
t20s1606,,,field,New Zealand
t20s1607,,,field,Czech Republic
t20s1608,,,field,Bulgaria
t20s1609,,,field,West Indies
t20s1610,,,field,Zimbabwe
t20s1611,,,bat,Romania
t20s1612,,,bat,Bulgaria
t20s1613,,,bat,Romania
t20s1614,,,bat,Bangladesh
t20s1615,,,field,Malta
t20s1616,,,field,Hungary
t20s1617,,,bat,South Africa
t20s1618,,,bat,Zimbabwe
t20s1619,,,field,New Zealand
t20s1620,,,bat,Romania
t20s1621,,,field,Hungary
t20s1622,,,bat,New Zealand
t20s1623,,,bat,New Zealand
t20s1624,,,bat,Sierra Leone
t20s1625,,,bat,Botswana
t20s1626,,,field,Uganda
t20s1627,,,field,Rwanda
t20s1628,,,field,England
t20s1629,,,bat,Namibia
t20s1630,,,field,Mozambique
t20s1631,,,bat,Tanzania
t20s1632,,,field,Germany
t20s1633,,,bat,Kenya
t20s1634,,,bat,New Zealand
t20s1635,,,bat,South Africa
t20s1636,,,bat,Uganda
t20s1637,,,field,Mozambique
t20s1638,,,bat,Eswatini
t20s1639,,,field,Spain
t20s1640,,,bat,Germany
t20s1641,,,bat,Uganda
t20s1642,,,bat,Nigeria
t20s1643,,,bat,Rwanda
t20s1644,,,bat,Sri Lanka
t20s1645,,,bat,Zimbabwe
t20s1646,,,bat,Tanzania
t20s1647,,,bat,Nigeria
t20s1648,,,bat,Kenya
t20s1649,,,bat,Sierra Leone
t20s1650,,,bat,Cameroon
t20s1651,,,bat,Tanzania
t20s1652,,,bat,Sri Lanka
t20s1653,,,bat,Cameroon
t20s1654,,,bat,Uganda
t20s1655,,,bat,Scotland
t20s1656,,,bat,Botswana
t20s1657,,,field,Rwanda
t20s1658,,,bat,Mozambique
t20s1659,,,bat,Nigeria
t20s1660,,,bat,Tanzania
t20s1661,,,bat,Zimbabwe
t20s1662,,,bat,Uganda
t20s1663,,,bat,Zimbabwe
t20s1664,,,bat,Zimbabwe
t20s1665,,,bat,Uganda
t20s1666,,,bat,Scotland
t20s1667,,,field,United Arab Emirates
t20s1668,,,bat,Estonia
t20s1669,,,field,Cyprus
t20s1670,,,bat,Estonia
t20s1671,,,bat,Cyprus
t20s1672,,,bat,United Arab Emirates
t20s1673,,,field,Isle of Man
t20s1674,,,field,Australia
t20s1675,,,bat,Papua New Guinea
t20s1676,,,field,Ireland
t20s1677,,,field,Isle of Man
t20s1678,,,bat,Cyprus
t20s1679,,,field,Namibia
t20s1680,,,field,Australia
t20s1681,,,field,United Arab Emirates
t20s1682,,,field,Papua New Guinea
t20s1683,,,field,India
t20s1684,,,bat,Denmark
t20s1685,,,field,Germany
t20s1686,,,bat,Malawi
t20s1687,,,bat,Seychelles
t20s1688,,,bat,Swaziland
t20s1689,,,field,Ghana
t20s1690,,,bat,Jersey
t20s1691,,,bat,Denmark
t20s1692,,,bat,Uganda
t20s1693,,,bat,Ghana
t20s1694,,,field,Malawi
t20s1695,,,field,Seychelles
t20s1696,,,bat,Italy
t20s1697,,,field,Denmark
t20s1698,,,field,Bangladesh
t20s1699,,,field,Oman
t20s1700,,,field,Sri Lanka
t20s1701,,,bat,Netherlands
t20s1702,,,field,Sierra Leone
t20s1703,,,bat,Swaziland
t20s1704,,,bat,Lesotho
t20s1705,,,field,Ghana
t20s1706,,,bat,Canada
t20s1707,,,field,Brazil
t20s1708,,,bat,Germany
t20s1709,,,field,Denmark
t20s1710,,,bat,Bangladesh
t20s1711,,,bat,Scotland
t20s1712,,,bat,Rwanda
t20s1713,,,bat,Swaziland
t20s1714,,,field,Ghana
t20s1715,,,bat,Malawi
t20s1716,,,field,Denmark
t20s1717,,,field,Jersey
t20s1718,,,field,Ireland
t20s1719,,,field,Namibia
t20s1720,,,field,Sierra Leone
t20s1721,,,field,Ghana
t20s1722,,,bat,Denmark
t20s1723,,,field,Germany
t20s1724,,,bat,Malta
t20s1725,,,bat,Oman
t20s1726,,,bat,Bangladesh
t20s1727,,,bat,Uganda
t20s1728,,,bat,Malawi
t20s1729,,,field,Lesotho
t20s1730,,,bat,Swaziland
t20s1731,,,bat,Bulgaria
t20s1732,,,bat,Gibraltar
t20s1733,,,field,Sri Lanka
t20s1734,,,bat,Ireland
t20s1735,,,bat,Maldives
t20s1736,,,field,Bahrain
t20s1737,,,bat,Sierra Leone
t20s1738,,,bat,Switzerland
t20s1739,,,field,England
t20s1740,,,field,Australia
t20s1741,,,field,Maldives
t20s1742,,,field,Kuwait
t20s1743,,,bat,Nigeria
t20s1744,,,field,United States of America
t20s1745,,,bat,Malta
t20s1746,,,bat,Gibraltar
t20s1747,,,field,Pakistan
t20s1748,,,field,Sri Lanka
t20s1749,,,bat,Afghanistan
t20s1750,,,bat,Nigeria
t20s1751,,,field,Pakistan
t20s1752,,,field,South Africa
t20s1753,,,field,Bahrain
t20s1754,,,field,Namibia
t20s1755,,,bat,Bangladesh
t20s1756,,,field,Saudi Arabia
t20s1757,,,field,Kuwait
t20s1758,,,field,Australia
t20s1759,,,bat,Kuwait
t20s1760,,,bat,Afghanistan
t20s1761,,,field,Bangladesh
t20s1762,,,field,England
t20s1763,,,field,South Africa
t20s1764,,,field,New Zealand
t20s1765,,,bat,Afghanistan
