key,city,competition,date,gender,match_type,neutral_venue,overs,player_of_match,venue
t20s1539,Gros Islet,,2021-07-14,male,T20,,20.0,MR Marsh,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia"
t20s1540,Chelmsford,,2021-07-14,female,T20,,20.0,DN Wyatt,"County Ground, Chelmsford"
t20s1541,Gros Islet,,2021-07-16,male,T20,,20.0,E Lewis,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia"
t20s1542,Nottingham,,2021-07-16,male,T20,,20.0,Shaheen Shah Afridi,"Trent Bridge, Nottingham"
t20s1543,Leeds,,2021-07-18,male,T20,,20.0,MM Ali,"Headingley, Leeds"
t20s1544,Dublin,,2021-07-19,male,T20,,20.0,T Shamsi,"The Village, Malahide, Dublin"
t20s1545,Manchester,,2021-07-20,male,T20,,20.0,JJ Roy,"Old Trafford, Manchester"
t20s1546,Harare,,2021-07-22,male,T20,,20.0,Soumya Sarkar,Harare Sports Club
t20s1547,Belfast,,2021-07-22,male,T20,,20.0,DA Miller,"Civil Service Cricket Club, Stormont, Belfast"
t20s1548,Harare,,2021-07-23,male,T20,,20.0,W Madhevere,Harare Sports Club
t20s1549,Belfast,,2021-07-24,male,T20,,20.0,T Bavuma,"Civil Service Cricket Club, Stormont, Belfast"
t20s1550,Harare,,2021-07-25,male,T20,,20.0,Soumya Sarkar,Harare Sports Club
t20s1551,Colombo,,2021-07-25,male,T20,,20.0,B Kumar,"R Premadasa Stadium, Colombo"
t20s1552,Dublin,,2021-07-26,female,T20,,20.0,,"The Village, Malahide, Dublin"
t20s1553,Bridgetown,,2021-07-28,male,T20,,20.0,,"Kensington Oval, Bridgetown, Barbados"
t20s1554,Colombo,,2021-07-28,male,T20,,20.0,DM de Silva,"R Premadasa Stadium, Colombo"
t20s1555,Dublin,,2021-07-29,female,T20,,20.0,GH Lewis,"The Village, Malahide, Dublin"
t20s1556,Colombo,,2021-07-29,male,T20,,20.0,PWH de Silva,"R Premadasa Stadium, Colombo"
t20s1557,Dublin,,2021-07-30,female,T20,,20.0,,"The Village, Malahide, Dublin"
t20s1558,Providence,,2021-07-31,male,T20,,20.0,Mohammad Hafeez,"Providence Stadium, Guyana"
t20s1559,Providence,,2021-08-01,male,T20,,20.0,,"Providence Stadium, Guyana"
t20s1560,Dhaka,,2021-08-03,male,T20,,20.0,Nasum Ahmed,"Shere Bangla National Stadium, Mirpur"
t20s1561,Providence,,2021-08-03,male,T20,,20.0,,"Providence Stadium, Guyana"
t20s1562,Dhaka,,2021-08-04,male,T20,,20.0,Afif Hossain,"Shere Bangla National Stadium, Mirpur"
t20s1563,Krefeld,,2021-08-05,male,T20,,20.0,S Santhirakumaran,Bayer Uerdingen Cricket Ground
t20s1564,Krefeld,,2021-08-05,male,T20,,20.0,Ghulam Ahmadi,Bayer Uerdingen Cricket Ground
t20s1565,Krefeld,,2021-08-06,male,T20,,20.0,H Singh,Bayer Uerdingen Cricket Ground
t20s1566,Dhaka,,2021-08-06,male,T20,,20.0,Mahmudullah,"Shere Bangla National Stadium, Mirpur"
