batter,bowler,non_striker,runs_batter,runs_extras,runs_total,over,delivery_no,batting_team,inning_no,wickets_kind,wickets_player_out,review_by,review_umpire,review_batter,review_decision,bowling_team,key,review_umpires_call,replacements_role,review_type,replacements_match,runs_non_boundary,extras_type
RV Uthappa,R Rampaul,JE Root,0,0,0,0,1,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,R Rampaul,JE Root,0,0,0,0,2,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,R Rampaul,JE Root,1,0,1,0,3,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
JE Root,R Rampaul,RV Uthappa,1,0,1,0,4,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,R Rampaul,JE Root,0,0,0,0,5,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,R Rampaul,JE Root,0,0,0,0,6,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
JE Root,AJ Hosein,RV Uthappa,0,0,0,1,1,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
JE Root,AJ Hosein,RV Uthappa,4,0,4,1,2,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
JE Root,AJ Hosein,RV Uthappa,1,0,1,1,3,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,AJ Hosein,JE Root,0,0,0,1,4,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,AJ Hosein,JE Root,0,0,0,1,5,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,AJ Hosein,JE Root,0,0,0,1,6,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
JE Root,R Rampaul,RV Uthappa,0,0,0,2,1,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
JE Root,R Rampaul,RV Uthappa,0,0,0,2,2,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
JE Root,R Rampaul,RV Uthappa,1,0,1,2,3,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,R Rampaul,JE Root,1,0,1,2,4,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
JE Root,R Rampaul,RV Uthappa,0,0,0,2,5,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
JE Root,R Rampaul,RV Uthappa,1,0,1,2,6,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
JE Root,AJ Hosein,RV Uthappa,4,0,4,3,1,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
JE Root,AJ Hosein,RV Uthappa,0,0,0,3,2,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
JE Root,AJ Hosein,RV Uthappa,0,0,0,3,3,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
JE Root,AJ Hosein,RV Uthappa,6,0,6,3,4,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
JE Root,AJ Hosein,RV Uthappa,0,0,0,3,5,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
JE Root,AJ Hosein,RV Uthappa,6,0,6,3,6,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,AD Russell,JE Root,0,0,0,4,1,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,AD Russell,JE Root,4,0,4,4,2,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,AD Russell,JE Root,1,0,1,4,3,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
JE Root,AD Russell,RV Uthappa,1,0,1,4,4,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,AD Russell,JE Root,0,1,1,4,4,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,wides
RV Uthappa,AD Russell,JE Root,1,0,1,4,5,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
JE Root,AD Russell,RV Uthappa,1,0,1,4,6,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
JE Root,Ali Khan,RV Uthappa,0,0,0,5,1,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
JE Root,Ali Khan,RV Uthappa,0,0,0,5,2,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
JE Root,Ali Khan,RV Uthappa,0,0,0,5,3,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
JE Root,Ali Khan,RV Uthappa,0,0,0,5,4,Dubai Capitals,1,caught,JE Root,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
PBB Rajapaksa,Ali Khan,RV Uthappa,1,0,1,5,5,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,Ali Khan,PBB Rajapaksa,6,0,6,5,6,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
PBB Rajapaksa,AD Russell,RV Uthappa,0,0,0,6,1,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
PBB Rajapaksa,AD Russell,RV Uthappa,0,0,0,6,2,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
PBB Rajapaksa,AD Russell,RV Uthappa,2,0,2,6,3,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
PBB Rajapaksa,AD Russell,RV Uthappa,1,0,1,6,4,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,AD Russell,PBB Rajapaksa,4,0,4,6,5,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,AD Russell,PBB Rajapaksa,0,0,0,6,6,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
PBB Rajapaksa,SP Narine,RV Uthappa,3,0,3,7,1,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,SP Narine,PBB Rajapaksa,1,0,1,7,2,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
PBB Rajapaksa,SP Narine,RV Uthappa,1,0,1,7,3,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,SP Narine,PBB Rajapaksa,1,0,1,7,4,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
PBB Rajapaksa,SP Narine,RV Uthappa,1,0,1,7,5,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,SP Narine,PBB Rajapaksa,1,0,1,7,6,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,AD Russell,PBB Rajapaksa,0,1,1,8,1,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,legbyes
PBB Rajapaksa,AD Russell,RV Uthappa,0,0,0,8,2,Dubai Capitals,1,caught,PBB Rajapaksa,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
R Powell,AD Russell,RV Uthappa,0,0,0,8,3,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
R Powell,AD Russell,RV Uthappa,1,0,1,8,4,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,AD Russell,R Powell,0,1,1,8,5,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,legbyes
R Powell,AD Russell,RV Uthappa,0,0,0,8,6,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,SP Narine,R Powell,1,0,1,9,1,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
R Powell,SP Narine,RV Uthappa,0,0,0,9,2,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
R Powell,SP Narine,RV Uthappa,0,0,0,9,3,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
R Powell,SP Narine,RV Uthappa,1,0,1,9,4,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,SP Narine,R Powell,1,0,1,9,5,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
R Powell,SP Narine,RV Uthappa,0,0,0,9,6,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,AJ Hosein,R Powell,4,0,4,10,1,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,AJ Hosein,R Powell,0,0,0,10,2,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,AJ Hosein,R Powell,2,0,2,10,3,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,AJ Hosein,R Powell,2,0,2,10,4,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,AJ Hosein,R Powell,0,0,0,10,5,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,AJ Hosein,R Powell,1,0,1,10,6,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,SP Narine,R Powell,3,0,3,11,1,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
R Powell,SP Narine,RV Uthappa,0,0,0,11,2,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
R Powell,SP Narine,RV Uthappa,1,0,1,11,3,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,SP Narine,R Powell,6,0,6,11,4,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,SP Narine,R Powell,2,0,2,11,5,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RV Uthappa,SP Narine,R Powell,0,0,0,11,6,Dubai Capitals,1,bowled,RV Uthappa,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
R Powell,Ali Khan,Sikandar Raza,0,1,1,12,1,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,wides
R Powell,Ali Khan,Sikandar Raza,6,0,6,12,1,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
R Powell,Ali Khan,Sikandar Raza,1,0,1,12,2,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
Sikandar Raza,Ali Khan,R Powell,1,0,1,12,3,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
R Powell,Ali Khan,Sikandar Raza,2,0,2,12,4,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
R Powell,Ali Khan,Sikandar Raza,4,0,4,12,5,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
R Powell,Ali Khan,Sikandar Raza,6,0,6,12,6,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
Sikandar Raza,AJ Hosein,R Powell,0,0,0,13,1,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
Sikandar Raza,AJ Hosein,R Powell,0,0,0,13,2,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
Sikandar Raza,AJ Hosein,R Powell,1,0,1,13,3,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
R Powell,AJ Hosein,Sikandar Raza,1,0,1,13,4,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
Sikandar Raza,AJ Hosein,R Powell,2,0,2,13,5,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
Sikandar Raza,AJ Hosein,R Powell,0,0,0,13,6,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
R Powell,Zawar Farid,Sikandar Raza,2,0,2,14,1,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
R Powell,Zawar Farid,Sikandar Raza,0,0,0,14,2,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
R Powell,Zawar Farid,Sikandar Raza,2,0,2,14,3,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
R Powell,Zawar Farid,Sikandar Raza,2,0,2,14,4,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
R Powell,Zawar Farid,Sikandar Raza,4,0,4,14,5,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
R Powell,Zawar Farid,Sikandar Raza,1,0,1,14,6,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
R Powell,SP Narine,Sikandar Raza,2,0,2,15,1,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
R Powell,SP Narine,Sikandar Raza,1,0,1,15,2,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
Sikandar Raza,SP Narine,R Powell,0,0,0,15,3,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
Sikandar Raza,SP Narine,R Powell,1,0,1,15,4,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
R Powell,SP Narine,Sikandar Raza,0,0,0,15,5,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
R Powell,SP Narine,Sikandar Raza,1,0,1,15,6,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
R Powell,R Rampaul,Sikandar Raza,6,0,6,16,1,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
R Powell,R Rampaul,Sikandar Raza,0,0,0,16,2,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
R Powell,R Rampaul,Sikandar Raza,4,0,4,16,3,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
R Powell,R Rampaul,Sikandar Raza,0,0,0,16,4,Dubai Capitals,1,caught,R Powell,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
YK Pathan,R Rampaul,Sikandar Raza,2,0,2,16,5,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
YK Pathan,R Rampaul,Sikandar Raza,2,0,2,16,6,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
Sikandar Raza,AD Russell,YK Pathan,4,0,4,17,1,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
Sikandar Raza,AD Russell,YK Pathan,6,0,6,17,2,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
Sikandar Raza,AD Russell,YK Pathan,2,0,2,17,3,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
Sikandar Raza,AD Russell,YK Pathan,1,0,1,17,4,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
YK Pathan,AD Russell,Sikandar Raza,1,0,1,17,5,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
Sikandar Raza,AD Russell,YK Pathan,0,0,0,17,6,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
YK Pathan,R Rampaul,Sikandar Raza,0,1,1,18,1,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,wides
YK Pathan,R Rampaul,Sikandar Raza,1,0,1,18,1,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
Sikandar Raza,R Rampaul,YK Pathan,0,0,0,18,2,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
Sikandar Raza,R Rampaul,YK Pathan,6,1,7,18,2,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,noballs
Sikandar Raza,R Rampaul,YK Pathan,2,0,2,18,3,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
Sikandar Raza,R Rampaul,YK Pathan,0,0,0,18,4,Dubai Capitals,1,caught,Sikandar Raza,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RS Bopara,R Rampaul,YK Pathan,6,0,6,18,5,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RS Bopara,R Rampaul,YK Pathan,0,0,0,18,6,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
YK Pathan,Ali Khan,RS Bopara,0,0,0,19,1,Dubai Capitals,1,caught,YK Pathan,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
I Udana,Ali Khan,RS Bopara,4,0,4,19,2,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
I Udana,Ali Khan,RS Bopara,6,0,6,19,3,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
I Udana,Ali Khan,RS Bopara,1,0,1,19,4,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RS Bopara,Ali Khan,I Udana,4,0,4,19,5,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
RS Bopara,Ali Khan,I Udana,2,0,2,19,6,Dubai Capitals,1,,,,,,,Abu Dhabi Knight Riders,ilt00001,,,,,,
CA Ingram,I Udana,PR Stirling,0,0,0,0,1,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
CA Ingram,I Udana,PR Stirling,1,0,1,0,2,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
PR Stirling,I Udana,CA Ingram,1,0,1,0,3,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
CA Ingram,I Udana,PR Stirling,0,0,0,0,4,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
CA Ingram,I Udana,PR Stirling,0,0,0,0,5,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
CA Ingram,I Udana,PR Stirling,0,0,0,0,6,Abu Dhabi Knight Riders,2,caught,CA Ingram,,,,,Dubai Capitals,ilt00001,,,,,,
PR Stirling,Hazrat Luqman,BA King,0,0,0,1,1,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
PR Stirling,Hazrat Luqman,BA King,0,0,0,1,2,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
PR Stirling,Hazrat Luqman,BA King,0,0,0,1,3,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
PR Stirling,Hazrat Luqman,BA King,4,0,4,1,4,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
PR Stirling,Hazrat Luqman,BA King,2,0,2,1,5,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
PR Stirling,Hazrat Luqman,BA King,1,0,1,1,6,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
PR Stirling,I Udana,BA King,0,0,0,2,1,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
PR Stirling,I Udana,BA King,0,0,0,2,2,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
PR Stirling,I Udana,BA King,1,0,1,2,3,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
BA King,I Udana,PR Stirling,4,0,4,2,4,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
BA King,I Udana,PR Stirling,1,0,1,2,5,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
PR Stirling,I Udana,BA King,0,1,1,2,6,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,legbyes
PR Stirling,Hazrat Luqman,BA King,4,0,4,3,1,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
PR Stirling,Hazrat Luqman,BA King,1,0,1,3,2,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
BA King,Hazrat Luqman,PR Stirling,0,0,0,3,3,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
BA King,Hazrat Luqman,PR Stirling,0,1,1,3,3,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,wides
BA King,Hazrat Luqman,PR Stirling,1,0,1,3,4,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
PR Stirling,Hazrat Luqman,BA King,0,0,0,3,5,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
PR Stirling,Hazrat Luqman,BA King,6,0,6,3,6,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
BA King,Akif Raja,PR Stirling,2,0,2,4,1,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
BA King,Akif Raja,PR Stirling,0,0,0,4,2,Abu Dhabi Knight Riders,2,caught,BA King,,,,,Dubai Capitals,ilt00001,,,,,,
Zawar Farid,Akif Raja,PR Stirling,1,0,1,4,3,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
PR Stirling,Akif Raja,Zawar Farid,1,0,1,4,4,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
Zawar Farid,Akif Raja,PR Stirling,1,0,1,4,5,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
PR Stirling,Akif Raja,Zawar Farid,6,0,6,4,6,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
Zawar Farid,Mujeeb Ur Rahman,PR Stirling,0,0,0,5,1,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
Zawar Farid,Mujeeb Ur Rahman,PR Stirling,0,0,0,5,2,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
Zawar Farid,Mujeeb Ur Rahman,PR Stirling,4,0,4,5,3,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
Zawar Farid,Mujeeb Ur Rahman,PR Stirling,0,0,0,5,4,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
Zawar Farid,Mujeeb Ur Rahman,PR Stirling,0,0,0,5,5,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
Zawar Farid,Mujeeb Ur Rahman,PR Stirling,0,0,0,5,6,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
PR Stirling,Sikandar Raza,Zawar Farid,1,0,1,6,1,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
Zawar Farid,Sikandar Raza,PR Stirling,1,0,1,6,2,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
PR Stirling,Sikandar Raza,Zawar Farid,2,0,2,6,3,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
PR Stirling,Sikandar Raza,Zawar Farid,1,0,1,6,4,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
Zawar Farid,Sikandar Raza,PR Stirling,1,0,1,6,5,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
PR Stirling,Sikandar Raza,Zawar Farid,1,0,1,6,6,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
PR Stirling,Mujeeb Ur Rahman,Zawar Farid,2,0,2,7,1,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
PR Stirling,Mujeeb Ur Rahman,Zawar Farid,0,0,0,7,2,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
PR Stirling,Mujeeb Ur Rahman,Zawar Farid,4,0,4,7,3,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
PR Stirling,Mujeeb Ur Rahman,Zawar Farid,0,0,0,7,4,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
PR Stirling,Mujeeb Ur Rahman,Zawar Farid,1,0,1,7,5,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
Zawar Farid,Mujeeb Ur Rahman,PR Stirling,0,1,1,7,6,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,legbyes
Zawar Farid,Sikandar Raza,PR Stirling,0,0,0,8,1,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
Zawar Farid,Sikandar Raza,PR Stirling,1,0,1,8,2,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
PR Stirling,Sikandar Raza,Zawar Farid,1,0,1,8,3,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
Zawar Farid,Sikandar Raza,PR Stirling,0,1,1,8,3,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,wides
Zawar Farid,Sikandar Raza,PR Stirling,0,0,0,8,4,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
Zawar Farid,Sikandar Raza,PR Stirling,0,1,1,8,5,Abu Dhabi Knight Riders,2,,,Dubai Capitals,RJ Tucker,Zawar Farid,struck down,Dubai Capitals,ilt00001,,,,,,legbyes
PR Stirling,Sikandar Raza,Zawar Farid,1,0,1,8,6,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
PR Stirling,R Powell,Zawar Farid,1,0,1,9,1,Abu Dhabi Knight Riders,2,,,,,,,Dubai Capitals,ilt00001,,,,,,
