batter,bowler,non_striker,runs_batter,runs_extras,runs_total,over,delivery_no,batting_team,inning_no,wickets_kind,wickets_player_out,review_by,review_umpire,review_batter,review_decision,bowling_team,key,review_umpires_call,replacements_role,review_type,replacements_match,runs_non_boundary,extras_type
YK Pathan,M Pathirana,R Powell,0,0,0,16,2,Dubai Capitals,2,,,,,,,Desert Vipers,ilt00018,,,,,,
YK Pathan,M Pathirana,R Powell,0,0,0,16,3,Dubai Capitals,2,,,,,,,Desert Vipers,ilt00018,,,,,,
YK Pathan,M Pathirana,R Powell,0,0,0,16,4,Dubai Capitals,2,,,,,,,Desert Vipers,ilt00018,,,,,,
YK Pathan,M Pathirana,R Powell,0,0,0,16,5,Dubai Capitals,2,,,,,,,Desert Vipers,ilt00018,,,,,,
YK Pathan,M Pathirana,R Powell,1,0,1,16,6,Dubai Capitals,2,,,,,,,Desert Vipers,ilt00018,,,,,,
YK Pathan,TK Curran,R Powell,0,0,0,17,1,Dubai Capitals,2,,,,,,,Desert Vipers,ilt00018,,,,,,
YK Pathan,TK Curran,R Powell,1,0,1,17,2,Dubai Capitals,2,,,,,,,Desert Vipers,ilt00018,,,,,,
R Powell,TK Curran,YK Pathan,1,0,1,17,3,Dubai Capitals,2,,,,,,,Desert Vipers,ilt00018,,,,,,
YK Pathan,TK Curran,R Powell,0,0,0,17,4,Dubai Capitals,2,,,,,,,Desert Vipers,ilt00018,,,,,,
YK Pathan,TK Curran,R Powell,4,0,4,17,5,Dubai Capitals,2,,,,,,,Desert Vipers,ilt00018,,,,,,
YK Pathan,TK Curran,R Powell,1,0,1,17,6,Dubai Capitals,2,,,,,,,Desert Vipers,ilt00018,,,,,,
YK Pathan,M Pathirana,R Powell,1,0,1,18,1,Dubai Capitals,2,,,,,,,Desert Vipers,ilt00018,,,,,,
R Powell,M Pathirana,YK Pathan,0,1,1,18,1,Dubai Capitals,2,,,,,,,Desert Vipers,ilt00018,,,,,,wides
R Powell,M Pathirana,YK Pathan,1,0,1,18,2,Dubai Capitals,2,,,,,,,Desert Vipers,ilt00018,,,,,,
YK Pathan,M Pathirana,R Powell,1,0,1,18,3,Dubai Capitals,2,,,,,,,Desert Vipers,ilt00018,,,,,,
R Powell,M Pathirana,YK Pathan,1,0,1,18,4,Dubai Capitals,2,,,,,,,Desert Vipers,ilt00018,,,,,,
YK Pathan,M Pathirana,R Powell,1,0,1,18,5,Dubai Capitals,2,,,,,,,Desert Vipers,ilt00018,,,,,,
R Powell,M Pathirana,YK Pathan,0,0,0,18,6,Dubai Capitals,2,,,,,,,Desert Vipers,ilt00018,,,,,,
YK Pathan,TK Curran,R Powell,0,0,0,19,1,Dubai Capitals,2,,,,,,,Desert Vipers,ilt00018,,,,,,
YK Pathan,TK Curran,R Powell,1,0,1,19,2,Dubai Capitals,2,,,,,,,Desert Vipers,ilt00018,,,,,,
R Powell,TK Curran,YK Pathan,1,0,1,19,3,Dubai Capitals,2,,,,,,,Desert Vipers,ilt00018,,,,,,
YK Pathan,TK Curran,R Powell,1,0,1,19,4,Dubai Capitals,2,,,,,,,Desert Vipers,ilt00018,,,,,,
R Powell,TK Curran,YK Pathan,0,1,1,19,4,Dubai Capitals,2,,,,,,,Desert Vipers,ilt00018,,,,,,wides
R Powell,TK Curran,YK Pathan,0,0,0,19,5,Dubai Capitals,2,,,,,,,Desert Vipers,ilt00018,,,,,,
R Powell,TK Curran,YK Pathan,0,0,0,19,6,Dubai Capitals,2,,,,,,,Desert Vipers,ilt00018,,,,,,
ADS Fletcher,L Wood,Waseem Muhammad,0,0,0,0,1,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,L Wood,Waseem Muhammad,0,0,0,0,2,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,L Wood,Waseem Muhammad,0,0,0,0,3,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,L Wood,Waseem Muhammad,4,0,4,0,4,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,L Wood,Waseem Muhammad,0,0,0,0,5,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,L Wood,Waseem Muhammad,1,0,1,0,6,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,MRJ Watt,Waseem Muhammad,0,0,0,1,1,MI Emirates,1,,,Desert Vipers,RA Kettleborough,ADS Fletcher,struck down,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,MRJ Watt,Waseem Muhammad,0,0,0,1,2,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,MRJ Watt,Waseem Muhammad,4,0,4,1,3,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,MRJ Watt,Waseem Muhammad,1,0,1,1,4,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,MRJ Watt,ADS Fletcher,0,0,0,1,5,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,MRJ Watt,ADS Fletcher,0,0,0,1,6,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,L Wood,Waseem Muhammad,0,0,0,2,1,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,L Wood,Waseem Muhammad,1,0,1,2,2,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,L Wood,ADS Fletcher,0,1,1,2,2,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,wides
Waseem Muhammad,L Wood,ADS Fletcher,1,0,1,2,3,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,L Wood,Waseem Muhammad,0,4,4,2,4,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,legbyes
ADS Fletcher,L Wood,Waseem Muhammad,1,0,1,2,5,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,L Wood,ADS Fletcher,4,0,4,2,6,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,MRJ Watt,Waseem Muhammad,0,0,0,3,1,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,MRJ Watt,Waseem Muhammad,1,0,1,3,2,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,MRJ Watt,ADS Fletcher,6,0,6,3,3,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,MRJ Watt,ADS Fletcher,6,0,6,3,4,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,MRJ Watt,ADS Fletcher,0,0,0,3,5,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,MRJ Watt,ADS Fletcher,4,0,4,3,6,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,M Pathirana,Waseem Muhammad,1,0,1,4,1,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,M Pathirana,ADS Fletcher,4,0,4,4,2,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,M Pathirana,ADS Fletcher,1,0,1,4,3,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,M Pathirana,Waseem Muhammad,1,0,1,4,4,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,M Pathirana,ADS Fletcher,0,1,1,4,4,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,wides
Waseem Muhammad,M Pathirana,ADS Fletcher,0,1,1,4,4,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,wides
Waseem Muhammad,M Pathirana,ADS Fletcher,0,1,1,4,4,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,wides
Waseem Muhammad,M Pathirana,ADS Fletcher,4,0,4,4,5,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,M Pathirana,ADS Fletcher,0,0,0,4,6,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,TK Curran,Waseem Muhammad,1,0,1,5,1,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,TK Curran,ADS Fletcher,1,0,1,5,2,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,TK Curran,Waseem Muhammad,6,0,6,5,3,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,TK Curran,Waseem Muhammad,1,0,1,5,4,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,TK Curran,ADS Fletcher,4,0,4,5,5,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,TK Curran,ADS Fletcher,2,0,2,5,6,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,Shiraz Ahmed,Waseem Muhammad,0,0,0,6,1,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,Shiraz Ahmed,Waseem Muhammad,1,0,1,6,2,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,Shiraz Ahmed,ADS Fletcher,1,0,1,6,3,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,Shiraz Ahmed,Waseem Muhammad,1,0,1,6,4,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,Shiraz Ahmed,ADS Fletcher,1,0,1,6,5,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,Shiraz Ahmed,Waseem Muhammad,2,0,2,6,6,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,BAC Howell,ADS Fletcher,0,0,0,7,1,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,BAC Howell,ADS Fletcher,4,0,4,7,2,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,BAC Howell,ADS Fletcher,1,0,1,7,3,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,BAC Howell,Waseem Muhammad,1,0,1,7,4,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,BAC Howell,ADS Fletcher,1,0,1,7,5,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,BAC Howell,Waseem Muhammad,0,0,0,7,6,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,Shiraz Ahmed,ADS Fletcher,0,1,1,8,1,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,legbyes
ADS Fletcher,Shiraz Ahmed,Waseem Muhammad,6,0,6,8,2,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,Shiraz Ahmed,Waseem Muhammad,1,0,1,8,3,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,Shiraz Ahmed,ADS Fletcher,4,0,4,8,4,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,Shiraz Ahmed,ADS Fletcher,1,0,1,8,5,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,Shiraz Ahmed,Waseem Muhammad,4,0,4,8,6,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,BAC Howell,ADS Fletcher,6,0,6,9,1,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,BAC Howell,ADS Fletcher,1,0,1,9,2,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,BAC Howell,Waseem Muhammad,1,0,1,9,3,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,BAC Howell,ADS Fletcher,4,0,4,9,4,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,BAC Howell,ADS Fletcher,0,0,0,9,5,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,BAC Howell,ADS Fletcher,4,0,4,9,6,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,TK Curran,Waseem Muhammad,1,0,1,10,1,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,TK Curran,ADS Fletcher,1,0,1,10,2,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,TK Curran,Waseem Muhammad,1,0,1,10,3,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,TK Curran,ADS Fletcher,4,0,4,10,4,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,TK Curran,ADS Fletcher,6,0,6,10,5,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,TK Curran,ADS Fletcher,1,0,1,10,6,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,MRJ Watt,ADS Fletcher,1,0,1,11,1,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,MRJ Watt,Waseem Muhammad,2,0,2,11,2,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,MRJ Watt,Waseem Muhammad,4,0,4,11,3,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,MRJ Watt,Waseem Muhammad,0,0,0,11,4,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,MRJ Watt,Waseem Muhammad,1,0,1,11,5,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,MRJ Watt,ADS Fletcher,1,0,1,11,6,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,M Pathirana,ADS Fletcher,1,0,1,12,1,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
ADS Fletcher,M Pathirana,Waseem Muhammad,1,1,2,12,1,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,noballs
Waseem Muhammad,M Pathirana,ADS Fletcher,0,1,1,12,2,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,byes
ADS Fletcher,M Pathirana,Waseem Muhammad,0,0,0,12,3,MI Emirates,1,caught,ADS Fletcher,,,,,Desert Vipers,ilt00019,,,,,,
KA Pollard,M Pathirana,Waseem Muhammad,0,0,0,12,4,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
KA Pollard,M Pathirana,Waseem Muhammad,1,0,1,12,5,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,M Pathirana,KA Pollard,0,1,1,12,5,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,wides
Waseem Muhammad,M Pathirana,KA Pollard,0,0,0,12,6,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
KA Pollard,L Wood,Waseem Muhammad,1,0,1,13,1,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,L Wood,KA Pollard,0,0,0,13,2,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,L Wood,KA Pollard,0,0,0,13,3,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,L Wood,KA Pollard,1,0,1,13,4,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
KA Pollard,L Wood,Waseem Muhammad,1,0,1,13,5,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,L Wood,KA Pollard,1,0,1,13,6,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,TK Curran,KA Pollard,0,1,1,14,1,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,wides
Waseem Muhammad,TK Curran,KA Pollard,4,0,4,14,1,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Waseem Muhammad,TK Curran,KA Pollard,0,0,0,14,2,MI Emirates,1,caught,Waseem Muhammad,,,,,Desert Vipers,ilt00019,,,,,,
Najibullah Zadran,TK Curran,KA Pollard,0,0,0,14,3,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Najibullah Zadran,TK Curran,KA Pollard,0,0,0,14,4,MI Emirates,1,caught,Najibullah Zadran,Desert Vipers,AG Wharf,Najibullah Zadran,upheld,Desert Vipers,ilt00019,,,,,,
DR Mousley,TK Curran,KA Pollard,0,0,0,14,5,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
DR Mousley,TK Curran,KA Pollard,1,0,1,14,6,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
DR Mousley,Shiraz Ahmed,KA Pollard,0,0,0,15,1,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
DR Mousley,Shiraz Ahmed,KA Pollard,1,0,1,15,2,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
KA Pollard,Shiraz Ahmed,DR Mousley,4,0,4,15,3,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
KA Pollard,Shiraz Ahmed,DR Mousley,1,0,1,15,4,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
DR Mousley,Shiraz Ahmed,KA Pollard,1,0,1,15,5,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
KA Pollard,Shiraz Ahmed,DR Mousley,1,0,1,15,6,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
KA Pollard,L Wood,DR Mousley,1,0,1,16,1,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
DR Mousley,L Wood,KA Pollard,1,0,1,16,2,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
KA Pollard,L Wood,DR Mousley,4,0,4,16,3,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
KA Pollard,L Wood,DR Mousley,2,0,2,16,4,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
KA Pollard,L Wood,DR Mousley,1,0,1,16,5,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
DR Mousley,L Wood,KA Pollard,2,0,2,16,6,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
KA Pollard,M Pathirana,DR Mousley,0,5,5,17,1,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,wides
KA Pollard,M Pathirana,DR Mousley,1,0,1,17,1,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
DR Mousley,M Pathirana,KA Pollard,6,0,6,17,2,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
DR Mousley,M Pathirana,KA Pollard,6,0,6,17,3,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
DR Mousley,M Pathirana,KA Pollard,4,0,4,17,4,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
DR Mousley,M Pathirana,KA Pollard,0,0,0,17,5,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
DR Mousley,M Pathirana,KA Pollard,0,0,0,17,6,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
KA Pollard,TK Curran,DR Mousley,6,0,6,18,1,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
KA Pollard,TK Curran,DR Mousley,0,0,0,18,2,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
KA Pollard,TK Curran,DR Mousley,0,1,1,18,2,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,wides
KA Pollard,TK Curran,DR Mousley,0,1,1,18,2,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,wides
KA Pollard,TK Curran,DR Mousley,6,0,6,18,3,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
KA Pollard,TK Curran,DR Mousley,4,0,4,18,4,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
KA Pollard,TK Curran,DR Mousley,6,0,6,18,5,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
KA Pollard,TK Curran,DR Mousley,4,0,4,18,6,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
DR Mousley,M Pathirana,KA Pollard,0,2,2,19,1,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,legbyes
DR Mousley,M Pathirana,KA Pollard,0,1,1,19,1,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,wides
DR Mousley,M Pathirana,KA Pollard,0,0,0,19,2,MI Emirates,1,,,MI Emirates,RA Kettleborough,DR Mousley,upheld,Desert Vipers,ilt00019,,,,,,
DR Mousley,M Pathirana,KA Pollard,4,0,4,19,3,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
DR Mousley,M Pathirana,KA Pollard,0,1,1,19,3,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,wides
DR Mousley,M Pathirana,KA Pollard,4,0,4,19,4,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
DR Mousley,M Pathirana,KA Pollard,1,0,1,19,5,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
KA Pollard,M Pathirana,DR Mousley,6,0,6,19,6,MI Emirates,1,,,,,,,Desert Vipers,ilt00019,,,,,,
Rohan Mustafa,TA Boult,AD Hales,0,0,0,0,1,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,
Rohan Mustafa,TA Boult,AD Hales,0,0,0,0,2,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,
Rohan Mustafa,TA Boult,AD Hales,4,0,4,0,3,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,
Rohan Mustafa,TA Boult,AD Hales,1,0,1,0,4,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,
AD Hales,TA Boult,Rohan Mustafa,4,0,4,0,5,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,
AD Hales,TA Boult,Rohan Mustafa,0,0,0,0,6,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,
Rohan Mustafa,Fazalhaq Farooqi,AD Hales,0,0,0,1,1,Desert Vipers,2,bowled,Rohan Mustafa,,,,,MI Emirates,ilt00019,,,,,,
C Munro,Fazalhaq Farooqi,AD Hales,0,1,1,1,1,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,wides
C Munro,Fazalhaq Farooqi,AD Hales,0,1,1,1,2,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,legbyes
AD Hales,Fazalhaq Farooqi,C Munro,0,1,1,1,2,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,wides
AD Hales,Fazalhaq Farooqi,C Munro,0,0,0,1,3,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,
AD Hales,Fazalhaq Farooqi,C Munro,0,0,0,1,4,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,
AD Hales,Fazalhaq Farooqi,C Munro,0,1,1,1,4,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,wides
AD Hales,Fazalhaq Farooqi,C Munro,0,1,1,1,5,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,byes
C Munro,Fazalhaq Farooqi,AD Hales,0,0,0,1,6,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,
AD Hales,TA Boult,C Munro,0,0,0,2,1,Desert Vipers,2,caught,AD Hales,,,,,MI Emirates,ilt00019,,,,,,
SW Billings,TA Boult,C Munro,0,1,1,2,2,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,legbyes
C Munro,TA Boult,SW Billings,0,4,4,2,3,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,legbyes
C Munro,TA Boult,SW Billings,4,0,4,2,4,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,
C Munro,TA Boult,SW Billings,4,0,4,2,5,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,
C Munro,TA Boult,SW Billings,0,1,1,2,5,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,wides
C Munro,TA Boult,SW Billings,1,0,1,2,6,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,
C Munro,Fazalhaq Farooqi,SW Billings,0,0,0,3,1,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,
C Munro,Fazalhaq Farooqi,SW Billings,0,0,0,3,2,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,
C Munro,Fazalhaq Farooqi,SW Billings,1,0,1,3,3,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,
SW Billings,Fazalhaq Farooqi,C Munro,2,0,2,3,4,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,
SW Billings,Fazalhaq Farooqi,C Munro,1,0,1,3,5,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,
C Munro,Fazalhaq Farooqi,SW Billings,0,0,0,3,6,Desert Vipers,2,caught,C Munro,,,,,MI Emirates,ilt00019,,,,,,
SW Billings,Zahoor Khan,BAC Howell,4,0,4,4,1,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,
SW Billings,Zahoor Khan,BAC Howell,0,0,0,4,2,Desert Vipers,2,bowled,SW Billings,,,,,MI Emirates,ilt00019,,,,,,
SE Rutherford,Zahoor Khan,BAC Howell,4,0,4,4,3,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,
SE Rutherford,Zahoor Khan,BAC Howell,0,0,0,4,4,Desert Vipers,2,caught,SE Rutherford,,,,,MI Emirates,ilt00019,,,,,,
TK Curran,Zahoor Khan,BAC Howell,0,0,0,4,5,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,
TK Curran,Zahoor Khan,BAC Howell,0,0,0,4,6,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,
BAC Howell,Fazalhaq Farooqi,TK Curran,1,0,1,5,1,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,
TK Curran,Fazalhaq Farooqi,BAC Howell,0,0,0,5,2,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,
TK Curran,Fazalhaq Farooqi,BAC Howell,4,0,4,5,3,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,
TK Curran,Fazalhaq Farooqi,BAC Howell,0,0,0,5,4,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,
TK Curran,Fazalhaq Farooqi,BAC Howell,1,0,1,5,5,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,
BAC Howell,Fazalhaq Farooqi,TK Curran,0,0,0,5,6,Desert Vipers,2,caught,BAC Howell,,,,,MI Emirates,ilt00019,,,,,,
TK Curran,Imran Tahir,L Wood,4,0,4,6,1,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,
TK Curran,Imran Tahir,L Wood,0,0,0,6,2,Desert Vipers,2,,,,,,,MI Emirates,ilt00019,,,,,,
