key,team
bpl0249,Sylhet Thunder
bpl0250,Rajshahi Royals
bpl0250,Rangpur Rangers
bpl0251,Rangpur Rangers
bpl0251,Sylhet Thunder
bpl0252,Dhaka Platoon
bpl0252,Khulna Tigers
bpl0253,Sylhet Thunder
bpl0253,Rajshahi Royals
bpl0254,Khulna Tigers
bpl0254,Chattogram Challengers
bpl0255,Rajshahi Royals
bpl0255,Chattogram Challengers
bpl0256,Sylhet Thunder
bpl0256,Cumilla Warriors
bpl0257,Dhaka Platoon
bpl0257,Rangpur Rangers
bpl0258,Khulna Tigers
bpl0258,Cumilla Warriors
bpl0259,Khulna Tigers
bpl0259,Cumilla Warriors
bpl0260,Rangpur Rangers
bpl0260,Dhaka Platoon
bpl0261,Dhaka Platoon
bpl0261,Khulna Tigers
bpl0262,Chattogram Challengers
bpl0262,Rajshahi Royals
bpl0263,Khulna Tigers
bpl0263,Rajshahi Royals
bpl0264,Dhaka Platoon
bpl0264,Chattogram Challengers
bpl0265,Chattogram Challengers
bpl0265,Rajshahi Royals
bpl0266,Rajshahi Royals
bpl0266,Khulna Tigers
bpl0267,Minister Group Dhaka
bpl0267,Khulna Tigers
bpl0268,Chattogram Challengers
bpl0268,Fortune Barishal
bpl0269,Chattogram Challengers
bpl0269,Minister Group Dhaka
bpl0270,Sylhet Sunrisers
bpl0270,Comilla Victorians
bpl0271,Chattogram Challengers
bpl0271,Khulna Tigers
bpl0272,Fortune Barishal
bpl0272,Minister Group Dhaka
bpl0273,Comilla Victorians
bpl0273,Fortune Barishal
bpl0274,Minister Group Dhaka
bpl0274,Sylhet Sunrisers
bpl0275,Sylhet Sunrisers
bpl0275,Minister Group Dhaka
bpl0276,Chattogram Challengers
bpl0276,Khulna Tigers
bpl0277,Chattogram Challengers
bpl0277,Sylhet Sunrisers
bpl0278,Fortune Barishal
bpl0278,Khulna Tigers
bpl0279,Fortune Barishal
bpl0279,Khulna Tigers
bpl0280,Comilla Victorians
bpl0280,Chattogram Challengers
bpl0281,Fortune Barishal
bpl0281,Chattogram Challengers
bpl0282,Minister Group Dhaka
bpl0282,Comilla Victorians
bpl0283,Chattogram Challengers
bpl0283,Comilla Victorians
bpl0284,Sylhet Sunrisers
bpl0284,Khulna Tigers
bpl0285,Khulna Tigers
bpl0285,Sylhet Sunrisers
bpl0286,Fortune Barishal
bpl0286,Comilla Victorians
bpl0287,Fortune Barishal
bpl0287,Sylhet Sunrisers
bpl0288,Chattogram Challengers
bpl0288,Minister Group Dhaka
bpl0289,Sylhet Sunrisers
bpl0289,Comilla Victorians
bpl0290,Khulna Tigers
bpl0290,Minister Group Dhaka
bpl0291,Minister Group Dhaka
bpl0291,Fortune Barishal
bpl0292,Comilla Victorians
bpl0292,Khulna Tigers
bpl0293,Comilla Victorians
bpl0293,Khulna Tigers
bpl0294,Sylhet Sunrisers
bpl0294,Chattogram Challengers
bpl0295,Fortune Barishal
bpl0295,Comilla Victorians
bpl0296,Chattogram Challengers
bpl0296,Khulna Tigers
bpl0297,Chattogram Challengers
bpl0297,Comilla Victorians
bpl0298,Comilla Victorians
bpl0298,Fortune Barishal
bpl0299,Rangpur Riders
bpl0299,Comilla Victorians
bpl0300,Chattogram Challengers
bpl0300,Sylhet Strikers
bpl0301,Fortune Barishal
bpl0301,Sylhet Strikers
bpl0302,Khulna Tigers
bpl0302,Dhaka Dominators
bpl0303,Khulna Tigers
bpl0303,Chattogram Challengers
bpl0304,Comilla Victorians
bpl0304,Sylhet Strikers
bpl0305,Sylhet Strikers
bpl0305,Dhaka Dominators
bpl0306,Rangpur Riders
bpl0306,Fortune Barishal
bpl0307,Khulna Tigers
bpl0307,Rangpur Riders
bpl0308,Fortune Barishal
bpl0308,Chattogram Challengers
bpl0309,Dhaka Dominators
bpl0309,Chattogram Challengers
bpl0310,Fortune Barishal
bpl0310,Comilla Victorians
bpl0311,Chattogram Challengers
bpl0311,Comilla Victorians
bpl0312,Dhaka Dominators
bpl0312,Sylhet Strikers
bpl0313,Sylhet Strikers
bpl0313,Comilla Victorians
bpl0314,Rangpur Riders
bpl0314,Khulna Tigers
bpl0315,Fortune Barishal
bpl0315,Rangpur Riders
bpl0316,Comilla Victorians
bpl0316,Dhaka Dominators
bpl0317,Fortune Barishal
bpl0317,Dhaka Dominators
bpl0318,Chattogram Challengers
bpl0318,Khulna Tigers
bpl0319,Comilla Victorians
bpl0319,Dhaka Dominators
bpl0320,Rangpur Riders
bpl0320,Chattogram Challengers
bpl0321,Dhaka Dominators
bpl0321,Khulna Tigers
bpl0322,Sylhet Strikers
bpl0322,Fortune Barishal
bpl0323,Chattogram Challengers
bpl0323,Fortune Barishal
bpl0324,Sylhet Strikers
bpl0324,Rangpur Riders
bpl0325,Chattogram Challengers
bpl0325,Sylhet Strikers
bpl0326,Comilla Victorians
bpl0326,Khulna Tigers
bpl0327,Sylhet Strikers
bpl0327,Khulna Tigers
bpl0328,Dhaka Dominators
bpl0328,Rangpur Riders
bpl0329,Khulna Tigers
bpl0329,Comilla Victorians
bpl0330,Fortune Barishal
bpl0330,Dhaka Dominators
bpl0331,Dhaka Dominators
bpl0331,Rangpur Riders
bpl0332,Fortune Barishal
bpl0332,Khulna Tigers
bpl0333,Sylhet Strikers
bpl0333,Rangpur Riders
bpl0334,Chattogram Challengers
bpl0334,Comilla Victorians
bpl0335,Fortune Barishal
bpl0335,Comilla Victorians
bpl0336,Chattogram Challengers
bpl0336,Dhaka Dominators
bpl0337,Chattogram Challengers
bpl0337,Rangpur Riders
bpl0338,Khulna Tigers
bpl0338,Sylhet Strikers
bpl0339,Fortune Barishal
bpl0339,Khulna Tigers
bpl0340,Comilla Victorians
bpl0340,Rangpur Riders
bpl0341,Sylhet Strikers
bpl0341,Comilla Victorians
bpl0342,Fortune Barishal
bpl0342,Rangpur Riders
bpl0343,Sylhet Strikers
bpl0343,Rangpur Riders
bpl0344,Sylhet Strikers
bpl0344,Comilla Victorians
bpl0345,Sylhet Strikers
bpl0345,Chattogram Challengers
bpl0346,Comilla Victorians
bpl0346,Durdanto Dhaka
bpl0347,Chattogram Challengers
bpl0347,Khulna Tigers
bpl0348,Rangpur Riders
bpl0348,Fortune Barishal
bpl0349,Fortune Barishal
bpl0349,Khulna Tigers
bpl0350,Durdanto Dhaka
bpl0350,Chattogram Challengers
bpl0351,Fortune Barishal
bpl0351,Comilla Victorians
bpl0352,Comilla Victorians
