balls_per_over,city,date,gender,match_type,match_type_number,overs,player_of_match,season,team_type,venue,key,supersubs,bowl_out,missing
6,,2015-11-30,male,T20,473,20,Shoaib Malik,2015/16,international,Sharjah Cricket Stadium,t20s00522,,,
6,Bangkok,2015-12-05,female,T20,324,20,Rumana Ahmed,2015/16,international,Terdthai Cricket Ground,t20s00523,,,
6,Mount Maunganui,2016-01-07,male,T20,474,20,TA Boult,2015/16,international,Bay Oval,t20s00524,,,
6,Auckland,2016-01-10,male,T20,476,20,C Munro,2015/16,international,Eden Park,t20s00525,,,
6,Auckland,2016-01-15,male,T20,478,20,Shahid Afridi,2015/16,international,Eden Park,t20s00526,,,
6,Khulna,2016-01-15,male,T20,479,20,H Masakadza,2015/16,international,Sheikh Abu Naser Stadium,t20s00527,,,
6,Hamilton,2016-01-17,male,T20,480,20,MJ Guptill,2015/16,international,Seddon Park,t20s00528,,,
6,Khulna,2016-01-17,male,T20,481,20,Sabbir Rahman,2015/16,international,Sheikh Abu Naser Stadium,t20s00529,,,
6,Khulna,2016-01-20,male,T20,482,20,MN Waller,2015/16,international,Sheikh Abu Naser Stadium,t20s00530,,,
6,Wellington,2016-01-22,male,T20,483,20,CJ Anderson,2015/16,international,Westpac Stadium,t20s00531,,,
6,Khulna,2016-01-22,male,T20,484,20,H Masakadza,2015/16,international,Sheikh Abu Naser Stadium,t20s00532,,,
6,,2016-01-26,male,T20,485,20,V Kohli,2015/16,international,Adelaide Oval,t20s00533,,,
6,,2016-01-29,female,T20,326,20,J Goswami,2015/16,international,Melbourne Cricket Ground,t20s00534,,,
6,,2016-01-29,male,T20,486,20,V Kohli,2015/16,international,Melbourne Cricket Ground,t20s00535,,,
6,Hong Kong,2016-01-30,male,T20,487,20,Babar Hayat,2015/16,international,"Mission Road Ground, Mong Kok",t20s00536,,,
6,Hong Kong,2016-01-31,male,T20,489,20,KJ Coetzer,2015/16,international,"Mission Road Ground, Mong Kok",t20s00537,,,
6,,2016-01-31,male,T20,489,20,SR Watson,2015/16,international,Sydney Cricket Ground,t20s00538,,,
6,,2016-01-31,female,T20,327,20,EA Perry,2015/16,international,Sydney Cricket Ground,t20s00539,,,
6,Dubai,2016-02-03,male,T20,490,20,Mudassar Bukhari,2015/16,international,ICC Academy,t20s00540,,,
6,Dubai,2016-02-04,male,T20,491,20,Amjad Javed,2015/16,international,ICC Academy,t20s00541,,,
6,Townsville,2016-02-07,male,T20,494,20,,2015/16,international,Tony Ireland Stadium,t20s00542,,,['player_of_match']
6,Townsville,2016-02-09,male,T20,495,20,,2015/16,international,Tony Ireland Stadium,t20s00543,,,['player_of_match']
6,Pune,2016-02-09,male,T20,496,20,CAK Rajitha,2015/16,international,Maharashtra Cricket Association Stadium,t20s00544,,,
6,Ranchi,2016-02-12,male,T20,497,20,S Dhawan,2015/16,international,JSCA International Stadium Complex,t20s00545,,,
6,Abu Dhabi,2016-02-14,male,T20,498,20,,2015/16,international,Sheikh Zayed Stadium,t20s00546,,,['player_of_match']
6,Visakhapatnam,2016-02-14,male,T20,499,20,R Ashwin,2015/16,international,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,t20s00547,,,
6,Abu Dhabi,2016-02-16,male,T20,500,20,,2015/16,international,Sheikh Zayed Stadium,t20s00548,,,['player_of_match']
6,Paarl,2016-02-18,female,T20,328,20,SJ Taylor,2015/16,international,Boland Park,t20s00549,,,
6,Fatullah,2016-02-19,male,T20,502,20,,2015/16,international,Khan Shaheb Osman Ali Stadium,t20s00550,,,['player_of_match']
6,Cape Town,2016-02-19,male,T20,503,20,Imran Tahir,2015/16,international,Newlands,t20s00551,,,
6,Fatullah,2016-02-21,male,T20,505,20,,2015/16,international,Khan Shaheb Osman Ali Stadium,t20s00552,,,['player_of_match']
6,Johannesburg,2016-02-21,female,T20,330,20,SJ Taylor,2015/16,international,New Wanderers Stadium,t20s00553,,,
6,Johannesburg,2016-02-21,male,T20,506,20,AB de Villiers,2015/16,international,New Wanderers Stadium,t20s00554,,,
6,Mirpur,2016-02-22,male,T20,508,20,Muhammad Usman,2015/16,international,Shere Bangla National Stadium,t20s00555,,,
6,Dhaka,2016-02-24,male,T20,509,20,RG Sharma,2015/16,international,Shere Bangla National Stadium,t20s00556,,,
6,Mirpur,2016-02-25,male,T20,510,20,SL Malinga,2015/16,international,Shere Bangla National Stadium,t20s00557,,,
6,Mirpur,2016-02-26,male,T20,511,20,Mahmudullah,2015/16,international,Shere Bangla National Stadium,t20s00558,,,
6,Mirpur,2016-02-27,male,T20,512,20,V Kohli,2015/16,international,Shere Bangla National Stadium,t20s00559,,,
6,Mirpur,2016-02-28,male,T20,513,20,Sabbir Rahman,2015/16,international,Shere Bangla National Stadium,t20s00560,,,
6,Mirpur,2016-02-29,male,T20,514,20,Shoaib Malik,2015/16,international,Shere Bangla National Stadium,t20s00561,,,
6,Mirpur,2016-03-01,male,T20,515,20,V Kohli,2015/16,international,Shere Bangla National Stadium,t20s00562,,,
6,Mirpur,2016-03-02,male,T20,516,20,Soumya Sarkar,2015/16,international,Shere Bangla National Stadium,t20s00563,,,
6,Mirpur,2016-03-03,male,T20,517,20,RG Sharma,2015/16,international,Shere Bangla National Stadium,t20s00564,,,
6,Durban,2016-03-04,female,T20,337,20,S Ismail,2015/16,international,Kingsmead,t20s00565,,,
6,Durban,2016-03-04,male,T20,519,20,DA Miller,2015/16,international,Kingsmead,t20s00566,,,
6,Mirpur,2016-03-04,male,T20,518,20,Umar Akmal,2015/16,international,Shere Bangla National Stadium,t20s00567,,,
6,Mirpur,2016-03-06,male,T20,521,20,S Dhawan,2015/16,international,Shere Bangla National Stadium,t20s00568,,,
6,Johannesburg,2016-03-06,male,T20,520,20,DA Warner,2015/16,international,New Wanderers Stadium,t20s00569,,,
6,Nagpur,2016-03-08,male,T20,522,20,V Sibanda,2015/16,international,"Vidarbha Cricket Association Stadium, Jamtha",t20s00570,,,
6,Cape Town,2016-03-09,female,T20,339,20,L Lee,2015/16,international,Newlands,t20s00571,,,
6,Cape Town,2016-03-09,male,T20,526,20,HM Amla,2015/16,international,Newlands,t20s00572,,,
6,Dharamsala,2016-03-09,male,T20,524,20,Tamim Iqbal,2015/16,international,Himachal Pradesh Cricket Association Stadium,t20s00573,,,
6,Dharamsala,2016-03-09,male,T20,525,20,Amir Ali,2015/16,international,Himachal Pradesh Cricket Association Stadium,t20s00574,,,
6,Nagpur,2016-03-10,male,T20,527,20,WP Masakadza,2015/16,international,"Vidarbha Cricket Association Stadium, Jamtha",t20s00575,,,
6,Dharamsala,2016-03-11,male,T20,530,20,,2015/16,international,Himachal Pradesh Cricket Association Stadium,t20s00576,,,
6,Nagpur,2016-03-12,male,T20,532,20,MW Machan,2015/16,international,"Vidarbha Cricket Association Stadium, Jamtha",t20s00577,,,
6,Dharamsala,2016-03-13,male,T20,533,20,PA van Meekeren,2015/16,international,Himachal Pradesh Cricket Association Stadium,t20s00578,,,
6,Dharamsala,2016-03-13,male,T20,534,20,Tamim Iqbal,2015/16,international,Himachal Pradesh Cricket Association Stadium,t20s00579,,,
6,Nagpur,2016-03-15,male,T20,535,20,MJ Santner,2015/16,international,"Vidarbha Cricket Association Stadium, Jamtha",t20s00580,,,
6,Delhi,2016-03-15,female,T20,341,20,SW Bates,2015/16,international,Feroz Shah Kotla,t20s00581,,,
6,Bangalore,2016-03-15,female,T20,340,20,H Kaur,2015/16,international,M Chinnaswamy Stadium,t20s00582,,,
6,Kolkata,2016-03-16,male,T20,536,20,Shahid Afridi,2015/16,international,Eden Gardens,t20s00583,,,
6,Chennai,2016-03-16,female,T20,342,20,Anam Amin,2015/16,international,"MA Chidambaram Stadium, Chepauk",t20s00584,,,
6,Mumbai,2016-03-16,male,T20,537,20,CH Gayle,2015/16,international,Wankhede Stadium,t20s00585,,,
6,Bangalore,2016-03-17,female,T20,343,20,CM Edwards,2015/16,international,M Chinnaswamy Stadium,t20s00586,,,
6,Chandigarh,2016-03-18,female,T20,344,20,SW Bates,2015/16,international,"Punjab Cricket Association IS Bindra Stadium, Mohali",t20s00587,,,
6,Nagpur,2016-03-18,female,T20,345,20,MM Lanning,2015/16,international,"Vidarbha Cricket Association Stadium, Jamtha",t20s00588,,,
6,Dharamsala,2016-03-18,male,T20,539,20,MJ McClenaghan,2015/16,international,Himachal Pradesh Cricket Association Stadium,t20s00589,,,
6,Mumbai,2016-03-18,male,T20,540,20,JE Root,2015/16,international,Wankhede Stadium,t20s00590,,,
6,Delhi,2016-03-19,female,T20,346,20,Anam Amin,2015/16,international,Feroz Shah Kotla,t20s00591,,,
6,Kolkata,2016-03-19,male,T20,541,20,V Kohli,2015/16,international,Eden Gardens,t20s00592,,,
6,Bangalore,2016-03-20,male,T20,543,20,ADS Fletcher,2015/16,international,M Chinnaswamy Stadium,t20s00593,,,
6,Chennai,2016-03-20,female,T20,347,20,SR Taylor,2015/16,international,"MA Chidambaram Stadium, Chepauk",t20s00594,,,
6,Mohali,2016-03-20,female,T20,348,20,CJ Metcalfe,2015/16,international,"Punjab Cricket Association IS Bindra Stadium, Mohali",t20s00595,,,
6,Nagpur,2016-03-21,female,T20,349,20,LM Kasperek,2015/16,international,"Vidarbha Cricket Association Stadium, Jamtha",t20s00596,,,
6,Bangalore,2016-03-21,male,T20,544,20,A Zampa,2015/16,international,M Chinnaswamy Stadium,t20s00597,,,
6,Dharamsala,2016-03-22,female,T20,350,20,HC Knight,2015/16,international,Himachal Pradesh Cricket Association Stadium,t20s00598,,,
6,Chandigarh,2016-03-22,male,T20,545,20,MJ Guptill,2015/16,international,"Punjab Cricket Association IS Bindra Stadium, Mohali",t20s00599,,,
6,Chennai,2016-03-23,female,T20,351,20,S Luus,2015/16,international,"MA Chidambaram Stadium, Chepauk",t20s00600,,,
6,Bangalore,2016-03-23,male,T20,547,20,R Ashwin,2015/16,international,M Chinnaswamy Stadium,t20s00601,,,
6,Dharamsala,2016-03-24,female,T20,353,20,TT Beaumont,2015/16,international,Himachal Pradesh Cricket Association Stadium,t20s00602,,,
6,Delhi,2016-03-24,female,T20,352,20,EJ Villani,2015/16,international,Feroz Shah Kotla,t20s00603,,,
6,Delhi,2016-03-24,female,T20,354,20,Sidra Ameen,2015/16,international,Feroz Shah Kotla,t20s00604,,,
6,Chandigarh,2016-03-25,male,T20,548,20,JP Faulkner,2015/16,international,"Punjab Cricket Association IS Bindra Stadium, Mohali",t20s00605,,,
6,Nagpur,2016-03-25,male,T20,549,20,MN Samuels,2015/16,international,"Vidarbha Cricket Association Stadium, Jamtha",t20s00606,,,
6,Delhi,2016-03-26,male,T20,551,20,JC Buttler,2015/16,international,Feroz Shah Kotla,t20s00607,,,
6,Kolkata,2016-03-26,male,T20,550,20,KS Williamson,2015/16,international,Eden Gardens,t20s00608,,,
6,Delhi,2016-03-26,female,T20,355,20,ML Schutt,2015/16,international,Feroz Shah Kotla,t20s00609,,,
6,Bangalore,2016-03-26,female,T20,356,20,SFM Devine,2015/16,international,M Chinnaswamy Stadium,t20s00610,,,
6,Chennai,2016-03-27,female,T20,358,20,CM Edwards,2015/16,international,"MA Chidambaram Stadium, Chepauk",t20s00611,,,
6,Chandigarh,2016-03-27,female,T20,357,20,DJS Dottin,2015/16,international,"Punjab Cricket Association IS Bindra Stadium, Mohali",t20s00612,,,
6,Chandigarh,2016-03-27,male,T20,553,20,V Kohli,2015/16,international,"Punjab Cricket Association IS Bindra Stadium, Mohali",t20s00613,,,
6,Bangalore,2016-03-28,female,T20,359,20,AC Jayangani,2015/16,international,M Chinnaswamy Stadium,t20s00614,,,
6,Delhi,2016-03-28,male,T20,554,20,AM Phangiso,2015/16,international,Feroz Shah Kotla,t20s00615,,,
6,Delhi,2016-03-30,female,T20,360,20,MM Lanning,2015/16,international,Feroz Shah Kotla,t20s00616,,,
6,Delhi,2016-03-30,male,T20,555,20,JJ Roy,2015/16,international,Feroz Shah Kotla,t20s00617,,,
6,Mumbai,2016-03-31,female,T20,361,20,B Cooper,2015/16,international,Wankhede Stadium,t20s00618,,,
6,Mumbai,2016-03-31,male,T20,556,20,LMP Simmons,2015/16,international,Wankhede Stadium,t20s00619,,,
6,Kolkata,2016-04-03,female,T20,362,20,HK Matthews,2015/16,international,Eden Gardens,t20s00620,,,
6,Kolkata,2016-04-03,male,T20,557,20,MN Samuels,2015/16,international,Eden Gardens,t20s00621,,,
6,,2016-06-18,male,T20,558,20,E Chigumbura,2016,international,Harare Sports Club,t20s00622,,,
6,,2016-06-20,male,T20,559,20,BB Sran,2016,international,Harare Sports Club,t20s00623,,,
6,,2016-06-22,male,T20,560,20,KM Jadhav,2016,international,Harare Sports Club,t20s00624,,,
6,Bristol,2016-07-03,female,T20,363,20,TT Beaumont,2016,international,County Ground,t20s00625,,,
6,Southampton,2016-07-05,male,T20,561,20,JC Buttler,2016,international,The Rose Bowl,t20s00626,,,
6,Southampton,2016-07-05,female,T20,364,20,FC Wilson,2016,international,The Rose Bowl,t20s00627,,,
6,Chelmsford,2016-07-07,female,T20,365,20,L Winfield,2016,international,County Ground,t20s00628,,,
6,Lauderhill,2016-08-27,male,T20,562,20,E Lewis,2016,international,Central Broward Regional Park Stadium Turf Ground,t20s00629,,,
6,Lauderhill,2016-08-28,male,T20,563,20,,2016,international,Central Broward Regional Park Stadium Turf Ground,t20s00630,,,
6,Londonderry,2016-09-05,female,T20,368,20,,2016,international,"Bready Cricket Club, Magheramason",t20s00631,,,['player_of_match']
6,Londonderry,2016-09-05,male,T20,564,20,,2016,international,"Bready Cricket Club, Magheramason",t20s00632,,,['player_of_match']
6,,2016-09-06,male,T20,565,20,GJ Maxwell,2016,international,Pallekele International Cricket Stadium,t20s00633,,,
6,Manchester,2016-09-07,male,T20,566,20,Wahab Riaz,2016,international,Old Trafford,t20s00634,,,
6,Colombo,2016-09-09,male,T20,567,20,GJ Maxwell,2016,international,R Premadasa Stadium,t20s00635,,,
6,,2016-09-23,male,T20,568,20,Imad Wasim,2016/17,international,Dubai International Cricket Stadium,t20s00636,,,
6,,2016-09-24,male,T20,569,20,Sarfraz Ahmed,2016/17,international,Dubai International Cricket Stadium,t20s00637,,,
6,Colombo,2016-09-27,female,T20,369,20,KM Beams,2016,international,Sinhalese Sports Club Ground,t20s00638,,,
6,Abu Dhabi,2016-09-27,male,T20,570,20,Imad Wasim,2016/17,international,Sheikh Zayed Stadium,t20s00639,,,
6,Nelson,2016-11-21,female,T20,372,20,,2016/17,international,Saxton Oval,t20s00640,,,['player_of_match']
6,Bangkok,2016-12-04,female,T20,380,20,M Raj,2016/17,international,Asian Institute of Technology Ground,t20s00641,,,
6,Napier,2017-01-03,male,T20,574,20,KS Williamson,2016/17,international,McLean Park,t20s00642,,,
6,Mount Maunganui,2017-01-06,male,T20,575,20,C Munro,2016/17,international,Bay Oval,t20s00643,,,
6,Mount Maunganui,2017-01-08,male,T20,576,20,CJ Anderson,2016/17,international,Bay Oval,t20s00644,,,
6,Abu Dhabi,2017-01-14,male,T20,577,20,CS MacLeod,2016/17,international,Sheikh Zayed Stadium,t20s00645,,,
6,Abu Dhabi,2017-01-15,male,T20,579,20,MJG Rippon,2016/17,international,Sheikh Zayed Stadium,t20s00646,,,
6,Abu Dhabi,2017-01-16,male,T20,580,20,Bilal Khan,2016/17,international,Sheikh Zayed Stadium,t20s00647,,,
6,Abu Dhabi,2017-01-17,male,T20,582,20,JH Davey,2016/17,international,Sheikh Zayed Stadium,t20s00648,,,
6,,2017-01-18,male,T20,583,20,WB Rankin,2016/17,international,Dubai International Cricket Stadium,t20s00649,,,
6,,2017-01-18,male,T20,584,20,Anshuman Rath,2016/17,international,Dubai International Cricket Stadium,t20s00650,,,
6,,2017-01-19,male,T20,585,20,MH Cross,2016/17,international,Dubai International Cricket Stadium,t20s00651,,,
6,,2017-01-20,male,T20,587,20,GC Wilson,2016/17,international,Dubai International Cricket Stadium,t20s00652,,,
6,Centurion,2017-01-20,male,T20,589,20,L Ngidi,2016/17,international,SuperSport Park,t20s00653,,,
6,Johannesburg,2017-01-22,male,T20,590,20,AD Mathews,2016/17,international,New Wanderers Stadium,t20s00654,,,
6,Cape Town,2017-01-25,male,T20,591,20,N Dickwella,2016/17,international,Newlands,t20s00655,,,
6,Kanpur,2017-01-26,male,T20,592,20,MM Ali,2016/17,international,Green Park,t20s00656,,,
6,Nagpur,2017-01-29,male,T20,593,20,JJ Bumrah,2016/17,international,"Vidarbha Cricket Association Stadium, Jamtha",t20s00657,,,
6,Bangalore,2017-02-01,male,T20,594,20,YS Chahal,2016/17,international,M Chinnaswamy Stadium,t20s00658,,,
6,,2017-02-17,female,T20,381,20,EJ Villani,2016/17,international,Melbourne Cricket Ground,t20s00659,,,
6,,2017-02-17,male,T20,596,20,DAS Gunaratne,2016/17,international,Melbourne Cricket Ground,t20s00660,,,
6,Auckland,2017-02-17,male,T20,595,20,Imran Tahir,2016/17,international,Eden Park,t20s00661,,,
6,Victoria,2017-02-19,female,T20,382,20,AM Peterson,2016/17,international,"Simonds Stadium, South Geelong",t20s00662,,,
6,Victoria,2017-02-19,male,T20,597,20,DAS Gunaratne,2016/17,international,"Simonds Stadium, South Geelong",t20s00663,,,
6,,2017-02-22,female,T20,383,20,SW Bates,2016/17,international,Adelaide Oval,t20s00664,,,
6,,2017-02-22,male,T20,598,20,A Zampa,2016/17,international,Adelaide Oval,t20s00665,,,
6,Barbados,2017-03-26,male,T20,602,20,Shadab Khan,2017,international,"Kensington Oval, Bridgetown",t20s00666,,,
6,Trinidad,2017-03-30,male,T20,603,20,Shadab Khan,2017,international,"Queen's Park Oval, Port of Spain",t20s00667,,,
6,Trinidad,2017-04-01,male,T20,604,20,E Lewis,2017,international,"Queen's Park Oval, Port of Spain",t20s00668,,,
6,Trinidad,2017-04-02,male,T20,605,20,Hasan Ali,2017,international,"Queen's Park Oval, Port of Spain",t20s00669,,,
6,Colombo,2017-04-04,male,T20,606,20,MDKJ Perera,2016/17,international,R Premadasa Stadium,t20s00670,,,
6,Colombo,2017-04-06,male,T20,607,20,Shakib Al Hasan,2016/17,international,R Premadasa Stadium,t20s00671,,,
6,Abu Dhabi,2017-04-12,male,T20,608,20,,2017,international,Sheikh Zayed Stadium,t20s00672,,,['player_of_match']
6,Abu Dhabi,2017-04-14,male,T20,610,20,,2017,international,Sheikh Zayed Stadium,t20s00673,,,['player_of_match']
6,Abu Dhabi,2017-04-14,male,T20,609,20,,2017,international,Sheikh Zayed Stadium,t20s00674,,,['player_of_match']
6,Southampton,2017-06-21,male,T20,614,20,JM Bairstow,2017,international,The Rose Bowl,t20s00675,,,
6,Taunton,2017-06-23,male,T20,615,20,CH Morris,2017,international,County Ground,t20s00676,,,
6,Cardiff,2017-06-25,male,T20,616,20,DJ Malan,2017,international,Sophia Gardens,t20s00677,,,
6,Jamaica,2017-07-09,male,T20,617,20,E Lewis,2017,international,"Sabina Park, Kingston",t20s00678,,,
6,Colombo,2017-09-06,male,T20,618,20,V Kohli,2017,international,"R.Premadasa Stadium, Khettarama",t20s00679,,,
6,Lahore,2017-09-12,male,T20,619,20,Babar Azam,2017/18,international,Gaddafi Stadium,t20s00680,,,
6,Lahore,2017-09-13,male,T20,620,20,NLTC Perera,2017/18,international,Gaddafi Stadium,t20s00681,,,
6,Lahore,2017-09-15,male,T20,621,20,Ahmed Shehzad,2017/18,international,Gaddafi Stadium,t20s00682,,,
6,Chester-le-Street,2017-09-16,male,T20,622,20,SP Narine,2017,international,Riverside Ground,t20s00683,,,
6,Ranchi,2017-10-07,male,T20,623,20,Kuldeep Yadav,2017/18,international,JSCA International Stadium Complex,t20s00684,,,
6,Guwahati,2017-10-10,male,T20,624,20,JP Behrendorff,2017/18,international,Barsapara Cricket Stadium,t20s00685,,,
6,Antigua,2017-10-21,female,T20,385,20,ASS Fletcher,2017/18,international,Coolidge Cricket Ground,t20s00686,,,
6,Bloemfontein,2017-10-26,male,T20,626,20,AB de Villiers,2017/18,international,Mangaung Oval,t20s00687,,,
6,Abu Dhabi,2017-10-26,male,T20,625,20,Usman Shinwari,2017/18,international,Sheikh Zayed Stadium,t20s00688,,,['reviews']
6,Abu Dhabi,2017-10-27,male,T20,627,20,Shadab Khan,2017/18,international,Sheikh Zayed Stadium,t20s00689,,,['reviews']
6,Potchefstroom,2017-10-29,male,T20,628,20,DA Miller,2017/18,international,Senwes Park,t20s00690,,,['reviews']
6,Lahore,2017-10-29,male,T20,629,20,Shoaib Malik,2017/18,international,Gaddafi Stadium,t20s00691,,,['reviews']
6,Delhi,2017-11-01,male,T20,630,20,S Dhawan,2017/18,international,Arun Jaitley Stadium,t20s00692,,,
6,Rajkot,2017-11-04,male,T20,631,20,C Munro,2017/18,international,Saurashtra Cricket Association Stadium,t20s00693,,,
6,Thiruvananthapuram,2017-11-07,male,T20,632,20,JJ Bumrah,2017/18,international,Greenfield International Stadium,t20s00694,,,['reviews']
6,,2017-11-09,female,T20,388,20,SFM Devine,2017/18,international,Sharjah Cricket Stadium,t20s00695,,,
6,,2017-11-12,female,T20,389,20,SW Bates,2017/18,international,Sharjah Cricket Stadium,t20s00696,,,
6,,2017-11-14,female,T20,390,20,SFM Devine,2017/18,international,Sharjah Cricket Stadium,t20s00697,,,
6,Sydney,2017-11-17,female,T20,391,20,BL Mooney,2017/18,international,North Sydney Oval,t20s00698,,,
6,Canberra,2017-11-19,female,T20,392,20,KH Brunt,2017/18,international,Manuka Oval,t20s00699,,,
6,Canberra,2017-11-21,female,T20,393,20,DN Wyatt,2017/18,international,Manuka Oval,t20s00700,,,
6,Cuttack,2017-12-20,male,T20,633,20,YS Chahal,2017/18,international,Barabati Stadium,t20s00701,,,
6,Indore,2017-12-22,male,T20,634,20,RG Sharma,2017/18,international,Holkar Cricket Stadium,t20s00702,,,
6,Mumbai,2017-12-24,male,T20,635,20,JD Unadkat,2017/18,international,Wankhede Stadium,t20s00703,,,
6,Nelson,2017-12-29,male,T20,636,20,GD Phillips,2017/18,international,Saxton Oval,t20s00704,,,
6,Mount Maunganui,2018-01-01,male,T20,637,20,,2017/18,international,Bay Oval,t20s00705,,,
6,Mount Maunganui,2018-01-03,male,T20,638,20,C Munro,2017/18,international,Bay Oval,t20s00706,,,
6,Wellington,2018-01-22,male,T20,639,20,C Munro,2017/18,international,Westpac Stadium,t20s00707,,,
6,Auckland,2018-01-25,male,T20,640,20,Fakhar Zaman,2017/18,international,Eden Park,t20s00708,,,
6,Mount Maunganui,2018-01-28,male,T20,641,20,Shadab Khan,2017/18,international,Bay Oval,t20s00709,,,
6,,2018-02-03,male,T20,642,20,B Stanlake,2017/18,international,Sydney Cricket Ground,t20s00710,,,
6,Hobart,2018-02-07,male,T20,645,20,GJ Maxwell,2017/18,international,Bellerive Oval,t20s00711,,,
6,,2018-02-10,male,T20,646,20,KW Richardson,2017/18,international,Melbourne Cricket Ground,t20s00712,,,
6,Wellington,2018-02-13,male,T20,647,20,KS Williamson,2017/18,international,Westpac Stadium,t20s00713,,,
6,Potchefstroom,2018-02-13,female,T20,394,20,M Raj,2017/18,international,Senwes Park,t20s00714,,,
6,Dhaka,2018-02-15,male,T20,648,20,BKG Mendis,2017/18,international,"Shere Bangla National Stadium, Mirpur",t20s00715,,,['reviews']
6,East London,2018-02-16,female,T20,395,20,,2017/18,international,Buffalo Park,t20s00716,,,['player_of_match']
6,Auckland,2018-02-16,male,T20,649,20,DJM Short,2017/18,international,Eden Park,t20s00717,,,
6,Johannesburg,2018-02-18,female,T20,396,20,S Ismail,2017/18,international,The Wanderers Stadium,t20s00718,,,
6,Hamilton,2018-02-18,male,T20,650,20,EJG Morgan,2017/18,international,Seddon Park,t20s00719,,,
6,Johannesburg,2018-02-18,male,T20,652,20,B Kumar,2017/18,international,The Wanderers Stadium,t20s00720,,,
6,,2018-02-18,male,T20,651,20,BKG Mendis,2017/18,international,Sylhet International Cricket Stadium,t20s00721,,,['reviews']
6,Centurion,2018-02-21,female,T20,397,20,,2017/18,international,SuperSport Park,t20s00722,,,
6,Auckland,2018-02-21,male,T20,653,20,AC Agar,2017/18,international,Eden Park,t20s00723,,,
6,Centurion,2018-02-21,male,T20,654,20,H Klaasen,2017/18,international,SuperSport Park,t20s00724,,,
6,Cape Town,2018-02-24,female,T20,398,20,M Raj,2017/18,international,Newlands,t20s00725,,,
6,Cape Town,2018-02-24,male,T20,655,20,SK Raina,2017/18,international,Newlands,t20s00726,,,
6,Colombo,2018-03-06,male,T20,656,20,MDKJ Perera,2017/18,international,"R.Premadasa Stadium, Khettarama",t20s00727,,,
6,Colombo,2018-03-08,male,T20,657,20,V Shankar,2017/18,international,"R.Premadasa Stadium, Khettarama",t20s00728,,,
6,Colombo,2018-03-10,male,T20,658,20,Mushfiqur Rahim,2017/18,international,"R.Premadasa Stadium, Khettarama",t20s00729,,,
6,Colombo,2018-03-12,male,T20,659,20,SN Thakur,2017/18,international,"R.Premadasa Stadium, Khettarama",t20s00730,,,
6,Mount Maunganui,2018-03-14,female,T20,399,20,KJ Martin,2017/18,international,Bay Oval,t20s00731,,,['reviews']
6,Colombo,2018-03-14,male,T20,660,20,RG Sharma,2017/18,international,"R.Premadasa Stadium, Khettarama",t20s00732,,,
6,Mount Maunganui,2018-03-16,female,T20,400,20,AE Satterthwaite,2017/18,international,Bay Oval,t20s00733,,,['reviews']
6,Colombo,2018-03-16,male,T20,661,20,Mahmudullah,2017/18,international,"R.Premadasa Stadium, Khettarama",t20s00734,,,
6,Colombo,2018-03-18,male,T20,662,20,KD Karthik,2017/18,international,"R.Premadasa Stadium, Khettarama",t20s00735,,,
6,New Plymouth,2018-03-20,female,T20,401,20,HK Matthews,2017/18,international,Pukekura Park,t20s00736,,,['reviews']
6,Mumbai,2018-03-22,female,T20,402,20,A Gardner,2017/18,international,Brabourne Stadium,t20s00737,,,['reviews']
6,Mumbai,2018-03-23,female,T20,403,20,NR Sciver,2017/18,international,Brabourne Stadium,t20s00738,,,['reviews']
6,Mumbai,2018-03-25,female,T20,405,20,DN Wyatt,2017/18,international,Brabourne Stadium,t20s00739,,,['reviews']
6,Hamilton,2018-03-25,female,T20,404,20,KJ Martin,2017/18,international,Seddon Park,t20s00740,,,['reviews']
6,Mumbai,2018-03-26,female,T20,406,20,ML Schutt,2017/18,international,Brabourne Stadium,t20s00741,,,['reviews']
6,Mumbai,2018-03-28,female,T20,407,20,EA Perry,2017/18,international,Brabourne Stadium,t20s00742,,,['reviews']
6,Colombo,2018-03-28,female,T20,408,20,Javeria Khan,2017/18,international,Sinhalese Sports Club Ground,t20s00743,,,['reviews']
6,Mumbai,2018-03-29,female,T20,409,20,AA Patil,2017/18,international,Brabourne Stadium,t20s00744,,,['reviews']
6,Colombo,2018-03-30,female,T20,410,20,HASD Siriwardene,2017/18,international,Nondescripts Cricket Club Ground,t20s00745,,,['reviews']
6,Mumbai,2018-03-31,female,T20,411,20,MM Lanning,2017/18,international,Brabourne Stadium,t20s00746,,,['reviews']
6,Karachi,2018-04-01,male,T20,663,20,Hussain Talat,2018,international,National Stadium,t20s00747,,,
6,Karachi,2018-04-02,male,T20,664,20,Babar Azam,2018,international,National Stadium,t20s00748,,,
6,Karachi,2018-04-03,male,T20,665,20,Fakhar Zaman,2018,international,National Stadium,t20s00749,,,
6,Bloemfontein,2018-05-19,female,T20,414,20,D van Niekerk,2018,international,Mangaung Oval,t20s00750,,,['reviews']
6,Bloemfontein,2018-05-20,female,T20,415,20,A Khaka,2018,international,Mangaung Oval,t20s00751,,,['reviews']
6,London,2018-05-31,male,T20,666,20,E Lewis,2018,international,Lord's,t20s00752,,,['reviews']
6,Kuala Lumpur,2018-06-03,female,T20,416,20,M Raj,2018,international,Kinrara Academy Oval,t20s00753,,,
