balls_per_over,city,date,gender,match_type,match_type_number,overs,player_of_match,season,team_type,venue,key,supersubs,bowl_out,missing
6,Abu Dhabi,2022-09-23,female,T20,1233,20,S Jimmy,2022,international,"Tolerance Oval, Abu Dhabi",t20s02178,,,
6,Abu Dhabi,2022-09-23,female,T20,1230,20,J Maguire,2022,international,"Sheikh Zayed Stadium, Abu Dhabi",t20s02179,,,
6,Abu Dhabi,2022-09-23,female,T20,1232,20,N Chantam,2022,international,"Sheikh Zayed Stadium, Abu Dhabi",t20s02180,,,
6,Abu Dhabi,2022-09-23,female,T20,1231,20,A Lister,2022,international,"Tolerance Oval, Abu Dhabi",t20s02181,,,
6,Abu Dhabi,2022-09-25,female,T20,1234,20,K Ndlovu,2022,international,"Sheikh Zayed Stadium, Abu Dhabi",t20s02182,,,
6,Abu Dhabi,2022-09-25,female,T20,1236,20,,2022,international,"Sheikh Zayed Stadium, Abu Dhabi",t20s02183,,,['player_of_match']
6,Abu Dhabi,2022-09-25,female,T20,1235,20,,2022,international,"Tolerance Oval, Abu Dhabi",t20s02184,,,['player_of_match']
6,Abu Dhabi,2022-09-25,female,T20,1237,20,,2022,international,"Tolerance Oval, Abu Dhabi",t20s02185,,,['player_of_match']
6,Karachi,2022-09-25,male,T20,1798,20,Haris Rauf,2022,international,"National Stadium, Karachi",t20s02186,,,
6,Hyderabad,2022-09-25,male,T20,1796,20,SA Yadav,2022,international,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",t20s02187,,,
6,Dubai,2022-09-25,male,T20,1797,20,Afif Hossain,2022,international,Dubai International Cricket Stadium,t20s02188,,,
6,Dubai,2022-09-27,male,T20,1799,20,Mehedi Hasan Miraz,2022,international,Dubai International Cricket Stadium,t20s02189,,,
6,North Sound,2022-09-28,female,T20,1238,50,CA Henry,2022,international,"Sir Vivian Richards Stadium, North Sound, Antigua",t20s02190,,,
6,Lahore,2022-09-28,male,T20,1801,20,Mohammad Rizwan,2022,international,"Gaddafi Stadium, Lahore",t20s02191,,,
6,Thiruvananthapuram,2022-09-28,male,T20,1800,20,Arshdeep Singh,2022/23,international,"Greenfield International Stadium, Thiruvananthapuram",t20s02192,,,
6,Lahore,2022-09-30,male,T20,1802,20,PD Salt,2022,international,"Gaddafi Stadium, Lahore",t20s02193,,,
6,Sylhet,2022-10-01,female,T20,1240,20,JI Rodrigues,2022/23,international,"Sylhet International Cricket Stadium, Academy Ground",t20s02194,,,
6,North Sound,2022-10-01,female,T20,1241,50,SW Bates,2022,international,"Sir Vivian Richards Stadium, North Sound, Antigua",t20s02195,,,
6,Sylhet,2022-10-01,female,T20,1239,20,Shamima Sultana,2022/23,international,"Sylhet International Cricket Stadium, Academy Ground",t20s02196,,,
6,North Sound,2022-10-02,female,T20,1244,50,ML Green,2022,international,"Sir Vivian Richards Stadium, North Sound, Antigua",t20s02197,,,
6,Sylhet,2022-10-02,female,T20,1242,20,Tuba Hassan,2022/23,international,"Sylhet International Cricket Stadium, Academy Ground",t20s02198,,,
6,Sylhet,2022-10-02,female,T20,1243,20,H Madavi,2022/23,international,"Sylhet International Cricket Stadium, Academy Ground",t20s02199,,,
6,Lahore,2022-10-02,male,T20,1804,20,DJ Malan,2022,international,"Gaddafi Stadium, Lahore",t20s02200,,,
6,Guwahati,2022-10-02,male,T20,1803,20,KL Rahul,2022/23,international,"Barsapara Cricket Stadium, Guwahati",t20s02201,,,
6,Sylhet,2022-10-03,female,T20,1249,20,Sidra Ameen,2022/23,international,"Sylhet International Cricket Stadium, Academy Ground",t20s02202,,,
6,Sylhet,2022-10-03,female,T20,1250,20,S Meghana,2022/23,international,"Sylhet International Cricket Stadium, Academy Ground",t20s02203,,,
6,Sylhet,2022-10-04,female,T20,1251,20,H Madavi,2022/23,international,"Sylhet International Cricket Stadium, Academy Ground",t20s02204,,,
6,Sylhet,2022-10-04,female,T20,1252,20,JI Rodrigues,2022/23,international,"Sylhet International Cricket Stadium, Academy Ground",t20s02205,,,
6,Indore,2022-10-04,male,T20,1805,20,RR Rossouw,2022/23,international,"Holkar Cricket Stadium, Indore",t20s02206,,,
6,North Sound,2022-10-05,female,T20,1258,50,SFM Devine,2022,international,"Sir Vivian Richards Stadium, North Sound, Antigua",t20s02207,,,
6,Sylhet,2022-10-05,female,T20,1257,20,Theertha Satish,2022/23,international,"Sylhet International Cricket Stadium, Academy Ground",t20s02208,,,
6,Carrara,2022-10-05,male,T20,1806,20,AJ Finch,2022/23,international,Carrara Oval,t20s02209,,,
6,Sylhet,2022-10-06,female,T20,1264,20,Nigar Sultana,2022/23,international,Sylhet International Cricket Stadium,t20s02210,,,
6,North Sound,2022-10-06,female,T20,1265,20,ML Green,2022,international,"Sir Vivian Richards Stadium, North Sound, Antigua",t20s02211,,,
6,Sylhet,2022-10-06,female,T20,1263,20,N Chantam,2022/23,international,Sylhet International Cricket Stadium,t20s02212,,,
6,Sylhet,2022-10-07,female,T20,1266,20,T Putthawong,2022/23,international,Sylhet International Cricket Stadium,t20s02213,,,
6,Sylhet,2022-10-07,female,T20,1267,20,Nida Dar,2022/23,international,Sylhet International Cricket Stadium,t20s02214,,,
6,Brisbane,2022-10-07,male,T20,1808,20,DA Warner,2022/23,international,"Brisbane Cricket Ground, Woolloongabba, Brisbane",t20s02215,,,
6,Christchurch,2022-10-07,male,T20,1807,20,Mohammad Rizwan,2022/23,international,"Hagley Oval, Christchurch",t20s02216,,,
6,Sylhet,2022-10-08,female,T20,1268,20,M Shehani,2022/23,international,Sylhet International Cricket Stadium,t20s02217,,,
6,Sylhet,2022-10-08,female,T20,1269,20,Shafali Verma,2022/23,international,Sylhet International Cricket Stadium,t20s02218,,,
6,Christchurch,2022-10-08,male,T20,1809,20,Babar Azam,2022/23,international,"Hagley Oval, Christchurch",t20s02219,,,
6,Sylhet,2022-10-09,female,T20,1270,20,N Koncharoenkai,2022/23,international,Sylhet International Cricket Stadium,t20s02220,,,
6,Sylhet,2022-10-09,female,T20,1271,20,Aliya Riaz,2022/23,international,Sylhet International Cricket Stadium,t20s02221,,,
6,Perth,2022-10-09,male,T20,1812,20,AD Hales,2022/23,international,Perth Stadium,t20s02222,,,
6,Christchurch,2022-10-09,male,T20,1811,20,MG Bracewell,2022/23,international,"Hagley Oval, Christchurch",t20s02223,,,
6,Sano,2022-10-10,male,T20,1813,20,K Kadowaki-Fleming,2022/23,international,Sano International Cricket Ground,t20s02224,,,
6,Sylhet,2022-10-10,female,T20,1273,20,S Rana,2022/23,international,Sylhet International Cricket Stadium,t20s02225,,,
6,Sylhet,2022-10-10,female,T20,1272,20,I Ranaweera,2022/23,international,Sylhet International Cricket Stadium,t20s02226,,,
6,Sylhet,2022-10-11,female,T20,1274,20,Umaima Sohail,2022/23,international,Sylhet International Cricket Stadium,t20s02227,,,
6,Christchurch,2022-10-11,male,T20,1815,20,MG Bracewell,2022/23,international,"Hagley Oval, Christchurch",t20s02228,,,
6,Sano,2022-10-11,male,T20,1814,20,IKEG Artawan,2022/23,international,Sano International Cricket Ground,t20s02229,,,
6,Canberra,2022-10-12,male,T20,1817,20,DJ Malan,2022/23,international,"Manuka Oval, Canberra",t20s02230,,,
6,Christchurch,2022-10-12,male,T20,1816,20,GD Phillips,2022/23,international,"Hagley Oval, Christchurch",t20s02231,,,
6,Sylhet,2022-10-13,female,T20,1275,20,Shafali Verma,2022/23,international,Sylhet International Cricket Stadium,t20s02232,,,
6,Sylhet,2022-10-13,female,T20,1276,20,I Ranaweera,2022/23,international,Sylhet International Cricket Stadium,t20s02233,,,
6,Christchurch,2022-10-13,male,T20,1818,20,Mohammad Rizwan,2022/23,international,"Hagley Oval, Christchurch",t20s02234,,,
6,Canberra,2022-10-14,male,T20,1820,20,,2022/23,international,"Manuka Oval, Canberra",t20s02235,,,
6,Christchurch,2022-10-14,male,T20,1819,20,Mohammad Nawaz,2022/23,international,"Hagley Oval, Christchurch",t20s02236,,,
6,Sano,2022-10-15,male,T20,1822,20,K Kadowaki-Fleming,2022/23,international,Sano International Cricket Ground,t20s02237,,,
6,Sano,2022-10-15,male,T20,1821,20,PR Surve,2022/23,international,Sano International Cricket Ground,t20s02238,,,
6,Sylhet,2022-10-15,female,T20,1279,20,Renuka Singh,2022/23,international,Sylhet International Cricket Stadium,t20s02239,,,
6,Sano,2022-10-16,male,T20,1824,20,R Sakurano-Thomas,2022/23,international,Sano International Cricket Ground,t20s02240,,,
6,Geelong,2022-10-16,male,T20,1823,20,JN Frylinck,2022/23,international,"GMHBA Stadium, South Geelong, Victoria",t20s02241,,,
6,Geelong,2022-10-16,male,T20,1825,20,BFW de Leede,2022/23,international,"GMHBA Stadium, South Geelong, Victoria",t20s02242,,,
6,Hobart,2022-10-17,male,T20,1826,20,HG Munsey,2022/23,international,"Bellerive Oval, Hobart",t20s02243,,,
6,Hobart,2022-10-17,male,T20,1828,20,Sikandar Raza,2022/23,international,"Bellerive Oval, Hobart",t20s02244,,,
6,Geelong,2022-10-18,male,T20,1830,20,BFW de Leede,2022/23,international,"GMHBA Stadium, South Geelong, Victoria",t20s02245,,,
6,Geelong,2022-10-18,male,T20,1832,20,P Nissanka,2022/23,international,"GMHBA Stadium, South Geelong, Victoria",t20s02246,,,
6,Sano,2022-10-18,male,T20,1829,20,IKEG Artawan,2022/23,international,Sano International Cricket Ground,t20s02247,,,
6,Sano,2022-10-18,male,T20,1831,20,Alam Nakash,2022/23,international,Sano International Cricket Ground,t20s02248,,,
6,Hobart,2022-10-19,male,T20,1833,20,C Campher,2022/23,international,"Bellerive Oval, Hobart",t20s02249,,,
6,Hobart,2022-10-19,male,T20,1834,20,AS Joseph,2022/23,international,"Bellerive Oval, Hobart",t20s02250,,,
6,Geelong,2022-10-20,male,T20,1835,20,BKG Mendis,2022/23,international,"GMHBA Stadium, South Geelong, Victoria",t20s02251,,,
6,Geelong,2022-10-20,male,T20,1836,20,Waseem Muhammad,2022/23,international,"GMHBA Stadium, South Geelong, Victoria",t20s02252,,,
6,Hobart,2022-10-21,male,T20,1837,20,GJ Delany,2022/23,international,"Bellerive Oval, Hobart",t20s02253,,,
6,Hobart,2022-10-21,male,T20,1838,20,Sikandar Raza,2022/23,international,"Bellerive Oval, Hobart",t20s02254,,,
6,Sydney,2022-10-22,male,T20,1839,20,DP Conway,2022/23,international,Sydney Cricket Ground,t20s02255,,,
6,Melbourne,2022-10-23,male,T20,1842,20,V Kohli,2022/23,international,Melbourne Cricket Ground,t20s02256,,,
6,Hobart,2022-10-23,male,T20,1841,20,BKG Mendis,2022/23,international,"Bellerive Oval, Hobart",t20s02257,,,
6,Hobart,2022-10-24,male,T20,1843,20,Taskin Ahmed,2022/23,international,"Bellerive Oval, Hobart",t20s02258,,,
6,Hobart,2022-10-24,male,T20,1844,20,,2022/23,international,"Bellerive Oval, Hobart",t20s02259,,,
6,Perth,2022-10-25,male,T20,1845,20,MP Stoinis,2022/23,international,Perth Stadium,t20s02260,,,
6,Melbourne,2022-10-26,male,T20,1846,20,A Balbirnie,2022/23,international,Melbourne Cricket Ground,t20s02261,,,
6,Osaka,2022-10-27,female,T20,1282,20,M Hill,2022/23,international,Kaizuka Cricket Ground,t20s02262,,,
6,Sydney,2022-10-27,male,T20,1847,20,RR Rossouw,2022/23,international,Sydney Cricket Ground,t20s02263,,,
6,Sydney,2022-10-27,male,T20,1848,20,SA Yadav,2022/23,international,Sydney Cricket Ground,t20s02264,,,
6,Perth,2022-10-27,male,T20,1849,20,Sikandar Raza,2022/23,international,Perth Stadium,t20s02265,,,
6,Osaka,2022-10-28,female,T20,1283,20,Chan Ka Man,2022/23,international,Kaizuka Cricket Ground,t20s02266,,,
6,Osaka,2022-10-29,female,T20,1284,20,NT Miles,2022/23,international,Kaizuka Cricket Ground,t20s02267,,,
6,Sydney,2022-10-29,male,T20,1850,20,GD Phillips,2022/23,international,Sydney Cricket Ground,t20s02268,,,
6,Perth,2022-10-30,male,T20,1853,20,L Ngidi,2022/23,international,Perth Stadium,t20s02269,,,
6,Brisbane,2022-10-30,male,T20,1851,20,Taskin Ahmed,2022/23,international,"Brisbane Cricket Ground, Woolloongabba, Brisbane",t20s02270,,,
6,Osaka,2022-10-30,female,T20,1285,20,Ruchitha Venkatesh,2022/23,international,Kaizuka Cricket Ground,t20s02271,,,
6,Perth,2022-10-30,male,T20,1852,20,Shadab Khan,2022/23,international,Perth Stadium,t20s02272,,,
6,Brisbane,2022-10-31,male,T20,1855,20,AJ Finch,2022/23,international,"Brisbane Cricket Ground, Woolloongabba, Brisbane",t20s02273,,,
6,Brisbane,2022-11-01,male,T20,1858,20,JC Buttler,2022/23,international,"Brisbane Cricket Ground, Woolloongabba, Brisbane",t20s02274,,,
6,Adelaide,2022-11-02,male,T20,1859,20,MP O'Dowd,2022/23,international,Adelaide Oval,t20s02275,,,
6,Adelaide,2022-11-02,male,T20,1860,20,V Kohli,2022/23,international,Adelaide Oval,t20s02276,,,
6,Sydney,2022-11-03,male,T20,1861,20,Shadab Khan,2022/23,international,Sydney Cricket Ground,t20s02277,,,
6,Adelaide,2022-11-04,male,T20,1862,20,KS Williamson,2022/23,international,Adelaide Oval,t20s02278,,,
6,Almeria,2022-11-04,male,T20,1865,20,,2022/23,international,"Desert Springs Cricket Ground, Almeria",t20s02279,,,"['player_of_match', 'umpires']"
6,Almeria,2022-11-04,male,T20,1866,20,,2022/23,international,"Desert Springs Cricket Ground, Almeria",t20s02280,,,"['player_of_match', 'umpires']"
6,Sydney,2022-11-05,male,T20,1867,20,AU Rashid,2022/23,international,Sydney Cricket Ground,t20s02281,,,
6,Almeria,2022-11-05,male,T20,1868,20,Yasir Ali,2022/23,international,"Desert Springs Cricket Ground, Almeria",t20s02282,,,
6,Almeria,2022-11-05,male,T20,1870,20,J van Heerden,2022/23,international,"Desert Springs Cricket Ground, Almeria",t20s02283,,,
6,Almeria,2022-11-06,male,T20,1876,20,M Campopiano,2022/23,international,"Desert Springs Cricket Ground, Almeria",t20s02284,,,
6,Almeria,2022-11-06,male,T20,1874,20,Raja Adeel,2022/23,international,"Desert Springs Cricket Ground, Almeria",t20s02285,,,
6,Adelaide,2022-11-06,male,T20,1872,20,Shaheen Shah Afridi,2022/23,international,Adelaide Oval,t20s02286,,,
6,Adelaide,2022-11-06,male,T20,1871,20,CN Ackermann,2022/23,international,Adelaide Oval,t20s02287,,,
6,Melbourne,2022-11-06,male,T20,1873,20,SA Yadav,2022/23,international,Melbourne Cricket Ground,t20s02288,,,
6,Sydney,2022-11-09,male,T20,1877,20,Mohammad Rizwan,2022/23,international,Sydney Cricket Ground,t20s02289,,,
6,Adelaide,2022-11-10,male,T20,1878,20,AD Hales,2022/23,international,Adelaide Oval,t20s02290,,,
6,Lahore,2022-11-12,female,T20,1295,20,O Prendergast,2022/23,international,"Gaddafi Stadium, Lahore",t20s02291,,,
6,Almeria,2022-11-13,female,T20,1297,20,NH Berejo,2022/23,international,"Desert Springs Cricket Ground, Almeria",t20s02292,,,['umpires']
6,Melbourne,2022-11-13,male,T20,1879,20,SM Curran,2022/23,international,Melbourne Cricket Ground,t20s02293,,,
6,Lahore,2022-11-14,female,T20,1300,20,Nida Dar,2022/23,international,"Gaddafi Stadium, Lahore",t20s02294,,,
6,Almeria,2022-11-14,female,T20,1301,20,A Brown-Carrera,2022/23,international,"Desert Springs Cricket Ground, Almeria",t20s02295,,,['umpires']
6,Al Amarat,2022-11-14,male,T20,1880,20,Bilal Khan,2022/23,international,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),t20s02296,,,
6,Al Amarat,2022-11-14,male,T20,1881,20,Saad Bin Zafar,2022/23,international,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),t20s02297,,,
6,Al Amarat,2022-11-15,male,T20,1883,20,Sohail Ahmed,2022/23,international,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),t20s02298,,,
6,Al Amarat,2022-11-15,male,T20,1882,20,A Johnson,2022/23,international,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),t20s02299,,,
6,Al Amarat,2022-11-16,male,T20,1885,20,A Johnson,2022/23,international,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),t20s02300,,,
6,Lahore,2022-11-16,female,T20,1304,20,GH Lewis,2022/23,international,"Gaddafi Stadium, Lahore",t20s02301,,,
6,Al Amarat,2022-11-16,male,T20,1884,20,Sohail Ahmed,2022/23,international,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),t20s02302,,,
6,Kigali City,2022-11-17,male,T20,1887,20,M Akayezu,2022/23,international,Gahanga International Cricket Stadium. Rwanda,t20s02303,,,
6,Kigali City,2022-11-17,male,T20,1886,20,LM Gabriel,2022/23,international,Integrated Polytechnic Regional Centre,t20s02304,,,
6,Kigali City,2022-11-17,male,T20,1889,20,,2022/23,international,Gahanga International Cricket Stadium. Rwanda,t20s02305,,,
6,Kigali City,2022-11-17,male,T20,1888,20,,2022/23,international,Integrated Polytechnic Regional Centre,t20s02306,,,
6,Al Amarat,2022-11-17,male,T20,1890,20,Zeeshan Maqsood,2022/23,international,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),t20s02307,,,
6,Al Amarat,2022-11-17,male,T20,1891,20,Sarfaraz Ali,2022/23,international,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),t20s02308,,,
6,Kigali City,2022-11-18,male,T20,1893,20,E Sebareme,2022/23,international,Gahanga International Cricket Stadium. Rwanda,t20s02309,,,
6,Kigali City,2022-11-18,male,T20,1892,20,D Maisuria,2022/23,international,Integrated Polytechnic Regional Centre,t20s02310,,,
6,Kigali City,2022-11-18,male,T20,1894,20,,2022/23,international,Gahanga International Cricket Stadium. Rwanda,t20s02311,,,
6,Kigali City,2022-11-18,male,T20,1895,20,,2022/23,international,Integrated Polytechnic Regional Centre,t20s02312,,,
6,Al Amarat,2022-11-19,male,T20,1896,20,Ammar Khalid,2022/23,international,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),t20s02313,,,
6,Al Amarat,2022-11-19,male,T20,1897,20,Zeeshan Maqsood,2022/23,international,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),t20s02314,,,
6,Al Amarat,2022-11-20,male,T20,1904,20,Faisal Khan,2022/23,international,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),t20s02315,,,
6,Al Amarat,2022-11-20,male,T20,1903,20,A Johnson,2022/23,international,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),t20s02316,,,
6,Mount Maunganui,2022-11-20,male,T20,1898,20,SA Yadav,2022/23,international,"Bay Oval, Mount Maunganui",t20s02317,,,
6,Kigali City,2022-11-20,male,T20,1900,20,P Koech,2022/23,international,Integrated Polytechnic Regional Centre,t20s02318,,,
6,Kigali City,2022-11-20,male,T20,1902,20,SO Ngoche,2022/23,international,Gahanga International Cricket Stadium. Rwanda,t20s02319,,,
6,Kigali City,2022-11-21,male,T20,1905,20,,2022/23,international,Integrated Polytechnic Regional Centre,t20s02320,,,['player_of_match']
6,Al Amarat,2022-11-21,male,T20,1909,20,Saad Khan,2022/23,international,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),t20s02321,,,
6,Al Amarat,2022-11-21,male,T20,1910,20,JOA Gordon,2022/23,international,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),t20s02322,,,
6,Napier,2022-11-22,male,T20,1911,20,Mohammed Siraj,2022/23,international,"McLean Park, Napier",t20s02323,,,
6,Kigali City,2022-11-22,male,T20,1912,20,D Maisuria,2022/23,international,Gahanga International Cricket Stadium. Rwanda,t20s02324,,,
6,Kigali City,2022-11-22,male,T20,1913,20,A Yon,2022/23,international,Integrated Polytechnic Regional Centre,t20s02325,,,
6,Kigali City,2022-11-22,male,T20,1914,20,,2022/23,international,Gahanga International Cricket Stadium. Rwanda,t20s02326,,,
6,Kigali City,2022-11-24,male,T20,1918,20,CO Obuya,2022/23,international,Gahanga International Cricket Stadium. Rwanda,t20s02327,,,
6,Kigali City,2022-11-24,male,T20,1919,20,K Irakoze,2022/23,international,Integrated Polytechnic Regional Centre,t20s02328,,,
6,Kigali City,2022-11-24,male,T20,1916,20,Sami Sohail,2022/23,international,Gahanga International Cricket Stadium. Rwanda,t20s02329,,,
6,Kigali City,2022-11-24,male,T20,1917,20,E Dusingizimana,2022/23,international,Integrated Polytechnic Regional Centre,t20s02330,,,
6,Kigali City,2022-11-25,male,T20,1923,20,,2022/23,international,Integrated Polytechnic Regional Centre,t20s02331,,,
6,Kigali City,2022-11-25,male,T20,1922,20,P Koech,2022/23,international,Gahanga International Cricket Stadium. Rwanda,t20s02332,,,
6,Chiang Mai,2022-11-29,female,T20,1305,20,S Laomi,2022/23,international,Royal Chiangmai Golf Club,t20s02333,,,
6,Chiang Mai,2022-11-30,female,T20,1306,20,SL Kalis,2022/23,international,Royal Chiangmai Golf Club,t20s02334,,,
6,Kigali City,2022-12-01,male,T20,1925,20,HA Chohan,2022/23,international,Gahanga International Cricket Stadium. Rwanda,t20s02335,,,
6,Kigali City,2022-12-01,male,T20,1927,20,AA Onikoyi,2022/23,international,Gahanga International Cricket Stadium. Rwanda,t20s02336,,,
6,Kigali City,2022-12-01,male,T20,1926,20,T Sandeep,2022/23,international,Integrated Polytechnic Regional Centre,t20s02337,,,
6,Kigali City,2022-12-02,male,T20,1930,20,A Turay,2022/23,international,Gahanga International Cricket Stadium. Rwanda,t20s02338,,,
6,Kigali City,2022-12-02,male,T20,1928,20,F Damiao Couana,2022/23,international,Integrated Polytechnic Regional Centre,t20s02339,,,
6,Kigali City,2022-12-02,male,T20,1931,20,F Damiao Couana,2022/23,international,Integrated Polytechnic Regional Centre,t20s02340,,,
6,Christchurch,2022-12-02,female,T20,1308,20,,2022/23,international,"Hagley Oval, Christchurch",t20s02341,,,
6,Chiang Mai,2022-12-02,female,T20,1307,20,N Boochatham,2022/23,international,Royal Chiangmai Golf Club,t20s02342,,,
6,Kigali City,2022-12-02,male,T20,1929,20,P Aho,2022/23,international,Gahanga International Cricket Stadium. Rwanda,t20s02343,,,
6,Chiang Mai,2022-12-03,female,T20,1309,20,N Chaiwai,2022/23,international,Royal Chiangmai Golf Club,t20s02344,,,
6,Dunedin,2022-12-04,female,T20,1310,20,,2022/23,international,"University Oval, Dunedin",t20s02345,,,
6,Kigali City,2022-12-04,male,T20,1932,20,J Bulele,2022/23,international,Gahanga International Cricket Stadium. Rwanda,t20s02346,,,
6,Kigali City,2022-12-04,male,T20,1933,20,A Shreshta,2022/23,international,Integrated Polytechnic Regional Centre,t20s02347,,,
6,Kigali City,2022-12-04,male,T20,1935,20,II Selemani,2022/23,international,Gahanga International Cricket Stadium. Rwanda,t20s02348,,,
6,Kigali City,2022-12-05,male,T20,1937,20,K Nassoro,2022/23,international,Gahanga International Cricket Stadium. Rwanda,t20s02349,,,
6,Kigali City,2022-12-05,male,T20,1936,20,L Lamin,2022/23,international,Integrated Polytechnic Regional Centre,t20s02350,,,
6,Kigali City,2022-12-05,male,T20,1938,20,,2022/23,international,Gahanga International Cricket Stadium. Rwanda,t20s02351,,,['player_of_match']
6,Kigali City,2022-12-05,male,T20,1939,20,,2022/23,international,Integrated Polytechnic Regional Centre,t20s02352,,,['player_of_match']
6,Kigali City,2022-12-06,male,T20,1941,20,AR Patwa,2022/23,international,Gahanga International Cricket Stadium. Rwanda,t20s02353,,,
6,Kigali City,2022-12-06,male,T20,1940,20,G Ngegba,2022/23,international,Integrated Polytechnic Regional Centre,t20s02354,,,
6,Kigali City,2022-12-06,male,T20,1943,20,YM Nkanya,2022/23,international,Gahanga International Cricket Stadium. Rwanda,t20s02355,,,
6,Queenstown,2022-12-07,female,T20,1311,20,,2022/23,international,"John Davies Oval, Queenstown",t20s02356,,,['player_of_match']
6,Kigali City,2022-12-08,male,T20,1946,20,J Bulele,2022/23,international,Integrated Polytechnic Regional Centre,t20s02357,,,
6,Kigali City,2022-12-08,male,T20,1945,20,OH Agbomadzie,2022/23,international,Gahanga International Cricket Stadium. Rwanda,t20s02358,,,
6,Kigali City,2022-12-08,male,T20,1947,20,,2022/23,international,Gahanga International Cricket Stadium. Rwanda,t20s02359,,,
6,Navi Mumbai,2022-12-09,female,T20,1312,20,BL Mooney,2022/23,international,"Dr DY Patil Sports Academy, Mumbai",t20s02360,,,
6,Kigali City,2022-12-09,male,T20,1948,20,Muhammed Manga,2022/23,international,Integrated Polytechnic Regional Centre,t20s02361,,,
6,Kigali City,2022-12-09,male,T20,1951,20,P Aho,2022/23,international,Gahanga International Cricket Stadium. Rwanda,t20s02362,,,
6,Kigali City,2022-12-09,male,T20,1950,20,YM Nkanya,2022/23,international,Integrated Polytechnic Regional Centre,t20s02363,,,
6,North Sound,2022-12-11,female,T20,1314,20,LK Bell,2022/23,international,"Sir Vivian Richards Stadium, North Sound, Antigua",t20s02364,,,
6,Navi Mumbai,2022-12-11,female,T20,1313,20,S Mandhana,2022/23,international,"Dr DY Patil Sports Academy, Mumbai",t20s02365,,,
6,Kigali City,2022-12-13,male,T20,1952,20,AP Rajeevan,2022/23,international,"Gahanga International Cricket Stadium, Rwanda",t20s02366,,,
6,Bridgetown,2022-12-14,female,T20,1320,20,SIR Dunkley,2022/23,international,"Kensington Oval, Bridgetown, Barbados",t20s02367,,,
6,Mumbai,2022-12-14,female,T20,1319,20,EA Perry,2022/23,international,"Brabourne Stadium, Mumbai",t20s02368,,,
6,Kigali City,2022-12-14,male,T20,1954,20,J Baguma,2022/23,international,"Gahanga International Cricket Stadium, Rwanda",t20s02369,,,
6,Kigali City,2022-12-14,male,T20,1955,20,,2022/23,international,"Gahanga International Cricket Stadium, Rwanda",t20s02370,,,
6,Bangi,2022-12-15,male,T20,1957,20,I Liyanage,2022/23,international,"UKM-YSD Cricket Oval, Bangi",t20s02371,,,
6,Kigali City,2022-12-15,male,T20,1959,20,RG Mukasa,2022/23,international,"Gahanga International Cricket Stadium, Rwanda",t20s02372,,,
6,Nairobi,2022-12-15,female,T20,1322,20,Q Abel,2022/23,international,"Gymkhana Club Ground, Nairobi",t20s02373,,,
6,Kigali City,2022-12-15,male,T20,1958,20,Bilal Hassun,2022/23,international,"Gahanga International Cricket Stadium, Rwanda",t20s02374,,,
6,Kigali City,2022-12-16,male,T20,1963,20,W Niyitanga,2022/23,international,"Gahanga International Cricket Stadium, Rwanda",t20s02375,,,
6,Bangi,2022-12-16,male,T20,1960,20,Rizwan Haider,2022/23,international,"UKM-YSD Cricket Oval, Bangi",t20s02376,,,
6,Bridgetown,2022-12-17,female,T20,1326,20,CE Dean,2022/23,international,"Kensington Oval, Bridgetown, Barbados",t20s02377,,,
6,Mumbai,2022-12-17,female,T20,1325,20,A Gardner,2022/23,international,"Brabourne Stadium, Mumbai",t20s02378,,,
6,Bridgetown,2022-12-18,female,T20,1329,20,CE Dean,2022/23,international,"Kensington Oval, Bridgetown, Barbados",t20s02379,,,
6,Nairobi,2022-12-18,female,T20,1327,20,P Alako,2022/23,international,"Gymkhana Club Ground, Nairobi",t20s02380,,,
6,Nairobi,2022-12-18,female,T20,1328,20,FO Kibasu,2022/23,international,"Gymkhana Club Ground, Nairobi",t20s02381,,,
6,Kigali City,2022-12-18,male,T20,1966,20,C Kyewuta,2022/23,international,"Gahanga International Cricket Stadium, Rwanda",t20s02382,,,
6,Kigali City,2022-12-18,male,T20,1967,20,SA Jumbe,2022/23,international,"Gahanga International Cricket Stadium, Rwanda",t20s02383,,,
6,Bangi,2022-12-18,male,T20,1964,20,Sarfaraz Ali,2022/23,international,"UKM-YSD Cricket Oval, Bangi",t20s02384,,,
6,Bangi,2022-12-18,male,T20,1965,20,Virandeep Singh,2022/23,international,"UKM-YSD Cricket Oval, Bangi",t20s02385,,,
