balls_per_over,city,date,gender,match_type,overs,player_of_match,season,team_type,venue,key,missing
6,London,2016-06-17,male,T20,20,ZS Ansari,2016,club,Kennington Oval,ntb00288,
6,Bristol,2016-06-17,male,T20,20,M Klinger,2016,club,County Ground,ntb00289,
6,Worcester,2016-06-18,male,T20,20,AD Russell,2016,club,"County Ground, New Road",ntb00290,
6,Birmingham,2016-06-19,male,T20,20,L Ronchi,2016,club,Edgbaston,ntb00291,
6,Taunton,2016-06-19,male,T20,20,MTC Waller,2016,club,County Ground,ntb00292,
6,Leeds,2016-06-19,male,T20,20,Azeem Rafiq,2016,club,Headingley,ntb00293,
6,London,2016-06-23,male,T20,20,DJ Malan,2016,club,Lord's,ntb00294,
6,Chelmsford,2016-06-24,male,T20,20,Ashar Zaidi,2016,club,County Ground,ntb00295,
6,Canterbury,2016-06-24,male,T20,20,BB McCullum,2016,club,St Lawrence Ground,ntb00296,
6,Derby,2016-06-24,male,T20,20,HF Gurney,2016,club,County Ground,ntb00297,
6,Cardiff,2016-06-24,male,T20,20,DA Cosker,2016,club,Sophia Gardens,ntb00298,
6,Manchester,2016-06-24,male,T20,20,SD Parry,2016,club,Old Trafford,ntb00299,
6,Chester-le-Street,2016-06-24,male,T20,20,C Rushworth,2016,club,Riverside Ground,ntb00300,
6,Leicester,2016-06-24,male,T20,20,LJ Evans,2016,club,Grace Road,ntb00301,
6,London,2016-06-25,male,T20,20,JD Ryder,2016,club,Kennington Oval,ntb00302,
6,Northampton,2016-06-26,male,T20,20,JJ Cobb,2016,club,County Ground,ntb00303,
6,,2016-06-26,male,T20,20,HJH Marshall,2016,club,Arundel Castle Cricket Club Ground,ntb00304,
6,Chester-le-Street,2016-06-30,male,T20,20,,2016,club,Riverside Ground,ntb00305,
6,Canterbury,2016-06-30,male,T20,20,K Rabada,2016,club,St Lawrence Ground,ntb00306,
6,Worcester,2016-07-01,male,T20,20,WL Madsen,2016,club,"County Ground, New Road",ntb00307,
6,Taunton,2016-07-01,male,T20,20,M Klinger,2016,club,County Ground,ntb00308,
6,Chelmsford,2016-07-01,male,T20,20,RS Bopara,2016,club,County Ground,ntb00309,
6,Leeds,2016-07-01,male,T20,20,Azeem Rafiq,2016,club,Headingley,ntb00310,
6,Hove,2016-07-01,male,T20,20,DR Briggs,2016,club,County Ground,ntb00311,
6,Birmingham,2016-07-01,male,T20,20,RJ Gleeson,2016,club,Edgbaston,ntb00312,
6,Bristol,2016-07-06,male,T20,20,IA Cockbain,2016,club,County Ground,ntb00313,
6,Cardiff,2016-07-07,male,T20,20,DL Lloyd,2016,club,Sophia Gardens,ntb00314,
6,Taunton,2016-07-07,male,T20,20,SA Northeast,2016,club,County Ground,ntb00315,
6,Leeds,2016-07-08,male,T20,20,KS Williamson,2016,club,Headingley,ntb00316,
6,Leicester,2016-07-08,male,T20,20,ML Pettini,2016,club,Grace Road,ntb00317,
6,Southampton,2016-07-08,male,T20,20,Ashar Zaidi,2016,club,The Rose Bowl,ntb00318,
6,Richmond,2016-07-08,male,T20,20,MA Wallace,2016,club,Old Deer Park,ntb00319,
6,Bristol,2016-07-08,male,T20,20,JL Denly,2016,club,County Ground,ntb00320,
6,Worcester,2016-07-08,male,T20,20,JC Buttler,2016,club,"County Ground, New Road",ntb00321,
6,Northampton,2016-07-08,male,T20,20,Imran Tahir,2016,club,County Ground,ntb00322,
6,London,2016-07-08,male,T20,20,AJ Finch,2016,club,Kennington Oval,ntb00323,
6,Nottingham,2016-07-09,male,T20,20,MH Wessels,2016,club,Trent Bridge,ntb00324,
6,Chester-le-Street,2016-07-10,male,T20,20,SG Borthwick,2016,club,Riverside Ground,ntb00325,
6,Derby,2016-07-10,male,T20,20,AU Rashid,2016,club,County Ground,ntb00326,
6,Cardiff,2016-07-10,male,T20,20,M Klinger,2016,club,Sophia Gardens,ntb00327,
6,Derby,2016-07-13,male,T20,20,JDS Neesham,2016,club,County Ground,ntb00328,
6,Southampton,2016-07-14,male,T20,20,LA Dawson,2016,club,The Rose Bowl,ntb00329,
6,Nottingham,2016-07-15,male,T20,20,CMW Read,2016,club,Trent Bridge,ntb00330,
6,Tunbridge Wells,2016-07-15,male,T20,20,DJ Bell-Drummond,2016,club,Nevill Ground,ntb00331,
6,Chester-le-Street,2016-07-15,male,T20,20,KK Jennings,2016,club,Riverside Ground,ntb00332,
6,Taunton,2016-07-15,male,T20,20,JK Fuller,2016,club,County Ground,ntb00333,
6,Hove,2016-07-15,male,T20,20,BTJ Wheal,2016,club,County Ground,ntb00334,
6,Leicester,2016-07-15,male,T20,20,ML Pettini,2016,club,Grace Road,ntb00335,
6,Worcester,2016-07-15,male,T20,20,RA Whiteley,2016,club,"County Ground, New Road",ntb00336,
6,Cheltenham,2016-07-17,male,T20,20,M Klinger,2016,club,College Ground,ntb00337,
6,Birmingham,2016-07-17,male,T20,20,SR Hain,2016,club,Edgbaston,ntb00338,
6,Northampton,2016-07-19,male,T20,20,AM Rossington,2016,club,County Ground,ntb00339,
6,Leeds,2016-07-20,male,T20,20,A Lyth,2016,club,Headingley,ntb00340,
6,London,2016-07-21,male,T20,20,GJ Bailey,2016,club,Lord's,ntb00341,
6,Chelmsford,2016-07-21,male,T20,20,Mustafizur Rahman,2016,club,County Ground,ntb00342,
6,Canterbury,2016-07-22,male,T20,20,T Westley,2016,club,St Lawrence Ground,ntb00343,
6,Chester-le-Street,2016-07-22,male,T20,20,S Mahmood,2016,club,Riverside Ground,ntb00344,
6,Southampton,2016-07-22,male,T20,20,GJ Bailey,2016,club,The Rose Bowl,ntb00345,
6,Leeds,2016-07-22,male,T20,20,DJ Willey,2016,club,Headingley,ntb00346,
6,Birmingham,2016-07-22,male,T20,20,GP Smith,2016,club,Edgbaston,ntb00347,
6,Cardiff,2016-07-22,male,T20,20,CA Ingram,2016,club,Sophia Gardens,ntb00348,
6,London,2016-07-22,male,T20,20,CH Morris,2016,club,Kennington Oval,ntb00349,
6,Derby,2016-07-22,male,T20,20,HD Rutherford,2016,club,County Ground,ntb00350,
6,London,2016-07-28,male,T20,20,Ashar Zaidi,2016,club,Lord's,ntb00351,
6,Hove,2016-07-28,male,T20,20,,2016,club,County Ground,ntb00352,
6,Southampton,2016-07-29,male,T20,20,TP Alsop,2016,club,The Rose Bowl,ntb00353,
6,Bristol,2016-07-29,male,T20,20,JMR Taylor,2016,club,County Ground,ntb00354,
6,Nottingham,2016-07-29,male,T20,20,DT Christian,2016,club,Trent Bridge,ntb00355,
6,Northampton,2016-07-29,male,T20,20,JA Leaning,2016,club,County Ground,ntb00356,
6,Chelmsford,2016-07-29,male,T20,20,,2016,club,County Ground,ntb00357,
6,Chester-le-Street,2016-07-29,male,T20,20,CS MacLeod,2016,club,Riverside Ground,ntb00358,
6,London,2016-07-29,male,T20,20,JJ Roy,2016,club,Kennington Oval,ntb00359,
6,Manchester,2016-07-29,male,T20,20,TJ Moores,2016,club,Old Trafford,ntb00360,
6,Nottingham,2016-08-08,male,T20,20,SR Patel,2016,club,Trent Bridge,ntb00361,
6,Northampton,2016-08-09,male,T20,20,RK Kleinveldt,2016,club,County Ground,ntb00362,
6,Bristol,2016-08-10,male,T20,20,MJ Richardson,2016,club,County Ground,ntb00363,
6,Cardiff,2016-08-11,male,T20,20,DJ Willey,2016,club,Sophia Gardens,ntb00364,
6,Birmingham,2016-08-20,male,T20,20,BM Duckett,2016,club,Edgbaston,ntb00365,
6,Birmingham,2016-08-20,male,T20,20,MA Wood,2016,club,Edgbaston,ntb00366,
6,Birmingham,2016-08-20,male,T20,20,JJ Cobb,2016,club,Edgbaston,ntb00367,
6,Northampton,2017-07-07,male,T20,20,LM Reece,2017,club,County Ground,ntb00368,
6,Worcester,2017-07-07,male,T20,20,IR Bell,2017,club,"County Ground, New Road",ntb00369,
6,Cheltenham,2017-07-07,male,T20,20,RF Higgins,2017,club,College Ground,ntb00370,
6,Cardiff,2017-07-07,male,T20,20,LD McManus,2017,club,Sophia Gardens,ntb00371,
6,Chelmsford,2017-07-07,male,T20,20,TK Curran,2017,club,County Ground,ntb00372,
6,Chester-le-Street,2017-07-07,male,T20,20,JC Buttler,2017,club,Riverside Ground,ntb00373,
6,Leeds,2017-07-07,male,T20,20,A Lyth,2017,club,Headingley,ntb00374,
6,Chesterfield,2017-07-08,male,T20,20,WL Madsen,2017,club,Queen's Park,ntb00375,
6,Birmingham,2017-07-08,male,T20,20,JS Patel,2017,club,Edgbaston,ntb00376,
6,Liverpool,2017-07-09,male,T20,20,CN Ackermann,2017,club,Aigburth,ntb00377,
6,Beckenham,2017-07-09,male,T20,20,DJ Bell-Drummond,2017,club,The Kent County Cricket Ground,ntb00378,
6,London,2017-07-09,male,T20,20,TK Curran,2017,club,Kennington Oval,ntb00379,
6,Chester-le-Street,2017-07-09,male,T20,20,BM Duckett,2017,club,Riverside Ground,ntb00380,
6,,2017-07-09,male,T20,20,CA Ingram,2017,club,Arundel Castle Cricket Club Ground,ntb00381,
6,Hove,2017-07-12,male,T20,20,KJ Abbott,2017,club,County Ground,ntb00382,
6,Chelmsford,2017-07-13,male,T20,20,RN ten Doeschate,2017,club,County Ground,ntb00383,
6,London,2017-07-13,male,T20,20,TG Helm,2017,club,Lord's,ntb00384,
6,Cheltenham,2017-07-13,male,T20,20,BAC Howell,2017,club,College Ground,ntb00385,
6,Southampton,2017-07-14,male,T20,20,MA Carberry,2017,club,The Rose Bowl,ntb00386,
6,Manchester,2017-07-14,male,T20,20,KR Brown,2017,club,Old Trafford,ntb00387,
6,London,2017-07-14,male,T20,20,JL Denly,2017,club,Kennington Oval,ntb00388,
6,Birmingham,2017-07-14,male,T20,20,RI Keogh,2017,club,Edgbaston,ntb00389,
6,Worcester,2017-07-14,male,T20,20,CJ McKay,2017,club,"County Ground, New Road",ntb00390,
6,Cardiff,2017-07-15,male,T20,20,,2017,club,Sophia Gardens,ntb00391,
6,Birmingham,2017-07-16,male,T20,20,CN Ackermann,2017,club,Edgbaston,ntb00392,
6,Manchester,2017-07-16,male,T20,20,MW Parkinson,2017,club,Old Trafford,ntb00393,
6,Chelmsford,2017-07-16,male,T20,20,CA Ingram,2017,club,County Ground,ntb00394,
6,Cheltenham,2017-07-16,male,T20,20,,2017,club,College Ground,ntb00395,
6,,2017-07-16,male,T20,20,AJ Hose,2017,club,Uxbridge Cricket Club Ground,ntb00396,
6,Canterbury,2017-07-18,male,T20,20,BAC Howell,2017,club,St Lawrence Ground,ntb00397,
6,London,2017-07-19,male,T20,20,KP Pietersen,2017,club,Kennington Oval,ntb00398,
6,Worcester,2017-07-19,male,T20,20,WL Madsen,2017,club,"County Ground, New Road",ntb00399,
6,Southampton,2017-07-20,male,T20,20,JC Archer,2017,club,The Rose Bowl,ntb00400,
6,Richmond,2017-07-20,male,T20,20,BB McCullum,2017,club,Old Deer Park,ntb00401,
6,Chester-le-Street,2017-07-20,male,T20,20,CF Parkinson,2017,club,Riverside Ground,ntb00402,
6,Leicester,2017-07-21,male,T20,20,RI Keogh,2017,club,Grace Road,ntb00403,
6,Leeds,2017-07-21,male,T20,20,DJ Willey,2017,club,Headingley,ntb00404,
6,London,2017-07-21,male,T20,20,SM Curran,2017,club,Kennington Oval,ntb00405,
6,Nottingham,2017-07-21,male,T20,20,MH Wessels,2017,club,Trent Bridge,ntb00406,
6,Chelmsford,2017-07-21,male,T20,20,RS Bopara,2017,club,County Ground,ntb00407,
6,Cardiff,2017-07-21,male,T20,20,,2017,club,Sophia Gardens,ntb00408,
6,Nottingham,2017-07-22,male,T20,20,RE Levi,2017,club,Trent Bridge,ntb00409,
6,Leeds,2017-07-23,male,T20,20,DJ Willey,2017,club,Headingley,ntb00410,
6,Manchester,2017-07-23,male,T20,20,LS Livingstone,2017,club,Old Trafford,ntb00411,
6,Taunton,2017-07-23,male,T20,20,JC Hildreth,2017,club,The Cooper Associates County Ground,ntb00412,
6,Hove,2017-07-23,male,T20,20,JDS Neesham,2017,club,County Ground,ntb00413,
6,Birmingham,2017-07-23,male,T20,20,GD Elliott,2017,club,Edgbaston,ntb00414,
6,Bristol,2017-07-25,male,T20,20,DA Miller,2017,club,County Ground,ntb00415,
6,Chester-le-Street,2017-07-25,male,T20,20,SR Patel,2017,club,Riverside Ground,ntb00416,
6,Nottingham,2017-07-26,male,T20,20,JM Clarke,2017,club,Trent Bridge,ntb00417,
6,Taunton,2017-07-26,male,T20,20,L Gregory,2017,club,The Cooper Associates County Ground,ntb00418,
6,Leeds,2017-07-26,male,T20,20,AU Rashid,2017,club,Headingley,ntb00419,
6,Northampton,2017-07-27,male,T20,20,RJ Gleeson,2017,club,County Ground,ntb00420,
6,Canterbury,2017-07-27,male,T20,20,SA Northeast,2017,club,St Lawrence Ground,ntb00421,
6,London,2017-07-27,male,T20,20,BB McCullum,2017,club,Lord's,ntb00422,
6,Hove,2017-07-28,male,T20,20,,2017,club,County Ground,ntb00423,
6,Leicester,2017-07-28,male,T20,20,PD Collingwood,2017,club,Grace Road,ntb00424,
6,Bristol,2017-07-28,male,T20,20,M Klinger,2017,club,County Ground,ntb00425,
6,Nottingham,2017-07-30,male,T20,20,AD Hales,2017,club,Trent Bridge,ntb00426,
6,Worcester,2017-07-30,male,T20,20,JM Clarke,2017,club,"County Ground, New Road",ntb00427,
6,Derby,2017-07-30,male,T20,20,WL Madsen,2017,club,County Ground,ntb00428,
6,Canterbury,2017-07-30,male,T20,20,JA Rudolph,2017,club,St Lawrence Ground,ntb00429,
6,Taunton,2017-07-30,male,T20,20,CJ Anderson,2017,club,The Cooper Associates County Ground,ntb00430,
6,Birmingham,2017-07-30,male,T20,20,AJ Hose,2017,club,Edgbaston,ntb00431,
6,Northampton,2017-08-01,male,T20,20,AD Thomason,2017,club,County Ground,ntb00432,
6,Southampton,2017-08-01,male,T20,20,DJ Bell-Drummond,2017,club,The Rose Bowl,ntb00433,
6,Leicester,2017-08-02,male,T20,20,,2017,club,Grace Road,ntb00434,
6,Leeds,2017-08-03,male,T20,20,BA Godleman,2017,club,Headingley,ntb00435,
6,London,2017-08-03,male,T20,20,RR Rossouw,2017,club,Lord's,ntb00436,
6,Northampton,2017-08-03,male,T20,20,RK Kleinveldt,2017,club,County Ground,ntb00437,
6,Cardiff,2017-08-03,male,T20,20,MG Hogan,2017,club,Sophia Gardens,ntb00438,
6,Hove,2017-08-03,male,T20,20,CD Nash,2017,club,County Ground,ntb00439,
6,Southampton,2017-08-04,male,T20,20,AJA Wheater,2017,club,The Rose Bowl,ntb00440,
6,London,2017-08-04,male,T20,20,AHT Donald,2017,club,Kennington Oval,ntb00441,
6,Canterbury,2017-08-04,male,T20,20,CD Nash,2017,club,St Lawrence Ground,ntb00442,
6,Birmingham,2017-08-04,male,T20,20,JW Hastings,2017,club,Edgbaston,ntb00443,
6,Chester-le-Street,2017-08-04,male,T20,20,PD Collingwood,2017,club,Riverside Ground,ntb00444,
6,Derby,2017-08-04,male,T20,20,TJ Moores,2017,club,County Ground,ntb00445,
6,Leicester,2017-08-04,male,T20,20,SD Parry,2017,club,Grace Road,ntb00446,
6,Bristol,2017-08-04,male,T20,20,K Noema-Barnett,2017,club,County Ground,ntb00447,
6,Nottingham,2017-08-05,male,T20,20,AD Hales,2017,club,Trent Bridge,ntb00448,
6,Worcester,2017-08-05,male,T20,20,BM Duckett,2017,club,"County Ground, New Road",ntb00449,
6,Taunton,2017-08-06,male,T20,20,C Overton,2017,club,The Cooper Associates County Ground,ntb00450,
6,Southampton,2017-08-10,male,T20,20,MS Crane,2017,club,The Rose Bowl,ntb00451,
6,London,2017-08-10,male,T20,20,TG Helm,2017,club,Lord's,ntb00452,
6,Hove,2017-08-11,male,T20,20,CJ Jordan,2017,club,County Ground,ntb00453,
6,Northampton,2017-08-11,male,T20,20,MJ Cosgrove,2017,club,County Ground,ntb00454,
6,Leeds,2017-08-11,male,T20,20,TT Bresnan,2017,club,Headingley,ntb00455,
6,Chester-le-Street,2017-08-11,male,T20,20,TWM Latham,2017,club,Riverside Ground,ntb00456,
6,Nottingham,2017-08-11,male,T20,20,SR Patel,2017,club,Trent Bridge,ntb00457,
6,Chelmsford,2017-08-11,male,T20,20,NA Sowter,2017,club,County Ground,ntb00458,
6,Canterbury,2017-08-11,male,T20,20,CM Dickinson,2017,club,St Lawrence Ground,ntb00459,
6,Taunton,2017-08-12,male,T20,20,AF Milne,2017,club,The Cooper Associates County Ground,ntb00460,
6,Leicester,2017-08-12,male,T20,20,CN Ackermann,2017,club,Grace Road,ntb00461,
6,Worcester,2017-08-13,male,T20,20,A Hepburn,2017,club,"County Ground, New Road",ntb00462,
6,London,2017-08-13,male,T20,20,AJ Finch,2017,club,Kennington Oval,ntb00463,
6,Bristol,2017-08-13,male,T20,20,JA Porter,2017,club,County Ground,ntb00464,
6,Chester-le-Street,2017-08-13,male,T20,20,DP Sibley,2017,club,Riverside Ground,ntb00465,
6,Taunton,2017-08-13,male,T20,20,M de Lange,2017,club,The Cooper Associates County Ground,ntb00466,
6,,2017-08-15,male,T20,20,ST Finn,2017,club,Uxbridge Cricket Club Ground,ntb00467,
6,Derby,2017-08-15,male,T20,20,LM Reece,2017,club,County Ground,ntb00468,
6,Manchester,2017-08-16,male,T20,20,AM Lilley,2017,club,Old Trafford,ntb00469,
6,Chelmsford,2017-08-17,male,T20,20,JL Denly,2017,club,County Ground,ntb00470,
6,Leicester,2017-08-17,male,T20,20,MJ Cosgrove,2017,club,Grace Road,ntb00471,
6,London,2017-08-17,male,T20,20,SM Curran,2017,club,Kennington Oval,ntb00472,
6,Leeds,2017-08-17,male,T20,20,A Lyth,2017,club,Headingley,ntb00473,
6,Nottingham,2017-08-18,male,T20,20,CS Delport,2017,club,Trent Bridge,ntb00474,
6,Manchester,2017-08-18,male,T20,20,EJ Pollock,2017,club,Old Trafford,ntb00475,
6,Southampton,2017-08-18,male,T20,20,PD Trego,2017,club,The Rose Bowl,ntb00476,
6,Northampton,2017-08-18,male,T20,20,,2017,club,County Ground,ntb00477,
6,Cardiff,2017-08-18,male,T20,20,M de Lange,2017,club,Sophia Gardens,ntb00478,
6,Canterbury,2017-08-18,male,T20,20,JJ Roy,2017,club,St Lawrence Ground,ntb00479,
6,Derby,2017-08-18,male,T20,20,Imran Tahir,2017,club,County Ground,ntb00480,
6,Hove,2017-08-18,male,T20,20,CD Nash,2017,club,County Ground,ntb00481,
6,Hove,2017-08-22,male,T20,20,Shahid Afridi,2017,club,County Ground,ntb00482,
6,Cardiff,2017-08-23,male,T20,20,CA Ingram,2017,club,Sophia Gardens,ntb00483,
6,Nottingham,2017-08-24,male,T20,20,SR Patel,2017,club,Trent Bridge,ntb00484,
6,London,2017-08-25,male,T20,20,GD Elliott,2017,club,Kennington Oval,ntb00485,
6,Birmingham,2017-09-02,male,T20,20,SR Patel,2017,club,Edgbaston,ntb00486,
6,Birmingham,2017-09-02,male,T20,20,EJ Pollock,2017,club,Edgbaston,ntb00487,
6,Birmingham,2017-09-02,male,T20,20,SJ Mullaney,2017,club,Edgbaston,ntb00488,
6,Chelmsford,2018-07-04,male,T20,20,D Wiese,2018,club,County Ground,ntb00489,
6,Nottingham,2018-07-04,male,T20,20,IR Bell,2018,club,Trent Bridge,ntb00490,
6,Northampton,2018-07-04,male,T20,20,BM Duckett,2018,club,County Ground,ntb00491,
6,Leeds,2018-07-05,male,T20,20,A Lyth,2018,club,Headingley,ntb00492,
6,Manchester,2018-07-05,male,T20,20,BL D'Oliveira,2018,club,Old Trafford,ntb00493,
6,London,2018-07-05,male,T20,20,PR Stirling,2018,club,Lord's,ntb00494,
6,Derby,2018-07-06,male,T20,20,LS Livingstone,2018,club,County Ground,ntb00495,
6,Leicester,2018-07-06,male,T20,20,Imran Tahir,2018,club,Grace Road,ntb00496,
6,Taunton,2018-07-06,male,T20,20,PD Trego,2018,club,The Cooper Associates County Ground,ntb00497,
6,Northampton,2018-07-06,male,T20,20,DT Christian,2018,club,County Ground,ntb00498,
6,London,2018-07-06,male,T20,20,JL Denly,2018,club,Kennington Oval,ntb00499,
6,Southampton,2018-07-06,male,T20,20,AG Salter,2018,club,The Rose Bowl,ntb00500,
6,Worcester,2018-07-06,male,T20,20,PR Brown,2018,club,"County Ground, New Road",ntb00501,
6,Chelmsford,2018-07-06,male,T20,20,AJA Wheater,2018,club,County Ground,ntb00502,
6,Leicester,2018-07-08,male,T20,20,,2018,club,Grace Road,ntb00503,['player_of_match']
6,Taunton,2018-07-08,male,T20,20,HG Kuhn,2018,club,The Cooper Associates County Ground,ntb00504,
6,Derby,2018-07-08,male,T20,20,,2018,club,County Ground,ntb00505,['player_of_match']
6,Birmingham,2018-07-08,male,T20,20,EJ Pollock,2018,club,Edgbaston,ntb00506,
6,Cardiff,2018-07-08,male,T20,20,,2018,club,Sophia Gardens,ntb00507,['player_of_match']
6,Manchester,2018-07-08,male,T20,20,AL Davies,2018,club,Old Trafford,ntb00508,
6,,2018-07-08,male,T20,20,,2018,club,Uxbridge Cricket Club Ground,ntb00509,['player_of_match']
6,Bristol,2018-07-11,male,T20,20,JMR Taylor,2018,club,County Ground,ntb00510,
6,Southampton,2018-07-12,male,T20,20,LJ Wright,2018,club,The Rose Bowl,ntb00511,
6,London,2018-07-12,male,T20,20,R Clarke,2018,club,Kennington Oval,ntb00512,
6,Bristol,2018-07-13,male,T20,20,IA Cockbain,2018,club,County Ground,ntb00513,
6,Beckenham,2018-07-13,male,T20,20,SW Billings,2018,club,The Kent County Cricket Ground,ntb00514,
6,Chelmsford,2018-07-13,male,T20,20,CB Cooke,2018,club,County Ground,ntb00515,
6,Birmingham,2018-07-13,male,T20,20,BA Raine,2018,club,Edgbaston,ntb00516,
6,Chester-le-Street,2018-07-13,male,T20,20,TT Bresnan,2018,club,Riverside Ground,ntb00517,
6,Worcester,2018-07-13,male,T20,20,DY Pennington,2018,club,"County Ground, New Road",ntb00518,
6,Hove,2018-07-13,male,T20,20,AJ Finch,2018,club,County Ground,ntb00519,
6,Derby,2018-07-13,male,T20,20,DT Christian,2018,club,County Ground,ntb00520,
6,Manchester,2018-07-14,male,T20,20,TJ Lester,2018,club,Old Trafford,ntb00521,
6,Worcester,2018-07-15,male,T20,20,TT Bresnan,2018,club,"County Ground, New Road",ntb00522,
6,Birmingham,2018-07-15,male,T20,20,G Clark,2018,club,Edgbaston,ntb00523,
6,Nottingham,2018-07-17,male,T20,20,TWM Latham,2018,club,Trent Bridge,ntb00524,
6,Leicester,2018-07-18,male,T20,20,LS Livingstone,2018,club,Grace Road,ntb00525,
6,London,2018-07-19,male,T20,20,JG Myburgh,2018,club,Lord's,ntb00526,
6,Northampton,2018-07-19,male,T20,20,CS MacLeod,2018,club,County Ground,ntb00527,
6,Nottingham,2018-07-20,male,T20,20,BA Raine,2018,club,Trent Bridge,ntb00528,
6,Cardiff,2018-07-20,male,T20,20,CJ Anderson,2018,club,Sophia Gardens,ntb00529,
6,Chester-le-Street,2018-07-20,male,T20,20,BA Stokes,2018,club,Riverside Ground,ntb00530,
6,Birmingham,2018-07-20,male,T20,20,IR Bell,2018,club,Edgbaston,ntb00531,
6,Cheltenham,2018-07-20,male,T20,20,,2018,club,College Ground,ntb00532,
6,Canterbury,2018-07-20,male,T20,20,,2018,club,St Lawrence Ground,ntb00533,
6,Southampton,2018-07-20,male,T20,20,C Munro,2018,club,The Rose Bowl,ntb00534,
6,Manchester,2018-07-20,male,T20,20,LS Livingstone,2018,club,Old Trafford,ntb00535,
6,Chelmsford,2018-07-21,male,T20,20,SA Northeast,2018,club,County Ground,ntb00536,
6,London,2018-07-26,male,T20,20,AC Agar,2018,club,Lord's,ntb00537,
6,Nottingham,2018-07-27,male,T20,20,IS Sodhi,2018,club,Trent Bridge,ntb00538,
6,Northampton,2018-07-27,male,T20,20,MJ Guptill,2018,club,County Ground,ntb00539,
6,Leicester,2018-07-27,male,T20,20,BA Godleman,2018,club,Grace Road,ntb00540,
6,Leeds,2018-07-27,male,T20,20,T Kohler-Cadmore,2018,club,Headingley,ntb00541,
6,Canterbury,2018-07-27,male,T20,20,,2018,club,St Lawrence Ground,ntb00542,
6,London,2018-07-27,male,T20,20,AJ Finch,2018,club,Kennington Oval,ntb00543,
6,Cheltenham,2018-07-27,male,T20,20,AJ Tye,2018,club,College Ground,ntb00544,
6,Chesterfield,2018-07-28,male,T20,20,MJJ Critchley,2018,club,Queen's Park,ntb00545,
6,Chester-le-Street,2018-07-28,male,T20,20,G Clark,2018,club,Riverside Ground,ntb00546,
6,Taunton,2018-07-29,male,T20,20,L Gregory,2018,club,The Cooper Associates County Ground,ntb00547,
6,Leeds,2018-07-30,male,T20,20,WL Madsen,2018,club,Headingley,ntb00548,
6,Leeds,2018-07-31,male,T20,20,KS Williamson,2018,club,Headingley,ntb00549,
6,London,2018-07-31,male,T20,20,GG Wagg,2018,club,Kennington Oval,ntb00550,
6,Taunton,2018-08-01,male,T20,20,JE Taylor,2018,club,The Cooper Associates County Ground,ntb00551,
6,Hove,2018-08-01,male,T20,20,DA Payne,2018,club,County Ground,ntb00552,
6,Canterbury,2018-08-02,male,T20,20,SW Billings,2018,club,St Lawrence Ground,ntb00553,
6,Chester-le-Street,2018-08-02,male,T20,20,Imran Tahir,2018,club,Riverside Ground,ntb00554,
6,London,2018-08-02,male,T20,20,JC Archer,2018,club,Lord's,ntb00555,
6,Leicester,2018-08-02,male,T20,20,AJ Hose,2018,club,Grace Road,ntb00556,
6,Nottingham,2018-08-02,male,T20,20,IS Sodhi,2018,club,Trent Bridge,ntb00557,
6,Derby,2018-08-03,male,T20,20,GC Viljoen,2018,club,County Ground,ntb00558,
6,Taunton,2018-08-03,male,T20,20,JG Myburgh,2018,club,The Cooper Associates County Ground,ntb00559,
6,Worcester,2018-08-03,male,T20,20,RA Whiteley,2018,club,"County Ground, New Road",ntb00560,
6,Manchester,2018-08-03,male,T20,20,Mohammad Nabi,2018,club,Old Trafford,ntb00561,
6,Leeds,2018-08-03,male,T20,20,KS Williamson,2018,club,Headingley,ntb00562,
6,Southampton,2018-08-03,male,T20,20,MP Stoinis,2018,club,The Rose Bowl,ntb00563,
6,London,2018-08-03,male,T20,20,AJ Finch,2018,club,Kennington Oval,ntb00564,
6,Nottingham,2018-08-04,male,T20,20,CJ Ferguson,2018,club,Trent Bridge,ntb00565,
6,Canterbury,2018-08-05,male,T20,20,M Klinger,2018,club,St Lawrence Ground,ntb00566,
6,Chelmsford,2018-08-05,male,T20,20,R Clarke,2018,club,County Ground,ntb00567,
6,Northampton,2018-08-05,male,T20,20,JJ Cobb,2018,club,County Ground,ntb00568,
6,Richmond,2018-08-05,male,T20,20,RAJ Smith,2018,club,Old Deer Park,ntb00569,
6,Hove,2018-08-05,male,T20,20,LJ Evans,2018,club,County Ground,ntb00570,
6,Cardiff,2018-08-07,male,T20,20,CA Ingram,2018,club,Sophia Gardens,ntb00571,
6,Manchester,2018-08-07,male,T20,20,L Trevaskis,2018,club,Old Trafford,ntb00572,
6,Southampton,2018-08-08,male,T20,20,JG Myburgh,2018,club,The Rose Bowl,ntb00573,
6,Chester-le-Street,2018-08-08,male,T20,20,TWM Latham,2018,club,Riverside Ground,ntb00574,
6,Derby,2018-08-08,male,T20,20,JJ Cobb,2018,club,County Ground,ntb00575,
6,Birmingham,2018-08-09,male,T20,20,IR Bell,2018,club,Edgbaston,ntb00576,
6,Leeds,2018-08-09,male,T20,20,KR Brown,2018,club,Headingley,ntb00577,
6,London,2018-08-09,male,T20,20,,2018,club,Kennington Oval,ntb00578,
6,Worcester,2018-08-09,male,T20,20,JM Clarke,2018,club,"County Ground, New Road",ntb00579,
6,Bristol,2018-08-09,male,T20,20,IA Cockbain,2018,club,County Ground,ntb00580,
6,Nottingham,2018-08-10,male,T20,20,TJ Moores,2018,club,Trent Bridge,ntb00581,
