decision,winner,key
bat,Leicestershire,ntb00954
field,Middlesex,ntb00955
bat,Durham,ntb00956
field,Northamptonshire,ntb00957
field,Somerset,ntb00958
field,Derbyshire,ntb00959
field,Gloucestershire,ntb00960
field,Essex,ntb00961
field,Nottinghamshire,ntb00962
bat,Northamptonshire,ntb00963
field,Somerset,ntb00964
field,Worcestershire,ntb00965
field,Gloucestershire,ntb00966
bat,Lancashire,ntb00967
bat,Leicestershire,ntb00968
field,Hampshire,ntb00969
field,Glamorgan,ntb00970
field,Nottinghamshire,ntb00971
field,Somerset,ntb00972
field,Sussex,ntb00973
bat,Durham,ntb00974
bat,Northamptonshire,ntb00975
field,Kent,ntb00976
field,Birmingham Bears,ntb00977
field,Sussex,ntb00978
bat,Kent,ntb00979
field,Nottinghamshire,ntb00980
field,Worcestershire,ntb00981
bat,Durham,ntb00982
field,Glamorgan,ntb00983
field,Nottinghamshire,ntb00984
bat,Leicestershire,ntb00985
bat,Derbyshire,ntb00986
field,Hampshire,ntb00987
field,Gloucestershire,ntb00988
field,Essex,ntb00989
field,Yorkshire,ntb00990
field,Surrey,ntb00991
bat,Durham,ntb00992
field,Derbyshire,ntb00993
bat,Northamptonshire,ntb00994
field,Somerset,ntb00995
bat,Hampshire,ntb00996
field,Middlesex,ntb00997
field,Worcestershire,ntb00998
bat,Leicestershire,ntb00999
field,Somerset,ntb01000
field,Middlesex,ntb01001
bat,Birmingham Bears,ntb01002
field,Glamorgan,ntb01003
bat,Lancashire,ntb01004
field,Sussex,ntb01005
field,Kent,ntb01006
field,Surrey,ntb01007
bat,Yorkshire,ntb01008
field,Sussex,ntb01009
field,Gloucestershire,ntb01010
bat,Lancashire,ntb01011
field,Nottinghamshire,ntb01012
bat,Worcestershire,ntb01013
field,Derbyshire,ntb01014
field,Somerset,ntb01015
field,Glamorgan,ntb01016
field,Lancashire,ntb01017
bat,Kent,ntb01018
field,Surrey,ntb01019
bat,Leicestershire,ntb01020
bat,Birmingham Bears,ntb01021
field,Kent,ntb01022
field,Surrey,ntb01023
field,Glamorgan,ntb01024
field,Derbyshire,ntb01025
bat,Leicestershire,ntb01026
bat,Northamptonshire,ntb01027
field,Yorkshire,ntb01028
field,Durham,ntb01029
field,Surrey,ntb01030
field,Somerset,ntb01031
field,Derbyshire,ntb01032
field,Middlesex,ntb01033
field,Surrey,ntb01034
field,Lancashire,ntb01035
field,Northamptonshire,ntb01036
field,Durham,ntb01037
field,Worcestershire,ntb01038
field,Kent,ntb01039
field,Gloucestershire,ntb01040
field,Glamorgan,ntb01041
bat,Hampshire,ntb01042
field,Yorkshire,ntb01043
field,Surrey,ntb01044
field,Somerset,ntb01045
field,Lancashire,ntb01046
field,Sussex,ntb01047
bat,Durham,ntb01048
bat,Leicestershire,ntb01049
field,Glamorgan,ntb01050
field,Yorkshire,ntb01051
field,Surrey,ntb01052
field,Hampshire,ntb01053
field,Derbyshire,ntb01054
bat,Birmingham Bears,ntb01055
bat,Glamorgan,ntb01056
bat,Middlesex,ntb01057
field,Nottinghamshire,ntb01058
field,Surrey,ntb01059
bat,Hampshire,ntb01060
bat,Essex,ntb01061
field,Derbyshire,ntb01062
bat,Hampshire,ntb01063
bat,Yorkshire,ntb01064
bat,Hampshire,ntb01065
field,Yorkshire,ntb01066
field,Lancashire,ntb01067
field,Somerset,ntb01068
bat,Worcestershire,ntb01069
bat,Gloucestershire,ntb01070
bat,Leicestershire,ntb01071
bat,Surrey,ntb01072
bat,Yorkshire,ntb01073
bat,Northamptonshire,ntb01074
bat,Derbyshire,ntb01075
bat,Leicestershire,ntb01076
field,Hampshire,ntb01077
field,Kent,ntb01078
field,Glamorgan,ntb01079
field,Somerset,ntb01080
bat,Lancashire,ntb01081
field,Yorkshire,ntb01082
field,Somerset,ntb01083
field,Sussex,ntb01084
bat,Worcestershire,ntb01085
field,Northamptonshire,ntb01086
field,Middlesex,ntb01087
bat,Lancashire,ntb01088
field,Nottinghamshire,ntb01089
bat,Yorkshire,ntb01090
field,Kent,ntb01091
field,Essex,ntb01092
field,Surrey,ntb01093
field,Northamptonshire,ntb01094
bat,Glamorgan,ntb01095
field,Lancashire,ntb01096
field,Sussex,ntb01097
field,Leicestershire,ntb01098
field,Nottinghamshire,ntb01099
field,Gloucestershire,ntb01100
field,Birmingham Bears,ntb01101
bat,Lancashire,ntb01102
field,Somerset,ntb01103
field,Essex,ntb01104
field,Glamorgan,ntb01105
bat,Leicestershire,ntb01106
bat,Sussex,ntb01107
field,Birmingham Bears,ntb01108
field,Yorkshire,ntb01109
field,Gloucestershire,ntb01110
bat,Lancashire,ntb01111
field,Leicestershire,ntb01112
field,Sussex,ntb01113
field,Essex,ntb01114
bat,Kent,ntb01115
field,Northamptonshire,ntb01116
bat,Sussex,ntb01117
bat,Yorkshire,ntb01118
field,Durham,ntb01119
field,Middlesex,ntb01120
field,Lancashire,ntb01121
bat,Birmingham Bears,ntb01122
field,Somerset,ntb01123
bat,Surrey,ntb01124
bat,Kent,ntb01125
bat,Sussex,ntb01126
field,Durham,ntb01127
bat,Birmingham Bears,ntb01128
bat,Yorkshire,ntb01129
field,Sussex,ntb01130
field,Nottinghamshire,ntb01131
field,Gloucestershire,ntb01132
field,Kent,ntb01133
field,Leicestershire,ntb01134
bat,Essex,ntb01135
field,Somerset,ntb01136
field,Northamptonshire,ntb01137
field,Essex,ntb01138
field,Hampshire,ntb01139
field,Worcestershire,ntb01140
bat,Kent,ntb01141
field,Yorkshire,ntb01142
field,Derbyshire,ntb01143
field,Kent,ntb01144
field,Worcestershire,ntb01145
field,Gloucestershire,ntb01146
bat,Northamptonshire,ntb01147
field,Hampshire,ntb01148
field,Durham,ntb01149
field,Yorkshire,ntb01150
field,Middlesex,ntb01151
field,Somerset,ntb01152
bat,Northamptonshire,ntb01153
field,Glamorgan,ntb01154
bat,Lancashire,ntb01155
field,Birmingham Bears,ntb01156
bat,Sussex,ntb01157
field,Gloucestershire,ntb01158
bat,Nottinghamshire,ntb01159
bat,Northamptonshire,ntb01160
field,Somerset,ntb01161
field,Sussex,ntb01162
field,Kent,ntb01163
bat,Birmingham Bears,ntb01164
field,Middlesex,ntb01165
field,Worcestershire,ntb01166
field,Worcestershire,ntb01167
field,Derbyshire,ntb01168
field,Durham,ntb01169
bat,Sussex,ntb01170
field,Somerset,ntb01171
field,Middlesex,ntb01172
field,Hampshire,ntb01173
field,Leicestershire,ntb01174
field,Birmingham Bears,ntb01175
field,Glamorgan,ntb01176
field,Surrey,ntb01177
field,Worcestershire,ntb01178
field,Middlesex,ntb01179
field,Leicestershire,ntb01180
field,Kent,ntb01181
bat,Sussex,ntb01182
bat,Middlesex,ntb01183
field,Lancashire,ntb01184
field,Kent,ntb01185
field,Essex,ntb01186
bat,Worcestershire,ntb01187
field,Hampshire,ntb01188
bat,Nottinghamshire,ntb01189
bat,Birmingham Bears,ntb01190
field,Essex,ntb01191
bat,Surrey,ntb01192
bat,Nottinghamshire,ntb01193
field,Hampshire,ntb01194
field,Essex,ntb01195
field,Surrey,ntb01196
field,Essex,ntb01197
field,Northamptonshire,ntb01198
bat,Worcestershire,ntb01199
field,Surrey,ntb01200
field,Lancashire,ntb01201
field,Gloucestershire,ntb01202
field,Leicestershire,ntb01203
field,Worcestershire,ntb01204
field,Sussex,ntb01205
field,Glamorgan,ntb01206
field,Northamptonshire,ntb01207
field,Birmingham Bears,ntb01208
field,Somerset,ntb01209
field,Middlesex,ntb01210
bat,Birmingham Bears,ntb01211
bat,Leicestershire,ntb01212
field,Essex,ntb01213
bat,Glamorgan,ntb01214
bat,Kent,ntb01215
bat,Yorkshire,ntb01216
field,Somerset,ntb01217
field,Derbyshire,ntb01218
bat,Middlesex,ntb01219
bat,Worcestershire,ntb01220
field,Durham,ntb01221
field,Surrey,ntb01222
bat,Northamptonshire,ntb01223
field,Birmingham Bears,ntb01224
field,Hampshire,ntb01225
field,Kent,ntb01226
field,Nottinghamshire,ntb01227
field,Essex,ntb01228
bat,Durham,ntb01229
field,Gloucestershire,ntb01230
field,Middlesex,ntb01231
field,Worcestershire,ntb01232
bat,Nottinghamshire,ntb01233
field,Yorkshire,ntb01234
field,Hampshire,ntb01235
field,Somerset,ntb01236
field,Durham,ntb01237
field,Middlesex,ntb01238
field,Nottinghamshire,ntb01239
field,Birmingham Bears,ntb01240
field,Surrey,ntb01241
field,Kent,ntb01242
field,Hampshire,ntb01243
field,Derbyshire,ntb01244
field,Leicestershire,ntb01245
field,Sussex,ntb01246
field,Nottinghamshire,ntb01247
field,Sussex,ntb01248
bat,Derbyshire,ntb01249
bat,Durham,ntb01250
field,Gloucestershire,ntb01251
field,Glamorgan,ntb01252
bat,Northamptonshire,ntb01253
bat,Leicestershire,ntb01254
bat,Glamorgan,ntb01255
field,Middlesex,ntb01256
field,Kent,ntb01257
bat,Birmingham Bears,ntb01258
bat,Yorkshire,ntb01259
field,Essex,ntb01260
bat,Nottinghamshire,ntb01261
field,Birmingham Bears,ntb01262
bat,Glamorgan,ntb01263
bat,Northamptonshire,ntb01264
field,Hampshire,ntb01265
bat,Durham,ntb01266
field,Essex,ntb01267
field,Gloucestershire,ntb01268
bat,Durham,ntb01269
field,Gloucestershire,ntb01270
field,Leicestershire,ntb01271
field,Sussex,ntb01272
bat,Birmingham Bears,ntb01273
field,Derbyshire,ntb01274
field,Essex,ntb01275
field,Lancashire,ntb01276
field,Northamptonshire,ntb01277
field,Birmingham Bears,ntb01278
field,Gloucestershire,ntb01279
field,Kent,ntb01280
field,Derbyshire,ntb01281
field,Hampshire,ntb01282
bat,Durham,ntb01283
field,Gloucestershire,ntb01284
field,Kent,ntb01285
field,Leicestershire,ntb01286
field,Nottinghamshire,ntb01287
field,Middlesex,ntb01288
bat,Gloucestershire,ntb01289
field,Kent,ntb01290
field,Leicestershire,ntb01291
bat,Surrey,ntb01292
bat,Worcestershire,ntb01293
field,Essex,ntb01294
field,Yorkshire,ntb01295
field,Derbyshire,ntb01296
bat,Nottinghamshire,ntb01297
field,Essex,ntb01298
field,Glamorgan,ntb01299
field,Northamptonshire,ntb01300
bat,Hampshire,ntb01301
field,Kent,ntb01302
field,Lancashire,ntb01303
field,Derbyshire,ntb01304
field,Surrey,ntb01305
field,Birmingham Bears,ntb01306
bat,Gloucestershire,ntb01307
field,Somerset,ntb01308
bat,Birmingham Bears,ntb01309
bat,Middlesex,ntb01310
field,Northamptonshire,ntb01311
field,Yorkshire,ntb01312
field,Essex,ntb01313
bat,Glamorgan,ntb01314
field,Durham,ntb01315
field,Surrey,ntb01316
field,Surrey,ntb01317
field,Sussex,ntb01318
field,Northamptonshire,ntb01319
field,Birmingham Bears,ntb01320
field,Somerset,ntb01321
bat,Sussex,ntb01322
field,Gloucestershire,ntb01323
