team_1,team_2,key
Essex,Sussex,ntb00342
Derbyshire,Worcestershire,ntb00343
Surrey,Sussex,ntb00344
Glamorgan,Somerset,ntb00345
Yorkshire,Northamptonshire,ntb00346
Hampshire,Middlesex,ntb00347
Warwickshire,Nottinghamshire,ntb00348
Kent,Essex,ntb00349
Durham,Lancashire,ntb00350
Sussex,Glamorgan,ntb00351
Middlesex,Essex,ntb00352
Lancashire,Warwickshire,ntb00353
Durham,Derbyshire,ntb00354
Essex,Glamorgan,ntb00355
Surrey,Kent,ntb00356
Gloucestershire,Middlesex,ntb00357
Hampshire,Somerset,ntb00358
Northamptonshire,Yorkshire,ntb00359
Nottinghamshire,Leicestershire,ntb00360
Nottinghamshire,Essex,ntb00361
Northamptonshire,Middlesex,ntb00362
Gloucestershire,Durham,ntb00363
Glamorgan,Yorkshire,ntb00364
Durham,Northamptonshire,ntb00365
Nottinghamshire,Northamptonshire,ntb00366
Durham,Yorkshire,ntb00367
Yorkshire,Nottinghamshire,ntb00368
Lancashire,Durham,ntb00369
Northamptonshire,Derbyshire,ntb00370
Worcestershire,Warwickshire,ntb00371
Hampshire,Glamorgan,ntb00372
Surrey,Essex,ntb00373
Gloucestershire,Middlesex,ntb00374
Derbyshire,Yorkshire,ntb00375
Nottinghamshire,Warwickshire,ntb00376
Durham,Northamptonshire,ntb00377
Glamorgan,Sussex,ntb00378
Surrey,Somerset,ntb00379
Lancashire,Leicestershire,ntb00380
Essex,Kent,ntb00381
Hampshire,Sussex,ntb00382
Essex,Somerset,ntb00383
Surrey,Middlesex,ntb00384
Kent,Gloucestershire,ntb00385
Worcestershire,Leicestershire,ntb00386
Warwickshire,Northamptonshire,ntb00387
Lancashire,Yorkshire,ntb00388
Hampshire,Middlesex,ntb00389
Surrey,Kent,ntb00390
Glamorgan,Somerset,ntb00391
Leicestershire,Warwickshire,ntb00392
Derbyshire,Lancashire,ntb00393
Essex,Glamorgan,ntb00394
Sussex,Gloucestershire,ntb00395
Somerset,Middlesex,ntb00396
Gloucestershire,Kent,ntb00397
Worcestershire,Derbyshire,ntb00398
Surrey,Essex,ntb00399
Middlesex,Kent,ntb00400
Leicestershire,Durham,ntb00401
Hampshire,Sussex,ntb00402
Northamptonshire,Leicestershire,ntb00403
Yorkshire,Warwickshire,ntb00404
Nottinghamshire,Derbyshire,ntb00405
Hampshire,Essex,ntb00406
Sussex,Glamorgan,ntb00407
Surrey,Middlesex,ntb00408
Northamptonshire,Nottinghamshire,ntb00409
Yorkshire,Worcestershire,ntb00410
Lancashire,Durham,ntb00411
Middlesex,Somerset,ntb00412
Kent,Sussex,ntb00413
Warwickshire,Derbyshire,ntb00414
Glamorgan,Gloucestershire,ntb00415
Durham,Nottinghamshire,ntb00416
Worcestershire,Nottinghamshire,ntb00417
Somerset,Hampshire,ntb00418
Yorkshire,Durham,ntb00419
Somerset,Kent,ntb00420
Middlesex,Essex,ntb00421
Worcestershire,Northamptonshire,ntb00422
Middlesex,Sussex,ntb00423
Leicestershire,Durham,ntb00424
Gloucestershire,Hampshire,ntb00425
Leicestershire,Derbyshire,ntb00426
Durham,Worcestershire,ntb00427
Glamorgan,Kent,ntb00428
Somerset,Sussex,ntb00429
Yorkshire,Nottinghamshire,ntb00430
Lancashire,Warwickshire,ntb00431
Warwickshire,Northamptonshire,ntb00432
Kent,Hampshire,ntb00433
Nottinghamshire,Leicestershire,ntb00434
Gloucestershire,Glamorgan,ntb00435
Northamptonshire,Lancashire,ntb00436
Surrey,Sussex,ntb00437
Yorkshire,Derbyshire,ntb00438
Middlesex,Hampshire,ntb00439
Nottinghamshire,Derbyshire,ntb00440
Lancashire,Leicestershire,ntb00441
Durham,Yorkshire,ntb00442
Somerset,Gloucestershire,ntb00443
Kent,Sussex,ntb00444
Glamorgan,Surrey,ntb00445
Worcestershire,Warwickshire,ntb00446
Hampshire,Essex,ntb00447
Northamptonshire,Worcestershire,ntb00448
Durham,Nottinghamshire,ntb00449
Surrey,Somerset,ntb00450
Glamorgan,Hampshire,ntb00451
Middlesex,Sussex,ntb00452
Kent,Hampshire,ntb00453
Warwickshire,Nottinghamshire,ntb00454
Durham,Worcestershire,ntb00455
Essex,Middlesex,ntb00456
Leicestershire,Northamptonshire,ntb00457
Gloucestershire,Sussex,ntb00458
Yorkshire,Lancashire,ntb00459
Yorkshire,Leicestershire,ntb00460
Somerset,Kent,ntb00461
Nottinghamshire,Worcestershire,ntb00462
Surrey,Sussex,ntb00463
Gloucestershire,Essex,ntb00464
Durham,Warwickshire,ntb00465
Glamorgan,Somerset,ntb00466
Middlesex,Gloucestershire,ntb00467
Durham,Derbyshire,ntb00468
Worcestershire,Lancashire,ntb00469
Kent,Essex,ntb00470
Derbyshire,Leicestershire,ntb00471
Gloucestershire,Surrey,ntb00472
Yorkshire,Northamptonshire,ntb00473
Lancashire,Warwickshire,ntb00474
Leicestershire,Nottinghamshire,ntb00475
Durham,Northamptonshire,ntb00476
Somerset,Hampshire,ntb00477
Derbyshire,Worcestershire,ntb00478
Middlesex,Glamorgan,ntb00479
Sussex,Essex,ntb00480
Surrey,Kent,ntb00481
Hampshire,Derbyshire,ntb00482
Leicestershire,Glamorgan,ntb00483
Somerset,Nottinghamshire,ntb00484
Surrey,Warwickshire,ntb00485
Nottinghamshire,Warwickshire,ntb00486
