key,player_of_match
ipl0246,MM Patel
ipl0247,CH Gayle
ipl0248,M Vijay
ipl0249,RE Levi
ipl0250,IK Pathan
ipl0251,AM Rahane
ipl0252,SPD Smith
ipl0253,RA Jadeja
ipl0254,AB de Villiers
ipl0255,MN Samuels
ipl0256,BJ Hodge
ipl0257,RG Sharma
ipl0258,M Morkel
ipl0259,L Balaji
ipl0260,KA Pollard
ipl0261,AD Mascarenhas
ipl0262,F du Plessis
ipl0263,Shakib Al Hasan
ipl0264,JD Ryder
ipl0265,AM Rahane
ipl0266,SP Narine
ipl0267,S Nadeem
ipl0268,CH Gayle
ipl0269,BJ Hodge
ipl0270,G Gambhir
ipl0271,KMDN Kulasekara
ipl0272,KP Pietersen
ipl0273,CH Gayle
ipl0274,SC Ganguly
ipl0275,F du Plessis
ipl0276,B Lee
ipl0277,SE Marsh
ipl0278,AB de Villiers
ipl0279,V Sehwag
ipl0280,AT Rayudu
ipl0281,CL White
ipl0282,V Sehwag
ipl0283,G Gambhir
ipl0284,Mandeep Singh
ipl0285,DW Steyn
ipl0286,V Sehwag
ipl0287,G Gambhir
ipl0288,P Negi
ipl0289,KC Sangakkara
ipl0290,Azhar Mahmood
ipl0291,SL Malinga
ipl0292,SK Raina
ipl0293,SR Watson
ipl0294,SP Narine
ipl0295,AB de Villiers
ipl0296,DR Smith
ipl0297,JH Kallis
ipl0298,Mandeep Singh
ipl0299,SR Watson
ipl0300,CH Gayle
ipl0301,BW Hilfenhaus
ipl0302,DA Warner
ipl0303,CH Gayle
ipl0304,BW Hilfenhaus
ipl0305,RG Sharma
ipl0306,DJ Hussey
ipl0307,A Chandila
ipl0308,MEK Hussey
ipl0309,AT Rayudu
ipl0310,UT Yadav
ipl0311,SP Narine
ipl0312,CH Gayle
ipl0313,AC Gilchrist
ipl0314,DW Steyn
ipl0315,Shakib Al Hasan
ipl0316,UT Yadav
ipl0317,DR Smith
ipl0318,DW Steyn
ipl0319,YK Pathan
ipl0320,MS Dhoni
ipl0321,M Vijay
ipl0322,MS Bisla
ipl0323,SP Narine
ipl0324,CH Gayle
ipl0325,A Mishra
ipl0326,KA Pollard
ipl0327,R Dravid
ipl0328,GH Vihari
ipl0329,M Vohra
ipl0330,SK Trivedi
ipl0331,V Kohli
ipl0332,KD Karthik
ipl0333,MEK Hussey
ipl0334,AJ Finch
ipl0335,CH Gayle
ipl0336,A Mishra
ipl0337,RA Jadeja
ipl0338,RG Sharma
ipl0339,JP Faulkner
ipl0340,G Gambhir
ipl0341,SPD Smith
ipl0342,V Kohli
ipl0343,MS Gony
ipl0344,AM Rahane
ipl0345,A Mishra
ipl0346,MEK Hussey
ipl0347,GH Vihari
ipl0348,R Vinay Kumar
ipl0349,RA Jadeja
ipl0350,DA Miller
ipl0351,V Sehwag
ipl0352,MEK Hussey
ipl0353,Harmeet Singh
ipl0354,CH Gayle
ipl0355,DR Smith
ipl0356,MS Dhoni
ipl0357,JH Kallis
ipl0358,DR Smith
ipl0359,JP Faulkner
ipl0360,DA Warner
ipl0361,MEK Hussey
ipl0362,RG Sharma
ipl0363,SV Samson
ipl0364,MS Dhoni
ipl0365,DA Warner
ipl0366,I Sharma
ipl0367,AB de Villiers
ipl0368,SK Raina
ipl0369,YK Pathan
ipl0370,DJG Sammy
ipl0371,AM Rahane
ipl0372,MG Johnson
ipl0373,DA Miller
ipl0374,SR Tendulkar
ipl0375,AM Rahane
ipl0376,SK Raina
ipl0377,G Gambhir
ipl0378,KK Cooper
ipl0379,JD Unadkat
ipl0380,PA Patel
ipl0381,MG Johnson
ipl0382,SR Watson
ipl0383,JH Kallis
ipl0384,KA Pollard
ipl0385,MS Dhoni
ipl0386,AC Gilchrist
ipl0387,AP Tare
ipl0388,MK Pandey
ipl0389,DA Miller
ipl0390,A Mishra
ipl0391,V Kohli
ipl0392,Azhar Mahmood
ipl0393,PA Patel
ipl0394,LJ Wright
ipl0395,MEK Hussey
ipl0396,BJ Hodge
ipl0397,Harbhajan Singh
ipl0398,KA Pollard
ipl0399,JH Kallis
ipl0400,YS Chahal
ipl0401,AM Rahane
ipl0402,GJ Maxwell
ipl0403,JP Duminy
ipl0404,PA Patel
ipl0405,GJ Maxwell
ipl0406,SK Raina
ipl0407,GJ Maxwell
ipl0408,RA Jadeja
ipl0409,CA Lynn
ipl0410,MM Sharma
ipl0411,AJ Finch
ipl0412,Sandeep Sharma
ipl0413,PV Tambe
ipl0414,DR Smith
ipl0415,M Vijay
ipl0416,Sandeep Sharma
ipl0417,JP Faulkner
ipl0418,B Kumar
ipl0419,RA Jadeja
ipl0420,KK Nair
ipl0421,CJ Anderson
ipl0422,AB de Villiers
ipl0423,DR Smith
ipl0424,PV Tambe
ipl0425,RG Sharma
ipl0426,GJ Maxwell
ipl0427,G Gambhir
ipl0428,B Kumar
ipl0429,Sandeep Sharma
ipl0430,DR Smith
ipl0431,DW Steyn
ipl0432,JP Faulkner
ipl0433,G Gambhir
ipl0434,AT Rayudu
ipl0435,Yuvraj Singh
ipl0436,RA Jadeja
ipl0437,RV Uthappa
ipl0438,WP Saha
ipl0439,AM Rahane
ipl0440,UT Yadav
ipl0441,AB de Villiers
ipl0442,AR Patel
ipl0443,MEK Hussey
ipl0444,RV Uthappa
ipl0445,DA Warner
ipl0446,LMP Simmons
ipl0447,DA Warner
ipl0448,RV Uthappa
ipl0449,SE Marsh
ipl0450,MEK Hussey
ipl0451,YK Pathan
ipl0452,MS Dhoni
ipl0453,CJ Anderson
ipl0454,M Vohra
ipl0455,UT Yadav
ipl0456,SK Raina
ipl0457,V Sehwag
ipl0458,MK Pandey
ipl0459,M Morkel
ipl0460,A Nehra
ipl0461,JP Faulkner
ipl0462,CH Gayle
ipl0463,BB McCullum
ipl0464,GJ Bailey
ipl0465,DJ Hooda
ipl0466,DA Warner
ipl0467,SPD Smith
ipl0468,MA Agarwal
ipl0469,AM Rahane
ipl0470,A Nehra
ipl0471,AD Russell
ipl0472,JP Duminy
ipl0473,Harbhajan Singh
ipl0474,AM Rahane
ipl0475,UT Yadav
ipl0476,SE Marsh
ipl0477,SK Raina
ipl0478,DA Warner
ipl0479,SS Iyer
ipl0480,MA Starc
ipl0481,BB McCullum
ipl0482,SL Malinga
ipl0483,VR Aaron
ipl0484,TA Boult
ipl0485,DJ Bravo
ipl0487,AD Russell
ipl0488,AT Rayudu
ipl0489,NM Coulter-Nile
ipl0490,DA Warner
ipl0491,Mandeep Singh
ipl0492,AM Rahane
ipl0493,LMP Simmons
ipl0494,UT Yadav
ipl0495,SK Raina
ipl0496,Harbhajan Singh
ipl0497,CH Gayle
ipl0498,EJG Morgan
ipl0499,PP Chawla
ipl0500,HH Pandya
ipl0501,MC Henriques
ipl0502,AD Russell
ipl0503,RA Jadeja
ipl0504,AB de Villiers
ipl0505,DA Warner
ipl0506,Z Khan
ipl0507,AR Patel
ipl0508,HH Pandya
ipl0509,V Kohli
ipl0510,SR Watson
ipl0511,P Negi
ipl0512,MJ McClenaghan
ipl0514,KA Pollard
ipl0515,AB de Villiers
ipl0516,A Nehra
ipl0517,RG Sharma
ipl0518,AM Rahane
ipl0519,AD Russell
ipl0520,AJ Finch
ipl0521,AB de Villiers
ipl0522,RG Sharma
ipl0523,AJ Finch
ipl0524,A Mishra
ipl0525,AJ Finch
ipl0526,G Gambhir
ipl0527,Q de Kock
ipl0528,M Vohra
ipl0529,DA Warner
ipl0530,RV Uthappa
ipl0531,RG Sharma
ipl0532,B Kumar
ipl0533,AB de Villiers
ipl0534,Mustafizur Rahman
ipl0535,SV Samson
ipl0536,SA Yadav
ipl0537,V Kohli
ipl0538,PA Patel
ipl0539,AB Dinda
ipl0540,CH Morris
ipl0541,RG Sharma
ipl0542,DR Smith
ipl0543,DA Warner
ipl0544,CR Brathwaite
ipl0545,RG Sharma
ipl0546,AR Patel
ipl0547,AD Russell
ipl0548,RR Pant
ipl0549,AD Russell
ipl0550,AM Rahane
ipl0551,B Kumar
ipl0552,MP Stoinis
ipl0553,V Kohli
ipl0554,P Kumar
ipl0555,A Nehra
ipl0556,SR Watson
ipl0557,A Zampa
ipl0558,KH Pandya
ipl0559,CH Morris
ipl0560,MP Stoinis
ipl0561,YK Pathan
ipl0562,AB de Villiers
ipl0563,KH Pandya
ipl0564,HM Amla
ipl0565,V Kohli
ipl0566,AB Dinda
ipl0567,V Kohli
ipl0568,DR Smith
ipl0569,KK Nair
ipl0570,SK Raina
ipl0571,MS Dhoni
ipl0572,V Kohli
ipl0573,YK Pathan
ipl0574,AB de Villiers
ipl0575,MC Henriques
ipl0576,DA Warner
ipl0577,BCJ Cutting
ipl0578,Yuvraj Singh
ipl0579,SPD Smith
ipl0580,CA Lynn
ipl0581,KM Jadhav
ipl0582,GJ Maxwell
ipl0583,N Rana
ipl0584,Rashid Khan
ipl0585,AR Patel
ipl0586,SV Samson
ipl0587,JJ Bumrah
ipl0588,SP Narine
ipl0589,AJ Tye
ipl0590,KA Pollard
ipl0591,CJ Anderson
ipl0592,RV Uthappa
ipl0593,BA Stokes
ipl0594,N Rana
ipl0595,B Kumar
ipl0596,NM Coulter-Nile
ipl0597,CH Gayle
ipl0598,KS Williamson
ipl0599,JC Buttler
ipl0600,SK Raina
ipl0601,MS Dhoni
ipl0602,MJ McClenaghan
ipl0603,NM Coulter-Nile
ipl0604,HM Amla
ipl0605,BA Stokes
ipl0606,RV Uthappa
ipl0607,AJ Tye
ipl0608,Rashid Khan
ipl0609,G Gambhir
ipl0610,KH Pandya
ipl0611,LH Ferguson
ipl0612,DA Warner
ipl0613,Sandeep Sharma
ipl0614,BA Stokes
ipl0615,RG Sharma
ipl0616,Mohammed Shami
ipl0617,RA Tripathi
ipl0618,RR Pant
ipl0619,Sandeep Sharma
ipl0620,LMP Simmons
ipl0621,JD Unadkat
ipl0622,DR Smith
ipl0623,SP Narine
ipl0624,S Dhawan
ipl0625,MM Sharma
ipl0626,SS Iyer
ipl0627,WP Saha
ipl0628,KK Nair
ipl0629,AT Rayudu
ipl0630,Mohammed Siraj
ipl0631,HV Patel
ipl0632,JD Unadkat
ipl0633,Washington Sundar
ipl0634,NM Coulter-Nile
ipl0635,KV Sharma
ipl0636,KH Pandya
ipl0637,DJ Bravo
ipl0638,SP Narine
ipl0639,KL Rahul
ipl0640,S Dhawan
ipl0641,SW Billings
ipl0642,SV Samson
ipl0643,Rashid Khan
ipl0644,UT Yadav
ipl0645,B Stanlake
ipl0646,JJ Roy
ipl0647,CH Gayle
ipl0648,SV Samson
ipl0649,N Rana
ipl0650,RG Sharma
ipl0651,N Rana
ipl0652,CH Gayle
ipl0653,SR Watson
ipl0654,AB de Villiers
ipl0655,KL Rahul
ipl0656,JC Archer
ipl0657,AT Rayudu
ipl0658,AS Rajpoot
ipl0659,Rashid Khan
ipl0660,MS Dhoni
ipl0661,AS Rajpoot
ipl0662,SS Iyer
ipl0663,RG Sharma
ipl0664,CA Lynn
ipl0665,KS Williamson
ipl0666,SR Watson
ipl0667,TG Southee
ipl0668,RR Pant
ipl0669,SP Narine
ipl0670,SA Yadav
ipl0671,Rashid Khan
ipl0672,RA Jadeja
ipl0673,Mujeeb Ur Rahman
ipl0674,HH Pandya
ipl0675,KS Williamson
ipl0676,JC Buttler
ipl0677,Ishan Kishan
ipl0678,S Dhawan
ipl0679,JC Buttler
ipl0680,AB de Villiers
ipl0681,SP Narine
ipl0682,JC Buttler
ipl0683,AT Rayudu
ipl0684,UT Yadav
ipl0685,Kuldeep Yadav
ipl0686,JJ Bumrah
ipl0687,AB de Villiers
ipl0688,HV Patel
ipl0689,CA Lynn
ipl0690,S Gopal
ipl0691,L Ngidi
ipl0692,A Mishra
ipl0693,F du Plessis
ipl0694,AD Russell
ipl0695,Rashid Khan
ipl0696,SR Watson
ipl0697,Harbhajan Singh
ipl0698,RR Pant
ipl0699,AD Russell
ipl0700,CH Gayle
ipl0701,SR Watson
ipl0702,AD Russell
ipl0703,JJ Bumrah
ipl0704,Rashid Khan
ipl0705,PP Shaw
ipl0706,MA Agarwal
ipl0707,MS Dhoni
ipl0708,JM Bairstow
ipl0709,SM Curran
ipl0710,S Gopal
ipl0711,HH Pandya
ipl0712,JM Bairstow
ipl0713,AD Russell
ipl0714,AS Joseph
ipl0715,Harbhajan Singh
ipl0716,HF Gurney
ipl0717,K Rabada
ipl0718,KL Rahul
ipl0719,DL Chahar
ipl0720,KA Pollard
ipl0721,MS Dhoni
ipl0722,S Dhawan
ipl0723,AB de Villiers
ipl0724,JC Buttler
ipl0725,KMA Paul
ipl0726,Imran Tahir
ipl0727,SL Malinga
ipl0728,R Ashwin
ipl0729,DA Warner
ipl0730,HH Pandya
ipl0731,V Kohli
ipl0732,SS Iyer
ipl0733,SPD Smith
ipl0734,PA Patel
ipl0735,KK Ahmed
ipl0736,RR Pant
ipl0737,SR Watson
ipl0738,AB de Villiers
ipl0739,VR Aaron
ipl0740,RG Sharma
ipl0741,JD Unadkat
ipl0742,AD Russell
ipl0743,S Dhawan
ipl0744,DA Warner
ipl0746,MS Dhoni
ipl0747,JJ Bumrah
ipl0748,Shubman Gill
ipl0749,SO Hetmyer
ipl0750,A Mishra
ipl0751,HH Pandya
ipl0752,KL Rahul
ipl0753,SA Yadav
ipl0754,RR Pant
ipl0755,F du Plessis
ipl0756,JJ Bumrah
ipl0757,AT Rayudu
ipl0758,MP Stoinis
ipl0759,YS Chahal
ipl0760,SV Samson
ipl0761,RG Sharma
ipl0762,KL Rahul
ipl0763,PP Shaw
ipl0764,Shubman Gill
ipl0765,SV Samson
ipl0766,AB de Villiers
ipl0767,Rashid Khan
ipl0768,Shivam Mavi
ipl0769,KA Pollard
ipl0770,PK Garg
ipl0771,SS Iyer
ipl0772,YS Chahal
ipl0773,TA Boult
ipl0774,SR Watson
ipl0775,AR Patel
ipl0776,SA Yadav
ipl0777,RA Tripathi
ipl0778,JM Bairstow
ipl0779,R Ashwin
ipl0780,V Kohli
ipl0781,KD Karthik
ipl0782,Q de Kock
ipl0783,R Tewatia
ipl0784,AB de Villiers
ipl0785,RA Jadeja
ipl0786,A Nortje
ipl0787,KL Rahul
ipl0788,Q de Kock
ipl0789,AB de Villiers
ipl0790,S Dhawan
ipl0791,KL Rahul
ipl0792,LH Ferguson
ipl0793,JC Buttler
ipl0794,S Dhawan
ipl0795,Mohammed Siraj
ipl0796,MK Pandey
ipl0797,TA Boult
ipl0798,CJ Jordan
ipl0799,CV Varun
ipl0800,RD Gaikwad
ipl0801,BA Stokes
ipl0802,CH Gayle
ipl0803,WP Saha
ipl0804,SA Yadav
ipl0805,RD Gaikwad
ipl0806,BA Stokes
ipl0807,Ishan Kishan
ipl0808,Sandeep Sharma
ipl0809,PJ Cummins
ipl0810,RD Gaikwad
ipl0811,A Nortje
ipl0812,S Nadeem
ipl0813,JJ Bumrah
ipl0814,KS Williamson
ipl0815,MP Stoinis
ipl0816,TA Boult
ipl0817,HV Patel
ipl0818,S Dhawan
ipl0819,N Rana
ipl0820,SV Samson
ipl0821,RD Chahar
ipl0822,GJ Maxwell
ipl0823,JD Unadkat
ipl0824,DL Chahar
ipl0825,KA Pollard
ipl0826,S Dhawan
ipl0827,AB de Villiers
ipl0828,MM Ali
ipl0829,A Mishra
ipl0830,F du Plessis
ipl0831,JM Bairstow
ipl0832,D Padikkal
ipl0833,KL Rahul
ipl0834,CH Morris
ipl0835,PP Shaw
ipl0836,RA Jadeja
ipl0837,EJG Morgan
ipl0838,AB de Villiers
ipl0839,RD Gaikwad
ipl0840,PP Shaw
ipl0841,Q de Kock
ipl0842,Harpreet Brar
ipl0843,KA Pollard
ipl0844,MA Agarwal
ipl0845,JC Buttler
ipl0846,RD Gaikwad
ipl0847,CV Varun
ipl0848,Kartik Tyagi
ipl0849,A Nortje
ipl0850,SP Narine
ipl0851,DJ Bravo
ipl0852,JO Holder
ipl0853,SS Iyer
ipl0854,GJ Maxwell
ipl0855,RA Jadeja
ipl0856,JJ Roy
ipl0857,KA Pollard
ipl0858,SP Narine
ipl0859,YS Chahal
ipl0860,JR Hazlewood
ipl0861,KL Rahul
ipl0862,AR Patel
ipl0863,RD Gaikwad
ipl0864,Shubman Gill
ipl0865,GJ Maxwell
ipl0866,AR Patel
ipl0867,NM Coulter-Nile
ipl0868,KS Williamson
ipl0869,Shivam Mavi
ipl0870,KL Rahul
ipl0871,KS Bharat
ipl0872,Ishan Kishan
ipl0873,RD Gaikwad
ipl0874,SP Narine
ipl0875,VR Iyer
ipl0876,F du Plessis
ipl0877,UT Yadav
ipl0878,OF Smith
ipl0879,Kuldeep Yadav
ipl0880,Mohammed Shami
ipl0881,SV Samson
ipl0882,PWH de Silva
ipl0883,E Lewis
ipl0884,UT Yadav
ipl0885,LH Ferguson
ipl0886,JC Buttler
ipl0887,LS Livingstone
ipl0888,Avesh Khan
ipl0889,KD Karthik
ipl0890,PJ Cummins
ipl0891,Q de Kock
ipl0892,Shubman Gill
ipl0893,Anuj Rawat
ipl0894,Abhishek Sharma
ipl0895,YS Chahal
ipl0896,Kuldeep Yadav
ipl0897,KS Williamson
ipl0898,S Dube
ipl0899,MA Agarwal
ipl0900,HH Pandya
ipl0901,RA Tripathi
ipl0902,KD Karthik
ipl0903,KL Rahul
ipl0904,DA Miller
ipl0905,Umran Malik
ipl0906,YS Chahal
ipl0907,F du Plessis
ipl0908,Kuldeep Yadav
ipl0909,Mukesh Choudhary
ipl0910,JC Buttler
ipl0911,M Jansen
ipl0912,Rashid Khan
ipl0913,KL Rahul
ipl0914,S Dhawan
ipl0915,R Parag
ipl0916,Umran Malik
ipl0917,Kuldeep Yadav
ipl0918,KH Pandya
ipl0919,SA Yadav
ipl0920,R Tewatia
ipl0921,RD Gaikwad
ipl0922,Mohsin Khan (2)
ipl0923,RK Singh
ipl0924,K Rabada
ipl0925,HV Patel
ipl0926,DA Warner
ipl0927,TH David
ipl0928,Avesh Khan
ipl0929,YBK Jaiswal
ipl0930,DP Conway
ipl0931,PWH de Silva
ipl0932,JJ Bumrah
ipl0933,Shubman Gill
ipl0934,MR Marsh
ipl0935,DR Sams
ipl0936,JM Bairstow
ipl0937,AD Russell
ipl0938,TA Boult
ipl0939,WP Saha
ipl0940,SN Thakur
ipl0941,RA Tripathi
ipl0942,Q de Kock
ipl0943,V Kohli
ipl0944,R Ashwin
ipl0945,JJ Bumrah
ipl0946,Harpreet Brar
ipl0947,DA Miller
ipl0948,RM Patidar
ipl0949,JC Buttler
ipl0950,HH Pandya
ipl0951,Rashid Khan
ipl0952,Arshdeep Singh
