balls_per_over,date,gender,match_type,missing,overs,season,team_type,venue,key,player_of_match,city
6,2019-03-10,male,T20,['umpires'],20,2018/19,club, Emerald Heights International School Ground,sma00283,,
6,2019-03-10,male,T20,['umpires'],20,2018/19,club,Holkar Stadium,sma00284,,
6,2019-03-10,male,T20,['umpires'],20,2018/19,club,Holkar Stadium,sma00285,,
6,2019-03-11,male,T20,['umpires'],20,2018/19,club, Emerald Heights International School Ground,sma00286,,
6,2019-03-11,male,T20,['umpires'],20,2018/19,club,Holkar Stadium,sma00287,,
6,2019-03-11,male,T20,['umpires'],20,2018/19,club,Holkar Stadium,sma00288,,
6,2019-03-12,male,T20,['umpires'],20,2018/19,club, Emerald Heights International School Ground,sma00289,,
6,2019-03-12,male,T20,['umpires'],20,2018/19,club,Holkar Stadium,sma00290,,
6,2019-03-12,male,T20,['umpires'],20,2018/19,club, Emerald Heights International School Ground,sma00291,,
6,2019-03-14,male,T20,['umpires'],20,2018/19,club,Holkar Stadium,sma00292,,
6,2019-11-08,male,T20,['umpires'],20,2019/20,club,Lalbhai Contractor Stadium,sma00293,,
6,2019-11-08,male,T20,['umpires'],20,2019/20,club,Greenfield Stadium,sma00294,,
6,2019-11-08,male,T20,['umpires'],20,2019/20,club,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,sma00295,,
6,2019-11-08,male,T20,['umpires'],20,2019/20,club,Wankhede Stadium,sma00296,,
6,2019-11-08,male,T20,['umpires'],20,2019/20,club,"GSSS, Sector 26",sma00297,,
6,2019-11-08,male,T20,['umpires'],20,2019/20,club,"Cricket Stadium, Sector-16",sma00298,,
6,2019-11-08,male,T20,['umpires'],20,2019/20,club,Greenfield Stadium,sma00299,,
6,2019-11-08,male,T20,['umpires'],20,2019/20,club,St'Xavier's KCA Cricket Ground,sma00300,,
6,2019-11-08,male,T20,['umpires'],20,2019/20,club,Dr P.V.G. Raju ACA Sports Complex,sma00301,,
6,2019-11-08,male,T20,['umpires'],20,2019/20,club,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,sma00302,,
6,2019-11-08,male,T20,"['umpires', {'powerplays': {'2': ['mandatory']}}]",20,2019/20,club,"GSSS, Sector 26",sma00303,,
6,2019-11-09,male,T20,['umpires'],20,2019/20,club,Lalbhai Contractor Stadium,sma00304,,
6,2019-11-09,male,T20,['umpires'],20,2019/20,club,Wankhede Stadium,sma00305,,
6,2019-11-09,male,T20,['umpires'],20,2019/20,club,BKC Ground,sma00306,,
6,2019-11-09,male,T20,['umpires'],20,2019/20,club,"GSSS, Sector 26",sma00307,,
6,2019-11-09,male,T20,['umpires'],20,2019/20,club,Greenfield Stadium,sma00308,,
6,2019-11-09,male,T20,['umpires'],20,2019/20,club,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,sma00309,,
6,2019-11-09,male,T20,['umpires'],20,2019/20,club,"Cricket Stadium, Sector-16",sma00310,,
6,2019-11-09,male,T20,['umpires'],20,2019/20,club,"GSSS, Sector 26",sma00311,,
6,2019-11-09,male,T20,['umpires'],20,2019/20,club,St'Xavier's KCA Cricket Ground,sma00312,,
6,2019-11-09,male,T20,['umpires'],20,2019/20,club,Greenfield Stadium,sma00313,,
6,2019-11-09,male,T20,['umpires'],20,2019/20,club,Dr P.V.G. Raju ACA Sports Complex,sma00314,,
6,2019-11-09,male,T20,['umpires'],20,2019/20,club,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,sma00315,,
6,2019-11-09,male,T20,['umpires'],20,2019/20,club,Wankhede Stadium,sma00316,,
6,2019-11-09,male,T20,['umpires'],20,2019/20,club,Lalbhai Contractor Stadium,sma00317,,
6,2019-11-11,male,T20,['umpires'],20,2019/20,club,Lalbhai Contractor Stadium,sma00318,,
6,2019-11-11,male,T20,['umpires'],20,2019/20,club,Greenfield Stadium,sma00319,,
6,2019-11-11,male,T20,['umpires'],20,2019/20,club,BKC Ground,sma00320,,
6,2019-11-11,male,T20,['umpires'],20,2019/20,club,Wankhede Stadium,sma00321,,
6,2019-11-11,male,T20,['umpires'],20,2019/20,club,"Cricket Stadium, Sector-16",sma00322,,
6,2019-11-11,male,T20,['umpires'],20,2019/20,club,"GSSS, Sector 26",sma00323,,
6,2019-11-11,male,T20,['umpires'],20,2019/20,club,Lalbhai Contractor Stadium,sma00324,,
6,2019-11-11,male,T20,['umpires'],20,2019/20,club,C B Patel Ground,sma00325,,
6,2019-11-11,male,T20,['umpires'],20,2019/20,club,BKC Ground,sma00326,,
6,2019-11-11,male,T20,['umpires'],20,2019/20,club,"Cricket Stadium, Sector-16",sma00327,,
6,2019-11-11,male,T20,['umpires'],20,2019/20,club,"GSSS, Sector 26",sma00328,,
6,2019-11-11,male,T20,['umpires'],20,2019/20,club,Greenfield Stadium,sma00329,,
6,2019-11-11,male,T20,['umpires'],20,2019/20,club,St'Xavier's KCA Cricket Ground,sma00330,,
6,2019-11-11,male,T20,['umpires'],20,2019/20,club,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,sma00331,,
6,2019-11-11,male,T20,['umpires'],20,2019/20,club,Dr P.V.G. Raju ACA Sports Complex,sma00332,,
6,2019-11-11,male,T20,['umpires'],20,2019/20,club,Wankhede Stadium,sma00333,,
6,2019-11-12,male,T20,['umpires'],20,2019/20,club,"GSSS, Sector 26",sma00334,,
6,2019-11-12,male,T20,['umpires'],20,2019/20,club,"Cricket Stadium, Sector-16",sma00335,,
6,2019-11-12,male,T20,['umpires'],20,2019/20,club,BKC Ground,sma00336,,
6,2019-11-12,male,T20,['umpires'],20,2019/20,club,C B Patel Ground,sma00337,,
6,2019-11-12,male,T20,['umpires'],20,2019/20,club,Lalbhai Contractor Stadium,sma00338,,
6,2019-11-12,male,T20,['umpires'],20,2019/20,club,C B Patel Ground,sma00339,,
6,2019-11-12,male,T20,['umpires'],20,2019/20,club,Greenfield Stadium,sma00340,,
6,2019-11-12,male,T20,['umpires'],20,2019/20,club,Wankhede Stadium,sma00341,,
6,2019-11-12,male,T20,['umpires'],20,2019/20,club,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,sma00342,,
6,2019-11-12,male,T20,['umpires'],20,2019/20,club,St'Xavier's KCA Cricket Ground,sma00343,,
6,2019-11-12,male,T20,['umpires'],20,2019/20,club,BKC Ground,sma00344,,
6,2019-11-12,male,T20,['umpires'],20,2019/20,club,Wankhede Stadium,sma00345,,
6,2019-11-12,male,T20,['umpires'],20,2019/20,club,"GSSS, Sector 26",sma00346,,
6,2019-11-12,male,T20,['umpires'],20,2019/20,club,"Cricket Stadium, Sector-16",sma00347,,
6,2019-11-12,male,T20,['umpires'],20,2019/20,club,Greenfield Stadium,sma00348,,
6,2019-11-12,male,T20,['umpires'],20,2019/20,club,Dr P.V.G. Raju ACA Sports Complex,sma00349,,
6,2019-11-12,male,T20,['umpires'],20,2019/20,club,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,sma00350,,
6,2019-11-14,male,T20,['umpires'],20,2019/20,club,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,sma00351,,
6,2019-11-14,male,T20,['umpires'],20,2019/20,club,BKC Ground,sma00352,,
6,2019-11-14,male,T20,['umpires'],20,2019/20,club,"GSSS, Sector 26",sma00353,,
6,2019-11-14,male,T20,['umpires'],20,2019/20,club,"Cricket Stadium, Sector-16",sma00354,,
6,2019-11-14,male,T20,['umpires'],20,2019/20,club,Greenfield Stadium,sma00355,,
6,2019-11-14,male,T20,['umpires'],20,2019/20,club,Wankhede Stadium,sma00356,,
6,2019-11-14,male,T20,['umpires'],20,2019/20,club,Lalbhai Contractor Stadium,sma00357,,
6,2019-11-14,male,T20,['umpires'],20,2019/20,club,C B Patel Ground,sma00358,,
6,2019-11-14,male,T20,['umpires'],20,2019/20,club,Wankhede Stadium,sma00359,,
6,2019-11-14,male,T20,['umpires'],20,2019/20,club,"GSSS, Sector 26",sma00360,,
6,2019-11-14,male,T20,['umpires'],20,2019/20,club,"Cricket Stadium, Sector-16",sma00361,,
6,2019-11-14,male,T20,['umpires'],20,2019/20,club,St'Xavier's KCA Cricket Ground,sma00362,,
6,2019-11-14,male,T20,['umpires'],20,2019/20,club,Dr P.V.G. Raju ACA Sports Complex,sma00363,,
6,2019-11-14,male,T20,['umpires'],20,2019/20,club,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,sma00364,,
6,2019-11-14,male,T20,['umpires'],20,2019/20,club,BKC Ground,sma00365,,
6,2019-11-15,male,T20,['umpires'],20,2019/20,club,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,sma00366,,
6,2019-11-15,male,T20,['umpires'],20,2019/20,club,Dr P.V.G. Raju ACA Sports Complex,sma00367,,
6,2019-11-15,male,T20,['umpires'],20,2019/20,club,C B Patel Ground,sma00368,,
6,2019-11-15,male,T20,['umpires'],20,2019/20,club,St'Xavier's KCA Cricket Ground,sma00369,,
6,2019-11-15,male,T20,['umpires'],20,2019/20,club,Greenfield Stadium,sma00370,,
6,2019-11-15,male,T20,['umpires'],20,2019/20,club,Lalbhai Contractor Stadium,sma00371,,
6,2019-11-15,male,T20,['umpires'],20,2019/20,club,Lalbhai Contractor Stadium,sma00372,,
6,2019-11-15,male,T20,['umpires'],20,2019/20,club,BKC Ground,sma00373,,
6,2019-11-15,male,T20,['umpires'],20,2019/20,club,Wankhede Stadium,sma00374,,
6,2019-11-15,male,T20,['umpires'],20,2019/20,club,"Cricket Stadium, Sector-16",sma00375,,
6,2019-11-15,male,T20,['umpires'],20,2019/20,club,Greenfield Stadium,sma00376,,
6,2019-11-15,male,T20,['umpires'],20,2019/20,club,"GSSS, Sector 26",sma00377,,
6,2019-11-15,male,T20,['umpires'],20,2019/20,club,C B Patel Ground,sma00378,,
6,2019-11-15,male,T20,['umpires'],20,2019/20,club,BKC Ground,sma00379,,
6,2019-11-15,male,T20,['umpires'],20,2019/20,club,Wankhede Stadium,sma00380,,
6,2019-11-15,male,T20,['umpires'],20,2019/20,club,"GSSS, Sector 26",sma00381,,
6,2019-11-15,male,T20,['umpires'],20,2019/20,club,"Cricket Stadium, Sector-16",sma00382,,
6,2019-11-15,male,T20,['umpires'],20,2019/20,club,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,sma00383,,
6,2019-11-17,male,T20,['umpires'],20,2019/20,club,C B Patel Ground,sma00384,,
6,2019-11-17,male,T20,['umpires'],20,2019/20,club,Lalbhai Contractor Stadium,sma00385,,
6,2019-11-17,male,T20,['umpires'],20,2019/20,club,Greenfield Stadium,sma00386,,
6,2019-11-17,male,T20,['umpires'],20,2019/20,club,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,sma00387,,
6,2019-11-17,male,T20,['umpires'],20,2019/20,club,C B Patel Ground,sma00388,,
6,2019-11-17,male,T20,['umpires'],20,2019/20,club,BKC Ground,sma00389,,
6,2019-11-17,male,T20,['umpires'],20,2019/20,club,BKC Ground,sma00390,,
6,2019-11-17,male,T20,['umpires'],20,2019/20,club,"Cricket Stadium, Sector-16",sma00391,,
6,2019-11-17,male,T20,['umpires'],20,2019/20,club,St'Xavier's KCA Cricket Ground,sma00392,,
6,2019-11-17,male,T20,"['umpires', {'powerplays': {'2': ['mandatory']}}]",20,2019/20,club,Greenfield Stadium,sma00393,,
6,2019-11-17,male,T20,['umpires'],20,2019/20,club,Dr P.V.G. Raju ACA Sports Complex,sma00394,,
6,2019-11-17,male,T20,['umpires'],20,2019/20,club,Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium,sma00395,,
6,2019-11-17,male,T20,['umpires'],20,2019/20,club,Wankhede Stadium,sma00396,,
6,2019-11-17,male,T20,['umpires'],20,2019/20,club,Wankhede Stadium,sma00397,,
6,2019-11-18,male,T20,['umpires'],20,2019/20,club,"Cricket Stadium, Sector-16",sma00398,,
6,2019-11-18,male,T20,['umpires'],20,2019/20,club,BKC Ground,sma00399,,
6,2019-11-18,male,T20,['umpires'],20,2019/20,club,Wankhede Stadium,sma00400,,
6,2019-11-18,male,T20,['umpires'],20,2019/20,club,Wankhede Stadium,sma00401,,
6,2019-11-18,male,T20,['umpires'],20,2019/20,club,Lalbhai Contractor Stadium,sma00402,,
6,2019-11-18,male,T20,['umpires'],20,2019/20,club,"Cricket Stadium, Sector-16",sma00403,,
6,2019-11-21,male,T20,['umpires'],20,2019/20,club,C B Patel Ground,sma00404,,
6,2019-11-21,male,T20,['umpires'],20,2019/20,club,Lalbhai Contractor Stadium,sma00405,,
6,2019-11-22,male,T20,['umpires'],20,2019/20,club,C B Patel Ground,sma00406,,
6,2019-11-22,male,T20,['umpires'],20,2019/20,club,Lalbhai Contractor Stadium,sma00407,,
6,2019-11-22,male,T20,['umpires'],20,2019/20,club,Lalbhai Contractor Stadium,sma00408,,
6,2019-11-22,male,T20,['umpires'],20,2019/20,club,C B Patel Ground,sma00409,,
6,2019-11-24,male,T20,['umpires'],20,2019/20,club,Lalbhai Contractor Stadium,sma00410,,
6,2019-11-24,male,T20,['umpires'],20,2019/20,club,Lalbhai Contractor Stadium,sma00411,,
6,2019-11-24,male,T20,['umpires'],20,2019/20,club,C B Patel Ground,sma00412,,
6,2019-11-24,male,T20,['umpires'],20,2019/20,club,C B Patel Ground,sma00413,,
6,2019-11-25,male,T20,['umpires'],20,2019/20,club,Lalbhai Contractor Stadium,sma00414,,
6,2019-11-25,male,T20,['umpires'],20,2019/20,club,C B Patel Ground,sma00415,,
6,2019-11-25,male,T20,['umpires'],20,2019/20,club,Lalbhai Contractor Stadium,sma00416,,
6,2019-11-25,male,T20,['umpires'],20,2019/20,club,C B Patel Ground,sma00417,,
6,2019-11-27,male,T20,['umpires'],20,2019/20,club,C B Patel Ground,sma00418,,
6,2019-11-27,male,T20,['umpires'],20,2019/20,club,Lalbhai Contractor Stadium,sma00419,,
6,2019-11-27,male,T20,['umpires'],20,2019/20,club,C B Patel Ground,sma00420,,
6,2019-11-27,male,T20,['umpires'],20,2019/20,club,Lalbhai Contractor Stadium,sma00421,,
6,2019-11-29,male,T20,['umpires'],20,2019/20,club,Lalbhai Contractor Stadium,sma00422,,
6,2019-12-01,male,T20,['umpires'],20,2019/20,club,Lalbhai Contractor Stadium,sma00423,,
6,2021-01-10,male,T20,['umpires'],20,2020/21,club,Jadavpur University Campus,sma00424,,
6,2021-01-10,male,T20,['umpires'],20,2020/21,club,Reliance Cricket Stadium,sma00425,,
6,2021-01-10,male,T20,['umpires'],20,2020/21,club,Alur Cricket Stadium,sma00426,,
6,2021-01-10,male,T20,['umpires'],20,2020/21,club,Alur Cricket Stadium II,sma00427,,
6,2021-01-10,male,T20,['umpires'],20,2020/21,club,Alur Cricket Stadium III,sma00428,,
6,2021-01-10,male,T20,['umpires'],20,2020/21,club,Eden Gardens,sma00429,,
6,2021-01-10,male,T20,['umpires'],20,2020/21,club,Eden Gardens,sma00430,,
6,2021-01-10,male,T20,['umpires'],20,2020/21,club,Motibaug Cricket Ground,sma00431,,
6,2021-01-10,male,T20,['umpires'],20,2020/21,club,F B Colony Ground,sma00432,,
6,2021-01-11,male,T20,['umpires'],20,2020/21,club,SSN College Ground,sma00433,,
6,2021-01-11,male,T20,['umpires'],20,2020/21,club,Wankhede Stadium,sma00434,,
6,2021-01-11,male,T20,['umpires'],20,2020/21,club,Wankhede Stadium,sma00435,,
6,2021-01-11,male,T20,['umpires'],20,2020/21,club,Sharad Pawar Cricket Academy BKC,sma00436,,
6,2021-01-11,male,T20,['umpires'],20,2020/21,club, Emerald Heights International School Ground,sma00437,,
6,2021-01-11,male,T20,['umpires'],20,2020/21,club,Holkar Stadium,sma00438,,
6,2021-01-11,male,T20,['umpires'],20,2020/21,club,T I Murugappa Ground,sma00439,,
6,2021-01-11,male,T20,['umpires'],20,2020/21,club,Holkar Stadium,sma00440,,
6,2021-01-11,male,T20,['umpires'],20,2020/21,club,Sri Ramachandra Medical College,sma00441,,
6,2021-01-12,male,T20,['umpires'],20,2020/21,club,Reliance Cricket Stadium,sma00442,,
6,2021-01-12,male,T20,['umpires'],20,2020/21,club,F B Colony Ground,sma00443,,
6,2021-01-12,male,T20,['umpires'],20,2020/21,club,Motibaug Cricket Ground,sma00444,,
6,2021-01-12,male,T20,['umpires'],20,2020/21,club,Eden Gardens,sma00445,,
6,2021-01-12,male,T20,['umpires'],20,2020/21,club,Alur Cricket Stadium,sma00446,,
6,2021-01-12,male,T20,['umpires'],20,2020/21,club,Alur Cricket Stadium II,sma00447,,
6,2021-01-12,male,T20,['umpires'],20,2020/21,club,Alur Cricket Stadium III,sma00448,,
6,2021-01-13,male,T20,['umpires'],20,2020/21,club,Holkar Stadium,sma00449,,
6,2021-01-13,male,T20,['umpires'],20,2020/21,club, Emerald Heights International School Ground,sma00450,,
6,2021-01-13,male,T20,['umpires'],20,2020/21,club,Holkar Stadium,sma00451,,
6,2021-01-13,male,T20,['umpires'],20,2020/21,club,Wankhede Stadium,sma00452,,
6,2021-01-13,male,T20,['umpires'],20,2020/21,club,Sharad Pawar Cricket Academy BKC,sma00453,,
6,2021-01-13,male,T20,['umpires'],20,2020/21,club,IC-Gurunanak College Ground,sma00454,,
6,2021-01-13,male,T20,['umpires'],20,2020/21,club,T I Murugappa Ground,sma00455,,
6,2021-01-13,male,T20,['umpires'],20,2020/21,club,SSN College Ground,sma00456,,
6,2021-01-13,male,T20,['umpires'],20,2020/21,club,Sri Ramachandra Medical College,sma00457,,
6,2021-01-14,male,T20,['umpires'],20,2020/21,club,Motibaug Cricket Ground,sma00458,,
6,2021-01-14,male,T20,['umpires'],20,2020/21,club,Eden Gardens,sma00459,,
6,2021-01-14,male,T20,['umpires'],20,2020/21,club,F B Colony Ground,sma00460,,
6,2021-01-14,male,T20,['umpires'],20,2020/21,club,Eden Gardens,sma00461,,
6,2021-01-14,male,T20,['umpires'],20,2020/21,club,Reliance Cricket Stadium,sma00462,,
6,2021-01-14,male,T20,['umpires'],20,2020/21,club,Alur Cricket Stadium III,sma00463,,
6,2021-01-14,male,T20,['umpires'],20,2020/21,club,Alur Cricket Stadium II,sma00464,,
6,2021-01-14,male,T20,['umpires'],20,2020/21,club,Jadavpur University Campus,sma00465,,
6,2021-01-15,male,T20,['umpires'],20,2020/21,club,Sri Ramachandra Medical College,sma00466,,
6,2021-01-15,male,T20,['umpires'],20,2020/21,club,T I Murugappa Ground,sma00467,,
6,2021-01-15,male,T20,['umpires'],20,2020/21,club,IC-Gurunanak College Ground,sma00468,,
6,2021-01-15,male,T20,['umpires'],20,2020/21,club,SSN College Ground,sma00469,,
6,2021-01-15,male,T20,['umpires'],20,2020/21,club,Sharad Pawar Cricket Academy BKC,sma00470,,
6,2021-01-15,male,T20,['umpires'],20,2020/21,club,Wankhede Stadium,sma00471,,
6,2021-01-15,male,T20,['umpires'],20,2020/21,club,Holkar Stadium,sma00472,,
6,2021-01-15,male,T20,['umpires'],20,2020/21,club,Wankhede Stadium,sma00473,,
6,2021-01-15,male,T20,['umpires'],20,2020/21,club,Holkar Stadium,sma00474,,
6,2021-01-16,male,T20,['umpires'],20,2020/21,club,Alur Cricket Stadium,sma00475,,
6,2021-01-16,male,T20,['umpires'],20,2020/21,club,Alur Cricket Stadium II,sma00476,,
6,2021-01-16,male,T20,['umpires'],20,2020/21,club,Alur Cricket Stadium III,sma00477,,
6,2021-01-16,male,T20,['umpires'],20,2020/21,club,Jadavpur University Campus,sma00478,,
6,2021-01-16,male,T20,['umpires'],20,2020/21,club,Eden Gardens,sma00479,,
6,2021-01-16,male,T20,['umpires'],20,2020/21,club,Reliance Cricket Stadium,sma00480,,
6,2021-01-16,male,T20,['umpires'],20,2020/21,club,Motibaug Cricket Ground,sma00481,,
6,2021-01-16,male,T20,['umpires'],20,2020/21,club,F B Colony Ground,sma00482,,
6,2021-01-16,male,T20,['umpires'],20,2020/21,club,Eden Gardens,sma00483,,
6,2021-01-17,male,T20,['umpires'],20,2020/21,club,SSN College Ground,sma00484,,
6,2021-01-17,male,T20,['umpires'],20,2020/21,club,Sri Ramachandra Medical College,sma00485,,
6,2021-01-17,male,T20,['umpires'],20,2020/21,club,IC-Gurunanak College Ground,sma00486,,
6,2021-01-17,male,T20,['umpires'],20,2020/21,club,T I Murugappa Ground,sma00487,,
6,2021-01-17,male,T20,['umpires'],20,2020/21,club,Wankhede Stadium,sma00488,,
6,2021-01-17,male,T20,['umpires'],20,2020/21,club,Wankhede Stadium,sma00489,,
6,2021-01-17,male,T20,['umpires'],20,2020/21,club,Holkar Stadium,sma00490,,
6,2021-01-17,male,T20,['umpires'],20,2020/21,club, Emerald Heights International School Ground,sma00491,,
6,2021-01-17,male,T20,['umpires'],20,2020/21,club,Holkar Stadium,sma00492,,
6,2021-01-17,male,T20,['umpires'],20,2020/21,club,Sharad Pawar Cricket Academy BKC,sma00493,,
6,2021-01-18,male,T20,['umpires'],20,2020/21,club,Motibaug Cricket Ground,sma00494,,
6,2021-01-18,male,T20,['umpires'],20,2020/21,club,Reliance Cricket Stadium,sma00495,,
6,2021-01-18,male,T20,['umpires'],20,2020/21,club,F B Colony Ground,sma00496,,
6,2021-01-18,male,T20,['umpires'],20,2020/21,club,Eden Gardens,sma00497,,
6,2021-01-18,male,T20,['umpires'],20,2020/21,club,Jadavpur University Campus,sma00498,,
6,2021-01-18,male,T20,['umpires'],20,2020/21,club,Alur Cricket Stadium III,sma00499,,
6,2021-01-18,male,T20,['umpires'],20,2020/21,club,Alur Cricket Stadium,sma00500,,
6,2021-01-18,male,T20,['umpires'],20,2020/21,club,Eden Gardens,sma00501,,
6,2021-01-19,male,T20,['umpires'],20,2020/21,club,Wankhede Stadium,sma00502,,
6,2021-01-19,male,T20,['umpires'],20,2020/21,club,Holkar Stadium,sma00503,,
6,2021-01-19,male,T20,['umpires'],20,2020/21,club,Holkar Stadium,sma00504,,
6,2021-01-19,male,T20,['umpires'],20,2020/21,club,Wankhede Stadium,sma00505,,
6,2021-01-19,male,T20,['umpires'],20,2020/21,club,Sharad Pawar Cricket Academy BKC,sma00506,,
6,2021-01-19,male,T20,['umpires'],20,2020/21,club,Sri Ramachandra Medical College,sma00507,,
6,2021-01-19,male,T20,['umpires'],20,2020/21,club,SSN College Ground,sma00508,,
6,2021-01-19,male,T20,['umpires'],20,2020/21,club,T I Murugappa Ground,sma00509,,
6,2021-01-26,male,T20,['umpires'],20,2020/21,club,"Narendra Modi Stadium Ground 'A', Motera",sma00510,,
6,2021-01-26,male,T20,['umpires'],20,2020/21,club,"Narendra Modi Stadium Ground 'A', Motera",sma00511,,
6,2021-01-27,male,T20,['umpires'],20,2020/21,club,"Narendra Modi Stadium Ground 'A', Motera",sma00512,,
6,2021-01-29,male,T20,['umpires'],20,2020/21,club,"Narendra Modi Stadium Ground 'A', Motera",sma00513,KH Devdhar,
6,2021-01-29,male,T20,['umpires'],20,2020/21,club,"Narendra Modi Stadium Ground 'A', Motera",sma00514,KB Arun Karthik,
6,2021-01-31,male,T20,['umpires'],20,2020/21,club,"Narendra Modi Stadium Ground 'A', Motera",sma00515,M Siddharth,
6,2021-11-04,male,T20,['umpires'],20,2021/22,club,Gokaraju Liala Gangaaraju ACA Cricket Ground,sma00516,,
6,2021-11-04,male,T20,['umpires'],20,2021/22,club,Gokaraju Liala Gangaaraju ACA Cricket Ground,sma00517,,
6,2021-11-04,male,T20,['umpires'],20,2021/22,club,Chaudhry Bansi Lal Cricket Stadium,sma00518,,
6,2021-11-04,male,T20,['umpires'],20,2021/22,club,Gurugram Cricket Ground (SRNCC),sma00519,,
6,2021-11-04,male,T20,['umpires'],20,2021/22,club,Gurugram Cricket Ground (SRNCC),sma00520,,
6,2021-11-04,male,T20,['umpires'],20,2021/22,club,"Airforce Complex ground, Palam",sma00521,,
6,2021-11-04,male,T20,['umpires'],20,2021/22,club,Nehru Stadium,sma00522,,
6,2021-11-04,male,T20,['umpires'],20,2021/22,club,Arun Jaitley Stadium,sma00523,,
6,2021-11-04,male,T20,['umpires'],20,2021/22,club,Reliance Cricket Stadium,sma00524,,
6,2021-11-04,male,T20,['umpires'],20,2021/22,club,"ACA Stadium,Mangalagiri",sma00525,,
6,2021-11-04,male,T20,['umpires'],20,2021/22,club,"ACA Stadium, Barsapara",sma00526,,
6,2021-11-04,male,T20,['umpires'],20,2021/22,club,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,sma00527,,
6,2021-11-04,male,T20,['umpires'],20,2021/22,club,Arun Jaitley Stadium,sma00528,,
6,2021-11-04,male,T20,['umpires'],20,2021/22,club,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,sma00529,,
6,2021-11-04,male,T20,['umpires'],20,2021/22,club,"ACA Stadium, Barsapara",sma00530,,
6,2021-11-05,male,T20,['umpires'],20,2021/22,club,Arun Jaitley Stadium,sma00531,,
6,2021-11-05,male,T20,['umpires'],20,2021/22,club,"Airforce Complex ground, Palam",sma00532,,
6,2021-11-05,male,T20,['umpires'],20,2021/22,club,"ACA Stadium,Mangalagiri",sma00533,,
6,2021-11-05,male,T20,['umpires'],20,2021/22,club,Gokaraju Liala Gangaaraju ACA Cricket Ground,sma00534,,
6,2021-11-05,male,T20,['umpires'],20,2021/22,club,Gokaraju Liala Gangaaraju ACA Cricket Ground,sma00535,,
6,2021-11-05,male,T20,['umpires'],20,2021/22,club,Chaudhry Bansi Lal Cricket Stadium,sma00536,,
6,2021-11-05,male,T20,['umpires'],20,2021/22,club,Gurugram Cricket Ground (SRNCC),sma00537,,
6,2021-11-05,male,T20,['umpires'],20,2021/22,club,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,sma00538,,
6,2021-11-05,male,T20,['umpires'],20,2021/22,club,"ACA Stadium,Mangalagiri",sma00539,,
6,2021-11-05,male,T20,['umpires'],20,2021/22,club,"ACA Stadium, Barsapara",sma00540,,
6,2021-11-05,male,T20,['umpires'],20,2021/22,club,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,sma00541,,
6,2021-11-05,male,T20,['umpires'],20,2021/22,club,Arun Jaitley Stadium,sma00542,,
6,2021-11-05,male,T20,['umpires'],20,2021/22,club,Alembic 2  Cricket Ground,sma00543,,
6,2021-11-05,male,T20,['umpires'],20,2021/22,club,Reliance Cricket Stadium,sma00544,,
6,2021-11-05,male,T20,['umpires'],20,2021/22,club,Gurugram Cricket Ground (SRNCC),sma00545,,
6,2021-11-05,male,T20,['umpires'],20,2021/22,club,"ACA Stadium, Barsapara",sma00546,,
6,2021-11-05,male,T20,['umpires'],20,2021/22,club,Reliance Cricket Stadium,sma00547,,
6,2021-11-06,male,T20,['umpires'],20,2021/22,club,Gurugram Cricket Ground (SRNCC),sma00548,,
6,2021-11-06,male,T20,['umpires'],20,2021/22,club,Gurugram Cricket Ground (SRNCC),sma00549,,
6,2021-11-06,male,T20,['umpires'],20,2021/22,club,"Airforce Complex ground, Palam",sma00550,,
6,2021-11-06,male,T20,['umpires'],20,2021/22,club,Arun Jaitley Stadium,sma00551,,
6,2021-11-06,male,T20,['umpires'],20,2021/22,club,Arun Jaitley Stadium,sma00552,,
6,2021-11-06,male,T20,['umpires'],20,2021/22,club,Alembic 2  Cricket Ground,sma00553,,
6,2021-11-06,male,T20,['umpires'],20,2021/22,club,Alembic 2  Cricket Ground,sma00554,,
6,2021-11-06,male,T20,['umpires'],20,2021/22,club,"ACA Stadium, Barsapara",sma00555,,
6,2021-11-06,male,T20,['umpires'],20,2021/22,club,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,sma00556,,
