decision,winner,key
bat,Sikkim,sma00241
field,Uttarakhand,sma00242
field,Tripura,sma00243
field,Services,sma00244
bat,Baroda,sma00245
bat,Mizoram,sma00246
field,Odisha,sma00247
field,Chhattisgarh,sma00248
field,Haryana,sma00249
bat,Punjab,sma00250
bat,Himachal,sma00251
field,Tamil Nadu,sma00252
bat,Meghalaya,sma00253
field,Jammu & Kashmir,sma00254
field,Kerala,sma00255
bat,Andhra,sma00256
field,Railways,sma00257
field,Puducherry,sma00258
field,Tripura,sma00259
field,Uttarakhand,sma00260
bat,Baroda,sma00261
bat,Odisha,sma00262
field,Haryana,sma00263
bat,Arunachal Pradesh,sma00264
field,Mizoram,sma00265
bat,Railways,sma00266
bat,Goa,sma00267
bat,Nagaland,sma00268
bat,Andhra,sma00269
bat,Kerala,sma00270
bat,Madhya Pradesh,sma00271
bat,Gujarat,sma00272
bat,Tamil Nadu,sma00273
field,Gujarat,sma00274
field,Vidarbha,sma00275
bat,Railways,sma00276
bat,Mumbai,sma00277
field,Maharashtra,sma00278
field,Mumbai,sma00279
field,Uttar Pradesh,sma00280
field,Jharkhand,sma00281
field,Karnataka,sma00282
field,Uttar Pradesh,sma00283
field,Bengal,sma00284
bat,Gujarat,sma00285
bat,Uttar Pradesh,sma00286
bat,Railways,sma00287
field,Mumbai,sma00288
field,Karnataka,sma00289
bat,Gujarat,sma00290
field,Uttar Pradesh,sma00291
field,Karnataka,sma00292
bat,Uttarakhand,sma00293
field,Andhra,sma00294
field,Kerala,sma00295
field,Vidarbha,sma00296
field,Chhattisgarh,sma00297
field,Punjab,sma00298
field,Mumbai,sma00299
bat,Baroda,sma00300
bat,Rajasthan,sma00301
field,Railways,sma00302
field,Saurashtra,sma00303
field,Bengal,sma00304
field,Railways,sma00305
field,Meghalaya,sma00306
field,Jharkhand,sma00307
bat,Sikkim,sma00308
field,Mumbai,sma00309
bat,Uttar Pradesh,sma00310
field,Rajasthan,sma00311
field,Chhattisgarh,sma00312
field,Punjab,sma00313
bat,Manipur,sma00314
field,Bihar,sma00315
field,Karnataka,sma00316
field,Services,sma00317
bat,Sikkim,sma00318
field,Haryana,sma00319
bat,Madhya Pradesh,sma00320
field,Maharashtra,sma00321
field,Tripura,sma00322
field,Gujarat,sma00323
field,Delhi,sma00324
bat,Chandigarh,sma00325
field,Meghalaya,sma00326
field,Hyderabad (India),sma00327
field,Railways,sma00328
field,Uttar Pradesh,sma00329
bat,Vidarbha,sma00330
field,Bihar,sma00331
field,Uttarakhand,sma00332
field,Mizoram,sma00333
bat,Chandigarh,sma00334
bat,Himachal,sma00335
bat,Vidarbha,sma00336
field,Uttarakhand,sma00337
field,Delhi,sma00338
field,Mizoram,sma00339
field,Uttar Pradesh,sma00340
field,Maharashtra,sma00341
bat,Arunachal Pradesh,sma00342
field,Manipur,sma00343
field,Services,sma00344
field,Baroda,sma00345
field,Meghalaya,sma00346
bat,Bengal,sma00347
field,Puducherry,sma00348
bat,Sikkim,sma00349
bat,Jammu & Kashmir,sma00350
field,Andhra,sma00351
bat,Nagaland,sma00352
bat,Madhya Pradesh,sma00353
field,Assam,sma00354
field,Maharashtra,sma00355
bat,Arunachal Pradesh,sma00356
field,Tamil Nadu,sma00357
field,Goa,sma00358
bat,Sikkim,sma00359
field,Haryana,sma00360
field,Mumbai,sma00361
field,Punjab,sma00362
field,Chandigarh,sma00363
field,Vidarbha,sma00364
bat,Bihar,sma00365
bat,Sikkim,sma00366
bat,Nagaland,sma00367
field,Puducherry,sma00368
bat,Mumbai,sma00369
field,Chandigarh,sma00370
bat,Himachal,sma00371
bat,Tripura,sma00372
bat,Bihar,sma00373
bat,Odisha,sma00374
field,Jharkhand,sma00375
field,Bengal,sma00376
field,Haryana,sma00377
field,Chhattisgarh,sma00378
field,Hyderabad (India),sma00379
bat,Manipur,sma00380
field,Rajasthan,sma00381
field,Services,sma00382
field,Andhra,sma00383
field,Nagaland,sma00384
bat,Madhya Pradesh,sma00385
field,Mizoram,sma00386
bat,Andhra,sma00387
bat,Saurashtra,sma00388
bat,Sikkim,sma00389
field,Vidarbha,sma00390
field,Assam,sma00391
bat,Arunachal Pradesh,sma00392
field,Puducherry,sma00393
field,Rajasthan,sma00394
bat,Kerala,sma00395
field,Goa,sma00396
field,Uttarakhand,sma00397
bat,Himachal,sma00398
field,Punjab,sma00399
field,Meghalaya,sma00400
bat,Assam,sma00401
field,Puducherry,sma00402
field,Gujarat,sma00403
field,Maharashtra,sma00404
field,Karnataka,sma00405
field,Delhi,sma00406
bat,Rajasthan,sma00407
field,Jharkhand,sma00408
field,Tamil Nadu,sma00409
bat,Maharashtra,sma00410
field,Delhi,sma00411
field,Karnataka,sma00412
field,Mumbai,sma00413
field,Tamil Nadu,sma00414
field,Haryana,sma00415
field,Rajasthan,sma00416
field,Mumbai,sma00417
field,Punjab,sma00418
bat,Maharashtra,sma00419
bat,Rajasthan,sma00420
bat,Jharkhand,sma00421
field,Karnataka,sma00422
field,Tamil Nadu,sma00423
field,Hyderabad (India),sma00424
field,Uttarakhand,sma00425
field,Chhattisgarh,sma00426
field,Maharashtra,sma00427
field,Bengal,sma00428
field,Railways,sma00429
bat,Punjab,sma00430
field,Jammu & Kashmir,sma00431
field,Jharkhand,sma00432
field,Sikkim,sma00433
bat,Bihar,sma00434
field,Manipur,sma00435
bat,Puducherry,sma00436
field,Mumbai,sma00437
field,Goa,sma00438
field,Saurashtra,sma00439
field,Haryana,sma00440
field,Rajasthan,sma00441
field,Punjab,sma00442
field,Jammu & Kashmir,sma00443
field,Railways,sma00444
field,Tamil Nadu,sma00445
bat,Chhattisgarh,sma00446
field,Uttarakhand,sma00447
field,Baroda,sma00448
bat,Arunachal Pradesh,sma00449
bat,Sikkim,sma00450
bat,Chandigarh,sma00451
field,Mizoram,sma00452
field,Madhya Pradesh,sma00453
field,Delhi,sma00454
field,Goa,sma00455
field,Vidarbha,sma00456
field,Haryana,sma00457
field,Gujarat,sma00458
bat,Maharashtra,sma00459
field,Baroda,sma00460
bat,Jharkhand,sma00461
bat,Odisha,sma00462
field,Tripura,sma00463
field,Railways,sma00464
field,Bengal,sma00465
field,Vidarbha,sma00466
field,Goa,sma00467
field,Kerala,sma00468
bat,Mumbai,sma00469
field,Puducherry,sma00470
field,Bihar,sma00471
bat,Chandigarh,sma00472
field,Sikkim,sma00473
bat,Manipur,sma00474
bat,Jharkhand,sma00475
field,Gujarat,sma00476
field,Bengal,sma00477
field,Maharashtra,sma00478
field,Punjab,sma00479
bat,Hyderabad (India),sma00480
field,Uttar Pradesh,sma00481
field,Himachal,sma00482
bat,Railways,sma00483
bat,Goa,sma00484
bat,Saurashtra,sma00485
bat,Vidarbha,sma00486
field,Puducherry,sma00487
field,Andhra,sma00488
field,Haryana,sma00489
field,Bihar,sma00490
bat,Arunachal Pradesh,sma00491
bat,Chandigarh,sma00492
bat,Nagaland,sma00493
field,Chhattisgarh,sma00494
field,Gujarat,sma00495
field,Tamil Nadu,sma00496
bat,Maharashtra,sma00497
bat,Assam,sma00498
field,Tripura,sma00499
field,Jharkhand,sma00500
field,Jammu & Kashmir,sma00501
bat,Manipur,sma00502
field,Bihar,sma00503
field,Meghalaya,sma00504
bat,Rajasthan,sma00505
field,Puducherry,sma00506
field,Kerala,sma00507
bat,Madhya Pradesh,sma00508
bat,Andhra,sma00509
field,Tamil Nadu,sma00510
field,Punjab,sma00511
field,Baroda,sma00512
bat,Rajasthan,sma00513
field,Punjab,sma00514
field,Tamil Nadu,sma00515
bat,Mizoram,sma00516
field,Sikkim,sma00517
field,Arunachal Pradesh,sma00518
field,Uttarakhand,sma00519
bat,Uttar Pradesh,sma00520
field,Hyderabad (India),sma00521
field,Gujarat,sma00522
field,Railways,sma00523
field,Haryana,sma00524
field,Maharashtra,sma00525
field,Odisha,sma00526
field,Madhya Pradesh,sma00527
field,Mumbai,sma00528
field,Bengal,sma00529
field,Services,sma00530
field,Maharashtra,sma00531
bat,Tripura,sma00532
bat,Arunachal Pradesh,sma00533
bat,Nagaland,sma00534
field,Meghalaya,sma00535
bat,Hyderabad (India),sma00536
field,Uttar Pradesh,sma00537
bat,Bihar,sma00538
field,Delhi,sma00539
field,Madhya Pradesh,sma00540
field,Haryana,sma00541
bat,Himachal,sma00542
field,Rajasthan,sma00543
bat,Bengal,sma00544
field,Karnataka,sma00545
bat,Goa,sma00546
bat,Gujarat,sma00547
bat,Bihar,sma00548
bat,Meghalaya,sma00549
bat,Tripura,sma00550
bat,Saurashtra,sma00551
field,Hyderabad (India),sma00552
field,Madhya Pradesh,sma00553
field,Kerala,sma00554
bat,Maharashtra,sma00555
field,Jammu & Kashmir,sma00556
bat,Chhattisgarh,sma00557
bat,Mumbai,sma00558
field,Services,sma00559
field,Goa,sma00560
field,Jharkhand,sma00561
field,Tamil Nadu,sma00562
bat,Bihar,sma00563
bat,Vidarbha,sma00564
bat,Tripura,sma00565
bat,Nagaland,sma00566
bat,Mizoram,sma00567
bat,Saurashtra,sma00568
field,Kerala,sma00569
bat,Chhattisgarh,sma00570
bat,Baroda,sma00571
field,Bengal,sma00572
bat,Maharashtra,sma00573
field,Goa,sma00574
bat,Rajasthan,sma00575
field,Arunachal Pradesh,sma00576
bat,Vidarbha,sma00577
bat,Manipur,sma00578
field,Tripura,sma00579
bat,Saurashtra,sma00580
field,Chandigarh,sma00581
bat,Railways,sma00582
field,Kerala,sma00583
bat,Hyderabad (India),sma00584
bat,Jammu & Kashmir,sma00585
field,Haryana,sma00586
field,Andhra,sma00587
bat,Karnataka,sma00588
bat,Chhattisgarh,sma00589
field,Baroda,sma00590
bat,Punjab,sma00591
bat,Maharashtra,sma00592
field,Puducherry,sma00593
field,Gujarat,sma00594
field,Vidarbha,sma00595
bat,Saurashtra,sma00596
field,Kerala,sma00597
field,Gujarat,sma00598
field,Tamil Nadu,sma00599
field,Bengal,sma00600
field,Vidarbha,sma00601
field,Tamil Nadu,sma00602
field,Vidarbha,sma00603
field,Tamil Nadu,sma00604
field,Hyderabad (India),sma00605
field,Uttarakhand,sma00606
bat,Nagaland,sma00607
bat,Nagaland,sma00608
field,Saurashtra,sma00609
bat,Madhya Pradesh,sma00610
field,Puducherry,sma00611
bat,Delhi,sma00612
field,Goa,sma00613
bat,Delhi,sma00614
bat,Rajasthan,sma00615
field,Assam,sma00616
bat,Baroda,sma00617
field,Saurashtra,sma00618
bat,Nagaland,sma00619
field,Uttarakhand,sma00620
field,Assam,sma00621
bat,Manipur,sma00622
field,Puducherry,sma00623
bat,Mizoram,sma00624
field,Uttarakhand,sma00625
field,Saurashtra,sma00626
bat,Bihar,sma00627
field,Gujarat,sma00628
field,Mizoram,sma00629
field,Himachal Pradesh,sma00630
bat,Manipur,sma00631
field,Delhi,sma00632
field,Railways,sma00633
bat,Uttar Pradesh,sma00634
field,Goa,sma00635
bat,Madhya Pradesh,sma00636
field,Vidarbha,sma00637
field,Gujarat,sma00638
bat,Nagaland,sma00639
field,Haryana,sma00640
field,Vidarbha,sma00641
bat,Saurashtra,sma00642
bat,Saurashtra,sma00643
field,Karnataka,sma00644
field,Delhi,sma00645
field,Punjab,sma00646
bat,Vidarbha,sma00647
field,Mumbai,sma00648
bat,Haryana,sma00649
field,Jammu & Kashmir,sma00650
field,Punjab,sma00651
field,Railways,sma00652
bat,Nagaland,sma00653
bat,Madhya Pradesh,sma00654
field,Chhattisgarh,sma00655
bat,Punjab,sma00656
field,Mumbai,sma00657
bat,Saurashtra,sma00658
field,Hyderabad (India),sma00659
bat,Punjab,sma00660
bat,Gujarat,sma00661
field,Karnataka,sma00662
bat,Tripura,sma00663
field,Nagaland,sma00664
field,Delhi,sma00665
bat,Arunachal Pradesh,sma00666
bat,Manipur,sma00667
field,Hyderabad (India),sma00668
field,Jammu & Kashmir,sma00669
field,Mizoram,sma00670
bat,Meghalaya,sma00671
field,Saurashtra,sma00672
bat,Andhra,sma00673
field,Tamil Nadu,sma00674
field,Tripura,sma00675
bat,Tamil Nadu,sma00676
field,Karnataka,sma00677
field,Baroda,sma00678
bat,Jammu & Kashmir,sma00679
field,Gujarat,sma00680
field,Uttar Pradesh,sma00681
field,Assam,sma00682
field,Punjab,sma00683
field,Assam,sma00684
field,Punjab,sma00685
field,Baroda,sma00686
field,Baroda,sma00687
field,Chandigarh,sma00688
field,Uttar Pradesh,sma00689
field,Madhya Pradesh,sma00690
field,Mumbai,sma00691
field,Bengal,sma00692
field,Mumbai,sma00693
field,Madhya Pradesh,sma00694
field,Mumbai,sma00695
