team_1,team_2,key
Meghalaya,Bihar,sma00471
Chandigarh,Mizoram,sma00472
Nagaland,Sikkim,sma00473
Manipur,Arunachal Pradesh,sma00474
Jharkhand,Odisha,sma00475
Chhattisgarh,Gujarat,sma00476
Assam,Bengal,sma00477
Baroda,Maharashtra,sma00478
Jammu & Kashmir,Punjab,sma00479
Hyderabad (India),Tamil Nadu,sma00480
Tripura,Uttar Pradesh,sma00481
Uttarakhand,Himachal,sma00482
Railways,Karnataka,sma00483
Goa,Rajasthan,sma00484
Saurashtra,Madhya Pradesh,sma00485
Vidarbha,Services,sma00486
Mumbai,Puducherry,sma00487
Kerala,Andhra,sma00488
Delhi,Haryana,sma00489
Manipur,Bihar,sma00490
Arunachal Pradesh,Meghalaya,sma00491
Chandigarh,Sikkim,sma00492
Nagaland,Mizoram,sma00493
Uttarakhand,Chhattisgarh,sma00494
Baroda,Gujarat,sma00495
Bengal,Tamil Nadu,sma00496
Maharashtra,Himachal,sma00497
Assam,Odisha,sma00498
Punjab,Tripura,sma00499
Hyderabad (India),Jharkhand,sma00500
Railways,Jammu & Kashmir,sma00501
Manipur,Nagaland,sma00502
Mizoram,Bihar,sma00503
Sikkim,Meghalaya,sma00504
Rajasthan,Saurashtra,sma00505
Delhi,Puducherry,sma00506
Haryana,Kerala,sma00507
Madhya Pradesh,Services,sma00508
Andhra,Mumbai,sma00509
Himachal,Tamil Nadu,sma00510
Karnataka,Punjab,sma00511
Haryana,Baroda,sma00512
Rajasthan,Tamil Nadu,sma00513
Baroda,Punjab,sma00514
Baroda,Tamil Nadu,sma00515
Mizoram,Meghalaya,sma00516
Tripura,Sikkim,sma00517
Vidarbha,Arunachal Pradesh,sma00518
Delhi,Uttarakhand,sma00519
Uttar Pradesh,Chandigarh,sma00520
Saurashtra,Hyderabad (India),sma00521
Kerala,Gujarat,sma00522
Bihar,Railways,sma00523
Himachal,Haryana,sma00524
Tamil Nadu,Maharashtra,sma00525
Goa,Odisha,sma00526
Assam,Madhya Pradesh,sma00527
Karnataka,Mumbai,sma00528
Chhattisgarh,Bengal,sma00529
Baroda,Services,sma00530
Punjab,Maharashtra,sma00531
Tripura,Mizoram,sma00532
Arunachal Pradesh,Manipur,sma00533
Nagaland,Vidarbha,sma00534
Sikkim,Meghalaya,sma00535
Hyderabad (India),Uttarakhand,sma00536
Saurashtra,Uttar Pradesh,sma00537
Bihar,Kerala,sma00538
Chandigarh,Delhi,sma00539
Railways,Madhya Pradesh,sma00540
Andhra,Haryana,sma00541
Himachal,Jharkhand,sma00542
Jammu & Kashmir,Rajasthan,sma00543
Bengal,Baroda,sma00544
Chhattisgarh,Karnataka,sma00545
Goa,Puducherry,sma00546
Gujarat,Assam,sma00547
Bihar,Assam,sma00548
Meghalaya,Vidarbha,sma00549
Tripura,Manipur,sma00550
Saurashtra,Uttarakhand,sma00551
Chandigarh,Hyderabad (India),sma00552
Gujarat,Madhya Pradesh,sma00553
Railways,Kerala,sma00554
Maharashtra,Odisha,sma00555
Haryana,Jammu & Kashmir,sma00556
Chhattisgarh,Baroda,sma00557
Mumbai,Bengal,sma00558
Karnataka,Services,sma00559
Punjab,Goa,sma00560
Andhra,Jharkhand,sma00561
Puducherry,Tamil Nadu,sma00562
Bihar,Madhya Pradesh,sma00563
Vidarbha,Manipur,sma00564
Tripura,Meghalaya,sma00565
Nagaland,Arunachal Pradesh,sma00566
Mizoram,Sikkim,sma00567
Saurashtra,Chandigarh,sma00568
Assam,Kerala,sma00569
Chhattisgarh,Mumbai,sma00570
Baroda,Karnataka,sma00571
Services,Bengal,sma00572
Maharashtra,Puducherry,sma00573
Tamil Nadu,Goa,sma00574
Rajasthan,Andhra,sma00575
Meghalaya,Arunachal Pradesh,sma00576
Vidarbha,Sikkim,sma00577
Manipur,Mizoram,sma00578
Nagaland,Tripura,sma00579
Saurashtra,Delhi,sma00580
Uttarakhand,Chandigarh,sma00581
Railways,Assam,sma00582
Madhya Pradesh,Kerala,sma00583
Hyderabad (India),Uttar Pradesh,sma00584
Jammu & Kashmir,Jharkhand,sma00585
Rajasthan,Haryana,sma00586
Himachal,Andhra,sma00587
Karnataka,Bengal,sma00588
Chhattisgarh,Services,sma00589
Mumbai,Baroda,sma00590
Punjab,Tamil Nadu,sma00591
Maharashtra,Goa,sma00592
Odisha,Puducherry,sma00593
Bihar,Gujarat,sma00594
Maharashtra,Vidarbha,sma00595
Saurashtra,Karnataka,sma00596
Himachal,Kerala,sma00597
Hyderabad (India),Gujarat,sma00598
Kerala,Tamil Nadu,sma00599
Karnataka,Bengal,sma00600
Rajasthan,Vidarbha,sma00601
Hyderabad (India),Tamil Nadu,sma00602
Karnataka,Vidarbha,sma00603
Karnataka,Tamil Nadu,sma00604
Punjab,Hyderabad (India),sma00605
Railways,Uttarakhand,sma00606
Nagaland,Baroda,sma00607
Nagaland,Bihar,sma00608
Baroda,Saurashtra,sma00609
Madhya Pradesh,Mumbai,sma00610
Hyderabad (India),Puducherry,sma00611
Delhi,Punjab,sma00612
Hyderabad (India),Goa,sma00613
Delhi,Uttar Pradesh,sma00614
Rajasthan,Railways,sma00615
Mumbai,Assam,sma00616
Baroda,Gujarat,sma00617
Gujarat,Saurashtra,sma00618
Nagaland,Andhra,sma00619
Rajasthan,Uttarakhand,sma00620
Mizoram,Assam,sma00621
Manipur,Punjab,sma00622
Tripura,Puducherry,sma00623
Mizoram,Madhya Pradesh,sma00624
Vidarbha,Uttarakhand,sma00625
Himachal Pradesh,Saurashtra,sma00626
Bihar,Andhra,sma00627
Andhra,Gujarat,sma00628
Uttarakhand,Mizoram,sma00629
Baroda,Himachal Pradesh,sma00630
Manipur,Tripura,sma00631
Goa,Delhi,sma00632
Mumbai,Railways,sma00633
Uttar Pradesh,Punjab,sma00634
Puducherry,Goa,sma00635
Madhya Pradesh,Assam,sma00636
Railways,Vidarbha,sma00637
Bihar,Gujarat,sma00638
Nagaland,Himachal Pradesh,sma00639
Punjab,Haryana,sma00640
Chhattisgarh,Vidarbha,sma00641
Saurashtra,Kerala,sma00642
Saurashtra,Mumbai,sma00643
Punjab,Karnataka,sma00644
Vidarbha,Delhi,sma00645
Himachal Pradesh,Punjab,sma00646
Vidarbha,Mumbai,sma00647
Himachal Pradesh,Mumbai,sma00648
Haryana,Mumbai,sma00649
Baroda,Jammu & Kashmir,sma00650
Saurashtra,Punjab,sma00651
Manipur,Railways,sma00652
Nagaland,Tripura,sma00653
Madhya Pradesh,Delhi,sma00654
Haryana,Chhattisgarh,sma00655
Punjab,Andhra,sma00656
Meghalaya,Mumbai,sma00657
Saurashtra,Gujarat,sma00658
Chhattisgarh,Hyderabad (India),sma00659
Punjab,Railways,sma00660
Gujarat,Goa,sma00661
Madhya Pradesh,Karnataka,sma00662
Tripura,Tamil Nadu,sma00663
Uttar Pradesh,Nagaland,sma00664
Karnataka,Delhi,sma00665
Arunachal Pradesh,Goa,sma00666
Manipur,Punjab,sma00667
Mizoram,Hyderabad (India),sma00668
Mumbai,Jammu & Kashmir,sma00669
Haryana,Mizoram,sma00670
Meghalaya,Jammu & Kashmir,sma00671
Arunachal Pradesh,Saurashtra,sma00672
Andhra,Manipur,sma00673
Delhi,Tamil Nadu,sma00674
Uttar Pradesh,Tripura,sma00675
Tamil Nadu,Madhya Pradesh,sma00676
Uttar Pradesh,Karnataka,sma00677
Chhattisgarh,Baroda,sma00678
Jammu & Kashmir,Mizoram,sma00679
Railways,Gujarat,sma00680
Gujarat,Uttar Pradesh,sma00681
Bengal,Assam,sma00682
Uttar Pradesh,Punjab,sma00683
Kerala,Assam,sma00684
Delhi,Punjab,sma00685
Assam,Baroda,sma00686
Punjab,Baroda,sma00687
Bengal,Chandigarh,sma00688
Delhi,Uttar Pradesh,sma00689
Saurashtra,Madhya Pradesh,sma00690
Vidarbha,Mumbai,sma00691
Baroda,Bengal,sma00692
Baroda,Mumbai,sma00693
Delhi,Madhya Pradesh,sma00694
Madhya Pradesh,Mumbai,sma00695
