match_number,name,key,stage
28.0,Indian Premier League,ipl00664,nan
29.0,Indian Premier League,ipl00665,nan
30.0,Indian Premier League,ipl00666,nan
31.0,Indian Premier League,ipl00667,nan
32.0,Indian Premier League,ipl00668,nan
33.0,Indian Premier League,ipl00669,nan
34.0,Indian Premier League,ipl00670,nan
36.0,Indian Premier League,ipl00671,nan
35.0,Indian Premier League,ipl00672,nan
37.0,Indian Premier League,ipl00673,nan
38.0,Indian Premier League,ipl00674,nan
39.0,Indian Premier League,ipl00675,nan
40.0,Indian Premier League,ipl00676,nan
41.0,Indian Premier League,ipl00677,nan
42.0,Indian Premier League,ipl00678,nan
43.0,Indian Premier League,ipl00679,nan
44.0,Indian Premier League,ipl00680,nan
45.0,Indian Premier League,ipl00681,nan
46.0,Indian Premier League,ipl00682,nan
47.0,Indian Premier League,ipl00683,nan
48.0,Indian Premier League,ipl00684,nan
49.0,Indian Premier League,ipl00685,nan
50.0,Indian Premier League,ipl00686,nan
51.0,Indian Premier League,ipl00687,nan
52.0,Indian Premier League,ipl00688,nan
54.0,Indian Premier League,ipl00689,nan
53.0,Indian Premier League,ipl00690,nan
56.0,Indian Premier League,ipl00691,nan
55.0,Indian Premier League,ipl00692,nan
,Indian Premier League,ipl00693,Qualifier 1
,Indian Premier League,ipl00694,Eliminator
,Indian Premier League,ipl00695,Qualifier 2
,Indian Premier League,ipl00696,Final
1.0,Indian Premier League,ipl00697,nan
2.0,Indian Premier League,ipl00698,nan
3.0,Indian Premier League,ipl00699,nan
4.0,Indian Premier League,ipl00700,nan
5.0,Indian Premier League,ipl00701,nan
6.0,Indian Premier League,ipl00702,nan
7.0,Indian Premier League,ipl00703,nan
8.0,Indian Premier League,ipl00704,nan
9.0,Indian Premier League,ipl00705,nan
10.0,Indian Premier League,ipl00706,nan
12.0,Indian Premier League,ipl00707,nan
11.0,Indian Premier League,ipl00708,nan
13.0,Indian Premier League,ipl00709,nan
14.0,Indian Premier League,ipl00710,nan
15.0,Indian Premier League,ipl00711,nan
16.0,Indian Premier League,ipl00712,nan
17.0,Indian Premier League,ipl00713,nan
18.0,Indian Premier League,ipl00714,nan
19.0,Indian Premier League,ipl00715,nan
20.0,Indian Premier League,ipl00716,nan
21.0,Indian Premier League,ipl00717,nan
22.0,Indian Premier League,ipl00718,nan
23.0,Indian Premier League,ipl00719,nan
24.0,Indian Premier League,ipl00720,nan
25.0,Indian Premier League,ipl00721,nan
26.0,Indian Premier League,ipl00722,nan
28.0,Indian Premier League,ipl00723,nan
27.0,Indian Premier League,ipl00724,nan
30.0,Indian Premier League,ipl00725,nan
29.0,Indian Premier League,ipl00726,nan
31.0,Indian Premier League,ipl00727,nan
32.0,Indian Premier League,ipl00728,nan
33.0,Indian Premier League,ipl00729,nan
34.0,Indian Premier League,ipl00730,nan
35.0,Indian Premier League,ipl00731,nan
36.0,Indian Premier League,ipl00732,nan
37.0,Indian Premier League,ipl00733,nan
38.0,Indian Premier League,ipl00734,nan
39.0,Indian Premier League,ipl00735,nan
40.0,Indian Premier League,ipl00736,nan
41.0,Indian Premier League,ipl00737,nan
42.0,Indian Premier League,ipl00738,nan
43.0,Indian Premier League,ipl00739,nan
44.0,Indian Premier League,ipl00740,nan
45.0,Indian Premier League,ipl00741,nan
46.0,Indian Premier League,ipl00742,nan
47.0,Indian Premier League,ipl00743,nan
48.0,Indian Premier League,ipl00744,nan
49.0,Indian Premier League,ipl00745,nan
50.0,Indian Premier League,ipl00746,nan
51.0,Indian Premier League,ipl00747,nan
52.0,Indian Premier League,ipl00748,nan
53.0,Indian Premier League,ipl00749,nan
54.0,Indian Premier League,ipl00750,nan
55.0,Indian Premier League,ipl00751,nan
56.0,Indian Premier League,ipl00752,nan
,Indian Premier League,ipl00753,Qualifier 1
,Indian Premier League,ipl00754,Eliminator
,Indian Premier League,ipl00755,Qualifier 2
,Indian Premier League,ipl00756,Final
1.0,Indian Premier League,ipl00757,nan
2.0,Indian Premier League,ipl00758,nan
3.0,Indian Premier League,ipl00759,nan
4.0,Indian Premier League,ipl00760,nan
5.0,Indian Premier League,ipl00761,nan
6.0,Indian Premier League,ipl00762,nan
7.0,Indian Premier League,ipl00763,nan
8.0,Indian Premier League,ipl00764,nan
9.0,Indian Premier League,ipl00765,nan
10.0,Indian Premier League,ipl00766,nan
11.0,Indian Premier League,ipl00767,nan
12.0,Indian Premier League,ipl00768,nan
13.0,Indian Premier League,ipl00769,nan
14.0,Indian Premier League,ipl00770,nan
15.0,Indian Premier League,ipl00771,nan
16.0,Indian Premier League,ipl00772,nan
17.0,Indian Premier League,ipl00773,nan
18.0,Indian Premier League,ipl00774,nan
19.0,Indian Premier League,ipl00775,nan
20.0,Indian Premier League,ipl00776,nan
21.0,Indian Premier League,ipl00777,nan
22.0,Indian Premier League,ipl00778,nan
23.0,Indian Premier League,ipl00779,nan
24.0,Indian Premier League,ipl00780,nan
25.0,Indian Premier League,ipl00781,nan
26.0,Indian Premier League,ipl00782,nan
27.0,Indian Premier League,ipl00783,nan
28.0,Indian Premier League,ipl00784,nan
29.0,Indian Premier League,ipl00785,nan
30.0,Indian Premier League,ipl00786,nan
31.0,Indian Premier League,ipl00787,nan
32.0,Indian Premier League,ipl00788,nan
33.0,Indian Premier League,ipl00789,nan
34.0,Indian Premier League,ipl00790,nan
35.0,Indian Premier League,ipl00791,nan
36.0,Indian Premier League,ipl00792,nan
37.0,Indian Premier League,ipl00793,nan
38.0,Indian Premier League,ipl00794,nan
39.0,Indian Premier League,ipl00795,nan
40.0,Indian Premier League,ipl00796,nan
41.0,Indian Premier League,ipl00797,nan
42.0,Indian Premier League,ipl00798,nan
43.0,Indian Premier League,ipl00799,nan
45.0,Indian Premier League,ipl00800,nan
44.0,Indian Premier League,ipl00801,nan
46.0,Indian Premier League,ipl00802,nan
47.0,Indian Premier League,ipl00803,nan
48.0,Indian Premier League,ipl00804,nan
49.0,Indian Premier League,ipl00805,nan
50.0,Indian Premier League,ipl00806,nan
51.0,Indian Premier League,ipl00807,nan
52.0,Indian Premier League,ipl00808,nan
53.0,Indian Premier League,ipl00809,nan
54.0,Indian Premier League,ipl00810,nan
55.0,Indian Premier League,ipl00811,nan
56.0,Indian Premier League,ipl00812,nan
,Indian Premier League,ipl00813,Qualifier 1
,Indian Premier League,ipl00814,Eliminator
,Indian Premier League,ipl00815,Qualifier 2
,Indian Premier League,ipl00816,Final
1.0,Indian Premier League,ipl00817,nan
2.0,Indian Premier League,ipl00818,nan
3.0,Indian Premier League,ipl00819,nan
4.0,Indian Premier League,ipl00820,nan
5.0,Indian Premier League,ipl00821,nan
6.0,Indian Premier League,ipl00822,nan
7.0,Indian Premier League,ipl00823,nan
8.0,Indian Premier League,ipl00824,nan
9.0,Indian Premier League,ipl00825,nan
11.0,Indian Premier League,ipl00826,nan
10.0,Indian Premier League,ipl00827,nan
12.0,Indian Premier League,ipl00828,nan
13.0,Indian Premier League,ipl00829,nan
15.0,Indian Premier League,ipl00830,nan
14.0,Indian Premier League,ipl00831,nan
16.0,Indian Premier League,ipl00832,nan
17.0,Indian Premier League,ipl00833,nan
18.0,Indian Premier League,ipl00834,nan
19.0,Indian Premier League,ipl00835,nan
20.0,Indian Premier League,ipl00836,nan
21.0,Indian Premier League,ipl00837,nan
22.0,Indian Premier League,ipl00838,nan
23.0,Indian Premier League,ipl00839,nan
24.0,Indian Premier League,ipl00840,nan
25.0,Indian Premier League,ipl00841,nan
26.0,Indian Premier League,ipl00842,nan
27.0,Indian Premier League,ipl00843,nan
29.0,Indian Premier League,ipl00844,nan
28.0,Indian Premier League,ipl00845,nan
30.0,Indian Premier League,ipl00846,nan
31.0,Indian Premier League,ipl00847,nan
32.0,Indian Premier League,ipl00848,nan
33.0,Indian Premier League,ipl00849,nan
34.0,Indian Premier League,ipl00850,nan
35.0,Indian Premier League,ipl00851,nan
36.0,Indian Premier League,ipl00852,nan
37.0,Indian Premier League,ipl00853,nan
38.0,Indian Premier League,ipl00854,nan
39.0,Indian Premier League,ipl00855,nan
40.0,Indian Premier League,ipl00856,nan
41.0,Indian Premier League,ipl00857,nan
42.0,Indian Premier League,ipl00858,nan
43.0,Indian Premier League,ipl00859,nan
44.0,Indian Premier League,ipl00860,nan
45.0,Indian Premier League,ipl00861,nan
46.0,Indian Premier League,ipl00862,nan
47.0,Indian Premier League,ipl00863,nan
48.0,Indian Premier League,ipl00864,nan
49.0,Indian Premier League,ipl00865,nan
50.0,Indian Premier League,ipl00866,nan
51.0,Indian Premier League,ipl00867,nan
52.0,Indian Premier League,ipl00868,nan
53.0,Indian Premier League,ipl00869,nan
54.0,Indian Premier League,ipl00870,nan
55.0,Indian Premier League,ipl00871,nan
56.0,Indian Premier League,ipl00872,nan
,Indian Premier League,ipl00873,Qualifier 1
,Indian Premier League,ipl00874,Eliminator
,Indian Premier League,ipl00875,Qualifier 2
,Indian Premier League,ipl00876,Final
1.0,Indian Premier League,ipl00877,nan
2.0,Indian Premier League,ipl00878,nan
3.0,Indian Premier League,ipl00879,nan
4.0,Indian Premier League,ipl00880,nan
5.0,Indian Premier League,ipl00881,nan
6.0,Indian Premier League,ipl00882,nan
7.0,Indian Premier League,ipl00883,nan
8.0,Indian Premier League,ipl00884,nan
9.0,Indian Premier League,ipl00885,nan
10.0,Indian Premier League,ipl00886,nan
11.0,Indian Premier League,ipl00887,nan
12.0,Indian Premier League,ipl00888,nan
13.0,Indian Premier League,ipl00889,nan
14.0,Indian Premier League,ipl00890,nan
15.0,Indian Premier League,ipl00891,nan
16.0,Indian Premier League,ipl00892,nan
18.0,Indian Premier League,ipl00893,nan
17.0,Indian Premier League,ipl00894,nan
20.0,Indian Premier League,ipl00895,nan
19.0,Indian Premier League,ipl00896,nan
21.0,Indian Premier League,ipl00897,nan
22.0,Indian Premier League,ipl00898,nan
23.0,Indian Premier League,ipl00899,nan
24.0,Indian Premier League,ipl00900,nan
25.0,Indian Premier League,ipl00901,nan
26.0,Indian Premier League,ipl00902,nan
27.0,Indian Premier League,ipl00903,nan
28.0,Indian Premier League,ipl00904,nan
29.0,Indian Premier League,ipl00905,nan
30.0,Indian Premier League,ipl00906,nan
31.0,Indian Premier League,ipl00907,nan
32.0,Indian Premier League,ipl00908,nan
33.0,Indian Premier League,ipl00909,nan
34.0,Indian Premier League,ipl00910,nan
36.0,Indian Premier League,ipl00911,nan
35.0,Indian Premier League,ipl00912,nan
37.0,Indian Premier League,ipl00913,nan
38.0,Indian Premier League,ipl00914,nan
39.0,Indian Premier League,ipl00915,nan
40.0,Indian Premier League,ipl00916,nan
41.0,Indian Premier League,ipl00917,nan
42.0,Indian Premier League,ipl00918,nan
43.0,Indian Premier League,ipl00919,nan
44.0,Indian Premier League,ipl00920,nan
45.0,Indian Premier League,ipl00921,nan
46.0,Indian Premier League,ipl00922,nan
47.0,Indian Premier League,ipl00923,nan
48.0,Indian Premier League,ipl00924,nan
49.0,Indian Premier League,ipl00925,nan
50.0,Indian Premier League,ipl00926,nan
51.0,Indian Premier League,ipl00927,nan
53.0,Indian Premier League,ipl00928,nan
52.0,Indian Premier League,ipl00929,nan
55.0,Indian Premier League,ipl00930,nan
54.0,Indian Premier League,ipl00931,nan
56.0,Indian Premier League,ipl00932,nan
57.0,Indian Premier League,ipl00933,nan
58.0,Indian Premier League,ipl00934,nan
59.0,Indian Premier League,ipl00935,nan
60.0,Indian Premier League,ipl00936,nan
61.0,Indian Premier League,ipl00937,nan
62.0,Indian Premier League,ipl00938,nan
63.0,Indian Premier League,ipl00939,nan
64.0,Indian Premier League,ipl00940,nan
65.0,Indian Premier League,ipl00941,nan
66.0,Indian Premier League,ipl00942,nan
67.0,Indian Premier League,ipl00943,nan
68.0,Indian Premier League,ipl00944,nan
69.0,Indian Premier League,ipl00945,nan
70.0,Indian Premier League,ipl00946,nan
,Indian Premier League,ipl00947,Qualifier 1
,Indian Premier League,ipl00948,Eliminator
,Indian Premier League,ipl00949,Qualifier 2
,Indian Premier League,ipl00950,Final
1.0,Indian Premier League,ipl00951,nan
2.0,Indian Premier League,ipl00952,nan
3.0,Indian Premier League,ipl00953,nan
4.0,Indian Premier League,ipl00954,nan
5.0,Indian Premier League,ipl00955,nan
6.0,Indian Premier League,ipl00956,nan
7.0,Indian Premier League,ipl00957,nan
8.0,Indian Premier League,ipl00958,nan
9.0,Indian Premier League,ipl00959,nan
10.0,Indian Premier League,ipl00960,nan
12.0,Indian Premier League,ipl00961,nan
11.0,Indian Premier League,ipl00962,nan
14.0,Indian Premier League,ipl00963,nan
13.0,Indian Premier League,ipl00964,nan
15.0,Indian Premier League,ipl00965,nan
16.0,Indian Premier League,ipl00966,nan
17.0,Indian Premier League,ipl00967,nan
18.0,Indian Premier League,ipl00968,nan
19.0,Indian Premier League,ipl00969,nan
20.0,Indian Premier League,ipl00970,nan
21.0,Indian Premier League,ipl00971,nan
22.0,Indian Premier League,ipl00972,nan
23.0,Indian Premier League,ipl00973,nan
24.0,Indian Premier League,ipl00974,nan
25.0,Indian Premier League,ipl00975,nan
26.0,Indian Premier League,ipl00976,nan
27.0,Indian Premier League,ipl00977,nan
28.0,Indian Premier League,ipl00978,nan
29.0,Indian Premier League,ipl00979,nan
31.0,Indian Premier League,ipl00980,nan
30.0,Indian Premier League,ipl00981,nan
32.0,Indian Premier League,ipl00982,nan
33.0,Indian Premier League,ipl00983,nan
34.0,Indian Premier League,ipl00984,nan
35.0,Indian Premier League,ipl00985,nan
36.0,Indian Premier League,ipl00986,nan
37.0,Indian Premier League,ipl00987,nan
38.0,Indian Premier League,ipl00988,nan
39.0,Indian Premier League,ipl00989,nan
40.0,Indian Premier League,ipl00990,nan
41.0,Indian Premier League,ipl00991,nan
42.0,Indian Premier League,ipl00992,nan
43.0,Indian Premier League,ipl00993,nan
44.0,Indian Premier League,ipl00994,nan
46.0,Indian Premier League,ipl00995,nan
45.0,Indian Premier League,ipl00996,nan
47.0,Indian Premier League,ipl00997,nan
48.0,Indian Premier League,ipl00998,nan
49.0,Indian Premier League,ipl00999,nan
50.0,Indian Premier League,ipl01000,nan
51.0,Indian Premier League,ipl01001,nan
52.0,Indian Premier League,ipl01002,nan
53.0,Indian Premier League,ipl01003,nan
54.0,Indian Premier League,ipl01004,nan
55.0,Indian Premier League,ipl01005,nan
56.0,Indian Premier League,ipl01006,nan
57.0,Indian Premier League,ipl01007,nan
58.0,Indian Premier League,ipl01008,nan
59.0,Indian Premier League,ipl01009,nan
60.0,Indian Premier League,ipl01010,nan
61.0,Indian Premier League,ipl01011,nan
62.0,Indian Premier League,ipl01012,nan
63.0,Indian Premier League,ipl01013,nan
64.0,Indian Premier League,ipl01014,nan
65.0,Indian Premier League,ipl01015,nan
66.0,Indian Premier League,ipl01016,nan
67.0,Indian Premier League,ipl01017,nan
68.0,Indian Premier League,ipl01018,nan
69.0,Indian Premier League,ipl01019,nan
70.0,Indian Premier League,ipl01020,nan
,Indian Premier League,ipl01021,Qualifier 1
,Indian Premier League,ipl01022,Eliminator
,Indian Premier League,ipl01023,Qualifier 2
,Indian Premier League,ipl01024,Final
1.0,Indian Premier League,ipl01025,nan
2.0,Indian Premier League,ipl01026,nan
3.0,Indian Premier League,ipl01027,nan
5.0,Indian Premier League,ipl01028,nan
4.0,Indian Premier League,ipl01029,nan
6.0,Indian Premier League,ipl01030,nan
7.0,Indian Premier League,ipl01031,nan
8.0,Indian Premier League,ipl01032,nan
9.0,Indian Premier League,ipl01033,nan
10.0,Indian Premier League,ipl01034,nan
11.0,Indian Premier League,ipl01035,nan
12.0,Indian Premier League,ipl01036,nan
13.0,Indian Premier League,ipl01037,nan
14.0,Indian Premier League,ipl01038,nan
15.0,Indian Premier League,ipl01039,nan
16.0,Indian Premier League,ipl01040,nan
17.0,Indian Premier League,ipl01041,nan
18.0,Indian Premier League,ipl01042,nan
19.0,Indian Premier League,ipl01043,nan
20.0,Indian Premier League,ipl01044,nan
21.0,Indian Premier League,ipl01045,nan
22.0,Indian Premier League,ipl01046,nan
23.0,Indian Premier League,ipl01047,nan
24.0,Indian Premier League,ipl01048,nan
25.0,Indian Premier League,ipl01049,nan
26.0,Indian Premier League,ipl01050,nan
27.0,Indian Premier League,ipl01051,nan
28.0,Indian Premier League,ipl01052,nan
29.0,Indian Premier League,ipl01053,nan
30.0,Indian Premier League,ipl01054,nan
31.0,Indian Premier League,ipl01055,nan
32.0,Indian Premier League,ipl01056,nan
33.0,Indian Premier League,ipl01057,nan
34.0,Indian Premier League,ipl01058,nan
35.0,Indian Premier League,ipl01059,nan
36.0,Indian Premier League,ipl01060,nan
37.0,Indian Premier League,ipl01061,nan
38.0,Indian Premier League,ipl01062,nan
39.0,Indian Premier League,ipl01063,nan
40.0,Indian Premier League,ipl01064,nan
41.0,Indian Premier League,ipl01065,nan
42.0,Indian Premier League,ipl01066,nan
43.0,Indian Premier League,ipl01067,nan
44.0,Indian Premier League,ipl01068,nan
45.0,Indian Premier League,ipl01069,nan
46.0,Indian Premier League,ipl01070,nan
47.0,Indian Premier League,ipl01071,nan
48.0,Indian Premier League,ipl01072,nan
49.0,Indian Premier League,ipl01073,nan
50.0,Indian Premier League,ipl01074,nan
51.0,Indian Premier League,ipl01075,nan
52.0,Indian Premier League,ipl01076,nan
53.0,Indian Premier League,ipl01077,nan
54.0,Indian Premier League,ipl01078,nan
55.0,Indian Premier League,ipl01079,nan
56.0,Indian Premier League,ipl01080,nan
57.0,Indian Premier League,ipl01081,nan
58.0,Indian Premier League,ipl01082,nan
59.0,Indian Premier League,ipl01083,nan
60.0,Indian Premier League,ipl01084,nan
61.0,Indian Premier League,ipl01085,nan
62.0,Indian Premier League,ipl01086,nan
64.0,Indian Premier League,ipl01087,nan
65.0,Indian Premier League,ipl01088,nan
67.0,Indian Premier League,ipl01089,nan
68.0,Indian Premier League,ipl01090,nan
69.0,Indian Premier League,ipl01091,nan
,Indian Premier League,ipl01092,Qualifier 1
,Indian Premier League,ipl01093,Eliminator
,Indian Premier League,ipl01094,Qualifier 2
,Indian Premier League,ipl01095,Final
