decision,winner,key
field,Chennai Super Kings,ipl00737
field,Kings XI Punjab,ipl00738
field,Rajasthan Royals,ipl00739
field,Chennai Super Kings,ipl00740
field,Rajasthan Royals,ipl00741
bat,Delhi Capitals,ipl00742
field,Mumbai Indians,ipl00743
field,Kings XI Punjab,ipl00744
field,Rajasthan Royals,ipl00745
field,Delhi Capitals,ipl00746
bat,Mumbai Indians,ipl00747
field,Kolkata Knight Riders,ipl00748
bat,Rajasthan Royals,ipl00749
field,Royal Challengers Bangalore,ipl00750
field,Kings XI Punjab,ipl00751
field,Mumbai Indians,ipl00752
bat,Chennai Super Kings,ipl00753
field,Delhi Capitals,ipl00754
field,Chennai Super Kings,ipl00755
bat,Mumbai Indians,ipl00756
field,Chennai Super Kings,ipl00757
field,Kings XI Punjab,ipl00758
field,Sunrisers Hyderabad,ipl00759
field,Chennai Super Kings,ipl00760
field,Kolkata Knight Riders,ipl00761
field,Royal Challengers Bangalore,ipl00762
field,Chennai Super Kings,ipl00763
bat,Sunrisers Hyderabad,ipl00764
field,Rajasthan Royals,ipl00765
field,Mumbai Indians,ipl00766
field,Delhi Capitals,ipl00767
field,Rajasthan Royals,ipl00768
field,Kings XI Punjab,ipl00769
bat,Sunrisers Hyderabad,ipl00770
bat,Rajasthan Royals,ipl00771
field,Kolkata Knight Riders,ipl00772
bat,Mumbai Indians,ipl00773
bat,Kings XI Punjab,ipl00774
field,Royal Challengers Bangalore,ipl00775
bat,Mumbai Indians,ipl00776
bat,Kolkata Knight Riders,ipl00777
bat,Sunrisers Hyderabad,ipl00778
field,Rajasthan Royals,ipl00779
bat,Kolkata Knight Riders,ipl00780
bat,Royal Challengers Bangalore,ipl00781
bat,Sunrisers Hyderabad,ipl00782
bat,Delhi Capitals,ipl00783
bat,Royal Challengers Bangalore,ipl00784
bat,Chennai Super Kings,ipl00785
bat,Delhi Capitals,ipl00786
bat,Royal Challengers Bangalore,ipl00787
bat,Kolkata Knight Riders,ipl00788
bat,Rajasthan Royals,ipl00789
bat,Chennai Super Kings,ipl00790
field,Sunrisers Hyderabad,ipl00791
bat,Mumbai Indians,ipl00792
bat,Chennai Super Kings,ipl00793
bat,Delhi Capitals,ipl00794
bat,Kolkata Knight Riders,ipl00795
field,Sunrisers Hyderabad,ipl00796
field,Mumbai Indians,ipl00797
field,Delhi Capitals,ipl00798
field,Sunrisers Hyderabad,ipl00799
bat,Mumbai Indians,ipl00800
bat,Royal Challengers Bangalore,ipl00801
field,Kings XI Punjab,ipl00802
field,Delhi Capitals,ipl00803
field,Mumbai Indians,ipl00804
field,Chennai Super Kings,ipl00805
field,Rajasthan Royals,ipl00806
field,Mumbai Indians,ipl00807
field,Sunrisers Hyderabad,ipl00808
field,Chennai Super Kings,ipl00809
field,Rajasthan Royals,ipl00810
field,Delhi Capitals,ipl00811
field,Sunrisers Hyderabad,ipl00812
field,Delhi Capitals,ipl00813
field,Sunrisers Hyderabad,ipl00814
bat,Delhi Capitals,ipl00815
bat,Delhi Capitals,ipl00816
field,Royal Challengers Bangalore,ipl00817
field,Delhi Capitals,ipl00818
field,Sunrisers Hyderabad,ipl00819
field,Rajasthan Royals,ipl00820
field,Kolkata Knight Riders,ipl00821
field,Sunrisers Hyderabad,ipl00822
field,Rajasthan Royals,ipl00823
field,Chennai Super Kings,ipl00824
bat,Mumbai Indians,ipl00825
field,Delhi Capitals,ipl00826
bat,Royal Challengers Bangalore,ipl00827
field,Rajasthan Royals,ipl00828
bat,Mumbai Indians,ipl00829
field,Kolkata Knight Riders,ipl00830
bat,Punjab Kings,ipl00831
field,Royal Challengers Bangalore,ipl00832
field,Punjab Kings,ipl00833
field,Rajasthan Royals,ipl00834
bat,Chennai Super Kings,ipl00835
bat,Delhi Capitals,ipl00836
field,Kolkata Knight Riders,ipl00837
field,Delhi Capitals,ipl00838
bat,Sunrisers Hyderabad,ipl00839
field,Mumbai Indians,ipl00840
field,Delhi Capitals,ipl00841
field,Royal Challengers Bangalore,ipl00842
field,Mumbai Indians,ipl00843
field,Delhi Capitals,ipl00844
field,Sunrisers Hyderabad,ipl00845
bat,Chennai Super Kings,ipl00846
bat,Royal Challengers Bangalore,ipl00847
field,Punjab Kings,ipl00848
bat,Sunrisers Hyderabad,ipl00849
field,Kolkata Knight Riders,ipl00850
field,Chennai Super Kings,ipl00851
field,Rajasthan Royals,ipl00852
field,Sunrisers Hyderabad,ipl00853
bat,Kolkata Knight Riders,ipl00854
field,Mumbai Indians,ipl00855
bat,Rajasthan Royals,ipl00856
field,Kolkata Knight Riders,ipl00857
field,Mumbai Indians,ipl00858
field,Royal Challengers Bangalore,ipl00859
field,Chennai Super Kings,ipl00860
field,Punjab Kings,ipl00861
field,Delhi Capitals,ipl00862
field,Rajasthan Royals,ipl00863
bat,Royal Challengers Bangalore,ipl00864
bat,Sunrisers Hyderabad,ipl00865
field,Delhi Capitals,ipl00866
field,Mumbai Indians,ipl00867
field,Royal Challengers Bangalore,ipl00868
field,Punjab Kings,ipl00869
field,Rajasthan Royals,ipl00870
bat,Mumbai Indians,ipl00871
field,Royal Challengers Bangalore,ipl00872
field,Chennai Super Kings,ipl00873
bat,Royal Challengers Bangalore,ipl00874
field,Kolkata Knight Riders,ipl00875
field,Kolkata Knight Riders,ipl00876
field,Kolkata Knight Riders,ipl00877
field,Delhi Capitals,ipl00878
field,Punjab Kings,ipl00879
field,Gujarat Titans,ipl00880
field,Sunrisers Hyderabad,ipl00881
field,Royal Challengers Bangalore,ipl00882
field,Lucknow Super Giants,ipl00883
field,Kolkata Knight Riders,ipl00884
field,Mumbai Indians,ipl00885
field,Delhi Capitals,ipl00886
field,Chennai Super Kings,ipl00887
field,Sunrisers Hyderabad,ipl00888
field,Royal Challengers Bangalore,ipl00889
field,Kolkata Knight Riders,ipl00890
field,Lucknow Super Giants,ipl00891
field,Gujarat Titans,ipl00892
field,Royal Challengers Bangalore,ipl00893
field,Sunrisers Hyderabad,ipl00894
field,Lucknow Super Giants,ipl00895
field,Kolkata Knight Riders,ipl00896
field,Sunrisers Hyderabad,ipl00897
field,Royal Challengers Bangalore,ipl00898
field,Mumbai Indians,ipl00899
field,Rajasthan Royals,ipl00900
field,Sunrisers Hyderabad,ipl00901
field,Mumbai Indians,ipl00902
field,Delhi Capitals,ipl00903
field,Sunrisers Hyderabad,ipl00904
field,Gujarat Titans,ipl00905
field,Kolkata Knight Riders,ipl00906
field,Lucknow Super Giants,ipl00907
field,Delhi Capitals,ipl00908
field,Chennai Super Kings,ipl00909
field,Delhi Capitals,ipl00910
field,Sunrisers Hyderabad,ipl00911
bat,Gujarat Titans,ipl00912
field,Mumbai Indians,ipl00913
field,Chennai Super Kings,ipl00914
field,Royal Challengers Bangalore,ipl00915
field,Gujarat Titans,ipl00916
field,Delhi Capitals,ipl00917
field,Punjab Kings,ipl00918
bat,Royal Challengers Bangalore,ipl00919
field,Mumbai Indians,ipl00920
bat,Lucknow Super Giants,ipl00921
field,Sunrisers Hyderabad,ipl00922
field,Kolkata Knight Riders,ipl00923
bat,Gujarat Titans,ipl00924
field,Chennai Super Kings,ipl00925
field,Sunrisers Hyderabad,ipl00926
field,Gujarat Titans,ipl00927
field,Kolkata Knight Riders,ipl00928
bat,Punjab Kings,ipl00929
field,Delhi Capitals,ipl00930
bat,Royal Challengers Bangalore,ipl00931
field,Mumbai Indians,ipl00932
bat,Gujarat Titans,ipl00933
field,Delhi Capitals,ipl00934
field,Mumbai Indians,ipl00935
field,Royal Challengers Bangalore,ipl00936
bat,Kolkata Knight Riders,ipl00937
bat,Chennai Super Kings,ipl00938
bat,Rajasthan Royals,ipl00939
field,Punjab Kings,ipl00940
field,Mumbai Indians,ipl00941
bat,Lucknow Super Giants,ipl00942
bat,Gujarat Titans,ipl00943
bat,Chennai Super Kings,ipl00944
field,Mumbai Indians,ipl00945
bat,Sunrisers Hyderabad,ipl00946
field,Gujarat Titans,ipl00947
field,Lucknow Super Giants,ipl00948
field,Rajasthan Royals,ipl00949
bat,Rajasthan Royals,ipl00950
field,Gujarat Titans,ipl00951
field,Kolkata Knight Riders,ipl00952
field,Delhi Capitals,ipl00953
field,Sunrisers Hyderabad,ipl00954
field,Royal Challengers Bangalore,ipl00955
field,Lucknow Super Giants,ipl00956
field,Gujarat Titans,ipl00957
field,Rajasthan Royals,ipl00958
field,Royal Challengers Bangalore,ipl00959
bat,Sunrisers Hyderabad,ipl00960
field,Chennai Super Kings,ipl00961
field,Delhi Capitals,ipl00962
field,Sunrisers Hyderabad,ipl00963
bat,Gujarat Titans,ipl00964
field,Lucknow Super Giants,ipl00965
field,Mumbai Indians,ipl00966
field,Chennai Super Kings,ipl00967
field,Gujarat Titans,ipl00968
field,Kolkata Knight Riders,ipl00969
field,Delhi Capitals,ipl00970
field,Punjab Kings,ipl00971
field,Mumbai Indians,ipl00972
field,Rajasthan Royals,ipl00973
field,Royal Challengers Bangalore,ipl00974
field,Sunrisers Hyderabad,ipl00975
field,Rajasthan Royals,ipl00976
field,Punjab Kings,ipl00977
field,Delhi Capitals,ipl00978
field,Chennai Super Kings,ipl00979
field,Mumbai Indians,ipl00980
bat,Gujarat Titans,ipl00981
field,Rajasthan Royals,ipl00982
field,Kolkata Knight Riders,ipl00983
bat,Delhi Capitals,ipl00984
field,Mumbai Indians,ipl00985
field,Royal Challengers Bangalore,ipl00986
bat,Rajasthan Royals,ipl00987
field,Punjab Kings,ipl00988
field,Gujarat Titans,ipl00989
bat,Sunrisers Hyderabad,ipl00990
bat,Chennai Super Kings,ipl00991
bat,Rajasthan Royals,ipl00992
bat,Royal Challengers Bangalore,ipl00993
bat,Delhi Capitals,ipl00994
field,Mumbai Indians,ipl00995
field,Chennai Super Kings,ipl00996
bat,Kolkata Knight Riders,ipl00997
bat,Rajasthan Royals,ipl00998
field,Chennai Super Kings,ipl00999
bat,Royal Challengers Bangalore,ipl01000
field,Lucknow Super Giants,ipl01001
bat,Rajasthan Royals,ipl01002
bat,Punjab Kings,ipl01003
field,Mumbai Indians,ipl01004
bat,Chennai Super Kings,ipl01005
field,Rajasthan Royals,ipl01006
field,Gujarat Titans,ipl01007
bat,Sunrisers Hyderabad,ipl01008
field,Delhi Capitals,ipl01009
bat,Royal Challengers Bangalore,ipl01010
bat,Chennai Super Kings,ipl01011
field,Sunrisers Hyderabad,ipl01012
field,Mumbai Indians,ipl01013
field,Punjab Kings,ipl01014
field,Royal Challengers Bangalore,ipl01015
field,Rajasthan Royals,ipl01016
bat,Chennai Super Kings,ipl01017
field,Kolkata Knight Riders,ipl01018
field,Mumbai Indians,ipl01019
field,Gujarat Titans,ipl01020
field,Gujarat Titans,ipl01021
bat,Mumbai Indians,ipl01022
field,Mumbai Indians,ipl01023
field,Chennai Super Kings,ipl01024
bat,Royal Challengers Bengaluru,ipl01025
field,Punjab Kings,ipl01026
field,Sunrisers Hyderabad,ipl01027
field,Mumbai Indians,ipl01028
bat,Rajasthan Royals,ipl01029
field,Royal Challengers Bengaluru,ipl01030
field,Gujarat Titans,ipl01031
field,Mumbai Indians,ipl01032
field,Delhi Capitals,ipl01033
field,Kolkata Knight Riders,ipl01034
bat,Lucknow Super Giants,ipl01035
bat,Sunrisers Hyderabad,ipl01036
bat,Delhi Capitals,ipl01037
field,Rajasthan Royals,ipl01038
field,Royal Challengers Bengaluru,ipl01039
bat,Kolkata Knight Riders,ipl01040
field,Punjab Kings,ipl01041
field,Sunrisers Hyderabad,ipl01042
field,Rajasthan Royals,ipl01043
field,Delhi Capitals,ipl01044
bat,Lucknow Super Giants,ipl01045
field,Chennai Super Kings,ipl01046
field,Punjab Kings,ipl01047
field,Gujarat Titans,ipl01048
field,Mumbai Indians,ipl01049
bat,Lucknow Super Giants,ipl01050
field,Rajasthan Royals,ipl01051
field,Kolkata Knight Riders,ipl01052
field,Mumbai Indians,ipl01053
field,Royal Challengers Bengaluru,ipl01054
field,Rajasthan Royals,ipl01055
field,Delhi Capitals,ipl01056
field,Punjab Kings,ipl01057
field,Lucknow Super Giants,ipl01058
field,Delhi Capitals,ipl01059
field,Royal Challengers Bengaluru,ipl01060
bat,Punjab Kings,ipl01061
bat,Mumbai Indians,ipl01062
field,Lucknow Super Giants,ipl01063
field,Gujarat Titans,ipl01064
bat,Royal Challengers Bengaluru,ipl01065
field,Punjab Kings,ipl01066
field,Mumbai Indians,ipl01067
field,Rajasthan Royals,ipl01068
field,Royal Challengers Bengaluru,ipl01069
field,Sunrisers Hyderabad,ipl01070
bat,Delhi Capitals,ipl01071
field,Lucknow Super Giants,ipl01072
field,Punjab Kings,ipl01073
bat,Sunrisers Hyderabad,ipl01074
field,Mumbai Indians,ipl01075
field,Royal Challengers Bengaluru,ipl01076
field,Punjab Kings,ipl01077
field,Lucknow Super Giants,ipl01078
field,Mumbai Indians,ipl01079
field,Rajasthan Royals,ipl01080
bat,Lucknow Super Giants,ipl01081
field,Punjab Kings,ipl01082
field,Chennai Super Kings,ipl01083
field,Mumbai Indians,ipl01084
bat,Rajasthan Royals,ipl01085
field,Delhi Capitals,ipl01086
field,Lucknow Super Giants,ipl01087
bat,Rajasthan Royals,ipl01088
field,Mumbai Indians,ipl01089
field,Chennai Super Kings,ipl01090
bat,Punjab Kings,ipl01091
bat,Sunrisers Hyderabad,ipl01092
field,Rajasthan Royals,ipl01093
field,Rajasthan Royals,ipl01094
bat,Sunrisers Hyderabad,ipl01095
