team_1,team_2,key
Brisbane Heat,Perth Scorchers,bbl00281
Sydney Sixers,Sydney Thunder,bbl00282
Adelaide Strikers,Brisbane Heat,bbl00283
Perth Scorchers,Melbourne Stars,bbl00284
Hobart Hurricanes,Melbourne Renegades,bbl00285
Brisbane Heat,Melbourne Stars,bbl00286
Adelaide Strikers,Perth Scorchers,bbl00287
Sydney Thunder,Hobart Hurricanes,bbl00288
Melbourne Stars,Sydney Sixers,bbl00289
Hobart Hurricanes,Melbourne Stars,bbl00290
Melbourne Renegades,Sydney Sixers,bbl00291
Melbourne Stars,Melbourne Renegades,bbl00292
Brisbane Heat,Sydney Thunder,bbl00293
Sydney Sixers,Perth Scorchers,bbl00294
Melbourne Renegades,Sydney Thunder,bbl00295
Hobart Hurricanes,Sydney Sixers,bbl00296
Brisbane Heat,Melbourne Stars,bbl00297
Sydney Thunder,Adelaide Strikers,bbl00298
Perth Scorchers,Melbourne Renegades,bbl00299
Melbourne Stars,Hobart Hurricanes,bbl00300
Sydney Sixers,Brisbane Heat,bbl00301
Adelaide Strikers,Perth Scorchers,bbl00302
Hobart Hurricanes,Melbourne Renegades,bbl00303
Perth Scorchers,Sydney Sixers,bbl00304
Melbourne Stars,Adelaide Strikers,bbl00305
Sydney Sixers,Sydney Thunder,bbl00306
Melbourne Renegades,Adelaide Strikers,bbl00307
Hobart Hurricanes,Melbourne Stars,bbl00308
Adelaide Strikers,Sydney Thunder,bbl00309
Brisbane Heat,Perth Scorchers,bbl00310
Sydney Thunder,Melbourne Stars,bbl00311
Melbourne Renegades,Sydney Sixers,bbl00312
Hobart Hurricanes,Brisbane Heat,bbl00313
Melbourne Stars,Melbourne Renegades,bbl00314
Sydney Sixers,Adelaide Strikers,bbl00315
Perth Scorchers,Hobart Hurricanes,bbl00316
Sydney Thunder,Brisbane Heat,bbl00317
Melbourne Renegades,Perth Scorchers,bbl00318
Adelaide Strikers,Sydney Sixers,bbl00319
Melbourne Stars,Sydney Thunder,bbl00320
Brisbane Heat,Hobart Hurricanes,bbl00321
Melbourne Renegades,Melbourne Stars,bbl00322
Sydney Thunder,Hobart Hurricanes,bbl00323
Perth Scorchers,Brisbane Heat,bbl00324
Melbourne Stars,Sydney Sixers,bbl00325
Adelaide Strikers,Melbourne Renegades,bbl00326
Hobart Hurricanes,Perth Scorchers,bbl00327
Brisbane Heat,Adelaide Strikers,bbl00328
Sydney Thunder,Melbourne Renegades,bbl00329
Perth Scorchers,Melbourne Stars,bbl00330
Sydney Sixers,Hobart Hurricanes,bbl00331
Adelaide Strikers,Brisbane Heat,bbl00332
Melbourne Stars,Perth Scorchers,bbl00333
Sydney Thunder,Sydney Sixers,bbl00334
Hobart Hurricanes,Adelaide Strikers,bbl00335
Brisbane Heat,Melbourne Renegades,bbl00336
Sydney Sixers,Melbourne Stars,bbl00337
Perth Scorchers,Sydney Thunder,bbl00338
Melbourne Renegades,Hobart Hurricanes,bbl00339
Adelaide Strikers,Melbourne Stars,bbl00340
Brisbane Heat,Sydney Sixers,bbl00341
Perth Scorchers,Adelaide Strikers,bbl00342
Hobart Hurricanes,Sydney Thunder,bbl00343
Sydney Sixers,Melbourne Renegades,bbl00344
Melbourne Stars,Brisbane Heat,bbl00345
Sydney Thunder,Perth Scorchers,bbl00346
Adelaide Strikers,Hobart Hurricanes,bbl00347
Melbourne Renegades,Brisbane Heat,bbl00348
Hobart Hurricanes,Sydney Thunder,bbl00349
Melbourne Stars,Sydney Sixers,bbl00350
Adelaide Strikers,Sydney Thunder,bbl00351
Melbourne Stars,Sydney Thunder,bbl00352
Sydney Sixers,Melbourne Stars,bbl00353
Hobart Hurricanes,Sydney Sixers,bbl00354
Brisbane Heat,Melbourne Stars,bbl00355
Melbourne Stars,Sydney Thunder,bbl00356
Perth Scorchers,Melbourne Renegades,bbl00357
Sydney Sixers,Melbourne Renegades,bbl00358
Hobart Hurricanes,Adelaide Strikers,bbl00359
Brisbane Heat,Sydney Thunder,bbl00360
Hobart Hurricanes,Adelaide Strikers,bbl00361
Perth Scorchers,Melbourne Stars,bbl00362
Melbourne Renegades,Hobart Hurricanes,bbl00363
Sydney Sixers,Adelaide Strikers,bbl00364
Perth Scorchers,Sydney Thunder,bbl00365
Adelaide Strikers,Brisbane Heat,bbl00366
Melbourne Stars,Sydney Sixers,bbl00367
Sydney Thunder,Melbourne Renegades,bbl00368
Hobart Hurricanes,Brisbane Heat,bbl00369
Adelaide Strikers,Perth Scorchers,bbl00370
Sydney Thunder,Melbourne Stars,bbl00371
Melbourne Renegades,Sydney Sixers,bbl00372
Hobart Hurricanes,Brisbane Heat,bbl00373
Adelaide Strikers,Perth Scorchers,bbl00374
Melbourne Renegades,Sydney Thunder,bbl00375
Sydney Sixers,Brisbane Heat,bbl00376
Hobart Hurricanes,Melbourne Stars,bbl00377
Perth Scorchers,Melbourne Renegades,bbl00378
Adelaide Strikers,Sydney Sixers,bbl00379
Melbourne Stars,Hobart Hurricanes,bbl00380
Sydney Thunder,Brisbane Heat,bbl00381
Adelaide Strikers,Melbourne Renegades,bbl00382
Perth Scorchers,Sydney Sixers,bbl00383
Brisbane Heat,Melbourne Stars,bbl00384
Sydney Thunder,Hobart Hurricanes,bbl00385
Adelaide Strikers,Melbourne Renegades,bbl00386
Perth Scorchers,Sydney Thunder,bbl00387
Brisbane Heat,Sydney Sixers,bbl00388
Melbourne Stars,Adelaide Strikers,bbl00389
Hobart Hurricanes,Perth Scorchers,bbl00390
Sydney Thunder,Sydney Sixers,bbl00391
Melbourne Renegades,Brisbane Heat,bbl00392
Melbourne Stars,Adelaide Strikers,bbl00393
Perth Scorchers,Sydney Sixers,bbl00394
Melbourne Renegades,Melbourne Stars,bbl00395
Sydney Thunder,Hobart Hurricanes,bbl00396
Perth Scorchers,Brisbane Heat,bbl00397
Melbourne Stars,Melbourne Renegades,bbl00398
Adelaide Strikers,Brisbane Heat,bbl00399
Sydney Thunder,Sydney Sixers,bbl00400
Perth Scorchers,Hobart Hurricanes,bbl00401
Brisbane Heat,Melbourne Renegades,bbl00402
Perth Scorchers,Melbourne Stars,bbl00403
Hobart Hurricanes,Sydney Sixers,bbl00404
Adelaide Strikers,Sydney Thunder,bbl00405
Adelaide Strikers,Sydney Thunder,bbl00406
Melbourne Stars,Sydney Sixers,bbl00407
Melbourne Renegades,Hobart Hurricanes,bbl00408
Brisbane Heat,Perth Scorchers,bbl00409
Adelaide Strikers,Brisbane Heat,bbl00410
Perth Scorchers,Sydney Sixers,bbl00411
Sydney Thunder,Brisbane Heat,bbl00412
Perth Scorchers,Brisbane Heat,bbl00413
Sydney Sixers,Perth Scorchers,bbl00414
Sydney Sixers,Melbourne Stars,bbl00415
Brisbane Heat,Sydney Thunder,bbl00416
Melbourne Renegades,Adelaide Strikers,bbl00417
Perth Scorchers,Brisbane Heat,bbl00418
Sydney Sixers,Hobart Hurricanes,bbl00419
Adelaide Strikers,Melbourne Renegades,bbl00420
Melbourne Stars,Sydney Thunder,bbl00421
Hobart Hurricanes,Sydney Sixers,bbl00422
Perth Scorchers,Adelaide Strikers,bbl00423
Sydney Thunder,Melbourne Stars,bbl00424
Melbourne Renegades,Brisbane Heat,bbl00425
Perth Scorchers,Hobart Hurricanes,bbl00426
Melbourne Stars,Sydney Sixers,bbl00427
Sydney Thunder,Brisbane Heat,bbl00428
Perth Scorchers,Hobart Hurricanes,bbl00429
Adelaide Strikers,Sydney Sixers,bbl00430
Perth Scorchers,Melbourne Renegades,bbl00431
Brisbane Heat,Adelaide Strikers,bbl00432
Hobart Hurricanes,Melbourne Stars,bbl00433
Sydney Sixers,Sydney Thunder,bbl00434
Melbourne Renegades,Perth Scorchers,bbl00435
Melbourne Stars,Brisbane Heat,bbl00436
Adelaide Strikers,Hobart Hurricanes,bbl00437
Sydney Thunder,Perth Scorchers,bbl00438
Hobart Hurricanes,Melbourne Renegades,bbl00439
Brisbane Heat,Sydney Sixers,bbl00440
Sydney Thunder,Adelaide Strikers,bbl00441
Brisbane Heat,Hobart Hurricanes,bbl00442
Perth Scorchers,Melbourne Stars,bbl00443
Sydney Thunder,Adelaide Strikers,bbl00444
Melbourne Stars,Melbourne Renegades,bbl00445
Perth Scorchers,Sydney Sixers,bbl00446
Hobart Hurricanes,Adelaide Strikers,bbl00447
Perth Scorchers,Sydney Thunder,bbl00448
Brisbane Heat,Melbourne Renegades,bbl00449
Sydney Thunder,Melbourne Renegades,bbl00450
Brisbane Heat,Hobart Hurricanes,bbl00451
Sydney Sixers,Perth Scorchers,bbl00452
Hobart Hurricanes,Sydney Thunder,bbl00453
Adelaide Strikers,Melbourne Stars,bbl00454
Perth Scorchers,Melbourne Stars,bbl00455
Sydney Sixers,Melbourne Renegades,bbl00456
Adelaide Strikers,Brisbane Heat,bbl00457
Melbourne Renegades,Melbourne Stars,bbl00458
Hobart Hurricanes,Sydney Thunder,bbl00459
Perth Scorchers,Adelaide Strikers,bbl00460
Adelaide Strikers,Melbourne Stars,bbl00461
Sydney Sixers,Sydney Thunder,bbl00462
Brisbane Heat,Melbourne Stars,bbl00463
Sydney Sixers,Adelaide Strikers,bbl00464
Brisbane Heat,Perth Scorchers,bbl00465
Hobart Hurricanes,Melbourne Renegades,bbl00466
Sydney Sixers,Brisbane Heat,bbl00467
Melbourne Stars,Hobart Hurricanes,bbl00468
Sydney Thunder,Melbourne Renegades,bbl00469
Adelaide Strikers,Hobart Hurricanes,bbl00470
Perth Scorchers,Sydney Sixers,bbl00471
Adelaide Strikers,Sydney Thunder,bbl00472
Adelaide Strikers,Sydney Sixers,bbl00473
Perth Scorchers,Sydney Sixers,bbl00474
Melbourne Stars,Sydney Thunder,bbl00475
Adelaide Strikers,Sydney Sixers,bbl00476
Melbourne Renegades,Brisbane Heat,bbl00477
Melbourne Stars,Hobart Hurricanes,bbl00478
Adelaide Strikers,Sydney Thunder,bbl00479
Perth Scorchers,Sydney Sixers,bbl00480
Sydney Thunder,Melbourne Renegades,bbl00481
Hobart Hurricanes,Perth Scorchers,bbl00482
Sydney Thunder,Adelaide Strikers,bbl00483
Brisbane Heat,Melbourne Renegades,bbl00484
Sydney Sixers,Hobart Hurricanes,bbl00485
