team_1,team_2,key
Perth Scorchers,Melbourne Renegades,bbl00549
Brisbane Heat,Sydney Thunder,bbl00550
Hobart Hurricanes,Melbourne Stars,bbl00551
Adelaide Strikers,Melbourne Renegades,bbl00552
Sydney Thunder,Sydney Sixers,bbl00553
Adelaide Strikers,Melbourne Stars,bbl00554
Sydney Thunder,Hobart Hurricanes,bbl00555
Melbourne Renegades,Melbourne Stars,bbl00556
Sydney Sixers,Brisbane Heat,bbl00557
Perth Scorchers,Adelaide Strikers,bbl00558
Melbourne Renegades,Hobart Hurricanes,bbl00559
Perth Scorchers,Adelaide Strikers,bbl00560
Melbourne Stars,Sydney Sixers,bbl00561
Brisbane Heat,Hobart Hurricanes,bbl00562
Sydney Thunder,Perth Scorchers,bbl00563
Hobart Hurricanes,Adelaide Strikers,bbl00564
Brisbane Heat,Perth Scorchers,bbl00565
Hobart Hurricanes,Adelaide Strikers,bbl00566
Sydney Sixers,Sydney Thunder,bbl00567
Melbourne Stars,Melbourne Renegades,bbl00568
Perth Scorchers,Brisbane Heat,bbl00569
Sydney Thunder,Adelaide Strikers,bbl00570
Hobart Hurricanes,Melbourne Stars,bbl00571
Perth Scorchers,Sydney Sixers,bbl00572
Sydney Sixers,Brisbane Heat,bbl00573
Adelaide Strikers,Perth Scorchers,bbl00574
Brisbane Heat,Adelaide Strikers,bbl00575
Brisbane Heat,Sydney Sixers,bbl00576
Melbourne Stars,Perth Scorchers,bbl00577
Melbourne Renegades,Sydney Sixers,bbl00578
Adelaide Strikers,Sydney Thunder,bbl00579
Melbourne Stars,Brisbane Heat,bbl00580
Hobart Hurricanes,Melbourne Renegades,bbl00581
Adelaide Strikers,Melbourne Stars,bbl00582
Perth Scorchers,Hobart Hurricanes,bbl00583
Sydney Thunder,Sydney Sixers,bbl00584
Adelaide Strikers,Brisbane Heat,bbl00585
Perth Scorchers,Melbourne Renegades,bbl00586
Perth Scorchers,Brisbane Heat,bbl00587
Melbourne Stars,Sydney Sixers,bbl00588
Hobart Hurricanes,Adelaide Strikers,bbl00589
Sydney Thunder,Melbourne Stars,bbl00590
Brisbane Heat,Sydney Sixers,bbl00591
Sydney Thunder,Melbourne Renegades,bbl00592
Adelaide Strikers,Perth Scorchers,bbl00593
Hobart Hurricanes,Sydney Sixers,bbl00594
Brisbane Heat,Melbourne Stars,bbl00595
Melbourne Renegades,Adelaide Strikers,bbl00596
Perth Scorchers,Sydney Thunder,bbl00597
Melbourne Renegades,Melbourne Stars,bbl00598
Adelaide Strikers,Hobart Hurricanes,bbl00599
Sydney Thunder,Brisbane Heat,bbl00600
Perth Scorchers,Melbourne Renegades,bbl00601
Melbourne Stars,Sydney Sixers,bbl00602
Sydney Thunder,Hobart Hurricanes,bbl00603
Sydney Sixers,Perth Scorchers,bbl00604
Adelaide Strikers,Brisbane Heat,bbl00605
