decision,winner,key
bat,Brisbane Heat,bbl00360
field,Adelaide Strikers,bbl00361
field,Melbourne Stars,bbl00362
field,Hobart Hurricanes,bbl00363
field,Adelaide Strikers,bbl00364
field,Sydney Thunder,bbl00365
field,Brisbane Heat,bbl00366
field,Sydney Sixers,bbl00367
field,Melbourne Renegades,bbl00368
field,Brisbane Heat,bbl00369
field,Perth Scorchers,bbl00370
field,Melbourne Stars,bbl00371
bat,Melbourne Renegades,bbl00372
field,Brisbane Heat,bbl00373
field,Perth Scorchers,bbl00374
field,Sydney Thunder,bbl00375
bat,Sydney Sixers,bbl00376
field,Melbourne Stars,bbl00377
field,Melbourne Renegades,bbl00378
field,Sydney Sixers,bbl00379
bat,Sydney Thunder,bbl00380
field,Hobart Hurricanes,bbl00381
bat,Adelaide Strikers,bbl00382
field,Sydney Sixers,bbl00383
field,Melbourne Stars,bbl00384
field,Hobart Hurricanes,bbl00385
bat,Adelaide Strikers,bbl00386
field,Sydney Thunder,bbl00387
field,Sydney Sixers,bbl00388
bat,Melbourne Stars,bbl00389
bat,Hobart Hurricanes,bbl00390
field,Sydney Sixers,bbl00391
field,Brisbane Heat,bbl00392
field,Adelaide Strikers,bbl00393
bat,Perth Scorchers,bbl00394
bat,Melbourne Renegades,bbl00395
field,Hobart Hurricanes,bbl00396
field,Brisbane Heat,bbl00397
bat,Melbourne Stars,bbl00398
bat,Adelaide Strikers,bbl00399
field,Sydney Sixers,bbl00400
bat,Perth Scorchers,bbl00401
bat,Brisbane Heat,bbl00402
field,Melbourne Stars,bbl00403
field,Sydney Sixers,bbl00404
bat,Adelaide Strikers,bbl00405
field,Sydney Thunder,bbl00406
field,Sydney Sixers,bbl00407
field,Hobart Hurricanes,bbl00408
field,Perth Scorchers,bbl00409
bat,Adelaide Strikers,bbl00410
bat,Perth Scorchers,bbl00411
field,Brisbane Heat,bbl00412
field,Brisbane Heat,bbl00413
field,Perth Scorchers,bbl00414
field,Melbourne Stars,bbl00415
field,Sydney Thunder,bbl00416
bat,Melbourne Renegades,bbl00417
field,Hobart Hurricanes,bbl00418
bat,Perth Scorchers,bbl00419
bat,Adelaide Strikers,bbl00420
field,Sydney Thunder,bbl00421
bat,Hobart Hurricanes,bbl00422
bat,Perth Scorchers,bbl00423
field,Melbourne Stars,bbl00424
field,Brisbane Heat,bbl00425
bat,Perth Scorchers,bbl00426
field,Sydney Sixers,bbl00427
field,Brisbane Heat,bbl00428
bat,Perth Scorchers,bbl00429
bat,Adelaide Strikers,bbl00430
bat,Perth Scorchers,bbl00431
bat,Brisbane Heat,bbl00432
bat,Hobart Hurricanes,bbl00433
bat,Melbourne Renegades,bbl00434
field,Sydney Thunder,bbl00435
bat,Adelaide Strikers,bbl00436
field,Brisbane Heat,bbl00437
field,Perth Scorchers,bbl00438
bat,Brisbane Heat,bbl00439
field,Melbourne Renegades,bbl00440
bat,Sydney Thunder,bbl00441
field,Hobart Hurricanes,bbl00442
bat,Perth Scorchers,bbl00443
bat,Sydney Thunder,bbl00444
bat,Melbourne Stars,bbl00445
bat,Perth Scorchers,bbl00446
field,Adelaide Strikers,bbl00447
bat,Perth Scorchers,bbl00448
field,Melbourne Renegades,bbl00449
field,Melbourne Renegades,bbl00450
field,Hobart Hurricanes,bbl00451
bat,Sydney Sixers,bbl00452
bat,Hobart Hurricanes,bbl00453
field,Melbourne Stars,bbl00454
bat,Perth Scorchers,bbl00455
bat,Sydney Sixers,bbl00456
bat,Adelaide Strikers,bbl00457
bat,Melbourne Renegades,bbl00458
bat,Hobart Hurricanes,bbl00459
field,Adelaide Strikers,bbl00460
field,Melbourne Stars,bbl00461
field,Sydney Thunder,bbl00462
bat,Brisbane Heat,bbl00463
bat,Sydney Sixers,bbl00464
bat,Brisbane Heat,bbl00465
bat,Hobart Hurricanes,bbl00466
field,Brisbane Heat,bbl00467
field,Hobart Hurricanes,bbl00468
field,Melbourne Renegades,bbl00469
bat,Adelaide Strikers,bbl00470
bat,Perth Scorchers,bbl00471
bat,Adelaide Strikers,bbl00472
field,Sydney Sixers,bbl00473
field,Sydney Sixers,bbl00474
field,Sydney Thunder,bbl00475
bat,Adelaide Strikers,bbl00476
field,Brisbane Heat,bbl00477
field,Hobart Hurricanes,bbl00478
bat,Adelaide Strikers,bbl00479
bat,Perth Scorchers,bbl00480
bat,Sydney Thunder,bbl00481
bat,Hobart Hurricanes,bbl00482
bat,Sydney Thunder,bbl00483
bat,Brisbane Heat,bbl00484
bat,Sydney Sixers,bbl00485
bat,Perth Scorchers,bbl00486
bat,Brisbane Heat,bbl00487
bat,Hobart Hurricanes,bbl00488
field,Sydney Sixers,bbl00489
bat,Adelaide Strikers,bbl00490
bat,Brisbane Heat,bbl00491
field,Melbourne Renegades,bbl00492
bat,Melbourne Stars,bbl00493
field,Brisbane Heat,bbl00494
bat,Melbourne Renegades,bbl00495
field,Hobart Hurricanes,bbl00496
bat,Melbourne Stars,bbl00497
bat,Melbourne Renegades,bbl00498
bat,Brisbane Heat,bbl00499
bat,Adelaide Strikers,bbl00500
field,Melbourne Stars,bbl00501
field,Sydney Sixers,bbl00502
bat,Perth Scorchers,bbl00503
field,Adelaide Strikers,bbl00504
field,Sydney Sixers,bbl00505
field,Melbourne Renegades,bbl00506
field,Perth Scorchers,bbl00507
field,Sydney Sixers,bbl00508
field,Hobart Hurricanes,bbl00509
field,Melbourne Renegades,bbl00510
field,Perth Scorchers,bbl00511
field,Melbourne Stars,bbl00512
field,Perth Scorchers,bbl00513
field,Melbourne Stars,bbl00514
field,Adelaide Strikers,bbl00515
bat,Sydney Thunder,bbl00516
field,Perth Scorchers,bbl00517
field,Brisbane Heat,bbl00518
field,Adelaide Strikers,bbl00519
bat,Hobart Hurricanes,bbl00520
bat,Melbourne Renegades,bbl00521
bat,Adelaide Strikers,bbl00522
field,Hobart Hurricanes,bbl00523
bat,Sydney Sixers,bbl00524
bat,Brisbane Heat,bbl00525
field,Melbourne Renegades,bbl00526
field,Hobart Hurricanes,bbl00527
field,Melbourne Renegades,bbl00528
field,Brisbane Heat,bbl00529
field,Sydney Thunder,bbl00530
field,Sydney Thunder,bbl00531
bat,Sydney Sixers,bbl00532
field,Brisbane Heat,bbl00533
bat,Sydney Sixers,bbl00534
bat,Brisbane Heat,bbl00535
field,Melbourne Stars,bbl00536
field,Melbourne Renegades,bbl00537
field,Melbourne Renegades,bbl00538
bat,Hobart Hurricanes,bbl00539
field,Sydney Thunder,bbl00540
field,Perth Scorchers,bbl00541
bat,Sydney Thunder,bbl00542
bat,Hobart Hurricanes,bbl00543
field,Brisbane Heat,bbl00544
field,Adelaide Strikers,bbl00545
bat,Melbourne Stars,bbl00546
field,Hobart Hurricanes,bbl00547
field,Melbourne Renegades,bbl00548
field,Melbourne Stars,bbl00549
bat,Brisbane Heat,bbl00550
field,Melbourne Stars,bbl00551
bat,Adelaide Strikers,bbl00552
bat,Sydney Thunder,bbl00553
field,Melbourne Stars,bbl00554
field,Hobart Hurricanes,bbl00555
field,Melbourne Stars,bbl00556
field,Brisbane Heat,bbl00557
field,Adelaide Strikers,bbl00558
field,Hobart Hurricanes,bbl00559
field,Adelaide Strikers,bbl00560
field,Sydney Sixers,bbl00561
field,Hobart Hurricanes,bbl00562
field,Perth Scorchers,bbl00563
field,Adelaide Strikers,bbl00564
bat,Brisbane Heat,bbl00565
field,Adelaide Strikers,bbl00566
field,Sydney Thunder,bbl00567
field,Melbourne Renegades,bbl00568
bat,Perth Scorchers,bbl00569
bat,Sydney Thunder,bbl00570
field,Melbourne Stars,bbl00571
bat,Perth Scorchers,bbl00572
field,Brisbane Heat,bbl00573
field,Perth Scorchers,bbl00574
bat,Brisbane Heat,bbl00575
field,Sydney Sixers,bbl00576
bat,Melbourne Stars,bbl00577
field,Sydney Sixers,bbl00578
field,Sydney Thunder,bbl00579
field,Brisbane Heat,bbl00580
field,Melbourne Renegades,bbl00581
field,Melbourne Stars,bbl00582
field,Hobart Hurricanes,bbl00583
field,Sydney Sixers,bbl00584
field,Brisbane Heat,bbl00585
field,Melbourne Renegades,bbl00586
field,Brisbane Heat,bbl00587
field,Sydney Sixers,bbl00588
field,Adelaide Strikers,bbl00589
field,Melbourne Stars,bbl00590
field,Sydney Sixers,bbl00591
field,Melbourne Renegades,bbl00592
field,Perth Scorchers,bbl00593
field,Sydney Sixers,bbl00594
field,Melbourne Stars,bbl00595
field,Adelaide Strikers,bbl00596
field,Sydney Thunder,bbl00597
field,Melbourne Stars,bbl00598
bat,Adelaide Strikers,bbl00599
field,Brisbane Heat,bbl00600
field,Melbourne Renegades,bbl00601
field,Sydney Sixers,bbl00602
field,Hobart Hurricanes,bbl00603
