batter,bowler,non_striker,runs_batter,runs_extras,runs_total,over,delivery_no,batting_team,inning_no,wickets_kind,wickets_player_out,review_by,review_umpire,review_batter,review_decision,bowling_team,key,review_umpires_call,replacements_role,review_type,extras_type
D Potgieter,SSB Magala,OF Smith,6,0,6,19,6,MI Cape Town,1,,,,,,,Sunrisers Eastern Cape,sat00012,,,,
AM Rossington,SM Curran,JT Smuts,0,1,1,0,1,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,noballs
AM Rossington,SM Curran,JT Smuts,2,0,2,0,1,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
AM Rossington,SM Curran,JT Smuts,2,0,2,0,2,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
AM Rossington,SM Curran,JT Smuts,4,0,4,0,3,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
AM Rossington,SM Curran,JT Smuts,1,0,1,0,4,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
JT Smuts,SM Curran,AM Rossington,4,0,4,0,5,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
JT Smuts,SM Curran,AM Rossington,0,0,0,0,6,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
AM Rossington,JC Archer,JT Smuts,0,0,0,1,1,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
AM Rossington,JC Archer,JT Smuts,0,0,0,1,2,Sunrisers Eastern Cape,2,run out,JT Smuts,,,,,MI Cape Town,sat00012,,,,
SJ Erwee,JC Archer,AM Rossington,0,1,1,1,2,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,wides
SJ Erwee,JC Archer,AM Rossington,0,1,1,1,2,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,wides
SJ Erwee,JC Archer,AM Rossington,1,0,1,1,3,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
AM Rossington,JC Archer,SJ Erwee,1,0,1,1,4,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
SJ Erwee,JC Archer,AM Rossington,0,0,0,1,5,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
SJ Erwee,JC Archer,AM Rossington,1,0,1,1,6,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
SJ Erwee,SM Curran,AM Rossington,4,0,4,2,1,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
SJ Erwee,SM Curran,AM Rossington,4,0,4,2,2,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
SJ Erwee,SM Curran,AM Rossington,2,0,2,2,3,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
SJ Erwee,SM Curran,AM Rossington,4,0,4,2,4,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
SJ Erwee,SM Curran,AM Rossington,1,0,1,2,5,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
AM Rossington,SM Curran,SJ Erwee,1,0,1,2,6,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
AM Rossington,JC Archer,SJ Erwee,0,0,0,3,1,Sunrisers Eastern Cape,2,caught,AM Rossington,,,,,MI Cape Town,sat00012,,,,
AK Markram,JC Archer,SJ Erwee,0,0,0,3,2,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
AK Markram,JC Archer,SJ Erwee,0,0,0,3,3,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
AK Markram,JC Archer,SJ Erwee,0,0,0,3,4,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
AK Markram,JC Archer,SJ Erwee,0,1,1,3,4,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,wides
AK Markram,JC Archer,SJ Erwee,1,0,1,3,5,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
SJ Erwee,JC Archer,AK Markram,0,0,0,3,6,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
AK Markram,K Rabada,SJ Erwee,1,0,1,4,1,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
SJ Erwee,K Rabada,AK Markram,0,0,0,4,2,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
SJ Erwee,K Rabada,AK Markram,0,0,0,4,3,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
SJ Erwee,K Rabada,AK Markram,2,0,2,4,4,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
SJ Erwee,K Rabada,AK Markram,0,0,0,4,5,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
SJ Erwee,K Rabada,AK Markram,0,0,0,4,6,Sunrisers Eastern Cape,2,lbw,SJ Erwee,,,,,MI Cape Town,sat00012,,,,
AK Markram,GF Linde,T Stubbs,0,0,0,5,1,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
AK Markram,GF Linde,T Stubbs,0,0,0,5,2,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
AK Markram,GF Linde,T Stubbs,1,0,1,5,3,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
T Stubbs,GF Linde,AK Markram,0,1,1,5,3,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,wides
T Stubbs,GF Linde,AK Markram,1,0,1,5,4,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
AK Markram,GF Linde,T Stubbs,1,0,1,5,5,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
T Stubbs,GF Linde,AK Markram,1,0,1,5,6,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
T Stubbs,K Rabada,AK Markram,0,0,0,6,1,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
T Stubbs,K Rabada,AK Markram,0,1,1,6,1,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,wides
T Stubbs,K Rabada,AK Markram,0,0,0,6,2,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
T Stubbs,K Rabada,AK Markram,0,0,0,6,3,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
T Stubbs,K Rabada,AK Markram,0,0,0,6,4,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
T Stubbs,K Rabada,AK Markram,2,0,2,6,5,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
T Stubbs,K Rabada,AK Markram,0,0,0,6,6,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
AK Markram,GF Linde,T Stubbs,1,0,1,7,1,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
T Stubbs,GF Linde,AK Markram,0,0,0,7,2,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
T Stubbs,GF Linde,AK Markram,1,0,1,7,3,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
AK Markram,GF Linde,T Stubbs,4,0,4,7,4,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
AK Markram,GF Linde,T Stubbs,2,0,2,7,5,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
AK Markram,GF Linde,T Stubbs,1,0,1,7,6,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
AK Markram,Rashid Khan,T Stubbs,0,0,0,8,1,Sunrisers Eastern Cape,2,bowled,AK Markram,,,,,MI Cape Town,sat00012,,,,
JM Cox,Rashid Khan,T Stubbs,0,0,0,8,2,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
JM Cox,Rashid Khan,T Stubbs,0,0,0,8,3,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
JM Cox,Rashid Khan,T Stubbs,1,0,1,8,4,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
T Stubbs,Rashid Khan,JM Cox,1,0,1,8,5,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
JM Cox,Rashid Khan,T Stubbs,0,0,0,8,6,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
T Stubbs,GF Linde,JM Cox,1,0,1,9,1,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
JM Cox,GF Linde,T Stubbs,0,0,0,9,2,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
JM Cox,GF Linde,T Stubbs,1,0,1,9,3,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
T Stubbs,GF Linde,JM Cox,1,0,1,9,4,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
JM Cox,GF Linde,T Stubbs,2,0,2,9,5,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
JM Cox,GF Linde,T Stubbs,1,0,1,9,6,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
JM Cox,Rashid Khan,T Stubbs,1,0,1,10,1,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
T Stubbs,Rashid Khan,JM Cox,6,0,6,10,2,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
T Stubbs,Rashid Khan,JM Cox,6,0,6,10,3,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
T Stubbs,Rashid Khan,JM Cox,0,0,0,10,4,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
T Stubbs,Rashid Khan,JM Cox,6,0,6,10,5,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
T Stubbs,Rashid Khan,JM Cox,0,0,0,10,6,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
JM Cox,OF Smith,T Stubbs,0,1,1,11,1,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,wides
JM Cox,OF Smith,T Stubbs,2,0,2,11,1,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
JM Cox,OF Smith,T Stubbs,1,0,1,11,2,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
T Stubbs,OF Smith,JM Cox,1,0,1,11,3,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
JM Cox,OF Smith,T Stubbs,1,0,1,11,4,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
T Stubbs,OF Smith,JM Cox,1,0,1,11,5,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
JM Cox,OF Smith,T Stubbs,0,0,0,11,6,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
T Stubbs,SM Curran,JM Cox,0,0,0,12,1,Sunrisers Eastern Cape,2,caught,T Stubbs,,,,,MI Cape Town,sat00012,,,,
M Jansen,SM Curran,JM Cox,1,0,1,12,2,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
JM Cox,SM Curran,M Jansen,0,0,0,12,3,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
JM Cox,SM Curran,M Jansen,0,0,0,12,4,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
JM Cox,SM Curran,M Jansen,1,0,1,12,5,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
M Jansen,SM Curran,JM Cox,4,0,4,12,6,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
JM Cox,Rashid Khan,M Jansen,1,0,1,13,1,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
M Jansen,Rashid Khan,JM Cox,0,0,0,13,2,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
M Jansen,Rashid Khan,JM Cox,0,0,0,13,3,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
M Jansen,Rashid Khan,JM Cox,1,0,1,13,4,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
JM Cox,Rashid Khan,M Jansen,1,0,1,13,5,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
M Jansen,Rashid Khan,JM Cox,1,0,1,13,6,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
M Jansen,JC Archer,JM Cox,0,0,0,14,1,Sunrisers Eastern Cape,2,run out,JM Cox,,,,,MI Cape Town,sat00012,,,,
BA Carse,JC Archer,M Jansen,1,0,1,14,2,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
M Jansen,JC Archer,BA Carse,1,0,1,14,3,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
BA Carse,JC Archer,M Jansen,0,0,0,14,4,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
BA Carse,JC Archer,M Jansen,1,0,1,14,5,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
M Jansen,JC Archer,BA Carse,1,0,1,14,6,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
M Jansen,Rashid Khan,BA Carse,6,0,6,15,1,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
M Jansen,Rashid Khan,BA Carse,4,0,4,15,2,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
M Jansen,Rashid Khan,BA Carse,6,0,6,15,3,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
M Jansen,Rashid Khan,BA Carse,6,0,6,15,4,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
M Jansen,Rashid Khan,BA Carse,0,0,0,15,5,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
M Jansen,Rashid Khan,BA Carse,6,0,6,15,6,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
BA Carse,K Rabada,M Jansen,0,0,0,16,1,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
BA Carse,K Rabada,M Jansen,1,0,1,16,2,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
M Jansen,K Rabada,BA Carse,2,0,2,16,3,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
M Jansen,K Rabada,BA Carse,0,1,1,16,3,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,wides
M Jansen,K Rabada,BA Carse,0,0,0,16,4,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
M Jansen,K Rabada,BA Carse,4,0,4,16,5,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
M Jansen,K Rabada,BA Carse,6,0,6,16,6,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
BA Carse,JC Archer,M Jansen,1,0,1,17,1,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
M Jansen,JC Archer,BA Carse,2,0,2,17,2,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
M Jansen,JC Archer,BA Carse,2,0,2,17,3,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
M Jansen,JC Archer,BA Carse,1,0,1,17,4,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
BA Carse,JC Archer,M Jansen,1,0,1,17,5,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
M Jansen,JC Archer,BA Carse,0,0,0,17,6,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
BA Carse,K Rabada,M Jansen,0,0,0,18,1,Sunrisers Eastern Cape,2,caught,BA Carse,,,,,MI Cape Town,sat00012,,,,
RE van der Merwe,K Rabada,M Jansen,1,0,1,18,2,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
M Jansen,K Rabada,RE van der Merwe,6,0,6,18,3,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
M Jansen,K Rabada,RE van der Merwe,6,0,6,18,4,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
M Jansen,K Rabada,RE van der Merwe,0,0,0,18,5,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
M Jansen,K Rabada,RE van der Merwe,0,1,1,18,5,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,wides
M Jansen,K Rabada,RE van der Merwe,0,0,0,18,6,Sunrisers Eastern Cape,2,bowled,M Jansen,,,,,MI Cape Town,sat00012,,,,
RE van der Merwe,SM Curran,SSB Magala,2,0,2,19,1,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
RE van der Merwe,SM Curran,SSB Magala,1,0,1,19,2,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
SSB Magala,SM Curran,RE van der Merwe,0,0,0,19,3,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,
SSB Magala,SM Curran,RE van der Merwe,0,1,1,19,3,Sunrisers Eastern Cape,2,,,,,,,MI Cape Town,sat00012,,,,noballs
RR Hendricks,E Bosch,F du Plessis,0,0,0,0,1,Joburg Super Kings,1,caught,RR Hendricks,,,,,Pretoria Capitals,sat00013,,,,
JL du Plooy,E Bosch,F du Plessis,0,0,0,0,2,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
JL du Plooy,E Bosch,F du Plessis,0,0,0,0,3,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
JL du Plooy,E Bosch,F du Plessis,0,0,0,0,4,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
JL du Plooy,E Bosch,F du Plessis,0,0,0,0,5,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
JL du Plooy,E Bosch,F du Plessis,4,0,4,0,6,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
F du Plessis,WD Parnell,JL du Plooy,4,0,4,1,1,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
F du Plessis,WD Parnell,JL du Plooy,4,0,4,1,2,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
F du Plessis,WD Parnell,JL du Plooy,4,0,4,1,3,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
F du Plessis,WD Parnell,JL du Plooy,4,0,4,1,4,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
F du Plessis,WD Parnell,JL du Plooy,0,0,0,1,5,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
F du Plessis,WD Parnell,JL du Plooy,0,0,0,1,6,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
JL du Plooy,E Bosch,F du Plessis,0,0,0,2,1,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
JL du Plooy,E Bosch,F du Plessis,0,1,1,2,1,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,noballs
JL du Plooy,E Bosch,F du Plessis,6,0,6,2,2,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
JL du Plooy,E Bosch,F du Plessis,0,1,1,2,2,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,wides
JL du Plooy,E Bosch,F du Plessis,0,0,0,2,3,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
JL du Plooy,E Bosch,F du Plessis,3,0,3,2,4,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
F du Plessis,E Bosch,JL du Plooy,0,0,0,2,5,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
F du Plessis,E Bosch,JL du Plooy,6,0,6,2,6,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
JL du Plooy,WD Parnell,F du Plessis,0,1,1,3,1,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,wides
JL du Plooy,WD Parnell,F du Plessis,1,0,1,3,1,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
F du Plessis,WD Parnell,JL du Plooy,4,0,4,3,2,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
F du Plessis,WD Parnell,JL du Plooy,6,0,6,3,3,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
F du Plessis,WD Parnell,JL du Plooy,0,0,0,3,4,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
F du Plessis,WD Parnell,JL du Plooy,0,0,0,3,5,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
F du Plessis,WD Parnell,JL du Plooy,4,0,4,3,6,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
JL du Plooy,M Pretorius,F du Plessis,0,0,0,4,1,Joburg Super Kings,1,caught,JL du Plooy,,,,,Pretoria Capitals,sat00013,,,,
K Verreynne,M Pretorius,F du Plessis,1,0,1,4,2,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
F du Plessis,M Pretorius,K Verreynne,4,0,4,4,3,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
F du Plessis,M Pretorius,K Verreynne,0,0,0,4,4,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
F du Plessis,M Pretorius,K Verreynne,4,0,4,4,5,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
F du Plessis,M Pretorius,K Verreynne,4,0,4,4,6,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
K Verreynne,A Nortje,F du Plessis,0,0,0,5,1,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
K Verreynne,A Nortje,F du Plessis,1,0,1,5,2,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
F du Plessis,A Nortje,K Verreynne,0,0,0,5,3,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
F du Plessis,A Nortje,K Verreynne,2,0,2,5,4,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
F du Plessis,A Nortje,K Verreynne,0,0,0,5,5,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
F du Plessis,A Nortje,K Verreynne,1,0,1,5,6,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
F du Plessis,JDS Neesham,K Verreynne,0,0,0,6,1,Joburg Super Kings,1,caught,F du Plessis,,,,,Pretoria Capitals,sat00013,,,,
L Gregory,JDS Neesham,K Verreynne,0,0,0,6,2,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
L Gregory,JDS Neesham,K Verreynne,0,0,0,6,3,Joburg Super Kings,1,caught,L Gregory,,,,,Pretoria Capitals,sat00013,,,,
D Ferreira,JDS Neesham,K Verreynne,1,0,1,6,4,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
K Verreynne,JDS Neesham,D Ferreira,1,0,1,6,5,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
D Ferreira,JDS Neesham,K Verreynne,1,0,1,6,6,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
D Ferreira,A Nortje,K Verreynne,1,0,1,7,1,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
K Verreynne,A Nortje,D Ferreira,0,0,0,7,2,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
K Verreynne,A Nortje,D Ferreira,0,0,0,7,3,Joburg Super Kings,1,bowled,K Verreynne,,,,,Pretoria Capitals,sat00013,,,,
R Shepherd,A Nortje,D Ferreira,0,0,0,7,4,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
R Shepherd,A Nortje,D Ferreira,0,0,0,7,5,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
R Shepherd,A Nortje,D Ferreira,0,0,0,7,6,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
D Ferreira,JDS Neesham,R Shepherd,0,0,0,8,1,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
D Ferreira,JDS Neesham,R Shepherd,1,0,1,8,2,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
R Shepherd,JDS Neesham,D Ferreira,0,0,0,8,3,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
R Shepherd,JDS Neesham,D Ferreira,0,0,0,8,4,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
R Shepherd,JDS Neesham,D Ferreira,2,0,2,8,5,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
R Shepherd,JDS Neesham,D Ferreira,0,0,0,8,6,Joburg Super Kings,1,caught,R Shepherd,,,,,Pretoria Capitals,sat00013,,,,
D Ferreira,A Nortje,G Coetzee,0,0,0,9,1,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
D Ferreira,A Nortje,G Coetzee,1,0,1,9,2,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
G Coetzee,A Nortje,D Ferreira,0,0,0,9,3,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
G Coetzee,A Nortje,D Ferreira,0,0,0,9,4,Joburg Super Kings,1,caught and bowled,G Coetzee,,,,,Pretoria Capitals,sat00013,,,,
AS Joseph,A Nortje,D Ferreira,0,0,0,9,5,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
AS Joseph,A Nortje,D Ferreira,0,0,0,9,6,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
D Ferreira,AU Rashid,AS Joseph,2,0,2,10,1,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
D Ferreira,AU Rashid,AS Joseph,6,0,6,10,2,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
D Ferreira,AU Rashid,AS Joseph,4,0,4,10,3,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
D Ferreira,AU Rashid,AS Joseph,0,0,0,10,4,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
D Ferreira,AU Rashid,AS Joseph,0,0,0,10,5,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
D Ferreira,AU Rashid,AS Joseph,0,0,0,10,6,Joburg Super Kings,1,bowled,D Ferreira,,,,,Pretoria Capitals,sat00013,,,,
AS Joseph,A Nortje,AM Phangiso,1,0,1,11,1,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
AM Phangiso,A Nortje,AS Joseph,1,0,1,11,2,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
AS Joseph,A Nortje,AM Phangiso,4,0,4,11,3,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
