batter,bowler,non_striker,runs_batter,runs_extras,runs_total,over,delivery_no,batting_team,inning_no,wickets_kind,wickets_player_out,review_by,review_umpire,review_batter,review_decision,bowling_team,key,review_umpires_call,replacements_role,review_type,extras_type
SM Curran,RR Simmonds,D Brevis,4,0,4,13,3,MI Cape Town,2,,,,,,,Paarl Royals,sat00001,,,,
SM Curran,RR Simmonds,D Brevis,0,0,0,13,4,MI Cape Town,2,,,,,,,Paarl Royals,sat00001,,,,
SM Curran,RR Simmonds,D Brevis,6,0,6,13,5,MI Cape Town,2,,,,,,,Paarl Royals,sat00001,,,,
SM Curran,RR Simmonds,D Brevis,1,0,1,13,6,MI Cape Town,2,,,,,,,Paarl Royals,sat00001,,,,
SM Curran,Codi Yusuf,D Brevis,0,0,0,14,1,MI Cape Town,2,caught,SM Curran,,,,,Paarl Royals,sat00001,,,,
HE van der Dussen,Codi Yusuf,D Brevis,1,0,1,14,2,MI Cape Town,2,,,,,,,Paarl Royals,sat00001,,,,
D Brevis,Codi Yusuf,HE van der Dussen,6,0,6,14,3,MI Cape Town,2,,,,,,,Paarl Royals,sat00001,,,,
D Brevis,Codi Yusuf,HE van der Dussen,4,0,4,14,4,MI Cape Town,2,,,,,,,Paarl Royals,sat00001,,,,
D Brevis,Codi Yusuf,HE van der Dussen,4,0,4,14,5,MI Cape Town,2,,,,,,,Paarl Royals,sat00001,,,,
D Brevis,Codi Yusuf,HE van der Dussen,0,0,0,14,6,MI Cape Town,2,,,,,,,Paarl Royals,sat00001,,,,
HE van der Dussen,BC Fortuin,D Brevis,6,0,6,15,1,MI Cape Town,2,,,,,,,Paarl Royals,sat00001,,,,
HE van der Dussen,BC Fortuin,D Brevis,1,0,1,15,2,MI Cape Town,2,,,,,,,Paarl Royals,sat00001,,,,
D Brevis,BC Fortuin,HE van der Dussen,1,0,1,15,3,MI Cape Town,2,,,,,,,Paarl Royals,sat00001,,,,
JN Malan,KR Mayers,RR Hendricks,1,0,1,0,1,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
RR Hendricks,KR Mayers,JN Malan,0,0,0,0,2,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
RR Hendricks,KR Mayers,JN Malan,1,0,1,0,3,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
JN Malan,KR Mayers,RR Hendricks,0,0,0,0,4,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
JN Malan,KR Mayers,RR Hendricks,0,0,0,0,5,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
JN Malan,KR Mayers,RR Hendricks,1,0,1,0,6,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
JN Malan,KA Maharaj,RR Hendricks,1,0,1,1,1,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
RR Hendricks,KA Maharaj,JN Malan,0,0,0,1,2,Joburg Super Kings,1,caught and bowled,RR Hendricks,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,KA Maharaj,JN Malan,1,0,1,1,3,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
JN Malan,KA Maharaj,F du Plessis,0,0,0,1,4,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
JN Malan,KA Maharaj,F du Plessis,0,0,0,1,5,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
JN Malan,KA Maharaj,F du Plessis,1,0,1,1,6,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
JN Malan,D Pretorius,F du Plessis,0,0,0,2,1,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
JN Malan,D Pretorius,F du Plessis,0,0,0,2,2,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
JN Malan,D Pretorius,F du Plessis,1,0,1,2,3,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,D Pretorius,JN Malan,1,0,1,2,4,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
JN Malan,D Pretorius,F du Plessis,0,0,0,2,5,Joburg Super Kings,1,caught,JN Malan,,,,,Durban's Super Giants,sat00002,,,,
K Verreynne,D Pretorius,F du Plessis,0,0,0,2,6,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,A Dananjaya,K Verreynne,0,0,0,3,1,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,A Dananjaya,K Verreynne,0,0,0,3,2,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,A Dananjaya,K Verreynne,4,0,4,3,3,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,A Dananjaya,K Verreynne,1,0,1,3,4,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
K Verreynne,A Dananjaya,F du Plessis,0,0,0,3,5,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
K Verreynne,A Dananjaya,F du Plessis,1,0,1,3,6,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
K Verreynne,D Pretorius,F du Plessis,4,0,4,4,1,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
K Verreynne,D Pretorius,F du Plessis,0,0,0,4,2,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
K Verreynne,D Pretorius,F du Plessis,4,0,4,4,3,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
K Verreynne,D Pretorius,F du Plessis,0,0,0,4,4,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
K Verreynne,D Pretorius,F du Plessis,1,0,1,4,5,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,D Pretorius,K Verreynne,1,0,1,4,6,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,P Subrayen,K Verreynne,0,0,0,5,1,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,P Subrayen,K Verreynne,1,0,1,5,2,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
K Verreynne,P Subrayen,F du Plessis,0,0,0,5,3,Joburg Super Kings,1,caught,K Verreynne,,,,,Durban's Super Giants,sat00002,,,,
L Gregory,P Subrayen,F du Plessis,2,0,2,5,4,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
L Gregory,P Subrayen,F du Plessis,0,0,0,5,5,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
L Gregory,P Subrayen,F du Plessis,0,0,0,5,6,Joburg Super Kings,1,caught,L Gregory,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,KA Maharaj,D Ferreira,0,0,0,6,1,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,KA Maharaj,D Ferreira,0,0,0,6,2,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,KA Maharaj,D Ferreira,1,0,1,6,3,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,KA Maharaj,F du Plessis,1,0,1,6,4,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,KA Maharaj,D Ferreira,2,0,2,6,5,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,KA Maharaj,D Ferreira,1,0,1,6,6,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,P Subrayen,D Ferreira,1,0,1,7,1,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,P Subrayen,F du Plessis,1,0,1,7,2,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,P Subrayen,D Ferreira,1,0,1,7,3,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,P Subrayen,F du Plessis,0,0,0,7,4,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,P Subrayen,F du Plessis,4,0,4,7,5,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,P Subrayen,F du Plessis,0,0,0,7,6,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,KA Maharaj,D Ferreira,1,0,1,8,1,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,KA Maharaj,F du Plessis,0,0,0,8,2,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,KA Maharaj,F du Plessis,0,0,0,8,3,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,KA Maharaj,F du Plessis,1,0,1,8,4,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,KA Maharaj,D Ferreira,0,0,0,8,5,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,KA Maharaj,D Ferreira,1,0,1,8,6,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,P Subrayen,D Ferreira,2,0,2,9,1,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,P Subrayen,D Ferreira,1,0,1,9,2,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,P Subrayen,F du Plessis,4,0,4,9,3,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,P Subrayen,F du Plessis,6,0,6,9,4,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,P Subrayen,F du Plessis,1,0,1,9,5,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,P Subrayen,D Ferreira,2,0,2,9,6,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,KA Maharaj,F du Plessis,4,0,4,10,1,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,KA Maharaj,F du Plessis,1,0,1,10,2,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,KA Maharaj,D Ferreira,1,0,1,10,3,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,KA Maharaj,F du Plessis,4,0,4,10,4,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,KA Maharaj,F du Plessis,1,0,1,10,5,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,KA Maharaj,D Ferreira,1,0,1,10,6,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,A Dananjaya,D Ferreira,1,0,1,11,1,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,A Dananjaya,F du Plessis,1,0,1,11,2,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,A Dananjaya,D Ferreira,0,0,0,11,3,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,A Dananjaya,D Ferreira,1,0,1,11,4,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,A Dananjaya,F du Plessis,1,0,1,11,5,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,A Dananjaya,D Ferreira,4,0,4,11,6,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,KMA Paul,F du Plessis,4,0,4,12,1,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,KMA Paul,F du Plessis,0,0,0,12,2,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,KMA Paul,F du Plessis,0,0,0,12,3,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,KMA Paul,F du Plessis,0,0,0,12,4,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,KMA Paul,F du Plessis,0,1,1,12,4,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,wides
D Ferreira,KMA Paul,F du Plessis,6,0,6,12,5,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,KMA Paul,F du Plessis,0,0,0,12,6,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,A Dananjaya,D Ferreira,2,0,2,13,1,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,A Dananjaya,D Ferreira,2,0,2,13,2,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,A Dananjaya,D Ferreira,4,0,4,13,3,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,A Dananjaya,D Ferreira,1,0,1,13,4,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,A Dananjaya,F du Plessis,1,0,1,13,5,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
F du Plessis,A Dananjaya,D Ferreira,0,0,0,13,6,Joburg Super Kings,1,caught,F du Plessis,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,KMA Paul,R Shepherd,2,0,2,14,1,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,KMA Paul,R Shepherd,4,0,4,14,2,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,KMA Paul,R Shepherd,1,0,1,14,3,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
R Shepherd,KMA Paul,D Ferreira,1,0,1,14,4,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,KMA Paul,R Shepherd,0,1,1,14,4,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,wides
D Ferreira,KMA Paul,R Shepherd,2,0,2,14,5,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,KMA Paul,R Shepherd,6,0,6,14,6,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
R Shepherd,A Dananjaya,D Ferreira,6,0,6,15,1,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
R Shepherd,A Dananjaya,D Ferreira,0,0,0,15,2,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
R Shepherd,A Dananjaya,D Ferreira,1,0,1,15,3,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,A Dananjaya,R Shepherd,6,0,6,15,4,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,A Dananjaya,R Shepherd,1,0,1,15,5,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
R Shepherd,A Dananjaya,D Ferreira,1,0,1,15,6,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
R Shepherd,D Pretorius,D Ferreira,0,0,0,16,1,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
R Shepherd,D Pretorius,D Ferreira,0,1,1,16,1,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,wides
R Shepherd,D Pretorius,D Ferreira,4,0,4,16,2,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
R Shepherd,D Pretorius,D Ferreira,1,0,1,16,3,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,D Pretorius,R Shepherd,0,1,1,16,3,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,wides
D Ferreira,D Pretorius,R Shepherd,4,0,4,16,4,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,D Pretorius,R Shepherd,6,0,6,16,5,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,D Pretorius,R Shepherd,0,0,0,16,6,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
R Shepherd,JO Holder,D Ferreira,1,0,1,17,1,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,JO Holder,R Shepherd,1,0,1,17,2,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
R Shepherd,JO Holder,D Ferreira,0,1,1,17,2,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,wides
R Shepherd,JO Holder,D Ferreira,6,0,6,17,3,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
R Shepherd,JO Holder,D Ferreira,0,1,1,17,4,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,legbyes
D Ferreira,JO Holder,R Shepherd,1,0,1,17,5,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
R Shepherd,JO Holder,D Ferreira,1,0,1,17,6,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
R Shepherd,D Pretorius,D Ferreira,4,0,4,18,1,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
R Shepherd,D Pretorius,D Ferreira,6,0,6,18,2,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
R Shepherd,D Pretorius,D Ferreira,1,0,1,18,3,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,D Pretorius,R Shepherd,4,0,4,18,4,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,D Pretorius,R Shepherd,2,0,2,18,5,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,D Pretorius,R Shepherd,0,1,1,18,5,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,wides
D Ferreira,D Pretorius,R Shepherd,0,0,0,18,6,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
R Shepherd,JO Holder,D Ferreira,1,0,1,19,1,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
D Ferreira,JO Holder,R Shepherd,1,0,1,19,2,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
R Shepherd,JO Holder,D Ferreira,6,0,6,19,3,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
R Shepherd,JO Holder,D Ferreira,0,0,0,19,4,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
R Shepherd,JO Holder,D Ferreira,0,0,0,19,5,Joburg Super Kings,1,bowled,R Shepherd,,,,,Durban's Super Giants,sat00002,,,,
GHS Garton,JO Holder,D Ferreira,4,0,4,19,6,Joburg Super Kings,1,,,,,,,Durban's Super Giants,sat00002,,,,
KR Mayers,GHS Garton,Q de Kock,0,0,0,0,1,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
KR Mayers,GHS Garton,Q de Kock,1,0,1,0,2,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,GHS Garton,KR Mayers,1,0,1,0,3,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
KR Mayers,GHS Garton,Q de Kock,0,0,0,0,4,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
KR Mayers,GHS Garton,Q de Kock,6,0,6,0,5,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
KR Mayers,GHS Garton,Q de Kock,4,0,4,0,6,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,AS Joseph,KR Mayers,1,0,1,1,1,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
KR Mayers,AS Joseph,Q de Kock,0,1,1,1,1,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,noballs
KR Mayers,AS Joseph,Q de Kock,1,0,1,1,2,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,AS Joseph,KR Mayers,0,0,0,1,3,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,AS Joseph,KR Mayers,6,0,6,1,4,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,AS Joseph,KR Mayers,6,0,6,1,5,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,AS Joseph,KR Mayers,1,0,1,1,6,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,RR Hendricks,KR Mayers,0,0,0,2,1,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,RR Hendricks,KR Mayers,1,0,1,2,2,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
KR Mayers,RR Hendricks,Q de Kock,0,0,0,2,3,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
KR Mayers,RR Hendricks,Q de Kock,0,0,0,2,4,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
KR Mayers,RR Hendricks,Q de Kock,0,0,0,2,5,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
KR Mayers,RR Hendricks,Q de Kock,1,0,1,2,6,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
KR Mayers,R Shepherd,Q de Kock,0,1,1,3,1,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,legbyes
Q de Kock,R Shepherd,KR Mayers,4,0,4,3,2,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,R Shepherd,KR Mayers,4,0,4,3,3,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,R Shepherd,KR Mayers,0,0,0,3,4,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,R Shepherd,KR Mayers,1,0,1,3,5,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
KR Mayers,R Shepherd,Q de Kock,0,0,0,3,6,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,RR Hendricks,KR Mayers,0,0,0,4,1,Durban's Super Giants,2,,,Joburg Super Kings,LB Gcuma,Q de Kock,struck down,Joburg Super Kings,sat00002,,,,
Q de Kock,RR Hendricks,KR Mayers,1,0,1,4,2,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
KR Mayers,RR Hendricks,Q de Kock,1,0,1,4,3,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,RR Hendricks,KR Mayers,0,0,0,4,4,Durban's Super Giants,2,,,Durban's Super Giants,LB Gcuma,Q de Kock,upheld,Joburg Super Kings,sat00002,,,,
Q de Kock,RR Hendricks,KR Mayers,0,0,0,4,5,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,RR Hendricks,KR Mayers,1,0,1,4,6,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,MP Siboto,KR Mayers,1,0,1,5,1,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
KR Mayers,MP Siboto,Q de Kock,6,0,6,5,2,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
KR Mayers,MP Siboto,Q de Kock,1,0,1,5,3,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,MP Siboto,KR Mayers,6,0,6,5,4,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,MP Siboto,KR Mayers,1,0,1,5,5,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
KR Mayers,MP Siboto,Q de Kock,0,1,1,5,5,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,noballs
KR Mayers,MP Siboto,Q de Kock,6,0,6,5,6,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,RR Hendricks,KR Mayers,0,0,0,6,1,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,RR Hendricks,KR Mayers,1,0,1,6,2,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
KR Mayers,RR Hendricks,Q de Kock,1,0,1,6,3,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,RR Hendricks,KR Mayers,0,0,0,6,4,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,RR Hendricks,KR Mayers,1,0,1,6,5,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
KR Mayers,RR Hendricks,Q de Kock,1,0,1,6,6,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
KR Mayers,D Ferreira,Q de Kock,1,0,1,7,1,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,D Ferreira,KR Mayers,1,0,1,7,2,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
KR Mayers,D Ferreira,Q de Kock,4,0,4,7,3,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
KR Mayers,D Ferreira,Q de Kock,0,0,0,7,4,Durban's Super Giants,2,,,Durban's Super Giants,AT Holdstock,KR Mayers,upheld,Joburg Super Kings,sat00002,,,,
KR Mayers,D Ferreira,Q de Kock,1,0,1,7,5,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,D Ferreira,KR Mayers,1,0,1,7,6,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,RR Hendricks,KR Mayers,0,0,0,8,1,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,RR Hendricks,KR Mayers,1,0,1,8,2,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
KR Mayers,RR Hendricks,Q de Kock,1,0,1,8,3,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,RR Hendricks,KR Mayers,1,0,1,8,4,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
KR Mayers,RR Hendricks,Q de Kock,1,0,1,8,5,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,RR Hendricks,KR Mayers,1,0,1,8,6,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,D Ferreira,KR Mayers,0,0,0,9,1,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,D Ferreira,KR Mayers,4,0,4,9,2,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,D Ferreira,KR Mayers,1,0,1,9,3,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
KR Mayers,D Ferreira,Q de Kock,1,0,1,9,4,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,D Ferreira,KR Mayers,0,0,0,9,5,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
Q de Kock,D Ferreira,KR Mayers,1,0,1,9,6,Durban's Super Giants,2,,,,,,,Joburg Super Kings,sat00002,,,,
